#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:64:2:1304,1304,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1304,Doban,BT01304,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1305,1305,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1305,Gelephu,BT01305,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1306,1306,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1306,Hiley,BT01306,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1307,1307,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1307,Jigmichhoeling,BT01307,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1308,1308,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1308,Senge,BT01308,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1309,1309,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1309,Sherzhong,BT01309,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1310,1310,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1310,Shompangkha,BT01310,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1311,1311,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1311,Taklai,BT01311,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1312,1312,1603:45:16:64:0,1603:45:16:64:1:13,1603:45:16:64:2:1312,Umling,BT01312,,,,Sarpang,BT013,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1401,1401,1603:45:16:64:0,1603:45:16:64:1:14,1603:45:16:64:2:1401,Chang,BT01401,,,,Thimphu,BT014,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1402,1402,1603:45:16:64:0,1603:45:16:64:1:14,1603:45:16:64:2:1402,Dagala,BT01402,,,,Thimphu,BT014,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1403,1403,1603:45:16:64:0,1603:45:16:64:1:14,1603:45:16:64:2:1403,Genye,BT01403,,,,Thimphu,BT014,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1404,1404,1603:45:16:64:0,1603:45:16:64:1:14,1603:45:16:64:2:1404,Kawang,BT01404,,,,Thimphu,BT014,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1405,1405,1603:45:16:64:0,1603:45:16:64:1:14,1603:45:16:64:2:1405,Lingzhi,BT01405,,,,Thimphu,BT014,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1406,1406,1603:45:16:64:0,1603:45:16:64:1:14,1603:45:16:64:2:1406,Mewang,BT01406,,,,Thimphu,BT014,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1407,1407,1603:45:16:64:0,1603:45:16:64:1:14,1603:45:16:64:2:1407,Naro,BT01407,,,,Thimphu,BT014,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1408,1408,1603:45:16:64:0,1603:45:16:64:1:14,1603:45:16:64:2:1408,Soe,BT01408,,,,Thimphu,BT014,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1501,1501,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1501,Bartsham,BT01501,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1502,1502,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1502,Bidung,BT01502,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1503,1503,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1503,Kanglung,BT01503,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1504,1504,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1504,Kangpara,BT01504,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1505,1505,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1505,Khaling,BT01505,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1506,1506,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1506,Lumang,BT01506,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1507,1507,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1507,Merak,BT01507,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1508,1508,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1508,Phongme,BT01508,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1509,1509,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1509,Radi,BT01509,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1510,1510,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1510,Sakteng,BT01510,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1511,1511,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1511,Samkhar,BT01511,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1512,1512,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1512,Shongphu,BT01512,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1513,1513,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1513,Thrimshing,BT01513,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1514,1514,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1514,Udzorong,BT01514,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1515,1515,1603:45:16:64:0,1603:45:16:64:1:15,1603:45:16:64:2:1515,Yangnyer,BT01515,,,,Trashigang,BT015,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1601,1601,1603:45:16:64:0,1603:45:16:64:1:16,1603:45:16:64:2:1601,Bumdeling,BT01601,,,,Yangtse,BT016,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1602,1602,1603:45:16:64:0,1603:45:16:64:1:16,1603:45:16:64:2:1602,Jamkhar,BT01602,,,,Yangtse,BT016,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1603,1603,1603:45:16:64:0,1603:45:16:64:1:16,1603:45:16:64:2:1603,Khamdang,BT01603,,,,Yangtse,BT016,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1604,1604,1603:45:16:64:0,1603:45:16:64:1:16,1603:45:16:64:2:1604,Ramjar,BT01604,,,,Yangtse,BT016,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1605,1605,1603:45:16:64:0,1603:45:16:64:1:16,1603:45:16:64:2:1605,Toetsho,BT01605,,,,Yangtse,BT016,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1606,1606,1603:45:16:64:0,1603:45:16:64:1:16,1603:45:16:64:2:1606,Tomzhangtshen,BT01606,,,,Yangtse,BT016,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1607,1607,1603:45:16:64:0,1603:45:16:64:1:16,1603:45:16:64:2:1607,Yalang,BT01607,,,,Yangtse,BT016,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1608,1608,1603:45:16:64:0,1603:45:16:64:1:16,1603:45:16:64:2:1608,Trashiyangtse,BT01608,,,,Yangtse,BT016,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1701,1701,1603:45:16:64:0,1603:45:16:64:1:17,1603:45:16:64:2:1701,Dragteng,BT01701,,,,Trongsa,BT017,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1702,1702,1603:45:16:64:0,1603:45:16:64:1:17,1603:45:16:64:2:1702,Korphu,BT01702,,,,Trongsa,BT017,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1703,1703,1603:45:16:64:0,1603:45:16:64:1:17,1603:45:16:64:2:1703,Langthil,BT01703,,,,Trongsa,BT017,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1704,1704,1603:45:16:64:0,1603:45:16:64:1:17,1603:45:16:64:2:1704,Nubi,BT01704,,,,Trongsa,BT017,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1705,1705,1603:45:16:64:0,1603:45:16:64:1:17,1603:45:16:64:2:1705,Tangsibji,BT01705,,,,Trongsa,BT017,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1801,1801,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1801,Barzhong,BT01801,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1802,1802,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1802,Beteni,BT01802,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1803,1803,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1803,Dunglegang,BT01803,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1804,1804,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1804,Gosarling,BT01804,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1805,1805,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1805,Kikorthang,BT01805,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1806,1806,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1806,Mendrelgang,BT01806,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1807,1807,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1807,Patakla,BT01807,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1808,1808,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1808,Phuentenchhu,BT01808,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1809,1809,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1809,Rangthangling,BT01809,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1810,1810,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1810,Shemjong,BT01810,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1811,1811,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1811,Tsholingkhor,BT01811,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1812,1812,1603:45:16:64:0,1603:45:16:64:1:18,1603:45:16:64:2:1812,Tsirangtoe,BT01812,,,,Tsirang,BT018,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1901,1901,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1901,Athang,BT01901,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1902,1902,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1902,Bjena,BT01902,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1903,1903,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1903,Daga,BT01903,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1904,1904,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1904,Dangchhu,BT01904,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1905,1905,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1905,Gangte,BT01905,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1906,1906,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1906,Gasetsho Gom,BT01906,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1907,1907,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1907,Gasetsho Om,BT01907,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1908,1908,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1908,Kazhi,BT01908,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1909,1909,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1909,Nahi,BT01909,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1910,1910,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1910,Nyisho,BT01910,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1911,1911,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1911,Phangyuel,BT01911,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1912,1912,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1912,Phobji,BT01912,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1913,1913,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1913,Ruepisa,BT01913,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1914,1914,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1914,Sephu,BT01914,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:1915,1915,1603:45:16:64:0,1603:45:16:64:1:19,1603:45:16:64:2:1915,Thedtsho,BT01915,,,,Wangduephodrang,BT019,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:2001,2001,1603:45:16:64:0,1603:45:16:64:1:20,1603:45:16:64:2:2001,Bardo,BT02001,,,,Zhemgang,BT020,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:2002,2002,1603:45:16:64:0,1603:45:16:64:1:20,1603:45:16:64:2:2002,Bjoka,BT02002,,,,Zhemgang,BT020,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:2003,2003,1603:45:16:64:0,1603:45:16:64:1:20,1603:45:16:64:2:2003,Gozhing,BT02003,,,,Zhemgang,BT020,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:2004,2004,1603:45:16:64:0,1603:45:16:64:1:20,1603:45:16:64:2:2004,Nangkor,BT02004,,,,Zhemgang,BT020,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:2005,2005,1603:45:16:64:0,1603:45:16:64:1:20,1603:45:16:64:2:2005,Ngangla,BT02005,,,,Zhemgang,BT020,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:2006,2006,1603:45:16:64:0,1603:45:16:64:1:20,1603:45:16:64:2:2006,Pangkhar,BT02006,,,,Zhemgang,BT020,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:2007,2007,1603:45:16:64:0,1603:45:16:64:1:20,1603:45:16:64:2:2007,Shingkhar,BT02007,,,,Zhemgang,BT020,Bhutan,BT,2019-02-01,2020-10-30,
1603:45:16:64:2:2008,2008,1603:45:16:64:0,1603:45:16:64:1:20,1603:45:16:64:2:2008,Trong,BT02008,,,,Zhemgang,BT020,Bhutan,BT,2019-02-01,2020-10-30,
