#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm2+name+i_fra+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_fra+is_latn,#adm2+name+alt2+i_fra+is_latn,#adm1+name+i_fra+is_latn,#adm1+code+v_pcode,#country+name+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:108:2:4005,4005,Mishiha,BI004005,Mishiha,Mishiha (Cankuzo),,Cankuzo,BI004,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:5001,5001,Buganda,BI005001,Buganda,Buganda (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:5002,5002,Bukinanyana,BI005002,Bukinanyana,Bukinanyana (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:5003,5003,Mabayi,BI005003,Mabayi,Mabayi (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:5004,5004,Mugina,BI005004,Mugina,Mugina (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:5005,5005,Murwi,BI005005,Murwi,Murwi (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:5006,5006,Rugombo,BI005006,Rugombo,Rugombo (Cibitoke),,Cibitoke,BI005,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6001,6001,Bugendana,BI006001,Bugendana,Bugendana (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6002,6002,Bukirasazi,BI006002,Bukirasazi,Bukirasazi (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6003,6003,Buraza,BI006003,Buraza,Buraza (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6004,6004,Giheta,BI006004,Giheta,Giheta (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6005,6005,Gishubi,BI006005,Gishubi,Gishubi (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6006,6006,Gitega,BI006006,Gitega,Gitega (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6007,6007,Itaba,BI006007,Itaba,Itaba (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6008,6008,Makebuko,BI006008,Makebuko,Makebuko (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6009,6009,Mutaho,BI006009,Mutaho,Mutaho (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6010,6010,Ryansoro,BI006010,Ryansoro,Ryansoro (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:6011,6011,Nyanrusange,BI006011,Nyanrusange,Nyanrusange (Gitega),,Gitega,BI006,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:7001,7001,Bugenyuzi,BI007001,Bugenyuzi,Bugenyuzi (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:7002,7002,Buhiga,BI007002,Buhiga,Buhiga (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:7003,7003,Gihogazi,BI007003,Gihogazi,Gihogazi (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:7004,7004,Gitaramuka,BI007004,Gitaramuka,Gitaramuka (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:7005,7005,Mutumba,BI007005,Mutumba,Mutumba (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:7006,7006,Nyabikere,BI007006,Nyabikere,Nyabikere (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:7007,7007,Shombo,BI007007,Shombo,Shombo (Karuzi),,Karuzi,BI007,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8001,8001,Butaganzwa,BI008001,Butaganzwa,Butaganzwa (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8002,8002,Gahombo,BI008002,Gahombo,Gahombo (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8003,8003,Gatara,BI008003,Gatara,Gatara (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8004,8004,Kabarore,BI008004,Kabarore,Kabarore (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8005,8005,Kayanza,BI008005,Kayanza,Kayanza (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8006,8006,Matongo,BI008006,Matongo,Matongo (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8007,8007,Muhanga,BI008007,Muhanga,Muhanga (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8008,8008,Muruta,BI008008,Muruta,Muruta (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:8009,8009,Rango,BI008009,Rango,Rango (Kayanza),,Kayanza,BI008,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:9001,9001,Bugabira,BI009001,Bugabira,Bugabira (Kirundo),,Kirundo,BI009,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:9002,9002,Busoni,BI009002,Busoni,Busoni (Kirundo),,Kirundo,BI009,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:9003,9003,Bwambarangwe,BI009003,Bwambarangwe,Bwambarangwe (Kirundo),,Kirundo,BI009,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:9004,9004,Gitobe,BI009004,Gitobe,Gitobe (Kirundo),,Kirundo,BI009,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:9005,9005,Kirundo,BI009005,Kirundo,Kirundo (Kirundo),,Kirundo,BI009,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:9006,9006,Ntega,BI009006,Ntega,Ntega (Kirundo),,Kirundo,BI009,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:9007,9007,Vumbi,BI009007,Vumbi,Vumbi (Kirundo),,Kirundo,BI009,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:10001,10001,Kayogoro,BI010001,Kayogoro,Kayogoro (Makamba),,Makamba,BI010,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:10002,10002,Kibago,BI010002,Kibago,Kibago (Makamba),,Makamba,BI010,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:10003,10003,Mabanda,BI010003,Mabanda,Mabanda (Makamba),,Makamba,BI010,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:10004,10004,Makamba,BI010004,Makamba,Makamba (Makamba),,Makamba,BI010,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:10005,10005,Nyanza-Lac,BI010005,Nyanza-Lac,Nyanza-Lac (Makamba),,Makamba,BI010,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:10006,10006,Vugizo,BI010006,Vugizo,Vugizo (Makamba),,Makamba,BI010,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:11001,11001,Bukeye,BI011001,Bukeye,Bukeye (Muramvya),,Muramvya,BI011,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:11002,11002,Kiganda,BI011002,Kiganda,Kiganda (Muramvya),,Muramvya,BI011,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:11003,11003,Mbuye,BI011003,Mbuye,Mbuye (Muramvya),,Muramvya,BI011,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:11004,11004,Muramvya,BI011004,Muramvya,Muramvya (Muramvya),,Muramvya,BI011,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:11005,11005,Rutegama,BI011005,Rutegama,Rutegama (Muramvya),,Muramvya,BI011,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:12001,12001,Buhinyuza,BI012001,Buhinyuza,Buhinyuza (Muyinga),,Muyinga,BI012,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:12002,12002,Butihinda,BI012002,Butihinda,Butihinda (Muyinga),,Muyinga,BI012,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:12003,12003,Gashoho,BI012003,Gashoho,Gashoho (Muyinga),,Muyinga,BI012,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:12004,12004,Gasorwe,BI012004,Gasorwe,Gasorwe (Muyinga),,Muyinga,BI012,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:12005,12005,Giteranyi,BI012005,Giteranyi,Giteranyi (Muyinga),,Muyinga,BI012,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:12006,12006,Muyinga,BI012006,Muyinga,Muyinga (Muyinga),,Muyinga,BI012,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:12007,12007,Mwakiro,BI012007,Mwakiro,Mwakiro (Muyinga),,Muyinga,BI012,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:13001,13001,Bisoro,BI013001,Bisoro,Bisoro (Mwaro),,Mwaro,BI013,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:13002,13002,Gisozi,BI013002,Gisozi,Gisozi (Mwaro),,Mwaro,BI013,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:13003,13003,Kayokwe,BI013003,Kayokwe,Kayokwe (Mwaro),,Mwaro,BI013,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:13004,13004,Ndava,BI013004,Ndava,Ndava (Mwaro),,Mwaro,BI013,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:13005,13005,Nyabihanga,BI013005,Nyabihanga,Nyabihanga (Mwaro),,Mwaro,BI013,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:13006,13006,Rusaka,BI013006,Rusaka,Rusaka (Mwaro),,Mwaro,BI013,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14001,14001,Busiga,BI014001,Busiga,Busiga (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14002,14002,Gashikanwa,BI014002,Gashikanwa,Gashikanwa (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14003,14003,Kiremba,BI014003,Kiremba,Kiremba (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14004,14004,Marangara,BI014004,Marangara,Marangara (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14005,14005,Mwumba,BI014005,Mwumba,Mwumba (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14006,14006,Ngozi,BI014006,Ngozi,Ngozi (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14007,14007,Nyamurenza,BI014007,Nyamurenza,Nyamurenza (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14008,14008,Ruhororo,BI014008,Ruhororo,Ruhororo (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:14009,14009,Tangara,BI014009,Tangara,Tangara (Ngozi),,Ngozi,BI014,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:15001,15001,Bukemba,BI015001,Bukemba,Bukemba (Rutana),,Rutana,BI015,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:15002,15002,Giharo,BI015002,Giharo,Giharo (Rutana),,Rutana,BI015,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:15003,15003,Gitanga,BI015003,Gitanga,Gitanga (Rutana),,Rutana,BI015,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:15004,15004,Mpinga-Kayove,BI015004,Mpinga-Kayove,Mpinga-Kayove (Rutana),,Rutana,BI015,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:15005,15005,Musongati,BI015005,Musongati,Musongati (Rutana),,Rutana,BI015,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:15006,15006,Rutana,BI015006,Rutana,Rutana (Rutana),,Rutana,BI015,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:16001,16001,Butaganzwa1,BI016001,Butaganzwa1,Butaganzwa1 (Ruyigi),,Ruyigi,BI016,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:16002,16002,Butezi,BI016002,Butezi,Butezi (Ruyigi),,Ruyigi,BI016,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:16003,16003,Bweru,BI016003,Bweru,Bweru (Ruyigi),,Ruyigi,BI016,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:16004,16004,Gisuru,BI016004,Gisuru,Gisuru (Ruyigi),,Ruyigi,BI016,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:16005,16005,Kinyinya,BI016005,Kinyinya,Kinyinya (Ruyigi),,Ruyigi,BI016,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:16006,16006,Nyabitsinda,BI016006,Nyabitsinda,Nyabitsinda (Ruyigi),,Ruyigi,BI016,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:16007,16007,Ruyigi,BI016007,Ruyigi,Ruyigi (Ruyigi),,Ruyigi,BI016,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:17014,17014,Muha,BI017014,Muha,Muha (Bujumbura Mairie),,Bujumbura Mairie,BI017,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:17015,17015,Mukaza,BI017015,Mukaza,Mukaza (Bujumbura Mairie),,Bujumbura Mairie,BI017,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:17016,17016,Ntahangwa,BI017016,Ntahangwa,Ntahangwa (Bujumbura Mairie),,Bujumbura Mairie,BI017,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:18001,18001,Muhuta,BI018001,Muhuta,Muhuta (Rumonge),,Rumonge,BI018,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:18002,18002,Bugarama,BI018002,Bugarama,Bugarama (Rumonge),,Rumonge,BI018,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:18003,18003,Burambi,BI018003,Burambi,Burambi (Rumonge),,Rumonge,BI018,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:18004,18004,Buyengero,BI018004,Buyengero,Buyengero (Rumonge),,Rumonge,BI018,Burundi,BI,2017-11-07,2021-10-07,
1603:45:16:108:2:18005,18005,Rumonge,BI018005,Rumonge,Rumonge (Rumonge),,Rumonge,BI018,Burundi,BI,2017-11-07,2021-10-07,
