#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:450:2:23210,23210,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23210,Manakara Atsimo,MG23210,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:23211,23211,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23211,Ikongo,MG23211,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:23212,23212,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23212,Vohipeno,MG23212,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:24216,24216,1603:45:16:450:0,1603:45:16:450:1:24,1603:45:16:450:2:24216,Ihosy,MG24216,,,,Ihorombe,MG24,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:24218,24218,1603:45:16:450:0,1603:45:16:450:1:24,1603:45:16:450:2:24218,Ivohibe,MG24218,,,,Ihorombe,MG24,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:24221,24221,1603:45:16:450:0,1603:45:16:450:1:24,1603:45:16:450:2:24221,Iakora,MG24221,,,,Ihorombe,MG24,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:25213,25213,1603:45:16:450:0,1603:45:16:450:1:25,1603:45:16:450:2:25213,Farafangana,MG25213,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:25214,25214,1603:45:16:450:0,1603:45:16:450:1:25,1603:45:16:450:2:25214,Vangaindrano,MG25214,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:25215,25215,1603:45:16:450:0,1603:45:16:450:1:25,1603:45:16:450:2:25215,Midongy-Atsimo,MG25215,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:25217,25217,1603:45:16:450:0,1603:45:16:450:1:25,1603:45:16:450:2:25217,Vondrozo,MG25217,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:25222,25222,1603:45:16:450:0,1603:45:16:450:1:25,1603:45:16:450:2:25222,Befotaka,MG25222,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:31301,31301,1603:45:16:450:0,1603:45:16:450:1:31,1603:45:16:450:2:31301,Toamasina I,MG31301,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:31306,31306,1603:45:16:450:0,1603:45:16:450:1:31,1603:45:16:450:2:31306,Brickaville,MG31306,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:31307,31307,1603:45:16:450:0,1603:45:16:450:1:31,1603:45:16:450:2:31307,Vatomandry,MG31307,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:31308,31308,1603:45:16:450:0,1603:45:16:450:1:31,1603:45:16:450:2:31308,Mahanoro,MG31308,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:31309,31309,1603:45:16:450:0,1603:45:16:450:1:31,1603:45:16:450:2:31309,Marolambo,MG31309,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:31310,31310,1603:45:16:450:0,1603:45:16:450:1:31,1603:45:16:450:2:31310,Toamasina II,MG31310,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:31311,31311,1603:45:16:450:0,1603:45:16:450:1:31,1603:45:16:450:2:31311,Antanambao Manampontsy,MG31311,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:32302,32302,1603:45:16:450:0,1603:45:16:450:1:32,1603:45:16:450:2:32302,Sainte Marie,MG32302,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:32303,32303,1603:45:16:450:0,1603:45:16:450:1:32,1603:45:16:450:2:32303,Maroantsetra,MG32303,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:32304,32304,1603:45:16:450:0,1603:45:16:450:1:32,1603:45:16:450:2:32304,Mananara-Avaratra,MG32304,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:32305,32305,1603:45:16:450:0,1603:45:16:450:1:32,1603:45:16:450:2:32305,Fenerive Est,MG32305,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:32315,32315,1603:45:16:450:0,1603:45:16:450:1:32,1603:45:16:450:2:32315,Vavatenina,MG32315,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:32318,32318,1603:45:16:450:0,1603:45:16:450:1:32,1603:45:16:450:2:32318,Soanierana Ivongo,MG32318,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:33312,33312,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33312,Amparafaravola,MG33312,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:33313,33313,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33313,Ambatondrazaka,MG33313,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:33314,33314,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,Moramanga,MG33314,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:33316,33316,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,Andilamena,MG33316,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:33317,33317,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,Anosibe-An'ala,MG33317,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:41401,41401,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41401,Mahajanga I,MG41401,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:41403,41403,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41403,Soalala,MG41403,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:41405,41405,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,Ambato Boeni,MG41405,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:41406,41406,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,Marovoay,MG41406,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:41407,41407,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41407,Mitsinjo,MG41407,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:41415,41415,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,Mahajanga II,MG41415,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:42409,42409,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42409,Port-Berge (Boriziny-Vaovao),MG42409,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:42410,42410,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42410,Mandritsara,MG42410,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:42411,42411,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42411,Analalava,MG42411,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:42412,42412,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42412,Befandriana Nord,MG42412,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:42413,42413,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42413,Antsohihy,MG42413,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:42414,42414,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42414,Bealanana,MG42414,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:42423,42423,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42423,Mampikony,MG42423,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:43404,43404,1603:45:16:450:0,1603:45:16:450:1:43,1603:45:16:450:2:43404,Maevatanana,MG43404,,,,Betsiboka,MG43,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:43408,43408,1603:45:16:450:0,1603:45:16:450:1:43,1603:45:16:450:2:43408,Tsaratanana,MG43408,,,,Betsiboka,MG43,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:43416,43416,1603:45:16:450:0,1603:45:16:450:1:43,1603:45:16:450:2:43416,Kandreho,MG43416,,,,Betsiboka,MG43,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:44402,44402,1603:45:16:450:0,1603:45:16:450:1:44,1603:45:16:450:2:44402,Besalampy,MG44402,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:44417,44417,1603:45:16:450:0,1603:45:16:450:1:44,1603:45:16:450:2:44417,Ambatomainty,MG44417,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:44420,44420,1603:45:16:450:0,1603:45:16:450:1:44,1603:45:16:450:2:44420,Antsalova,MG44420,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:44421,44421,1603:45:16:450:0,1603:45:16:450:1:44,1603:45:16:450:2:44421,Maintirano,MG44421,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:44422,44422,1603:45:16:450:0,1603:45:16:450:1:44,1603:45:16:450:2:44422,Morafenobe,MG44422,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51501,51501,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51501,Toliary-I,MG51501,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51503,51503,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51503,Beroroha,MG51503,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51504,51504,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51504,Morombe,MG51504,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51505,51505,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51505,Ankazoabo,MG51505,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51506,51506,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51506,Betioky Atsimo,MG51506,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51507,51507,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51507,Ampanihy Ouest,MG51507,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51512,51512,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51512,Sakaraha,MG51512,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51520,51520,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51520,Toliary-II,MG51520,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:51521,51521,1603:45:16:450:0,1603:45:16:450:1:51,1603:45:16:450:2:51521,Benenitra,MG51521,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:52513,52513,1603:45:16:450:0,1603:45:16:450:1:52,1603:45:16:450:2:52513,Beloha,MG52513,,,,Androy,MG52,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:52514,52514,1603:45:16:450:0,1603:45:16:450:1:52,1603:45:16:450:2:52514,Tsihombe,MG52514,,,,Androy,MG52,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:52516,52516,1603:45:16:450:0,1603:45:16:450:1:52,1603:45:16:450:2:52516,Ambovombe-Androy,MG52516,,,,Androy,MG52,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:52518,52518,1603:45:16:450:0,1603:45:16:450:1:52,1603:45:16:450:2:52518,Bekily,MG52518,,,,Androy,MG52,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:53515,53515,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,Taolagnaro,MG53515,,,,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:53517,53517,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,Betroka,MG53517,,,,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:53519,53519,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,Amboasary-Atsimo,MG53519,,,,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:54502,54502,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54502,Manja,MG54502,,,,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:54508,54508,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54508,Morondava,MG54508,,,,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:54509,54509,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,Mahabo,MG54509,,,,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:54510,54510,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,Belo Sur Tsiribihina,MG54510,,,,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:54511,54511,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,Miandrivazo,MG54511,,,,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:71713,71713,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,Antsiranana II,MG71713,,,,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:71715,71715,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71715,Antsiranana I,MG71715,,,,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:71717,71717,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,Ambilobe,MG71717,,,,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:71718,71718,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71718,Nosy-Be,MG71718,,,,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:71719,71719,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,Ambanja,MG71719,,,,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:72710,72710,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,Antalaha,MG72710,,,,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:72711,72711,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,Sambava,MG72711,,,,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:2:72712,72712,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72712,Andapa,MG72712,,,,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
