#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:728:2:309,309,1603:45:16:728:0,1603:45:16:728:1:3,1603:45:16:728:2:309,Pochalla,SS0309,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:310,310,1603:45:16:728:0,1603:45:16:728:1:3,1603:45:16:728:2:310,Twic East,SS0310,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:311,311,1603:45:16:728:0,1603:45:16:728:1:3,1603:45:16:728:2:311,Uror,SS0311,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:401,401,1603:45:16:728:0,1603:45:16:728:1:4,1603:45:16:728:2:401,Awerial,SS0401,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:402,402,1603:45:16:728:0,1603:45:16:728:1:4,1603:45:16:728:2:402,Cueibet,SS0402,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:403,403,1603:45:16:728:0,1603:45:16:728:1:4,1603:45:16:728:2:403,Rumbek Centre,SS0403,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:404,404,1603:45:16:728:0,1603:45:16:728:1:4,1603:45:16:728:2:404,Rumbek East,SS0404,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:405,405,1603:45:16:728:0,1603:45:16:728:1:4,1603:45:16:728:2:405,Rumbek North,SS0405,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:406,406,1603:45:16:728:0,1603:45:16:728:1:4,1603:45:16:728:2:406,Wulu,SS0406,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:407,407,1603:45:16:728:0,1603:45:16:728:1:4,1603:45:16:728:2:407,Yirol East,SS0407,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:408,408,1603:45:16:728:0,1603:45:16:728:1:4,1603:45:16:728:2:408,Yirol West,SS0408,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:501,501,1603:45:16:728:0,1603:45:16:728:1:5,1603:45:16:728:2:501,Aweil Centre,SS0501,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:502,502,1603:45:16:728:0,1603:45:16:728:1:5,1603:45:16:728:2:502,Aweil East,SS0502,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:503,503,1603:45:16:728:0,1603:45:16:728:1:5,1603:45:16:728:2:503,Aweil North,SS0503,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:504,504,1603:45:16:728:0,1603:45:16:728:1:5,1603:45:16:728:2:504,Aweil South,SS0504,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:505,505,1603:45:16:728:0,1603:45:16:728:1:5,1603:45:16:728:2:505,Aweil West,SS0505,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:601,601,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:601,Abiemnhom,SS0601,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:602,602,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:602,Guit,SS0602,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:603,603,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:603,Koch,SS0603,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:604,604,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:604,Leer,SS0604,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:605,605,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:605,Mayendit,SS0605,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:606,606,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:606,Mayom,SS0606,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:607,607,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:607,Panyijiar,SS0607,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:608,608,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:608,Pariang,SS0608,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:609,609,1603:45:16:728:0,1603:45:16:728:1:6,1603:45:16:728:2:609,Rubkona,SS0609,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:701,701,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:701,Baliet,SS0701,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:702,702,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:702,Fashoda,SS0702,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:703,703,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:703,Longochuk,SS0703,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:704,704,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:704,Luakpiny/Nasir,SS0704,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:705,705,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:705,Maban,SS0705,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:706,706,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:706,Maiwut,SS0706,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:707,707,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:707,Malakal,SS0707,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:708,708,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:708,Manyo,SS0708,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:709,709,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:709,Melut,SS0709,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:710,710,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:710,Panyikang,SS0710,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:711,711,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:711,Renk,SS0711,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:712,712,1603:45:16:728:0,1603:45:16:728:1:7,1603:45:16:728:2:712,Ulang,SS0712,,,,Upper Nile,SS07,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:801,801,1603:45:16:728:0,1603:45:16:728:1:8,1603:45:16:728:2:801,Gogrial East,SS0801,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:802,802,1603:45:16:728:0,1603:45:16:728:1:8,1603:45:16:728:2:802,Gogrial West,SS0802,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:803,803,1603:45:16:728:0,1603:45:16:728:1:8,1603:45:16:728:2:803,Tonj East,SS0803,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:804,804,1603:45:16:728:0,1603:45:16:728:1:8,1603:45:16:728:2:804,Tonj North,SS0804,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:805,805,1603:45:16:728:0,1603:45:16:728:1:8,1603:45:16:728:2:805,Tonj South,SS0805,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:806,806,1603:45:16:728:0,1603:45:16:728:1:8,1603:45:16:728:2:806,Twic,SS0806,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:807,807,1603:45:16:728:0,1603:45:16:728:1:8,1603:45:16:728:2:807,Abyei Region,SS0807,,,,Warrap,SS08,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:901,901,1603:45:16:728:0,1603:45:16:728:1:9,1603:45:16:728:2:901,Jur River,SS0901,,,,Western Bahr el Ghazal,SS09,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:902,902,1603:45:16:728:0,1603:45:16:728:1:9,1603:45:16:728:2:902,Raja,SS0902,,,,Western Bahr el Ghazal,SS09,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:903,903,1603:45:16:728:0,1603:45:16:728:1:9,1603:45:16:728:2:903,Wau,SS0903,,,,Western Bahr el Ghazal,SS09,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1001,1001,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1001,Ezo,SS1001,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1002,1002,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1002,Ibba,SS1002,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1003,1003,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1003,Maridi,SS1003,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1004,1004,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1004,Mundri East,SS1004,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1005,1005,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1005,Mundri West,SS1005,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1006,1006,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1006,Mvolo,SS1006,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1007,1007,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1007,Nagero,SS1007,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1008,1008,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1008,Nzara,SS1008,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1009,1009,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1009,Tambura,SS1009,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
1603:45:16:728:2:1010,1010,1603:45:16:728:0,1603:45:16:728:1:10,1603:45:16:728:2:1010,Yambio,SS1010,,,,Western Equatoria,SS10,South Sudan,SS,2018-08-15,2022-01-21,
