admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Zéaglo,CI090105,Zeaglo,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guiglo,CI090201,,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bédi-Gaozon,CI090202,Bedi-Gaozon,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kaadé,CI090203,Kaade,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Nizahon,CI090204,,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Taï,CI090301,Tai,,,Taï,CI0903,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zagné,CI090302,Zagne,,,Taï,CI0903,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Toulepleu,CI090401,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bakoubly,CI090402,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Méo,CI090403,Meo,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Nézobly,CI090404,Nezobly,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Péhé,CI090405,Pehe,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tiobly,CI090406,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Goulia,CI100101,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kaniasso,CI100102,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Mahandiana-Sokourani,CI100103,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Minignan,CI100201,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kimbirila-Nord,CI100202,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sokoro,CI100203,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tienko,CI100204,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ando-Kékrénou,CI110101,Ando-Kekrenou,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Béoumi,CI110102,Beoumi,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bodokro,CI110103,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kondrobo,CI110104,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Lolobo,CI110105,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Marabadiassa,CI110106,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
N'Guéssankro,CI110107,NGuéssankro,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Botro,CI110201,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Diabo,CI110202,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Krofoinsou,CI110203,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Languibonou,CI110204,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bouaké,CI110301,Bouake,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bounda,CI110302,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Brobo,CI110303,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Djébonoua,CI110304,Djebonoua,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Mamini,CI110305,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sakassou,CI110401,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ayaou-Sran,CI110402,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dibri-Assirikro,CI110403,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Toumodi-Sakassou,CI110404,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dahiri,CI120101,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Fresco,CI120102,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gbagbam,CI120103,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sassandra,CI120201,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dakpadou,CI120202,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Grihiri,CI120203,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Lobakuya,CI120204,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Medon,CI120205,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sago,CI120206,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bayota,CI130101,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dahiépa-Kéhi,CI130102,Dahiepa-Kehi,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dignago,CI130103,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dougroupalégnoa,CI130104,Dougroupalegnoa,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Doukouyo,CI130105,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gagnoa,CI130106,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Galébouo,CI130107,Galebouo,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gnagbodougnoa,CI130108,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guiberoua,CI130109,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ouragahio,CI130110,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sérihio,CI130111,Serihio,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yopohue,CI130112,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Oumé,CI130201,Oume,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Diégonéfla,CI130202,Diegonefla,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Guépahouo,CI130203,Guepahouo,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tonla,CI130204,,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Appimadoum,CI140101,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bondo,CI140102,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bondoukou,CI140103,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Gouméré,CI140104,Goumere,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Laoudi-Ba,CI140105,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Pinda-Boroko,CI140106,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sapli-Sépingo,CI140107,Sapli-Sepingo,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sorobango,CI140108,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tabagne,CI140109,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tagadi,CI140110,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Taoudi,CI140111,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yézimala,CI140112,Yezimala,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Koun-Fao,CI140201,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Boahia,CI140202,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kokomian,CI140203,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouassi-Datékro,CI140204,Kouassi-Datekro,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tankessé,CI140205,Tankesse,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tienkoikro,CI140206,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sandégué,CI140301,Sandegue,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bandakagni-Tomora,CI140302,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dimandougou,CI140303,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Yorobodi,CI140304,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tanda,CI140401,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Amanvi,CI140402,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Diamba,CI140403,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tchèdio,CI140404,Tchedio,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Transua,CI140501,,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Assuéfry,CI140502,Assuefry,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kouassia-Niaguini,CI140503,,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Dabou,CI150101,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Lopou,CI150102,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Toupah,CI150103,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ahouanou,CI150201,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bacanda,CI150202,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ebonou,CI150203,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Grand Lahou,CI150204,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Toukouzou,CI150205,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Jacqueville,CI150301,,,,Jacqueville,CI1503,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Attoutou,CI150302,,,,Jacqueville,CI1503,Grands Ponts,CI15,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Bangolo,CI160101,,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
