admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Don Mueang,ดอนเมือง,TH103604,,,,,,Don Mueang,ดอนเมือง,TH1036,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sanam Bin,สนามบิน,TH103605,,,,,,Don Mueang,ดอนเมือง,TH1036,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Phaya Thai,ทุ่งพญาไท,TH103701,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thanon Phaya Thai,ถนนพญาไท,TH103702,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thanon Phet Buri,ถนนเพชรบุรี,TH103703,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Makkasan,มักกะสัน,TH103704,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lat Phrao,ลาดพร้าว,TH103801,,,,,,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chorakhe Bua,จรเข้บัว,TH103802,,,,,,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Toei Nuea,คลองเตยเหนือ,TH103901,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Tan Nuea,คลองตันเหนือ,TH103902,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phra Khanong Nuea,พระโขนงเหนือ,TH103903,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Khae,บางแค,TH104001,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Khae Nuea,บางแคเหนือ,TH104002,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Phai,บางไผ่,TH104003,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lak Song,หลักสอง,TH104004,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Song Hong,ทุ่งสองห้อง,TH104101,,,,,,Lak Si,หลักสี่,TH1041,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Talat Bang Khen,ตลาดบางเขน,TH104102,,,,,,Lak Si,หลักสี่,TH1041,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Mai,สายไหม,TH104201,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
O Ngoen,ออเงิน,TH104202,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Thanon,คลองถนน,TH104203,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khan Na Yao,คันนายาว,TH104301,,,,,,Khan Na Yao,คันนายาว,TH1043,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ram Inthra,รามอินทรา,TH104302,,,,,,Khan Na Yao,คันนายาว,TH1043,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Saphan Sung,สะพานสูง,TH104401,,,,,,Saphan Sung,สะพานสูง,TH1044,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Thonglang,วังทองหลาง,TH104501,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Saphan Song,สะพานสอง,TH104502,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Chaokhun Sing,คลองเจ้าคุณสิงห์,TH104503,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phlapphla,พลับพลา,TH104504,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sam Wa Tawan Tok,สามวาตะวันตก,TH104601,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sam Wa Tawan Ok,สามวาตะวันออก,TH104602,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Chan,บางชัน,TH104603,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Kong Din,ทรายกองดิน,TH104604,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Kong Din Tai,ทรายกองดินใต้,TH104605,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Na,บางนา,TH104701,,,,,,Bang Na,บางนา,TH1047,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thawi Watthana,ทวีวัฒนา,TH104801,,,,,,Thawi Watthana,ทวีวัฒนา,TH1048,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sala Thammasop,ศาลาธรรมสพน์,TH104802,,,,,,Thawi Watthana,ทวีวัฒนา,TH1048,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Mot,บางมด,TH104901,,,,,,Thung Khru,ทุ่งครุ,TH1049,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Khru,ทุ่งครุ,TH104902,,,,,,Thung Khru,ทุ่งครุ,TH1049,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Bon,บางบอน,TH105001,,,,,,Bang Bon,บางบอน,TH1050,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pak Nam,ปากน้ำ,TH110101,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samrong Nuea,สำโรงเหนือ,TH110102,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Mueang,บางเมือง,TH110103,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thai Ban,ท้ายบ้าน,TH110104,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Pu Mai,บางปูใหม่,TH110108,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phraeksa,แพรกษา,TH110110,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Prong,บางโปรง,TH110111,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Pu,บางปู,TH110112,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Duan,บางด้วน,TH110113,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Mueang Mai,บางเมืองใหม่,TH110114,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thepharak,เทพารักษ์,TH110115,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thai Ban Mai,ท้ายบ้านใหม่,TH110116,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phraeksa Mai,แพรกษาใหม่,TH110117,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Bo,บางบ่อ,TH110201,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Rakat,บ้านระกาศ,TH110202,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Phli Noi,บางพลีน้อย,TH110203,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Phriang,บางเพรียง,TH110204,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Dan,คลองด่าน,TH110205,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Suan,คลองสวน,TH110206,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Preng,เปร็ง,TH110207,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Niyom Yattra,คลองนิยมยาตรา,TH110208,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Phli Yai,บางพลีใหญ่,TH110301,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Kaeo,บางแก้ว,TH110302,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Pla,บางปลา,TH110303,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Chalong,บางโฉลง,TH110304,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Racha Thewa,ราชาเทวะ,TH110308,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Prue,หนองปรือ,TH110309,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Talat,ตลาด,TH110401,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Phueng,บางพึ่ง,TH110402,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Chak,บางจาก,TH110403,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Khru,บางครุ,TH110404,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Ya Phraek,บางหญ้าแพรก,TH110405,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Hua Suea,บางหัวเสือ,TH110406,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samrong Tai,สำโรงใต้,TH110407,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Yo,บางยอ,TH110408,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Kachao,บางกะเจ้า,TH110409,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Nam Phueng,บางน้ำผึ้ง,TH110410,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Krasop,บางกระสอบ,TH110411,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Ko Bua,บางกอบัว,TH110412,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Song Khanong,ทรงคนอง,TH110413,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samrong,สำโรง,TH110414,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
