admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Alcalá,BO010404,Alcala,,,Tomina,BO0104,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
El Villar,BO010405,,,,Tomina,BO0104,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Monteagudo,BO010501,,,,Hernando Siles,BO0105,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Huacareta,BO010502,,,,Hernando Siles,BO0105,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tarabuco,BO010601,,,,Yamparáez,BO0106,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Yamparáez,BO010602,Yamparaez,,,Yamparáez,BO0106,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Camargo,BO010701,,,,Nor Cinti,BO0107,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
San Lucas,BO010702,,,,Nor Cinti,BO0107,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Incahuasi,BO010703,,,,Nor Cinti,BO0107,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Charcas,BO010704,,,,Nor Cinti,BO0107,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Serrano,BO010801,,,,Belisario Boeto,BO0108,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Abecia,BO010901,,,,Sur Cinti,BO0109,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Culpina,BO010902,,,,Sur Cinti,BO0109,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Las Carreras,BO010903,,,,Sur Cinti,BO0109,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Vaca Guzmán,BO011001,Villa Vaca Guzman,,,Luis Calvo,BO0110,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Huacaya,BO011002,,,,Luis Calvo,BO0110,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Macharetí,BO011003,Machareti,,,Luis Calvo,BO0110,Chuquisaca,BO01,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Nuestra Señora de La Paz,BO020101,Nuestra Senora de La Paz,,,Murillo,BO0201,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Palca,BO020102,,,,Murillo,BO0201,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Mecapaca,BO020103,,,,Murillo,BO0201,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Achocalla,BO020104,,,,Murillo,BO0201,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
El Alto,BO020105,,,,Murillo,BO0201,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Achacachi,BO020201,,,,Omasuyos,BO0202,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Ancoraimes,BO020202,,,,Omasuyos,BO0202,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Huarina,BO020203,,,,Omasuyos,BO0202,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Santiago de Huata,BO020204,,,,Omasuyos,BO0202,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Huatajata,BO020205,,,,Omasuyos,BO0202,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chua Cocani,BO020206,,,,Omasuyos,BO0202,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Corocoro,BO020301,,,,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Caquiaviri,BO020302,,,,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Calacoto,BO020303,,,,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Comanche,BO020304,,,,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Charaña,BO020305,Charana,,,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Waldo Ballivian,BO020306,,,,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Nazacara de Pacajes,BO020307,,,,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Santiago de Callapa,BO020308,,,,Pacajes,BO0203,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Puerto Acosta,BO020401,,,,Camacho,BO0204,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Mocomoco,BO020402,,,,Camacho,BO0204,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Puerto Mayor de Carabuco,BO020403,,,,Camacho,BO0204,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Humanata,BO020404,,,,Camacho,BO0204,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Escoma,BO020405,,,,Camacho,BO0204,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chuma,BO020501,,,,Muñecas,BO0205,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Ayata,BO020502,,,,Muñecas,BO0205,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Aucapata,BO020503,,,,Muñecas,BO0205,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sorata,BO020601,,,,Larecaja,BO0206,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Guanay,BO020602,,,,Larecaja,BO0206,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tacacoma,BO020603,,,,Larecaja,BO0206,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Quiabaya,BO020604,,,,Larecaja,BO0206,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Combaya,BO020605,,,,Larecaja,BO0206,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tipuani,BO020606,,,,Larecaja,BO0206,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Mapiri,BO020607,,,,Larecaja,BO0206,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Teoponte,BO020608,,,,Larecaja,BO0206,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Apolo,BO020701,,,,Franz Tamayo,BO0207,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pelechuco,BO020702,,,,Franz Tamayo,BO0207,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Viacha,BO020801,,,,Ingavi,BO0208,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Puerto Mayor de Guaqui,BO020802,,,,Ingavi,BO0208,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tiahuanacu,BO020803,,,,Ingavi,BO0208,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Desaguadero,BO020804,,,,Ingavi,BO0208,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
La (Marka) San Andrés de Machaca,BO020805,La (Marka) San Andres de Machaca,,,Ingavi,BO0208,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Jesús de Machaka,BO020806,Jesus de Machaka,,,Ingavi,BO0208,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Taraco,BO020807,,,,Ingavi,BO0208,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Luribay,BO020901,,,,Loayza,BO0209,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sapahaqui,BO020902,,,,Loayza,BO0209,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Yaco,BO020903,,,,Loayza,BO0209,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Malla,BO020904,,,,Loayza,BO0209,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cairoma,BO020905,,,,Loayza,BO0209,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Inquisivi,BO021001,,,,Inquisivi,BO0210,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Quime,BO021002,,,,Inquisivi,BO0210,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cajuata,BO021003,,,,Inquisivi,BO0210,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Colquiri,BO021004,,,,Inquisivi,BO0210,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Ichoca,BO021005,,,,Inquisivi,BO0210,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Libertad Licoma,BO021006,,,,Inquisivi,BO0210,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chulumani,BO021101,,,,Sud Yungas,BO0211,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Irupana,BO021102,,,,Sud Yungas,BO0211,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Yanacachi,BO021103,,,,Sud Yungas,BO0211,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Palos Blancos,BO021104,,,,Sud Yungas,BO0211,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
La Asunta,BO021105,,,,Sud Yungas,BO0211,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pucarani,BO021201,,,,Los Andes,BO0212,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Laja,BO021202,,,,Los Andes,BO0212,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Batallas,BO021203,,,,Los Andes,BO0212,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Puerto Pérez,BO021204,Puerto Perez,,,Los Andes,BO0212,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sicasica,BO021301,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Umala,BO021302,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Ayo Ayo,BO021303,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Calamarca,BO021304,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Patacamaya,BO021305,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Colquencha,BO021306,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Collana,BO021307,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Coroico,BO021401,,,,Nor Yungas,BO0214,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Coripata,BO021402,,,,Nor Yungas,BO0214,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Ixiamas,BO021501,,,,Abel Iturralde,BO0215,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
San Buenaventura,BO021502,,,,Abel Iturralde,BO0215,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Charazani,BO021601,,,,Bautista Saavedra,BO0216,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Curva,BO021602,,,,Bautista Saavedra,BO0216,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Copacabana,BO021701,,,,Manco Kapac,BO0217,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
San Pedro de Tiquina,BO021702,,,,Manco Kapac,BO0217,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tito Yupanqui,BO021703,,,,Manco Kapac,BO0217,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
San Pedro de Curahuara,BO021801,,,,Gualberto Villarroel,BO0218,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Papel Pampa,BO021802,,,,Gualberto Villarroel,BO0218,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chacarilla,BO021803,,,,Gualberto Villarroel,BO0218,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Santiago de Machaca,BO021901,,,,General José Manuel Pando,BO0219,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Catacora,BO021902,,,,General José Manuel Pando,BO0219,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Caranavi,BO022001,,,,Caranavi,BO0220,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Alto Beni,BO022002,,,,Caranavi,BO0220,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cochabamba,BO030101,,,,Cercado,BO0301,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Aiquile,BO030201,,,,Campero,BO0302,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pasorapa,BO030202,,,,Campero,BO0302,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Omereque,BO030203,,,,Campero,BO0302,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Ayopaya,BO030301,,,,Ayopaya,BO0303,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Morochata,BO030302,,,,Ayopaya,BO0303,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cocapata,BO030303,,,,Ayopaya,BO0303,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tarata,BO030401,,,,Esteban Arze,BO0304,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Anzaldo,BO030402,,,,Esteban Arze,BO0304,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Arbieto,BO030403,,,,Esteban Arze,BO0304,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sacabamba,BO030404,,,,Esteban Arze,BO0304,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Arani,BO030501,,,,Arani,BO0305,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Vacas,BO030502,,,,Arani,BO0305,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Arque,BO030601,,,,Arque,BO0306,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tacopaya,BO030602,,,,Arque,BO0306,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Capinota,BO030701,,,,Capinota,BO0307,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Santivañez,BO030702,Santivanez,,,Capinota,BO0307,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sicaya,BO030703,,,,Capinota,BO0307,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cliza,BO030801,,,,Germán Jordán,BO0308,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Toco,BO030802,,,,Germán Jordán,BO0308,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tolata,BO030803,,,,Germán Jordán,BO0308,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Quillacollo,BO030901,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sipesipe,BO030902,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tiquipaya,BO030903,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Vinto,BO030904,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Colcapirhua,BO030905,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sacaba,BO031001,,,,Chapare,BO0310,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Colomi,BO031002,,,,Chapare,BO0310,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Tunari,BO031003,,,,Chapare,BO0310,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tapacarí,BO031101,Tapacari,,,Tapacarí,BO0311,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Totora,BO031201,,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pojo,BO031202,,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pocona,BO031203,,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chimoré,BO031204,Chimore,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Puerto Villarroel,BO031205,,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Entre Ríos,BO031206,Entre Rios,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Mizque,BO031301,,,,Mizque,BO0313,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Vila Vila,BO031302,,,,Mizque,BO0313,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Alalay,BO031303,,,,Mizque,BO0313,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Punata,BO031401,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Rivero,BO031402,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
San Benito,BO031403,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tacachi,BO031404,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Villa Gualberto Villarroel,BO031405,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Bolivar,BO031501,,,,Bolivar,BO0315,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Tiraque,BO031601,,,,Tiraque,BO0316,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Shinahota,BO031602,,,,Tiraque,BO0316,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Oruro,BO040101,,,,Cercado,BO0401,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Caracollo,BO040102,,,,Cercado,BO0401,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
El Choro,BO040103,,,,Cercado,BO0401,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Paria,BO040104,,,,Cercado,BO0401,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Challapata,BO040201,,,,Abaroa,BO0402,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Santuario de Quillacas,BO040202,,,,Abaroa,BO0402,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Corque,BO040301,,,,Carangas,BO0403,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Choquecota,BO040302,,,,Carangas,BO0403,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Curahuara de Carangas,BO040401,,,,Sajama,BO0404,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Turco,BO040402,,,,Sajama,BO0404,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Huachacalla,BO040501,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Escara,BO040502,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Cruz de Machacamarca,BO040503,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Yunguyo del Litoral,BO040504,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Esmeralda,BO040505,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Poopó,BO040601,Poopo,,,Poopó,BO0406,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pazña,BO040602,Pazna,,,Poopó,BO0406,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Antequera,BO040603,,,,Poopó,BO0406,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Huanuni,BO040701,,,,Pantaleón Dalence,BO0407,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Machacamarca,BO040702,,,,Pantaleón Dalence,BO0407,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Salinas de Garcí Mendoza,BO040801,Salinas de Garci Mendoza,,,Ladislao Cabrera,BO0408,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Pampa Aullagas,BO040802,,,,Ladislao Cabrera,BO0408,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Sabaya,BO040901,,,,Sabaya,BO0409,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Coipasa,BO040902,,,,Sabaya,BO0409,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Chipaya,BO040903,,,,Sabaya,BO0409,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Toledo,BO041001,,,,Saucarí,BO0410,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Eucaliptus,BO041101,,,,Tomás Barrón,BO0411,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Andamarca,BO041201,,,,Sur Carangas,BO0412,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
Belén de Andamarca,BO041202,Belen de Andamarca,,,Sur Carangas,BO0412,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2018-04-17,2020-05-14,
