admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
,,,KG08213000902,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG08213000904,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,National park,Национальный парк,Улуттук парк
,,,KG08213000907,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08213000908,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08213000909,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08213000910,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08213000911,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Bordun,Бордунский,Бордун,KG08213530020,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,semi-urban settlement,поселок городского типа,шаар тибиндеги посёлоктун (штп) белгиси
Orlovka (city),Орловка,Орловка,KG08213600010,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
Kemin (city),Кемин,Кемин,KG08213600020,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
Almaly,Алмалинский,Алмалуу,KG08213804000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Boroldoy,Боролдойский,Боролдой,KG08213808000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Djany-Alysh,Джаны-Алышский,Жаңы-Алыш,KG08213813000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Il′ich,Ильичевский,Ильич,KG08213817000,Ilich,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Bulak,Кара-Булакский,Кара-Булак,KG08213820000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kek-Oyrok,Кек-Ойрокский,Көк-Ойрок,KG08213823000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
A. Duysheev,А.Дуйшеевский,Дүйшеев,KG08213826000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyzyl-Oktyabr,Кызыл-Октябрьский,Кызыл-Октябрь,KG08213830000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Chym-Korgon,Чым-Коргонский,Чым-Коргон,KG08213839000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Chon-Kemin,Чон-Кеминский,Чоң-Кемин,KG08213842000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Tyuz,Ак-Тюзский,Ак-Түз,KG08213845000,,,,,,,,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG08217000901,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG08217000902,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG08217000907,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08217000908,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08217000909,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08217000910,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08217000911,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08217000912,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08217000913,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08217000914,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Ak-Suu,Ак-Сууский,Ак-Суу,KG08217804000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Aleksandrovka,Александровский,Александровка,KG08217809000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Besh-Terek,Беш-Терекский,Беш-Терек,KG08217811000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Belovodskoe,Беловодский,Беловодское,KG08217813000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Petrovka,Петровский,Петровка,KG08217824000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Pervomay,Первомайский,Биринчи Май,KG08217828000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Predtechenka,Предтеченский,Предтеченка,KG08217832000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sadovyy,Садовский,Садовый,KG08217837000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sretenka,Сретенский,Сретенка,KG08217840000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Telek,Телекский,Төлөк,KG08217842000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Tselinnyy,Целинный,Целинный,KG08217845000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Chapaev,Чапаевский,Чапаев,KG08217849000,,,,,,,,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG08219000901,,,,,,,,Panfilov,Панфиловский,Панфилов,KG08219000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG08219000902,,,,,,,,Panfilov,Панфиловский,Панфилов,KG08219000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
Unknown,Неизвестно,Белгисиз,KG08219000907,,,,,,,,Panfilov,Панфиловский,Панфилов,KG08219000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Kaindy (city),Каинды,Каинды,KG08219600010,,,,,,,,Panfilov,Панфиловский,Панфилов,KG08219000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
