admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
Ak-Tatyr,Ак-Татырский,Ак-Татыр,KG05214849000,,,,,,,,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Suu-Bashyn,Суу-Башынский,Суу-Башы,KG05214852000,,,,,,,,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG05236000901,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG05236000902,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG05236000907,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Isfana (city),Исфана,Исфана,KG05236610010,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
Ak-Suu,Ак-Сууский,Ак-Суу,KG05236802000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Beshkent,Бешкентский,Бешкент,KG05236804000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Margun,Маргунский,Маргун,KG05236806000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Djany-Djer,Джаны-Джерский,Жаңы-Жер,KG05236808000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Leylek,Лейлекский,Лейлек,KG05236816000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Katran,Катранский,Катраң,KG05236818000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kulundin,Кулундинский,Кулунду,KG05236825000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sumbulin,Сумбулинский,Сумбула,KG05236836000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Toguz-Bulak,Тогуз-Булакский,Тогуз-Булак,KG05236842000,,,,,,,,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG05258000901,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG05258000902,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG05258000907,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG05258000908,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG05258000909,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG05258000910,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG05258000911,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG05258000912,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Aydarken (city),Айдаркен,Айдаркен,KG05258600010,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
Ak-Turpak,Ак-Турпакский,Ак-Турпак,KG05258804000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Algin,Алгинский,Алга,KG05258808000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Birlik,Бирликский,Бирлик,KG05258812000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Absamat Masaliev,Абсамат Масалиевский,Абсамат Масалиев,KG05258819000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kotormo,Котормоский,Көтөрмө,KG05258825000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Maydan,Майданский,Майдан,KG05258830000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Markaz,Марказский,Марказ,KG05258834000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Orozbekov,Орозбековский,Орозбеков,KG05258842000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Uch-Korgon,Уч-Коргонский,Үч-Коргон,KG05258849000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Khalmion,Халмионский,Халмион,KG05258860000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyrgyz-Kyshtak,Кыргыз-Кыштакский,Кыргыз-Кыштак,KG05258861000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sovet,Советский,Совет,KG05258864000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Chauvay,Чаувайский,Чаувай,KG05258867000,,,,,,,,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Vostochnyy,Восточный,Восточный,KG05420510010,,,,,,,,Sulukta (city),г.Сулюкта,Сүлүктү ш.,KG05420000010,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,semi-urban settlement,поселок городского типа,шаар тибиндеги посёлоктун (штп) белгиси
,,,KG06207000901,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG06207000902,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG06207000907,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Alay (K.Belekbaeva),"Алайский, имени К.Белекбаева",К.Белекбаев атындагы Алай,KG06207804000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Budalyk,Будалыкский,Будалык,KG06207809000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Byuleli,Бюлелинский,Бүлөлү,KG06207811000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Gulchi,Гульчинский,Гүлчө,KG06207814000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Djosholu,Джошолунский,Жошолу,KG06207818000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Konur-Dobe,Конур-Добонский,Коңур-Дөбө,KG06207822000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Korul,Корульский,Корул,KG06207825000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Lenin,Ленинский,Ленин,KG06207830000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Taldy-Suu,Талды-Сууский,Талды-Суу,KG06207838000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Uch-Debe,Уч-Дебенский,Үч-Дөбө,KG06207840000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sary-Tash,Сары-Ташский,Сары-Таш,KG06207844000,,,,,,,,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG06211000902,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG06211000907,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06211000908,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06211000909,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Allya Anarov,Алля Анаровский,Алля Анаров,KG06211807000,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Mangyt,Мангытский,Мангыт,KG06211812000,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kerme-Too,Керме-Тооский,Керме-Тоо,KG06211815000,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Tepe-Korgon,Тепе-Коргонский,Тепе-Коргон,KG06211823000,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Teo-Moyun,Тео-Моюнский,Төө-Моюн,KG06211829000,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Chek-Abad,Чек-Абадский,Чек-Абад,KG06211835000,,,,,,,,Aravan,Араванский,Араван,KG06211000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG06226000901,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG06226000902,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG06226000907,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06226000908,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06226000909,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06226000910,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Kara-Suu (city),Кара-Суу,Кара-Суу,KG06226600010,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
Ak-Tash,Ак-Ташский,Ак-Таш,KG06226804000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Djany-Aryk,Джаны-Арыкский,Жаңы-Арык,KG06226806000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Joosh,Жоошский,Жоош,KG06226807000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Katta-Taldyk,Катта-Талдыкский,Катта-Талдык,KG06226812000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kashgar-Kyshtak,Кашгар-Кыштакский,Кашгар-Кыштак,KG06226816000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyzyl-Kyshtak,Кызыл-Кыштакский,Кызыл-Кыштак,KG06226819000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyzyl-Suu,Кызыл-Сууский,Кызыл-Суу,KG06226822000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Mady,Мадынский,Мады,KG06226826000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Nariman,Наримановский,Нариман,KG06226830000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Otuz-Adyr,Отуз-Адырский,Отуз-Адыр,KG06226838000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Papan,Папанский,Папан,KG06226842000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Savay,Савайский,Савай,KG06226850000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Saray,Сарайский,Сарай,KG06226854000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Teleyken,Телейкенский,Төлөйкөн,KG06226862000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Shark,Шаркский,Шарк,KG06226868000,,,,,,,,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG06242000901,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG06242000902,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG06242000904,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,National park,Национальный парк,Улуттук парк
,,,KG06242000907,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000908,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000909,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000910,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000911,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000912,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG06242000913,,,,,,,,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
