admin2Name_pt,admin2Pcode,admin2RefName,admin2AltName1_pt,admin2AltName2_pt,admin1Name_pt,admin1Pcode,admin0Name_pt,admin0Pcode,date,validOn,validTo
Mafra,BR4210100,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Major Gercino,BR4210209,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Major Vieira,BR4210308,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Maracajá,BR4210407,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Maravilha,BR4210506,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Marema,BR4210555,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Massaranduba,BR4210605,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Matos Costa,BR4210704,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Meleiro,BR4210803,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Mirim Doce,BR4210852,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Modelo,BR4210902,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Mondaí,BR4211009,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Monte Carlo,BR4211058,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Monte Castelo,BR4211108,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Morro da Fumaça,BR4211207,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Morro Grande,BR4211256,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Navegantes,BR4211306,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Nova Erechim,BR4211405,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Nova Itaberaba,BR4211454,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Nova Trento,BR4211504,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Nova Veneza,BR4211603,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Novo Horizonte,BR4211652,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Orleans,BR4211702,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Otacílio Costa,BR4211751,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Ouro,BR4211801,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Ouro Verde,BR4211850,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Paial,BR4211876,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Painel,BR4211892,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Palhoça,BR4211900,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Palma Sola,BR4212007,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Palmeira,BR4212056,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Palmitos,BR4212106,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Papanduva,BR4212205,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Paraíso,BR4212239,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Passo de Torres,BR4212254,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Passos Maia,BR4212270,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Paulo Lopes,BR4212304,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Pedras Grandes,BR4212403,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Penha,BR4212502,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Peritiba,BR4212601,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Pescaria Brava,BR4212650,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Petrolândia,BR4212700,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Balneário Piçarras,BR4212809,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Pinhalzinho,BR4212908,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Pinheiro Preto,BR4213005,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Piratuba,BR4213104,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Planalto Alegre,BR4213153,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Pomerode,BR4213203,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Ponte Alta,BR4213302,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Ponte Alta do Norte,BR4213351,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Ponte Serrada,BR4213401,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Porto Belo,BR4213500,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Porto União,BR4213609,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Pouso Redondo,BR4213708,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Praia Grande,BR4213807,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Presidente Castello Branco,BR4213906,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Presidente Getúlio,BR4214003,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Presidente Nereu,BR4214102,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Princesa,BR4214151,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Quilombo,BR4214201,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rancho Queimado,BR4214300,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rio das Antas,BR4214409,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rio do Campo,BR4214508,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rio do Oeste,BR4214607,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rio dos Cedros,BR4214706,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rio do Sul,BR4214805,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rio Fortuna,BR4214904,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rio Negrinho,BR4215000,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rio Rufino,BR4215059,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Riqueza,BR4215075,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Rodeio,BR4215109,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Romelândia,BR4215208,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Salete,BR4215307,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Saltinho,BR4215356,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Salto Veloso,BR4215406,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Sangão,BR4215455,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Santa Cecília,BR4215505,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Santa Helena,BR4215554,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Santa Rosa de Lima,BR4215604,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Santa Rosa do Sul,BR4215653,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Santa Terezinha,BR4215679,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Santa Terezinha do Progresso,BR4215687,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Santiago do Sul,BR4215695,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Santo Amaro da Imperatriz,BR4215703,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Bernardino,BR4215752,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Bento do Sul,BR4215802,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Bonifácio,BR4215901,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Carlos,BR4216008,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Cristóvão do Sul,BR4216057,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Domingos,BR4216107,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Francisco do Sul,BR4216206,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São João do Oeste,BR4216255,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São João Batista,BR4216305,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São João do Itaperiú,BR4216354,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São João do Sul,BR4216404,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Joaquim,BR4216503,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São José,BR4216602,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São José do Cedro,BR4216701,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São José do Cerrito,BR4216800,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Lourenço do Oeste,BR4216909,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Ludgero,BR4217006,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Martinho,BR4217105,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Miguel da Boa Vista,BR4217154,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Miguel do Oeste,BR4217204,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
São Pedro de Alcântara,BR4217253,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Saudades,BR4217303,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Schroeder,BR4217402,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Seara,BR4217501,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Serra Alta,BR4217550,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Siderópolis,BR4217600,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Sombrio,BR4217709,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Sul Brasil,BR4217758,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Taió,BR4217808,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Tangará,BR4217907,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Tigrinhos,BR4217956,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Tijucas,BR4218004,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Timbé do Sul,BR4218103,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Timbó,BR4218202,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Timbó Grande,BR4218251,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Três Barras,BR4218301,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Treviso,BR4218350,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Treze de Maio,BR4218400,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Treze Tílias,BR4218509,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Trombudo Central,BR4218608,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Tubarão,BR4218707,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Tunápolis,BR4218756,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Turvo,BR4218806,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
União do Oeste,BR4218855,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Urubici,BR4218905,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Urupema,BR4218954,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Urussanga,BR4219002,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Vargeão,BR4219101,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Vargem,BR4219150,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Vargem Bonita,BR4219176,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Vidal Ramos,BR4219200,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Videira,BR4219309,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Vitor Meireles,BR4219358,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Witmarsum,BR4219408,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Xanxerê,BR4219507,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Xavantina,BR4219606,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Xaxim,BR4219705,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Zortéa,BR4219853,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Balneário Rincão,BR4220000,,,,Santa Catarina,BR42,Brasil,BR,2020-09-30,2020-09-30,
Lagoa Mirim,BR4300001,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Lagoa dos Patos,BR4300002,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Aceguá,BR4300034,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Água Santa,BR4300059,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Agudo,BR4300109,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Ajuricaba,BR4300208,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Alecrim,BR4300307,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Alegrete,BR4300406,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Alegria,BR4300455,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Almirante Tamandaré do Sul,BR4300471,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Alpestre,BR4300505,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Alto Alegre,BR4300554,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Alto Feliz,BR4300570,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Alvorada,BR4300604,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Amaral Ferrador,BR4300638,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Ametista do Sul,BR4300646,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
André da Rocha,BR4300661,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Anta Gorda,BR4300703,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Antônio Prado,BR4300802,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Arambaré,BR4300851,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Araricá,BR4300877,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Aratiba,BR4300901,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Arroio do Meio,BR4301008,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Arroio do Sal,BR4301057,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Arroio do Padre,BR4301073,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Arroio dos Ratos,BR4301107,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Arroio do Tigre,BR4301206,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Arroio Grande,BR4301305,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Arvorezinha,BR4301404,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Augusto Pestana,BR4301503,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Áurea,BR4301552,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Bagé,BR4301602,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Balneário Pinhal,BR4301636,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barão,BR4301651,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barão de Cotegipe,BR4301701,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barão do Triunfo,BR4301750,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barracão,BR4301800,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barra do Guarita,BR4301859,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barra do Quaraí,BR4301875,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barra do Ribeiro,BR4301909,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barra do Rio Azul,BR4301925,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barra Funda,BR4301958,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Barros Cassal,BR4302006,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Benjamin Constant do Sul,BR4302055,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Bento Gonçalves,BR4302105,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Boa Vista das Missões,BR4302154,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Boa Vista do Buricá,BR4302204,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Boa Vista do Cadeado,BR4302220,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Boa Vista do Incra,BR4302238,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Boa Vista do Sul,BR4302253,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Bom Jesus,BR4302303,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Bom Princípio,BR4302352,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Bom Progresso,BR4302378,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Bom Retiro do Sul,BR4302402,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Boqueirão do Leão,BR4302451,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Bossoroca,BR4302501,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Bozano,BR4302584,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Braga,BR4302600,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Brochier,BR4302659,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Butiá,BR4302709,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Caçapava do Sul,BR4302808,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cacequi,BR4302907,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cachoeira do Sul,BR4303004,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cachoeirinha,BR4303103,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cacique Doble,BR4303202,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Caibaté,BR4303301,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Caiçara,BR4303400,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Camaquã,BR4303509,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Camargo,BR4303558,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cambará do Sul,BR4303608,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Campestre da Serra,BR4303673,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Campina das Missões,BR4303707,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Campinas do Sul,BR4303806,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Campo Bom,BR4303905,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Campo Novo,BR4304002,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Campos Borges,BR4304101,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Candelária,BR4304200,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cândido Godói,BR4304309,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Candiota,BR4304358,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Canela,BR4304408,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Canguçu,BR4304507,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Canoas,BR4304606,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Canudos do Vale,BR4304614,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Capão Bonito do Sul,BR4304622,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Capão da Canoa,BR4304630,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Capão do Cipó,BR4304655,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Capão do Leão,BR4304663,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Capivari do Sul,BR4304671,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Capela de Santana,BR4304689,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Capitão,BR4304697,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Carazinho,BR4304705,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Caraá,BR4304713,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Carlos Barbosa,BR4304804,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Carlos Gomes,BR4304853,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Casca,BR4304903,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Caseiros,BR4304952,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Catuípe,BR4305009,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Caxias do Sul,BR4305108,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Centenário,BR4305116,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cerrito,BR4305124,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cerro Branco,BR4305132,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cerro Grande,BR4305157,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cerro Grande do Sul,BR4305173,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cerro Largo,BR4305207,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Chapada,BR4305306,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Charqueadas,BR4305355,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Charrua,BR4305371,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Chiapetta,BR4305405,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Chuí,BR4305439,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Chuvisca,BR4305447,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Cidreira,BR4305454,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Ciríaco,BR4305504,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Colinas,BR4305587,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Colorado,BR4305603,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Condor,BR4305702,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Constantina,BR4305801,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Coqueiro Baixo,BR4305835,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Coqueiros do Sul,BR4305850,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
Coronel Barros,BR4305871,,,,Rio Grande do Sul,BR43,Brasil,BR,2020-09-30,2020-09-30,
