admin2Name_en,admin2Name_th,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_th,admin2AltName2_th,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Nikhom Kham Soi,นิคมคำสร้อย,TH4902,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Tan,ดอนตาล,TH4903,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Luang,ดงหลวง,TH4904,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khamcha-I,คำชะอี,TH4905,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wan Yai,หว้านใหญ่,TH4906,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Sung,หนองสูง,TH4907,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Chiang Mai,เมืองเชียงใหม่,TH5001,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chom Thong,จอมทอง,TH5002,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Chaem,แม่แจ่ม,TH5003,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Dao,เชียงดาว,TH5004,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Doi Saket,ดอยสะเก็ด,TH5005,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Taeng,แม่แตง,TH5006,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Rim,แม่ริม,TH5007,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samoeng,สะเมิง,TH5008,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Fang,ฝาง,TH5009,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Ai,แม่อาย,TH5010,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phrao,พร้าว,TH5011,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
San Pa Tong,สันป่าตอง,TH5012,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
San Kamphaeng,สันกำแพง,TH5013,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
San Sai,สันทราย,TH5014,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hang Dong,หางดง,TH5015,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hot,ฮอด,TH5016,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Doi Tao,ดอยเต่า,TH5017,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Omkoi,อมก๋อย,TH5018,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Saraphi,สารภี,TH5019,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wiang Haeng,เวียงแหง,TH5020,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chai Prakan,ไชยปราการ,TH5021,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Wang,แม่วาง,TH5022,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae On,แม่ออน,TH5023,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Doi Lo,ดอยหล่อ,TH5024,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Galyani Vadhana,กัลยาณิวัฒนา,TH5025,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Lamphun,เมืองลำพูน,TH5101,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Tha,แม่ทา,TH5102,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Hong,บ้านโฮ่ง,TH5103,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Li,ลี้,TH5104,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Hua Chang,ทุ่งหัวช้าง,TH5105,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pa Sang,ป่าซาง,TH5106,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Thi,บ้านธิ,TH5107,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wiang Nong Long,เวียงหนองล่อง,TH5108,,,,,,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Lampang,เมืองลำปาง,TH5201,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Mo,แม่เมาะ,TH5202,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ko Kha,เกาะคา,TH5203,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Soem Ngam,เสริมงาม,TH5204,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ngao,งาว,TH5205,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chae Hom,แจ้ห่ม,TH5206,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Nuea,วังเหนือ,TH5207,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thoen,เถิน,TH5208,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Phrik,แม่พริก,TH5209,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Tha,แม่ทะ,TH5210,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sop Prap,สบปราบ,TH5211,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hang Chat,ห้างฉัตร,TH5212,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Pan,เมืองปาน,TH5213,,,,,,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Uttaradit,เมืองอุตรดิตถ์,TH5301,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tron,ตรอน,TH5302,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Pla,ท่าปลา,TH5303,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nam Pat,น้ำปาด,TH5304,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Fak Tha,ฟากท่า,TH5305,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Khok,บ้านโคก,TH5306,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phichai,พิชัย,TH5307,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Laplae,ลับแล,TH5308,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thong Saen Khan,ทองแสนขัน,TH5309,,,,,,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Phrae,เมืองแพร่,TH5401,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rong Kwang,ร้องกวาง,TH5402,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Long,ลอง,TH5403,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sung Men,สูงเม่น,TH5404,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Den Chai,เด่นชัย,TH5405,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Song,สอง,TH5406,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Chin,วังชิ้น,TH5407,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Muang Khai,หนองม่วงไข่,TH5408,,,,,,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Nan,เมืองน่าน,TH5501,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Charim,แม่จริม,TH5502,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Luang,บ้านหลวง,TH5503,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Noi,นาน้อย,TH5504,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pua,ปัว,TH5505,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Wang Pha,ท่าวังผา,TH5506,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wiang Sa,เวียงสา,TH5507,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Chang,ทุ่งช้าง,TH5508,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Klang,เชียงกลาง,TH5509,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Muen,นาหมื่น,TH5510,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Santi Suk,สันติสุข,TH5511,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bo Kluea,บ่อเกลือ,TH5512,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Song Khwae,สองแคว,TH5513,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Phiang,ภูเพียง,TH5514,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH5515,,,,,,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Phayao,เมืองพะเยา,TH5601,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chun,จุน,TH5602,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Kham,เชียงคำ,TH5603,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Muan,เชียงม่วน,TH5604,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dok Khamtai,ดอกคำใต้,TH5605,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pong,ปง,TH5606,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Chai,แม่ใจ,TH5607,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Sang,ภูซาง,TH5608,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Kamyao,ภูกามยาว,TH5609,,,,,,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Chiang Rai,เมืองเชียงราย,TH5701,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wiang Chai,เวียงชัย,TH5702,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Khong,เชียงของ,TH5703,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thoeng,เทิง,TH5704,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phan,พาน,TH5705,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pa Daet,ป่าแดด,TH5706,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Chan,แม่จัน,TH5707,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Saen,เชียงแสน,TH5708,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Sai,แม่สาย,TH5709,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Suai,แม่สรวย,TH5710,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wiang Pa Pao,เวียงป่าเป้า,TH5711,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phaya Mengrai,พญาเม็งราย,TH5712,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wiang Kaen,เวียงแก่น,TH5713,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khun Tan,ขุนตาล,TH5714,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Fa Luang,แม่ฟ้าหลวง,TH5715,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Lao,แม่ลาว,TH5716,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wiang Chiang Rung,เวียงเชียงรุ้ง,TH5717,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Doi Luang,ดอยหลวง,TH5718,,,,,,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Mae Hong Son,เมืองแม่ฮ่องสอน,TH5801,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khun Yuam,ขุนยวม,TH5802,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pai,ปาย,TH5803,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Sariang,แม่สะเรียง,TH5804,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae La Noi,แม่ลาน้อย,TH5805,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sop Moei,สบเมย,TH5806,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pang Mapha,ปางมะผ้า,TH5807,,,,,,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Nakhon Sawan,เมืองนครสวรรค์,TH6001,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Krok Phra,โกรกพระ,TH6002,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chum Saeng,ชุมแสง,TH6003,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Bua,หนองบัว,TH6004,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Banphot Phisai,บรรพตพิสัย,TH6005,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kao Liao,เก้าเลี้ยว,TH6006,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Takhli,ตาคลี,TH6007,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Tako,ท่าตะโก,TH6008,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phaisali,ไพศาลี,TH6009,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phayuha Khiri,พยุหะคีรี,TH6010,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lat Yao,ลาดยาว,TH6011,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tak Fa,ตากฟ้า,TH6012,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Wong,แม่วงก์,TH6013,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Poen,แม่เปิน,TH6014,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chum Ta Bong,ชุมตาบง,TH6015,,,,,,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Uthai Thani,เมืองอุทัยธานี,TH6101,,,,,,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thap Than,ทัพทัน,TH6102,,,,,,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sawang Arom,สว่างอารมณ์,TH6103,,,,,,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Chang,หนองฉาง,TH6104,,,,,,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Khayang,หนองขาหย่าง,TH6105,,,,,,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Rai,บ้านไร่,TH6106,,,,,,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lan Sak,ลานสัก,TH6107,,,,,,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Khot,ห้วยคต,TH6108,,,,,,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Kamphaeng Phet,เมืองกำแพงเพชร,TH6201,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Ngam,ไทรงาม,TH6202,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Lan,คลองลาน,TH6203,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khanu Woralaksaburi,ขาณุวรลักษบุรี,TH6204,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Khlung,คลองขลุง,TH6205,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phran Kratai,พรานกระต่าย,TH6206,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lan Krabue,ลานกระบือ,TH6207,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Thong Watthana,ทรายทองวัฒนา,TH6208,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pang Sila Thong,ปางศิลาทอง,TH6209,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bueng Samakkhi,บึงสามัคคี,TH6210,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kosamphi Nakhon,โกสัมพีนคร,TH6211,,,,,,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Tak,เมืองตาก,TH6301,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Tak,บ้านตาก,TH6302,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sam Ngao,สามเงา,TH6303,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Ramat,แม่ระมาด,TH6304,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Song Yang,ท่าสองยาง,TH6305,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mae Sot,แม่สอด,TH6306,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phop Phra,พบพระ,TH6307,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Umphang,อุ้มผาง,TH6308,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Chao,วังเจ้า,TH6309,,,,,,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Sukhothai,เมืองสุโขทัย,TH6401,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Dan Lan Hoi,บ้านด่านลานหอย,TH6402,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khiri Mat,คีรีมาศ,TH6403,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kong Krailat,กงไกรลาศ,TH6404,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Satchanalai,ศรีสัชนาลัย,TH6405,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Samrong,ศรีสำโรง,TH6406,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sawankhalok,สวรรคโลก,TH6407,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Nakhon,ศรีนคร,TH6408,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Saliam,ทุ่งเสลี่ยม,TH6409,,,,,,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,,,,,,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nakhon Thai,นครไทย,TH6502,,,,,,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chat Trakan,ชาติตระการ,TH6503,,,,,,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Rakam,บางระกำ,TH6504,,,,,,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bang Krathum,บางกระทุ่ม,TH6505,,,,,,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phrom Phiram,พรหมพิราม,TH6506,,,,,,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wat Bot,วัดโบสถ์,TH6507,,,,,,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Thong,วังทอง,TH6508,,,,,,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
