admin2Name_fr,admin2Pcode,admin2RefName,admin2AltName1_fr,admin2AltName2_fr,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Adiaké,CI3002,Adiake,,,Sud-Comoe,CI30,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Grand-Bassam,CI3003,,,,Sud-Comoe,CI30,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Tiapoum,CI3004,,,,Sud-Comoe,CI30,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ferkessédougou,CI3101,Ferkessedougou,,,Tchologo,CI31,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kong,CI3102,,,,Tchologo,CI31,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Ouangolodougou,CI3103,,,,Tchologo,CI31,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Biankouma,CI3201,,,,Tonkpi,CI32,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Danané,CI3202,Danane,,,Tonkpi,CI32,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Man,CI3203,,,,Tonkpi,CI32,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Sipilou,CI3204,,,,Tonkpi,CI32,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Zouan-Hounien,CI3205,,,,Tonkpi,CI32,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Kani,CI3301,,,,Worodougou,CI33,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
Séguéla,CI3302,Seguela,,,Worodougou,CI33,Côte d'Ivoire,CI,2011-12-24,2018-07-06,
