admin4Name_en,admin4Name_fr,admin4Name_rw,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin4AltName1_fr,admin4AltName2_fr,admin4AltName1_rw,admin4AltName2_rw,admin3Name_en,admin3Name_fr,admin3Name_rw,admin3Pcode,admin2Name_en,admin2Name_fr,admin2Name_rw,admin2Pcode,admin1Name_en,admin1Name_fr,admin1Name_rw,admin1Pcode,admin0Name_en,admin0Name_fr,admin0Name_rw,admin0Pcode,date,validOn,validTo
Gahanga,,,RW130101,,,,,,,,Gahanga,,,RW1301,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kagasa,,,RW130102,,,,,,,,Gahanga,,,RW1301,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Karembure,,,RW130103,,,,,,,,Gahanga,,,RW1301,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Murinja,,,RW130104,,,,,,,,Gahanga,,,RW1301,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nunga,,,RW130105,,,,,,,,Gahanga,,,RW1301,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwabutenge,,,RW130106,,,,,,,,Gahanga,,,RW1301,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatenga,,,RW130201,,,,,,,,Gatenga,,,RW1302,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Karambo,,,RW130202,,,,,,,,Gatenga,,,RW1302,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyanza,,,RW130203,,,,,,,,Gatenga,,,RW1302,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyarurama,,,RW130204,,,,,,,,Gatenga,,,RW1302,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kagunga,,,RW130301,,,,,,,,Gikondo,,,RW1303,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kanserege,,,RW130302,,,,,,,,Gikondo,,,RW1303,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kinunga,,,RW130303,,,,,,,,Gikondo,,,RW1303,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kanserege,,,RW130401,,,,,,,,Kagarama,,,RW1304,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Muyange,,,RW130402,,,,,,,,Kagarama,,,RW1304,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rukatsa,,,RW130403,,,,,,,,Kagarama,,,RW1304,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Busanza,,,RW130501,,,,,,,,Kanombe,,,RW1305,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kabeza,,,RW130502,,,,,,,,Kanombe,,,RW1305,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Karama,,,RW130503,,,,,,,,Kanombe,,,RW1305,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rubirizi,,,RW130504,,,,,,,,Kanombe,,,RW1305,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gasharu,,,RW130601,,,,,,,,Kicukiro,,,RW1306,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kagina,,,RW130602,,,,,,,,Kicukiro,,,RW1306,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kicukiro,,,RW130603,,,,,,,,Kicukiro,,,RW1306,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ngoma,,,RW130604,,,,,,,,Kicukiro,,,RW1306,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Bwerankori,,,RW130701,,,,,,,,Kigarama,,,RW1307,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Karugira,,,RW130702,,,,,,,,Kigarama,,,RW1307,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kigarama,,,RW130703,,,,,,,,Kigarama,,,RW1307,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyarurama,,,RW130704,,,,,,,,Kigarama,,,RW1307,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwampara,,,RW130705,,,,,,,,Kigarama,,,RW1307,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ayabaraya,,,RW130801,,,,,,,,Masaka,,,RW1308,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyimo,,,RW130802,,,,,,,,Masaka,,,RW1308,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gako,,,RW130803,,,,,,,,Masaka,,,RW1308,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gitaraga,,,RW130804,,,,,,,,Masaka,,,RW1308,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mbabe,,,RW130805,,,,,,,,Masaka,,,RW1308,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rusheshe,,,RW130806,,,,,,,,Masaka,,,RW1308,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatare,,,RW130901,,,,,,,,Niboye,,,RW1309,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Niboye,,,RW130902,,,,,,,,Niboye,,,RW1309,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyakabanda,,,RW130903,,,,,,,,Niboye,,,RW1309,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kamashashi,,,RW131001,,,,,,,,Nyarugunga,,,RW1310,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nonko,,,RW131002,,,,,,,,Nyarugunga,,,RW1310,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwimbogo,,,RW131003,,,,,,,,Nyarugunga,,,RW1310,Kicukiro,,,RW13,Kigali City,Ville de Kigali,Umujyi wa Kigali,RW1,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gahondo,,,RW210101,,,,,,,,Busasamana,,,RW2101,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kavumu,,,RW210102,,,,,,,,Busasamana,,,RW2101,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kibinja,,,RW210103,,,,,,,,Busasamana,,,RW2101,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyanza,,,RW210104,,,,,,,,Busasamana,,,RW2101,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwesero,,,RW210105,,,,,,,,Busasamana,,,RW2101,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gitovu,,,RW210201,,,,,,,,Busoro,,,RW2102,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kimirama,,,RW210202,,,,,,,,Busoro,,,RW2102,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Masangano,,,RW210203,,,,,,,,Busoro,,,RW2102,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Munyinya,,,RW210204,,,,,,,,Busoro,,,RW2102,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rukingiro,,,RW210205,,,,,,,,Busoro,,,RW2102,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Shyira,,,RW210206,,,,,,,,Busoro,,,RW2102,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kadaho,,,RW210301,,,,,,,,Cyabakamyi,,,RW2103,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Karama,,,RW210302,,,,,,,,Cyabakamyi,,,RW2103,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyabinyenga,,,RW210303,,,,,,,,Cyabakamyi,,,RW2103,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyarurama,,,RW210304,,,,,,,,Cyabakamyi,,,RW2103,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rubona,,,RW210305,,,,,,,,Cyabakamyi,,,RW2103,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyeru,,,RW210401,,,,,,,,Kibilizi,,,RW2104,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mbuye,,,RW210402,,,,,,,,Kibilizi,,,RW2104,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mututu,,,RW210403,,,,,,,,Kibilizi,,,RW2104,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwotso,,,RW210404,,,,,,,,Kibilizi,,,RW2104,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Butansinda,,,RW210501,,,,,,,,Kigoma,,,RW2105,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Butara,,,RW210502,,,,,,,,Kigoma,,,RW2105,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gahombo,,,RW210503,,,,,,,,Kigoma,,,RW2105,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gasoro,,,RW210504,,,,,,,,Kigoma,,,RW2105,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mulinja,,,RW210505,,,,,,,,Kigoma,,,RW2105,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyerezo,,,RW210601,,,,,,,,Mukingo,,,RW2106,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatagara,,,RW210602,,,,,,,,Mukingo,,,RW2106,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kiruli,,,RW210603,,,,,,,,Mukingo,,,RW2106,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mpanga,,,RW210604,,,,,,,,Mukingo,,,RW2106,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ngwa,,,RW210605,,,,,,,,Mukingo,,,RW2106,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nkomero,,,RW210606,,,,,,,,Mukingo,,,RW2106,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gati,,,RW210701,,,,,,,,Muyira,,,RW2107,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Migina,,,RW210702,,,,,,,,Muyira,,,RW2107,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyamiyaga,,,RW210703,,,,,,,,Muyira,,,RW2107,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyamure,,,RW210704,,,,,,,,Muyira,,,RW2107,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyundo,,,RW210705,,,,,,,,Muyira,,,RW2107,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Bugali,,,RW210801,,,,,,,,Ntyazo,,,RW2108,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyotamakara,,,RW210802,,,,,,,,Ntyazo,,,RW2108,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kagunga,,,RW210803,,,,,,,,Ntyazo,,,RW2108,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Katarara,,,RW210804,,,,,,,,Ntyazo,,,RW2108,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gahunga,,,RW210901,,,,,,,,Nyagisozi,,,RW2109,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kabirizi,,,RW210902,,,,,,,,Nyagisozi,,,RW2109,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kabuga,,,RW210903,,,,,,,,Nyagisozi,,,RW2109,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kirambi,,,RW210904,,,,,,,,Nyagisozi,,,RW2109,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rurangazi,,,RW210905,,,,,,,,Nyagisozi,,,RW2109,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gacu,,,RW211001,,,,,,,,Rwabicuma,,,RW2110,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gishike,,,RW211002,,,,,,,,Rwabicuma,,,RW2110,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mubuga,,,RW211003,,,,,,,,Rwabicuma,,,RW2110,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mushirarungu,,,RW211004,,,,,,,,Rwabicuma,,,RW2110,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyarusange,,,RW211005,,,,,,,,Rwabicuma,,,RW2110,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Runga,,,RW211006,,,,,,,,Rwabicuma,,,RW2110,Nyanza,,,RW21,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyiri,,,RW220101,,,,,,,,Gikonko,,,RW2201,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gasagara,,,RW220102,,,,,,,,Gikonko,,,RW2201,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gikonko,,,RW220103,,,,,,,,Gikonko,,,RW2201,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mbogo,,,RW220104,,,,,,,,Gikonko,,,RW2201,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gabiro,,,RW220201,,,,,,,,Gishubi,,,RW2202,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyabitare,,,RW220202,,,,,,,,Gishubi,,,RW2202,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyakibungo,,,RW220203,,,,,,,,Gishubi,,,RW2202,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyeranzi,,,RW220204,,,,,,,,Gishubi,,,RW2202,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Akaboti,,,RW220301,,,,,,,,Kansi,,,RW2203,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Bwiza,,,RW220302,,,,,,,,Kansi,,,RW2203,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Sabusaro,,,RW220303,,,,,,,,Kansi,,,RW2203,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Umunini,,,RW220304,,,,,,,,Kansi,,,RW2203,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Duwani,,,RW220401,,,,,,,,Kibirizi,,,RW2204,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kibirizi,,,RW220402,,,,,,,,Kibirizi,,,RW2204,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Muyira,,,RW220403,,,,,,,,Kibirizi,,,RW2204,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ruturo,,,RW220404,,,,,,,,Kibirizi,,,RW2204,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Agahabwa,,,RW220501,,,,,,,,Kigembe,,,RW2205,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gatovu,,,RW220502,,,,,,,,Kigembe,,,RW2205,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Impinga,,,RW220503,,,,,,,,Kigembe,,,RW2205,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Nyabikenke,,,RW220504,,,,,,,,Kigembe,,,RW2205,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rubona,,,RW220505,,,,,,,,Kigembe,,,RW2205,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rusagara,,,RW220506,,,,,,,,Kigembe,,,RW2205,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Gakoma,,,RW220601,,,,,,,,Mamba,,,RW2206,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Kabumbwe,,,RW220602,,,,,,,,Mamba,,,RW2206,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Mamba,,,RW220603,,,,,,,,Mamba,,,RW2206,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Muyaga,,,RW220604,,,,,,,,Mamba,,,RW2206,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Ramba,,,RW220605,,,,,,,,Mamba,,,RW2206,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Cyumba,,,RW220701,,,,,,,,Muganza,,,RW2207,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Muganza,,,RW220702,,,,,,,,Muganza,,,RW2207,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Remera,,,RW220703,,,,,,,,Muganza,,,RW2207,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
Rwamiko,,,RW220704,,,,,,,,Muganza,,,RW2207,Gisagara,,,RW22,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2020-02-20,
