admin2Name_fr,admin2Pcode,admin2RefName,admin2AltName1_fr,admin2AltName2_fr,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Makebuko,BI006008,Makebuko,Makebuko (Gitega),,Gitega,BI006,Burundi,BI,2005-09-30,2017-11-03,
Mutaho,BI006009,Mutaho,Mutaho (Gitega),,Gitega,BI006,Burundi,BI,2005-09-30,2017-11-03,
Ryansoro,BI006010,Ryansoro,Ryansoro (Gitega),,Gitega,BI006,Burundi,BI,2005-09-30,2017-11-03,
Nyanrusange,BI006011,Nyanrusange,Nyanrusange (Gitega),,Gitega,BI006,Burundi,BI,2005-09-30,2017-11-03,
Bugenyuzi,BI007001,Bugenyuzi,Bugenyuzi (Karuzi),,Karuzi,BI007,Burundi,BI,2005-09-30,2017-11-03,
Buhiga,BI007002,Buhiga,Buhiga (Karuzi),,Karuzi,BI007,Burundi,BI,2005-09-30,2017-11-03,
Gihogazi,BI007003,Gihogazi,Gihogazi (Karuzi),,Karuzi,BI007,Burundi,BI,2005-09-30,2017-11-03,
Gitaramuka,BI007004,Gitaramuka,Gitaramuka (Karuzi),,Karuzi,BI007,Burundi,BI,2005-09-30,2017-11-03,
Mutumba,BI007005,Mutumba,Mutumba (Karuzi),,Karuzi,BI007,Burundi,BI,2005-09-30,2017-11-03,
Nyabikere,BI007006,Nyabikere,Nyabikere (Karuzi),,Karuzi,BI007,Burundi,BI,2005-09-30,2017-11-03,
Shombo,BI007007,Shombo,Shombo (Karuzi),,Karuzi,BI007,Burundi,BI,2005-09-30,2017-11-03,
Butaganzwa,BI008001,Butaganzwa,Butaganzwa (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Gahombo,BI008002,Gahombo,Gahombo (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Gatara,BI008003,Gatara,Gatara (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Kabarore,BI008004,Kabarore,Kabarore (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Kayanza,BI008005,Kayanza,Kayanza (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Matongo,BI008006,Matongo,Matongo (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Muhanga,BI008007,Muhanga,Muhanga (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Muruta,BI008008,Muruta,Muruta (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Rango,BI008009,Rango,Rango (Kayanza),,Kayanza,BI008,Burundi,BI,2005-09-30,2017-11-03,
Bugabira,BI009001,Bugabira,Bugabira (Kirundo),,Kirundo,BI009,Burundi,BI,2005-09-30,2017-11-03,
Busoni,BI009002,Busoni,Busoni (Kirundo),,Kirundo,BI009,Burundi,BI,2005-09-30,2017-11-03,
Bwambarangwe,BI009003,Bwambarangwe,Bwambarangwe (Kirundo),,Kirundo,BI009,Burundi,BI,2005-09-30,2017-11-03,
Gitobe,BI009004,Gitobe,Gitobe (Kirundo),,Kirundo,BI009,Burundi,BI,2005-09-30,2017-11-03,
Kirundo,BI009005,Kirundo,Kirundo (Kirundo),,Kirundo,BI009,Burundi,BI,2005-09-30,2017-11-03,
Ntega,BI009006,Ntega,Ntega (Kirundo),,Kirundo,BI009,Burundi,BI,2005-09-30,2017-11-03,
Vumbi,BI009007,Vumbi,Vumbi (Kirundo),,Kirundo,BI009,Burundi,BI,2005-09-30,2017-11-03,
Kayogoro,BI010001,Kayogoro,Kayogoro (Makamba),,Makamba,BI010,Burundi,BI,2005-09-30,2017-11-03,
Kibago,BI010002,Kibago,Kibago (Makamba),,Makamba,BI010,Burundi,BI,2005-09-30,2017-11-03,
Mabanda,BI010003,Mabanda,Mabanda (Makamba),,Makamba,BI010,Burundi,BI,2005-09-30,2017-11-03,
Makamba,BI010004,Makamba,Makamba (Makamba),,Makamba,BI010,Burundi,BI,2005-09-30,2017-11-03,
Nyanza-Lac,BI010005,Nyanza-Lac,Nyanza-Lac (Makamba),,Makamba,BI010,Burundi,BI,2005-09-30,2017-11-03,
Vugizo,BI010006,Vugizo,Vugizo (Makamba),,Makamba,BI010,Burundi,BI,2005-09-30,2017-11-03,
Bukeye,BI011001,Bukeye,Bukeye (Muramvya),,Muramvya,BI011,Burundi,BI,2005-09-30,2017-11-03,
Kiganda,BI011002,Kiganda,Kiganda (Muramvya),,Muramvya,BI011,Burundi,BI,2005-09-30,2017-11-03,
Mbuye,BI011003,Mbuye,Mbuye (Muramvya),,Muramvya,BI011,Burundi,BI,2005-09-30,2017-11-03,
Muramvya,BI011004,Muramvya,Muramvya (Muramvya),,Muramvya,BI011,Burundi,BI,2005-09-30,2017-11-03,
Rutegama,BI011005,Rutegama,Rutegama (Muramvya),,Muramvya,BI011,Burundi,BI,2005-09-30,2017-11-03,
Buhinyuza,BI012001,Buhinyuza,Buhinyuza (Muyinga),,Muyinga,BI012,Burundi,BI,2005-09-30,2017-11-03,
Butihinda,BI012002,Butihinda,Butihinda (Muyinga),,Muyinga,BI012,Burundi,BI,2005-09-30,2017-11-03,
Gashoho,BI012003,Gashoho,Gashoho (Muyinga),,Muyinga,BI012,Burundi,BI,2005-09-30,2017-11-03,
Gasorwe,BI012004,Gasorwe,Gasorwe (Muyinga),,Muyinga,BI012,Burundi,BI,2005-09-30,2017-11-03,
Giteranyi,BI012005,Giteranyi,Giteranyi (Muyinga),,Muyinga,BI012,Burundi,BI,2005-09-30,2017-11-03,
Muyinga,BI012006,Muyinga,Muyinga (Muyinga),,Muyinga,BI012,Burundi,BI,2005-09-30,2017-11-03,
Mwakiro,BI012007,Mwakiro,Mwakiro (Muyinga),,Muyinga,BI012,Burundi,BI,2005-09-30,2017-11-03,
Bisoro,BI013001,Bisoro,Bisoro (Mwaro),,Mwaro,BI013,Burundi,BI,2005-09-30,2017-11-03,
Gisozi,BI013002,Gisozi,Gisozi (Mwaro),,Mwaro,BI013,Burundi,BI,2005-09-30,2017-11-03,
Kayokwe,BI013003,Kayokwe,Kayokwe (Mwaro),,Mwaro,BI013,Burundi,BI,2005-09-30,2017-11-03,
Ndava,BI013004,Ndava,Ndava (Mwaro),,Mwaro,BI013,Burundi,BI,2005-09-30,2017-11-03,
Nyabihanga,BI013005,Nyabihanga,Nyabihanga (Mwaro),,Mwaro,BI013,Burundi,BI,2005-09-30,2017-11-03,
Rusaka,BI013006,Rusaka,Rusaka (Mwaro),,Mwaro,BI013,Burundi,BI,2005-09-30,2017-11-03,
Busiga,BI014001,Busiga,Busiga (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Gashikanwa,BI014002,Gashikanwa,Gashikanwa (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Kiremba,BI014003,Kiremba,Kiremba (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Marangara,BI014004,Marangara,Marangara (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Mwumba,BI014005,Mwumba,Mwumba (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Ngozi,BI014006,Ngozi,Ngozi (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Nyamurenza,BI014007,Nyamurenza,Nyamurenza (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Ruhororo,BI014008,Ruhororo,Ruhororo (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Tangara,BI014009,Tangara,Tangara (Ngozi),,Ngozi,BI014,Burundi,BI,2005-09-30,2017-11-03,
Bukemba,BI015001,Bukemba,Bukemba (Rutana),,Rutana,BI015,Burundi,BI,2005-09-30,2017-11-03,
Giharo,BI015002,Giharo,Giharo (Rutana),,Rutana,BI015,Burundi,BI,2005-09-30,2017-11-03,
Gitanga,BI015003,Gitanga,Gitanga (Rutana),,Rutana,BI015,Burundi,BI,2005-09-30,2017-11-03,
Mpinga-Kayove,BI015004,Mpinga-Kayove,Mpinga-Kayove (Rutana),,Rutana,BI015,Burundi,BI,2005-09-30,2017-11-03,
Musongati,BI015005,Musongati,Musongati (Rutana),,Rutana,BI015,Burundi,BI,2005-09-30,2017-11-03,
Rutana,BI015006,Rutana,Rutana (Rutana),,Rutana,BI015,Burundi,BI,2005-09-30,2017-11-03,
Butaganzwa1,BI016001,Butaganzwa1,Butaganzwa1 (Ruyigi),,Ruyigi,BI016,Burundi,BI,2005-09-30,2017-11-03,
Butezi,BI016002,Butezi,Butezi (Ruyigi),,Ruyigi,BI016,Burundi,BI,2005-09-30,2017-11-03,
Bweru,BI016003,Bweru,Bweru (Ruyigi),,Ruyigi,BI016,Burundi,BI,2005-09-30,2017-11-03,
Gisuru,BI016004,Gisuru,Gisuru (Ruyigi),,Ruyigi,BI016,Burundi,BI,2005-09-30,2017-11-03,
Kinyinya,BI016005,Kinyinya,Kinyinya (Ruyigi),,Ruyigi,BI016,Burundi,BI,2005-09-30,2017-11-03,
Nyabitsinda,BI016006,Nyabitsinda,Nyabitsinda (Ruyigi),,Ruyigi,BI016,Burundi,BI,2005-09-30,2017-11-03,
Ruyigi,BI016007,Ruyigi,Ruyigi (Ruyigi),,Ruyigi,BI016,Burundi,BI,2005-09-30,2017-11-03,
Muha,BI017014,Muha,Muha (Bujumbura Mairie),,Bujumbura Mairie,BI017,Burundi,BI,2015-09-13,2017-11-03,
Mukaza,BI017015,Mukaza,Mukaza (Bujumbura Mairie),,Bujumbura Mairie,BI017,Burundi,BI,2015-09-13,2017-11-03,
Ntahangwa,BI017016,Ntahangwa,Ntahangwa (Bujumbura Mairie),,Bujumbura Mairie,BI017,Burundi,BI,2015-09-13,2017-11-03,
Muhuta,BI018001,Muhuta,Muhuta (Rumonge),,Rumonge,BI018,Burundi,BI,2015-09-13,2017-11-03,
Bugarama,BI018002,Bugarama,Bugarama (Rumonge),,Rumonge,BI018,Burundi,BI,2015-09-13,2017-11-03,
Burambi,BI018003,Burambi,Burambi (Rumonge),,Rumonge,BI018,Burundi,BI,2015-09-13,2017-11-03,
Buyengero,BI018004,Buyengero,Buyengero (Rumonge),,Rumonge,BI018,Burundi,BI,2015-09-13,2017-11-03,
Rumonge,BI018005,Rumonge,Rumonge (Rumonge),,Rumonge,BI018,Burundi,BI,2015-09-13,2017-11-03,
