admin2Name_fr,admin2Pcode,admin2RefName,admin2AltName1_fr,admin2AltName2_fr,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Adjohoun,BJ1002,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
Aguegues,BJ1003,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
Akpro-misserete,BJ1004,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
Avrankou,BJ1005,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
Bonou,BJ1006,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
Dangbo,BJ1007,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
Porto-novo,BJ1008,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
Seme-kpodji,BJ1009,,,,Oueme,BJ10,Benin,BJ,2015-08-07,2021-12-31,
Adja-ouere,BJ1101,,,,Plateau,BJ11,Benin,BJ,2015-08-07,2021-12-31,
Ifangni,BJ1102,,,,Plateau,BJ11,Benin,BJ,2015-08-07,2021-12-31,
Ketou,BJ1103,,,,Plateau,BJ11,Benin,BJ,2015-08-07,2021-12-31,
Pobe,BJ1104,,,,Plateau,BJ11,Benin,BJ,2015-08-07,2021-12-31,
Sakete,BJ1105,,,,Plateau,BJ11,Benin,BJ,2015-08-07,2021-12-31,
Abomey,BJ1201,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
Agbangnizoun,BJ1202,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
Bohicon,BJ1203,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
Cove,BJ1204,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
Djidja,BJ1205,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
Ouinhi,BJ1206,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
Za-kpota,BJ1207,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
Zangnanado,BJ1208,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
Zogbodomey,BJ1209,,,,Zou,BJ12,Benin,BJ,2015-08-07,2021-12-31,
