admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Puerto Armuelles,PA020204,Puerto Armuelles,,,Barú,PA0202,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Rodolfo Aguilar Delgado,PA020205,Rodolfo Aguilar Delgado,,,Barú,PA0202,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Bágala,PA020301,Bagala,,,Boquerón,PA0203,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Boquerón,PA020302,Boqueron,,,Boquerón,PA0203,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Cordillera,PA020303,,,,Boquerón,PA0203,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Guabal,PA020304,,,,Boquerón,PA0203,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Guayabal,PA020305,,,,Boquerón,PA0203,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Paraíso,PA020306,Paraiso,,,Boquerón,PA0203,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Pedregal,PA020307,,,,Boquerón,PA0203,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Tijeras,PA020308,,,,Boquerón,PA0203,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Alto Boquete,PA020401,Alto Boquete,,,Boquete,PA0204,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Bajo Boquete,PA020402,Bajo Boquete,,,Boquete,PA0204,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Caldera,PA020403,,,,Boquete,PA0204,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Jaramillo,PA020404,,,,Boquete,PA0204,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Los Naranjos,PA020405,Los Naranjos,,,Boquete,PA0204,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Palmira,PA020406,,,,Boquete,PA0204,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Aserrío de Gariché,PA020501,Aserrio de Gariche,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Bugaba,PA020502,,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Cerro Punta,PA020503,Cerro Punta,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
El Bongo,PA020504,El Bongo,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Gómez,PA020505,Gomez,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
La Concepción,PA020506,La Concepcion,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
La Estrella,PA020507,La Estrella,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
San Andrés,PA020508,San Andres,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Santa Marta,PA020509,Santa Marta,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Santa Rosa,PA020510,Santa Rosa,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Santo Domingo,PA020511,Santo Domingo,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Sortová,PA020512,Sortova,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Volcán,PA020513,Volcan,,,Bugaba,PA0205,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Bijagual,PA020601,,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Chiriquí,PA020602,Chiriqui,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Cochea,PA020603,,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
David,PA020604,,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Guacá,PA020605,Guaca,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Las Lomas,PA020606,Las Lomas,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Pedregal,PA020607,,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
San Carlos,PA020608,San Carlos,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
San Pablo Nuevo,PA020609,San Pablo Nuevo,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
San Pablo Viejo,PA020610,San Pablo Viejo,,,David,PA0206,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Dolega,PA020701,,,,Dolega,PA0207,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Dos Ríos,PA020702,Dos Rios,,,Dolega,PA0207,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Los Anastacios,PA020703,Los Anastacios,,,Dolega,PA0207,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Potrerillos Abajo,PA020704,Potrerillos Abajo,,,Dolega,PA0207,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Potrerillos,PA020705,,,,Dolega,PA0207,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Rovira,PA020706,,,,Dolega,PA0207,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Tinajas,PA020707,,,,Dolega,PA0207,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Gualaca,PA020801,,,,Gualaca,PA0208,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Hornito,PA020802,,,,Gualaca,PA0208,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Los Angeles,PA020803,Los Angeles,,,Gualaca,PA0208,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Paja de Sombrero,PA020804,Paja de Sombrero,,,Gualaca,PA0208,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Rincón,PA020805,Rincon,,,Gualaca,PA0208,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
El Nancito,PA020901,El Nancito,,,Remedios,PA0209,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
El Porvenir,PA020902,El Porvenir,,,Remedios,PA0209,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
El Puerto,PA020903,El Puerto,,,Remedios,PA0209,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Remedios,PA020904,,,,Remedios,PA0209,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Santa Lucía,PA020905,Santa Lucia,,,Remedios,PA0209,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Breñón,PA021001,Brenon,,,Renacimiento,PA0210,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Cañas Gordas,PA021002,Canas Gordas,,,Renacimiento,PA0210,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Monte Lirio,PA021003,Monte Lirio,,,Renacimiento,PA0210,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Plaza Caisán,PA021004,Plaza Caisan,,,Renacimiento,PA0210,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Río Sereno,PA021005,Rio Sereno,,,Renacimiento,PA0210,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Santa Cruz,PA021006,Santa Cruz,,,Renacimiento,PA0210,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Juay,PA021101,,,,San Félix,PA0211,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
La Lajas,PA021102,La Lajas,,,San Félix,PA0211,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Lajas Adentro,PA021103,Lajas Adentro,,,San Félix,PA0211,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
San Félix,PA021104,San Felix,,,San Félix,PA0211,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Santa Cruz,PA021105,Santa Cruz,,,San Félix,PA0211,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Boca Chica,PA021201,Boca Chica,,,San Lorenzo,PA0212,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Boca del Monte,PA021202,Boca del Monte,,,San Lorenzo,PA0212,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Horconcitos,PA021203,,,,San Lorenzo,PA0212,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
San Juan,PA021204,San Juan,,,San Lorenzo,PA0212,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
San Lorenzo,PA021205,San Lorenzo,,,San Lorenzo,PA0212,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Bella Vista,PA021301,Bella Vista,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Cerro Viejo,PA021302,Cerro Viejo,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
El Cristo,PA021303,El Cristo,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Justo Fidel Palacios,PA021304,Justo Fidel Palacios,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Lajas de Tolé,PA021305,Lajas de Tole,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Potrero de Caña,PA021306,Potrero de Cana,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Quebrada de Piedra,PA021307,Quebrada de Piedra,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Tolé,PA021308,Tole,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Veladero,PA021309,,,,Tolé,PA0213,Chiriquí,PA02,Panamá,PA,2020-06-15,2021-10-27,
Aguadulce,PA030101,,,,Aguadulce,PA0301,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Barrios Unidos,PA030102,Barrios Unidos,,,Aguadulce,PA0301,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Cristo,PA030103,El Cristo,,,Aguadulce,PA0301,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Roble,PA030104,El Roble,,,Aguadulce,PA0301,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Pocrí,PA030105,Pocri,,,Aguadulce,PA0301,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Antón,PA030201,Anton,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Caballero,PA030202,,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Cabuya,PA030203,,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Chirú,PA030204,El Chiru,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Retiro,PA030205,El Retiro,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Valle,PA030206,El Valle,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Juan Diaz,PA030207,Juan Diaz,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Río Hato,PA030208,Rio Hato,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
San Juan de Dios,PA030209,San Juan de Dios,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Santa Rita,PA030210,Santa Rita,,,Antón,PA0302,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Harino,PA030301,El Harino,,,La Pintada,PA0303,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Potrero,PA030302,El Potrero,,,La Pintada,PA0303,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
La Pintada,PA030303,La Pintada,,,La Pintada,PA0303,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Las Lomas,PA030304,Las Lomas,,,La Pintada,PA0303,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Llano Grande,PA030305,Llano Grande,,,La Pintada,PA0303,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Piedras Gordas,PA030306,Piedras Gordas,,,La Pintada,PA0303,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Capellania,PA030401,,,,Natá,PA0304,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Caño,PA030402,El Cano,,,Natá,PA0304,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Guzmán,PA030403,Guzman,,,Natá,PA0304,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Las Huacas,PA030404,Las Huacas,,,Natá,PA0304,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Natá,PA030405,Nata,,,Natá,PA0304,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Toza,PA030406,,,,Natá,PA0304,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Copé,PA030501,El Cope,,,Olá,PA0305,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Palmar,PA030502,El Palmar,,,Olá,PA0305,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Picacho,PA030503,El Picacho,,,Olá,PA0305,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
La Pava,PA030504,La Pava,,,Olá,PA0305,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Olá,PA030505,Ola,,,Olá,PA0305,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Cañaveral,PA030601,Canaveral,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Chiguirí Arriba,PA030602,Chiguiri Arriba,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Coclé,PA030603,Cocle,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
El Coco,PA030604,El Coco,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Pajonal,PA030605,,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Penonomé,PA030606,Penonome,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Río Grande,PA030607,Rio Grande,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Río Indio,PA030608,Rio Indio,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Toabré,PA030609,Toabre,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Tulu,PA030610,,,,Penonomé,PA0306,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
Achiote,PA040101,,,,Chagres,PA0401,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
El Guabo,PA040102,El Guabo,,,Chagres,PA0401,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
La Encantada,PA040103,La Encantada,,,Chagres,PA0401,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Nuevo Chagres,PA040104,Nuevo Chagres,,,Chagres,PA0401,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Palmas Bellas,PA040105,Palmas Bellas,,,Chagres,PA0401,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Piña,PA040106,Pina,,,Chagres,PA0401,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Salud,PA040107,,,,Chagres,PA0401,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Barrio Norte,PA040201,Barrio Norte,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Barrio Sur,PA040202,Barrio Sur,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Buena Vista,PA040203,Buena Vista,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Cativá,PA040204,Cativa,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Ciricito,PA040205,,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Cristóbal,PA040206,Cristobal,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Escobal,PA040207,,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Limón,PA040208,Limon,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Nueva Providencia,PA040209,Nueva Providencia,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Puerto Pilón,PA040210,Puerto Pilon,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Sabanitas,PA040211,,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Salamanca,PA040212,,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
San Juan,PA040213,San Juan,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Santa Rosa,PA040214,Santa Rosa,,,Colón,PA0402,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Coclé del Norte,PA040301,Cocle del Norte,,,Donoso,PA0403,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
El Guásimo,PA040302,El Guasimo,,,Donoso,PA0403,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Gobea,PA040303,,,,Donoso,PA0403,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Miguel de la Borda,PA040304,Miguel de la Borda,,,Donoso,PA0403,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Río Indio,PA040305,Rio Indio,,,Donoso,PA0403,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
San José del General,PA040306,San Jose del General,,,Donoso,PA0403,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Cacique,PA040401,,,,Portobelo,PA0404,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Garrote,PA040402,,,,Portobelo,PA0404,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Isla Grande,PA040403,Isla Grande,,,Portobelo,PA0404,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
María Chiquita,PA040404,Maria Chiquita,,,Portobelo,PA0404,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Portobelo,PA040405,,,,Portobelo,PA0404,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Cuango,PA040501,,,,Santa Isabel,PA0405,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Miramar,PA040502,,,,Santa Isabel,PA0405,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Nombre de Dios,PA040503,Nombre de Dios,,,Santa Isabel,PA0405,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Palenque,PA040504,,,,Santa Isabel,PA0405,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Palmira,PA040505,,,,Santa Isabel,PA0405,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Playa Chiquita,PA040506,Playa Chiquita,,,Santa Isabel,PA0405,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Santa Isabel,PA040507,Santa Isabel,,,Santa Isabel,PA0405,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Viento Frío,PA040508,Viento Frio,,,Santa Isabel,PA0405,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
Agua Fría,PA050101,Agua Fria,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Camogantí,PA050102,Camoganti,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Chepigana,PA050103,,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Cucunatí,PA050104,Cucunati,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Garachiné,PA050105,Garachine,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Jaqué,PA050106,Jaque,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
La Palma,PA050107,La Palma,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Puerto Piña,PA050108,Puerto Pina,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Río Congo Arriba,PA050109,Rio Congo Arriba,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Río Congo,PA050110,Rio Congo,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Río Iglesias,PA050111,Rio Iglesias,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Sambú,PA050112,Sambu,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Santa Fé,PA050113,Santa Fe,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Setegantí,PA050114,Seteganti,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Taimatí,PA050115,Taimati,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Tucutí,PA050116,Tucuti,,,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Boca de Cupé,PA050201,Boca de Cupe,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
El Real de Santa María,PA050202,El Real de Santa Maria,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Kuna de Wargandí,PA050203,Kuna de Wargandi,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Metetí,PA050204,Meteti,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Púcuro,PA050205,Pucuro,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Paya,PA050206,,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Pinogana,PA050207,,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Yape,PA050208,,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Yaviza,PA050209,,,,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
Cirilo Guainora,PA060101,Cirilo Guainora,,,Cémaco,PA0601,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
Lajas Blancas,PA060102,Lajas Blancas,,,Cémaco,PA0601,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
Manuel Ortega,PA060103,Manuel Ortega,,,Cémaco,PA0601,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
Jingurudó,PA060201,Jingurudo,,,Sambú,PA0602,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
Río Sábalo,PA060202,Rio Sabalo,,,Sambú,PA0602,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
Chitré,PA070101,Chitre,,,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
La Arena,PA070102,La Arena,,,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Llano Bonito,PA070103,Llano Bonito,,,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
