admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Municipio Dajabón,DO020101,Municipio Dajabon,,,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Loma de Cabrera,DO020102,,,,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Partido,DO020103,,,,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Restauración,DO020104,Municipio Restauracion,,,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio El Pino,DO020105,,,,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Monte Cristi,DO020201,,,,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Castañuelas,DO020202,Municipio Castanuelas,,,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Guayubín,DO020203,Municipio Guayubin,,,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Las Matas de Santa Cruz,DO020204,,,,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Pepillo Salcedo,DO020205,,,,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Villa Vásquez,DO020206,Municipio Villa Vasquez,,,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San Ignacio de Sabaneta,DO020301,,,,Provincia Santiago Rodríguez,DO0203,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Villa Los Almácigos,DO020302,Municipio Villa Los Almacigos,,,Provincia Santiago Rodríguez,DO0203,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Monción,DO020303,Municipio Moncion,,,Provincia Santiago Rodríguez,DO0203,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Mao,DO020401,,,,Provincia Valverde,DO0204,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Esperanza,DO020402,,,,Provincia Valverde,DO0204,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Laguna Salada,DO020403,,,,Provincia Valverde,DO0204,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Moca,DO030101,,,,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Cayetano Germosén,DO030102,Municipio Cayetano Germosen,,,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Gaspar Hernández,DO030103,Municipio Gaspar Hernandez,,,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Jamao al Norte,DO030104,,,,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Puerto Plata,DO030201,,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Altamira,DO030202,,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Guananico,DO030203,,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Imbert,DO030204,,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Los Hidalgos,DO030205,,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Luperón,DO030206,Municipio Luperon,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Sosúa,DO030207,Municipio Sosua,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Villa Isabela,DO030208,,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Villa Montellano,DO030209,,,,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Santiago,DO030301,,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Bisonó,DO030302,Municipio Bisono,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Jánico,DO030303,Municipio Janico,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Licey al Medio,DO030304,,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San José de las Matas,DO030305,Municipio San Jose de las Matas,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Tamboril,DO030306,,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Villa González,DO030307,Municipio Villa Gonzalez,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Puñal,DO030308,Municipio Punal,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Sabana Iglesia,DO030309,,,,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio La Vega,DO040101,,,,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Constanza,DO040102,,,,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Jarabacoa,DO040103,,,,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Jima Abajo,DO040104,,,,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Bonao,DO040201,,,,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Maimón,DO040202,Municipio Maimon,,,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Piedra Blanca,DO040203,,,,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Cotuí,DO040301,Municipio Cotui,,,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Cevicos,DO040302,,,,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Fantino,DO040303,,,,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio La Mata,DO040304,,,,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Comendador,DO050101,,,,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Bánica,DO050102,Municipio Banica,,,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio El Llano,DO050103,,,,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Hondo Valle,DO050104,,,,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Pedro Santana,DO050105,,,,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Juan Santiago,DO050106,,,,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San Juan,DO050201,,,,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Bohechío,DO050202,Municipio Bohechio,,,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio El Cercado,DO050203,,,,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Juan de Herrera,DO050204,,,,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Las Matas de Farfán,DO050205,Municipio Las Matas de Farfan,,,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Vallejuelo,DO050206,,,,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Neiba,DO060101,,,,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Galván,DO060102,Municipio Galvan,,,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Tamayo,DO060103,,,,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Villa Jaragua,DO060104,,,,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Los Ríos,DO060105,Municipio Los Rios,,,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Barahona,DO060201,,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Cabral,DO060202,,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Enriquillo,DO060203,,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Paraíso,DO060204,Municipio Paraiso,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Vicente Noble,DO060205,,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio El Peñón,DO060206,Municipio El Penon,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio La Ciénaga,DO060207,Municipio La Cienaga,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Fundación,DO060208,Municipio Fundacion,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Las Salinas,DO060209,,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Polo,DO060210,,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Jaquimeyes,DO060211,,,,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Jimaní,DO060301,Municipio Jimani,,,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Duvergé,DO060302,Municipio Duverge,,,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio La Descubierta,DO060303,,,,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Postrer Río,DO060304,Municipio Postrer Rio,,,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Cristóbal,DO060305,Municipio Cristobal,,,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Mella,DO060306,,,,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Pedernales,DO060401,,,,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Oviedo,DO060402,,,,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Hato Mayor,DO070101,,,,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Sabana de la Mar,DO070102,,,,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio El Valle,DO070103,,,,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Monte Plata,DO070201,,,,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Bayaguana,DO070202,,,,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Sabana Grande de Boyá,DO070203,Municipio Sabana Grande de Boya,,,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Yamasá,DO070204,Municipio Yamasa,,,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Peralvillo,DO070205,,,,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San Pedro de Macorís,DO070301,Municipio San Pedro de Macoris,,,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Los Llanos,DO070302,,,,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Ramón Santana,DO070303,Municipio Ramon Santana,,,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Consuelo,DO070304,,,,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Quisqueya,DO070305,,,,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Guayacanes,DO070306,,,,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Santo Domingo de Guzmán,DO080101,Municipio Santo Domingo de Guzman,,,Distrito Nacional,DO0801,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Santo Domingo Este,DO080201,,,,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Santo Domingo Oeste,DO080202,,,,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Santo Domingo Norte,DO080203,,,,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Boca Chica,DO080204,,,,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San Antonio de Guerra,DO080205,,,,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Los Alcarrizos,DO080206,,,,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Pedro Brand,DO080207,,,,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Azua,DO090101,,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Las Charcas,DO090102,,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Las Yayas de Viajama,DO090103,,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Padre Las Casas,DO090104,,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Peralta,DO090105,,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Sabana Yegua,DO090106,,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Pueblo Viejo,DO090107,,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Tábara Arriba,DO090108,Municipio Tabara Arriba,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Guayabal,DO090109,,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Estebanía,DO090110,Municipio Estebania,,,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Baní,DO090201,Municipio Bani,,,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Nizao,DO090202,,,,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San Cristóbal,DO090301,Municipio San Cristobal,,,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Sabana Grande de Palenque,DO090302,,,,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Bajos de Haina,DO090303,,,,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Cambita Garabitos,DO090304,,,,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Villa Altagracia,DO090305,,,,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Yaguate,DO090306,,,,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San Gregorio de Nigua,DO090307,,,,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Los Cacaos,DO090308,,,,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San José de Ocoa,DO090401,Municipio San Jose de Ocoa,,,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Sabana Larga,DO090402,,,,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Rancho Arriba,DO090403,,,,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio El Seibo,DO100101,,,,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Miches,DO100102,,,,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Higüey,DO100201,Municipio Higuey,,,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio San Rafael del Yuma,DO100202,,,,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio La Romana,DO100301,,,,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Guaymate,DO100302,,,,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Municipio Villa Hermosa,DO100303,,,,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
