admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Missira Wadene,SN040301,,,,Koungheul,SN0403,Kaffrine,SN04,Senegal,SN,2017-08-04,2019-04-26,
Ida Mouride,SN040302,,,,Koungheul,SN0403,Kaffrine,SN04,Senegal,SN,2017-08-04,2019-04-26,
Lour Escale,SN040303,,,,Koungheul,SN0403,Kaffrine,SN04,Senegal,SN,2017-08-04,2019-04-26,
Darou Minam 2,SN040401,,,,Malem Hodar,SN0404,Kaffrine,SN04,Senegal,SN,2017-08-04,2019-04-26,
Sagna,SN040402,,,,Malem Hodar,SN0404,Kaffrine,SN04,Senegal,SN,2017-08-04,2019-04-26,
Mbadakhoune,SN050101,,,,Guinguineo,SN0501,Kaolack,SN05,Senegal,SN,2017-08-04,2019-04-26,
Nguelou,SN050102,,,,Guinguineo,SN0501,Kaolack,SN05,Senegal,SN,2017-08-04,2019-04-26,
Sibassoor/Ngothie,SN050201,,,,Kaolack,SN0502,Kaolack,SN05,Senegal,SN,2017-08-04,2019-04-26,
Koumbal,SN050202,,,,Kaolack,SN0502,Kaolack,SN05,Senegal,SN,2017-08-04,2019-04-26,
Ndiedieng,SN050203,,,,Kaolack,SN0502,Kaolack,SN05,Senegal,SN,2017-08-04,2019-04-26,
Paoscoto,SN050301,,,,Nioro Du Rip,SN0503,Kaolack,SN05,Senegal,SN,2017-08-04,2019-04-26,
Wak Ngouna,SN050302,,,,Nioro Du Rip,SN0503,Kaolack,SN05,Senegal,SN,2017-08-04,2019-04-26,
Medina Sabakh,SN050303,,,,Nioro Du Rip,SN0503,Kaolack,SN05,Senegal,SN,2017-08-04,2019-04-26,
Bandafassi,SN060101,,,,Kedougou,SN0601,Kedougou,SN06,Senegal,SN,2017-08-04,2019-04-26,
Fongolembi,SN060102,,,,Kedougou,SN0601,Kedougou,SN06,Senegal,SN,2017-08-04,2019-04-26,
Dar Salam,SN060201,,,,Salemata,SN0602,Kedougou,SN06,Senegal,SN,2017-08-04,2019-04-26,
Dakételi,SN060202,Daketeli,,,Salemata,SN0602,Kedougou,SN06,Senegal,SN,2017-08-04,2019-04-26,
Sabodala,SN060301,,,,Saraya,SN0603,Kedougou,SN06,Senegal,SN,2017-08-04,2019-04-26,
Bembou,SN060302,,,,Saraya,SN0603,Kedougou,SN06,Senegal,SN,2017-08-04,2019-04-26,
Mampatim,SN070101,,,,Kolda,SN0701,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Saré Bidji,SN070102,Sare Bidji,,,Kolda,SN0701,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Dioulakolon,SN070103,,,,Kolda,SN0701,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Ndorna,SN070201,,,,Medina Yoroufoula,SN0702,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Nianing,SN070202,,,,Medina Yoroufoula,SN0702,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Fafacourou,SN070203,,,,Medina Yoroufoula,SN0702,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Bonconto,SN070301,,,,Velingara,SN0703,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Pakour,SN070302,,,,Velingara,SN0703,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Sare Coly Sallé,SN070303,Sare Coly Salle,,,Velingara,SN0703,Kolda,SN07,Senegal,SN,2017-08-04,2019-04-26,
Ndande,SN080101,,,,Kebemer,SN0801,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Darou Mousty,SN080102,,,,Kebemer,SN0801,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Sagatta Gueth,SN080103,,,,Kebemer,SN0801,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Yang Yang,SN080201,,,,Linguere,SN0802,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Sagata Djolof,SN080202,,,,Linguere,SN0802,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Barkedji,SN080203,,,,Linguere,SN0802,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Dodji,SN080204,,,,Linguere,SN0802,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Keur Momar Sarr,SN080301,,,,Louga,SN0803,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Koki,SN080302,,,,Louga,SN0803,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Mbediene,SN080303,,,,Louga,SN0803,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Sakal,SN080304,,,,Louga,SN0803,Louga,SN08,Senegal,SN,2017-08-04,2019-04-26,
Sinthiou Banambe/Wouro Sidy,SN090101,,,,Kanel,SN0901,Matam,SN09,Senegal,SN,2017-08-04,2019-04-26,
Orkadiere,SN090102,,,,Kanel,SN0901,Matam,SN09,Senegal,SN,2017-08-04,2019-04-26,
Ogo,SN090201,,,,Matam,SN0902,Matam,SN09,Senegal,SN,2017-08-04,2019-04-26,
Agnam Civol,SN090202,,,,Matam,SN0902,Matam,SN09,Senegal,SN,2017-08-04,2019-04-26,
Velingara,SN090301,,,,Ranerou,SN0903,Matam,SN09,Senegal,SN,2017-08-04,2019-04-26,
Ndiaye,SN100101,,,,Dagana,SN1001,Saint Louis,SN10,Senegal,SN,2017-08-04,2019-04-26,
Mbane,SN100102,,,,Dagana,SN1001,Saint Louis,SN10,Senegal,SN,2017-08-04,2019-04-26,
Gamadji Sarre,SN100201,,,,Podor,SN1002,Saint Louis,SN10,Senegal,SN,2017-08-04,2019-04-26,
Thille Boubakar,SN100202,,,,Podor,SN1002,Saint Louis,SN10,Senegal,SN,2017-08-04,2019-04-26,
Salde,SN100203,,,,Podor,SN1002,Saint Louis,SN10,Senegal,SN,2017-08-04,2019-04-26,
Cas-Cas,SN100204,,,,Podor,SN1002,Saint Louis,SN10,Senegal,SN,2017-08-04,2019-04-26,
Rao,SN100301,,,,Saint Louis,SN1003,Saint Louis,SN10,Senegal,SN,2017-08-04,2019-04-26,
Bona,SN110101,,,,Bounkiling,SN1101,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Bogal,SN110102,,,,Bounkiling,SN1101,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Diaroumé,SN110103,Diaroume,,,Bounkiling,SN1101,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Simbandi Brassou,SN110201,,,,Goudomp,SN1102,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Djibanar,SN110202,,,,Goudomp,SN1102,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Karantaba,SN110203,,,,Goudomp,SN1102,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Diendé,SN110301,Diende,,,Sedhiou,SN1103,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Djibabouya,SN110302,,,,Sedhiou,SN1103,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Djirédji,SN110303,Djiredji,,,Sedhiou,SN1103,Sedhiou,SN11,Senegal,SN,2017-08-04,2019-04-26,
Kiniéba,SN120101,Kinieba,,,Bakel,SN1201,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Moudéri,SN120102,Mouderi,,,Bakel,SN1201,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Bellé,SN120103,Belle,,,Bakel,SN1201,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Dianké Makan,SN120201,Dianke Makan,,,Goudiry,SN1202,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Koulor,SN120202,,,,Goudiry,SN1202,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Bala,SN120203,,,,Goudiry,SN1202,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Bouinguel Bamba,SN120204,,,,Goudiry,SN1202,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Koutiaba Wolof,SN120301,,,,Koumpentoum,SN1203,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Bamba Tialene,SN120302,,,,Koumpentoum,SN1203,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Missira,SN120401,,,,Tambacounda,SN1204,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Makacoulibantang,SN120402,,,,Tambacounda,SN1204,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Koussanar,SN120403,,,,Tambacounda,SN1204,Tambacounda,SN12,Senegal,SN,2017-08-04,2019-04-26,
Sessene,SN130101,,,,Mbour,SN1301,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Sindia,SN130102,,,,Mbour,SN1301,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Fissel,SN130103,,,,Mbour,SN1301,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Keur Moussa,SN130201,,,,Thies,SN1302,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Tieneba,SN130202,,,,Thies,SN1302,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Noto,SN130203,,,,Thies,SN1302,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Niakhene,SN130301,,,,Tivaoune,SN1303,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Pambal,SN130302,,,,Tivaoune,SN1303,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Meouane,SN130303,,,,Tivaoune,SN1303,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Merina Dakhar,SN130304,,,,Tivaoune,SN1303,Thies,SN13,Senegal,SN,2017-08-04,2019-04-26,
Kataba1,SN140101,,,,Bignona,SN1401,Ziguinchor,SN14,Senegal,SN,2017-08-04,2019-04-26,
Tanghori,SN140102,,,,Bignona,SN1401,Ziguinchor,SN14,Senegal,SN,2017-08-04,2019-04-26,
Tendouk,SN140103,,,,Bignona,SN1401,Ziguinchor,SN14,Senegal,SN,2017-08-04,2019-04-26,
Sindian,SN140104,,,,Bignona,SN1401,Ziguinchor,SN14,Senegal,SN,2017-08-04,2019-04-26,
Loudia Wolof,SN140201,,,,Oussouye,SN1402,Ziguinchor,SN14,Senegal,SN,2017-08-04,2019-04-26,
Cabrousse,SN140202,,,,Oussouye,SN1402,Ziguinchor,SN14,Senegal,SN,2017-08-04,2019-04-26,
Niaguis,SN140301,,,,Ziguinchor,SN1403,Ziguinchor,SN14,Senegal,SN,2017-08-04,2019-04-26,
Niassia,SN140302,,,,Ziguinchor,SN1403,Ziguinchor,SN14,Senegal,SN,2017-08-04,2019-04-26,
