#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5004,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:4:60366813,60366813,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603668,1603:45:16:50:4:60366813,Bamai,BD60366813,,,,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60366827,60366827,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603668,1603:45:16:50:4:60366827,Bulla,BD60366827,,,,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60366840,60366840,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603668,1603:45:16:50:4:60366840,Karab,BD60366840,,,,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60366854,60366854,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603668,1603:45:16:50:4:60366854,Lakhai,BD60366854,,,,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60366867,60366867,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603668,1603:45:16:50:4:60366867,Murakari,BD60366867,,,,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60366881,60366881,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603668,1603:45:16:50:4:60366881,Muriauk,BD60366881,,,,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367116,60367116,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367116,Adair,BD60367116,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367117,60367117,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367117,Bagasura,BD60367117,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367125,60367125,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367125,Bahara,BD60367125,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367134,60367134,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367134,Bulla,BD60367134,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367143,60367143,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367143,Chhatiain,BD60367143,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367151,60367151,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367151,Chowmohani,BD60367151,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367160,60367160,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367160,Dharmaghar,BD60367160,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367169,60367169,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367169,Jagadishpur,BD60367169,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367177,60367177,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367177,Andiurauk,BD60367177,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367186,60367186,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367186,Noapara,BD60367186,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367194,60367194,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367194,Shahjahanpur,BD60367194,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367199,60367199,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603671,1603:45:16:50:4:60367199,Madhabpur Paurashava,BD60367199,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367713,60367713,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367713,Auskandi,BD60367713,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367714,60367714,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367714,Bausha,BD60367714,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367721,60367721,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367721,Debpara,BD60367721,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367729,60367729,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367729,Dighalbak,BD60367729,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367743,60367743,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367743,Gaznapur,BD60367743,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367751,60367751,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367751,Inathganj,BD60367751,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367758,60367758,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367758,Kalair Banga,BD60367758,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367765,60367765,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367765,Kargaon,BD60367765,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367773,60367773,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367773,Kurshi,BD60367773,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367780,60367780,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367780,Nabiganj,BD60367780,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367787,60367787,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367787,Paniunda,BD60367787,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367790,60367790,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367790,Purba Bara Bakhair,BD60367790,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367794,60367794,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367794,Paschim Bara Bhakhair,BD60367794,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60367799,60367799,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603677,1603:45:16:50:4:60367799,Nabiganj Paurashava,BD60367799,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581413,60581413,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581413,Barlekha,BD60581413,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581415,60581415,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581415,Barni,BD60581415,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581429,60581429,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581429,Dakshin Shahabajpur,BD60581429,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581431,60581431,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581431,Dakshin Dakshinbhagh,BD60581431,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581439,60581439,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581439,Dasher Bazar,BD60581439,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581463,60581463,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581463,Nij Bahadurpur,BD60581463,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581477,60581477,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581477,Sujanagar,BD60581477,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581480,60581480,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581480,Uttar Dakshinbhag,BD60581480,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581485,60581485,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581485,Uttar Shahabajpur,BD60581485,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581494,60581494,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581494,Talimpur,BD60581494,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60581499,60581499,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605814,1603:45:16:50:4:60581499,Barlekha Paurashava,BD60581499,,,,Barlekha,BD605814,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60583523,60583523,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605835,1603:45:16:50:4:60583523,Fultala,BD60583523,,,,Juri,BD605835,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60583529,60583529,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605835,1603:45:16:50:4:60583529,Goalbari,BD60583529,,,,Juri,BD605835,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60583547,60583547,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605835,1603:45:16:50:4:60583547,Jaifarnagar,BD60583547,,,,Juri,BD605835,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60583555,60583555,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605835,1603:45:16:50:4:60583555,Paschim Juri,BD60583555,,,,Juri,BD605835,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60583567,60583567,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605835,1603:45:16:50:4:60583567,Purba Juri,BD60583567,,,,Juri,BD605835,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60583583,60583583,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605835,1603:45:16:50:4:60583583,Sagarnal,BD60583583,,,,Juri,BD605835,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585617,60585617,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585617,Adampur,BD60585617,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585619,60585619,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585619,Alinagar,BD60585619,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585628,60585628,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585628,Islampur,BD60585628,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585638,60585638,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585638,Kamalganj,BD60585638,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585647,60585647,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585647,Madhabpur,BD60585647,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585657,60585657,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585657,Munshi Bazar,BD60585657,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585666,60585666,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585666,Patanushar,BD60585666,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585676,60585676,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585676,Rahimpur,BD60585676,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585685,60585685,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585685,Shamshernagar,BD60585685,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60585699,60585699,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605856,1603:45:16:50:4:60585699,Kamalganj Paurashava,BD60585699,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586510,60586510,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586510,Bhukshimail,BD60586510,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586511,60586511,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586511,Baramchal,BD60586511,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586513,60586513,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586513,Bhatera,BD60586513,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586517,60586517,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586517,Brahman Bazar,BD60586517,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586535,60586535,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586535,Hajipur,BD60586535,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586541,60586541,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586541,Joychandi,BD60586541,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586553,60586553,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586553,Kadirpur,BD60586553,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586559,60586559,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586559,Karmadha,BD60586559,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586565,60586565,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586565,Kulaura,BD60586565,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586571,60586571,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586571,Prithim Pasha,BD60586571,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586577,60586577,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586577,Routhgaon,BD60586577,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586589,60586589,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586589,Sharifpur,BD60586589,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586595,60586595,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586595,Tilagaon,BD60586595,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60586599,60586599,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605865,1603:45:16:50:4:60586599,Kulaura Paurashava,BD60586599,,,,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60587413,60587413,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605874,1603:45:16:50:4:60587413,Akhailkura,BD60587413,,,,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60587414,60587414,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605874,1603:45:16:50:4:60587414,Amtail,BD60587414,,,,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60587421,60587421,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605874,1603:45:16:50:4:60587421,Chandighat,BD60587421,,,,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60587429,60587429,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605874,1603:45:16:50:4:60587429,Ekatuna,BD60587429,,,,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60587436,60587436,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605874,1603:45:16:50:4:60587436,Giasnagar,BD60587436,,,,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60587443,60587443,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,1603:45:16:50:3:605874,1603:45:16:50:4:60587443,Kamalpur,BD60587443,,,,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
