#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:24:3:1005021,1005021,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1005,1603:45:16:24:3:1005021,Kixico,AO01005021,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1005022,1005022,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1005,1603:45:16:24:3:1005022,Muxiluando,AO01005022,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1005023,1005023,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1005,1603:45:16:24:3:1005023,Zala,AO01005023,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1040145,1040145,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1040,1603:45:16:24:3:1040145,Bula-Atumba,AO01040145,,,,Bula-Atumba,AO01040,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1040146,1040146,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1040,1603:45:16:24:3:1040146,Kiaje,AO01040146,,,,Bula-Atumba,AO01040,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1043153,1043153,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1043,1603:45:16:24:3:1043153,Kibaxe,AO01043153,,,,Dembos-Quibaxe,AO01043,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1043154,1043154,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1043,1603:45:16:24:3:1043154,Paredes,AO01043154,,,,Dembos-Quibaxe,AO01043,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1043155,1043155,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1043,1603:45:16:24:3:1043155,Piri,AO01043155,,,,Dembos-Quibaxe,AO01043,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1043156,1043156,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1043,1603:45:16:24:3:1043156,S. Jose das Matas,AO01043156,,,,Dembos-Quibaxe,AO01043,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:1047166,1047166,1603:45:16:24:0,1603:45:16:24:1:1,1603:45:16:24:2:1047,1603:45:16:24:3:1047166,Pango-Aluquem,AO01047166,,,,Pango-Aluquém,AO01047,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2006024,2006024,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2006,1603:45:16:24:3:2006024,Baia Farta,AO02006024,,,,Baía Farta,AO02006,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2006025,2006025,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2006,1603:45:16:24:3:2006025,Dombe Grande,AO02006025,,,,Baía Farta,AO02006,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2006026,2006026,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2006,1603:45:16:24:3:2006026,Ekimina,AO02006026,,,,Baía Farta,AO02006,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2006027,2006027,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2006,1603:45:16:24:3:2006027,Kalahanga,AO02006027,,,,Baía Farta,AO02006,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2007028,2007028,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2007,1603:45:16:24:3:2007028,Balombo,AO02007028,,,,Balombo,AO02007,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2007029,2007029,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2007,1603:45:16:24:3:2007029,Chindumbo,AO02007029,,,,Balombo,AO02007,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2007030,2007030,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2007,1603:45:16:24:3:2007030,Chingongo,AO02007030,,,,Balombo,AO02007,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2008031,2008031,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2008,1603:45:16:24:3:2008031,Benguela,AO02008031,,,,Benguela,AO02008,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2009032,2009032,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2009,1603:45:16:24:3:2009032,Bocoio,AO02009032,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2009033,2009033,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2009,1603:45:16:24:3:2009033,Cavimbe,AO02009033,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2009034,2009034,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2009,1603:45:16:24:3:2009034,Chila,AO02009034,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2009035,2009035,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2009,1603:45:16:24:3:2009035,Monte Belo,AO02009035,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2009036,2009036,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2009,1603:45:16:24:3:2009036,Passe,AO02009036,,,,Bocoio,AO02009,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2010037,2010037,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2010,1603:45:16:24:3:2010037,Cayavi,AO02010037,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2010038,2010038,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2010,1603:45:16:24:3:2010038,Kaimbambo,AO02010038,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2010039,2010039,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2010,1603:45:16:24:3:2010039,Kanhamela,AO02010039,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2010040,2010040,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2010,1603:45:16:24:3:2010040,Katengue,AO02010040,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2010041,2010041,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2010,1603:45:16:24:3:2010041,Wyiagombe,AO02010041,,,,Caimbambo,AO02010,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2011042,2011042,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2011,1603:45:16:24:3:2011042,Bolonguela,AO02011042,,,,Chongoroi,AO02011,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2011043,2011043,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2011,1603:45:16:24:3:2011043,Chongoroi,AO02011043,,,,Chongoroi,AO02011,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2012044,2012044,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2012,1603:45:16:24:3:2012044,Cubal,AO02012044,,,,Cubal,AO02012,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2012045,2012045,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2012,1603:45:16:24:3:2012045,Kapupa,AO02012045,,,,Cubal,AO02012,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2012046,2012046,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2012,1603:45:16:24:3:2012046,Lambala,AO02012046,,,,Cubal,AO02012,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2012047,2012047,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2012,1603:45:16:24:3:2012047,Quendo,AO02012047,,,,Cubal,AO02012,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2013048,2013048,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2013,1603:45:16:24:3:2013048,Babaera,AO02013048,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2013049,2013049,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2013,1603:45:16:24:3:2013049,Chikuma,AO02013049,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2013050,2013050,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2013,1603:45:16:24:3:2013050,Ebanga,AO02013050,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2013051,2013051,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2013,1603:45:16:24:3:2013051,Ganda,AO02013051,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2013052,2013052,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2013,1603:45:16:24:3:2013052,Kaseke,AO02013052,,,,Ganda,AO02013,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2014054,2014054,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2014,1603:45:16:24:3:2014054,Egito-Praia,AO02014054,,,,Lobito,AO02014,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2014055,2014055,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2014,1603:45:16:24:3:2014055,Kanjala,AO02014055,,,,Lobito,AO02014,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2014057,2014057,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2014,1603:45:16:24:3:2014057,Lobito,AO02014057,,,,Lobito,AO02014,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2164053,2164053,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2164,1603:45:16:24:3:2164053,Biopio,AO02164053,,,,Catumbela,AO02164,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2164056,2164056,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2164,1603:45:16:24:3:2164056,Katumbela,AO02164056,,,,Catumbela,AO02164,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:2164057,2164057,1603:45:16:24:0,1603:45:16:24:1:2,1603:45:16:24:2:2164,1603:45:16:24:3:2164057,Lobito,AO02164057,,,,Catumbela,AO02164,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3015058,3015058,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3015,1603:45:16:24:3:3015058,Andulo,AO03015058,,,,Andulo,AO03015,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3015059,3015059,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3015,1603:45:16:24:3:3015059,Chivaulo,AO03015059,,,,Andulo,AO03015,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3015060,3015060,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3015,1603:45:16:24:3:3015060,Kalucinga,AO03015060,,,,Andulo,AO03015,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3015061,3015061,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3015,1603:45:16:24:3:3015061,Kassumbe,AO03015061,,,,Andulo,AO03015,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3016062,3016062,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3016,1603:45:16:24:3:3016062,Kamakupa,AO03016062,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3016063,3016063,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3016,1603:45:16:24:3:3016063,Kwanza,AO03016063,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3016064,3016064,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3016,1603:45:16:24:3:3016064,Ringoma,AO03016064,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3016065,3016065,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3016,1603:45:16:24:3:3016065,St. Antonio da Muinha,AO03016065,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3016066,3016066,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3016,1603:45:16:24:3:3016066,Umpulo,AO03016066,,,,Camacupa,AO03016,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3017067,3017067,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3017,1603:45:16:24:3:3017067,Chipeta,AO03017067,,,,Catabola,AO03017,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3017068,3017068,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3017,1603:45:16:24:3:3017068,Chiuca,AO03017068,,,,Catabola,AO03017,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3017069,3017069,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3017,1603:45:16:24:3:3017069,Kaiuera,AO03017069,,,,Catabola,AO03017,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3017070,3017070,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3017,1603:45:16:24:3:3017070,Katabola,AO03017070,,,,Catabola,AO03017,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3018071,3018071,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3018,1603:45:16:24:3:3018071,Chinguar,AO03018071,,,,Chinguar,AO03018,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3018072,3018072,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3018,1603:45:16:24:3:3018072,Kangote,AO03018072,,,,Chinguar,AO03018,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3018073,3018073,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3018,1603:45:16:24:3:3018073,Kutato,AO03018073,,,,Chinguar,AO03018,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3019074,3019074,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3019,1603:45:16:24:3:3019074,Cachingues,AO03019074,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3019075,3019075,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3019,1603:45:16:24:3:3019075,Chitembo,AO03019075,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3019076,3019076,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3019,1603:45:16:24:3:3019076,Malengue,AO03019076,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3019077,3019077,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3019,1603:45:16:24:3:3019077,Mumbue,AO03019077,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3019078,3019078,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3019,1603:45:16:24:3:3019078,Mutumbo,AO03019078,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3019079,3019079,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3019,1603:45:16:24:3:3019079,Soma Kwanza,AO03019079,,,,Chitembo,AO03019,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3020080,3020080,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3020,1603:45:16:24:3:3020080,Kuemba,AO03020080,,,,Cuemba,AO03020,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3020081,3020081,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3020,1603:45:16:24:3:3020081,Luando,AO03020081,,,,Cuemba,AO03020,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3020082,3020082,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3020,1603:45:16:24:3:3020082,Munhango,AO03020082,,,,Cuemba,AO03020,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3020083,3020083,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3020,1603:45:16:24:3:3020083,Sachinemuna,AO03020083,,,,Cuemba,AO03020,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3021084,3021084,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3021,1603:45:16:24:3:3021084,Kunhinga,AO03021084,,,,Cunhinga,AO03021,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3022085,3022085,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3022,1603:45:16:24:3:3022085,Cambandua,AO03022085,,,,Cuito (Kuito),AO03022,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3022086,3022086,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3022,1603:45:16:24:3:3022086,Chicala,AO03022086,,,,Cuito (Kuito),AO03022,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3022087,3022087,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3022,1603:45:16:24:3:3022087,Kuito,AO03022087,,,,Cuito (Kuito),AO03022,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3022088,3022088,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3022,1603:45:16:24:3:3022088,Trumba,AO03022088,,,,Cuito (Kuito),AO03022,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3023089,3023089,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3023,1603:45:16:24:3:3023089,Dando,AO03023089,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3023090,3023090,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3023,1603:45:16:24:3:3023090,Gamba,AO03023090,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3023091,3023091,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3023,1603:45:16:24:3:3023091,Kaiei,AO03023091,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3023092,3023092,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3023,1603:45:16:24:3:3023092,Lubia,AO03023092,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:3023093,3023093,1603:45:16:24:0,1603:45:16:24:1:3,1603:45:16:24:2:3023,1603:45:16:24:3:3023093,Nharea,AO03023093,,,,N'harea,AO03023,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:4024094,4024094,1603:45:16:24:0,1603:45:16:24:1:4,1603:45:16:24:2:4024,1603:45:16:24:3:4024094,Belize,AO04024094,,,,Belize,AO04024,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:4024095,4024095,1603:45:16:24:0,1603:45:16:24:1:4,1603:45:16:24:2:4024,1603:45:16:24:3:4024095,Luali,AO04024095,,,,Belize,AO04024,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:4024096,4024096,1603:45:16:24:0,1603:45:16:24:1:4,1603:45:16:24:2:4024,1603:45:16:24:3:4024096,Mikonje,AO04024096,,,,Belize,AO04024,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:4025097,4025097,1603:45:16:24:0,1603:45:16:24:1:4,1603:45:16:24:2:4025,1603:45:16:24:3:4025097,Buco Zau,AO04025097,,,,Buco Zau,AO04025,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:4025098,4025098,1603:45:16:24:0,1603:45:16:24:1:4,1603:45:16:24:2:4025,1603:45:16:24:3:4025098,Nekuto,AO04025098,,,,Buco Zau,AO04025,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:4025099,4025099,1603:45:16:24:0,1603:45:16:24:1:4,1603:45:16:24:2:4025,1603:45:16:24:3:4025099,Nhuca,AO04025099,,,,Buco Zau,AO04025,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:4026100,4026100,1603:45:16:24:0,1603:45:16:24:1:4,1603:45:16:24:2:4026,1603:45:16:24:3:4026100,Cabinda,AO04026100,,,,Cabinda,AO04026,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
1603:45:16:24:3:4026101,4026101,1603:45:16:24:0,1603:45:16:24:1:4,1603:45:16:24:2:4026,1603:45:16:24:3:4026101,Malembo,AO04026101,,,,Cabinda,AO04026,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
