#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:591:2:302,302,1603:45:16:591:0,1603:45:16:591:1:3,1603:45:16:591:2:302,Antón,PA0302,Anton,,,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:303,303,1603:45:16:591:0,1603:45:16:591:1:3,1603:45:16:591:2:303,La Pintada,PA0303,,,,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:304,304,1603:45:16:591:0,1603:45:16:591:1:3,1603:45:16:591:2:304,Natá,PA0304,Nata,,,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:305,305,1603:45:16:591:0,1603:45:16:591:1:3,1603:45:16:591:2:305,Olá,PA0305,Ola,,,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:306,306,1603:45:16:591:0,1603:45:16:591:1:3,1603:45:16:591:2:306,Penonomé,PA0306,Penonome,,,Coclé,PA03,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:401,401,1603:45:16:591:0,1603:45:16:591:1:4,1603:45:16:591:2:401,Chagres,PA0401,,,,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:402,402,1603:45:16:591:0,1603:45:16:591:1:4,1603:45:16:591:2:402,Colón,PA0402,Colon,,,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:403,403,1603:45:16:591:0,1603:45:16:591:1:4,1603:45:16:591:2:403,Donoso,PA0403,,,,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:404,404,1603:45:16:591:0,1603:45:16:591:1:4,1603:45:16:591:2:404,Portobelo,PA0404,,,,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:405,405,1603:45:16:591:0,1603:45:16:591:1:4,1603:45:16:591:2:405,Santa Isabel,PA0405,,,,Colón,PA04,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:501,501,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,Chepigana,PA0501,,,,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:502,502,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,Pinogana,PA0502,,,,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:601,601,1603:45:16:591:0,1603:45:16:591:1:6,1603:45:16:591:2:601,Cémaco,PA0601,Cemaco,,,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:602,602,1603:45:16:591:0,1603:45:16:591:1:6,1603:45:16:591:2:602,Sambú,PA0602,Sambu,,,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:701,701,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:701,Chitré,PA0701,Chitre,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:702,702,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:702,Las Minas,PA0702,,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:703,703,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,Los Pozos,PA0703,,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:704,704,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:704,Ocú,PA0704,Ocu,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:705,705,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:705,Parita,PA0705,,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:706,706,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,Pesé,PA0706,Pese,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:707,707,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:707,Santa María,PA0707,Santa Maria,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:801,801,1603:45:16:591:0,1603:45:16:591:1:8,1603:45:16:591:2:801,Kuna Yala,PA0801,,,,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:901,901,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,Guararé,PA0901,Guarare,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:902,902,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,Las Tablas,PA0902,,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:903,903,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,Los Santos,PA0903,,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:904,904,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,Macaracas,PA0904,,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:905,905,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:905,Pedasí,PA0905,Pedasi,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:906,906,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:906,Pocrí,PA0906,Pocri,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:907,907,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,Tonosí,PA0907,Tonosi,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1001,1001,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,Besiko,PA1001,,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1002,1002,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,Mironó,PA1002,Mirono,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1003,1003,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,Müna,PA1003,Muna,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1004,1004,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1004,Nole Duima,PA1004,,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1005,1005,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,Ñürüm,PA1005,Nurum,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1006,1006,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,Kankintú,PA1006,Kankintu,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1007,1007,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1007,Kusapín,PA1007,Kusapin,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1101,1101,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1101,Arraiján,PA1101,Arraijan,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1102,1102,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,Capira,PA1102,,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1103,1103,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,Chame,PA1103,,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1104,1104,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,La Chorrera,PA1104,,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1105,1105,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,San Carlos,PA1105,,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1201,1201,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1201,Balboa,PA1201,,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1202,1202,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1202,Chepo,PA1202,,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1203,1203,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1203,Chimán,PA1203,Chiman,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1204,1204,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1204,Panamá,PA1204,Panama,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1205,1205,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1205,San Miguelito,PA1205,,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1206,1206,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1206,Taboga,PA1206,,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1301,1301,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1301,Atalaya,PA1301,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1302,1302,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1302,Calobre,PA1302,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1303,1303,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1303,Cañazas,PA1303,Canazas,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1304,1304,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1304,La Mesa,PA1304,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1305,1305,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1305,Las Palmas,PA1305,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1306,1306,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1306,Mariato,PA1306,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1307,1307,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1307,Montijo,PA1307,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1308,1308,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1308,Río de Jesús,PA1308,Rio de Jesus,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1309,1309,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1309,San Francisco,PA1309,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1310,1310,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1310,Santa Fe,PA1310,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1311,1311,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,Santiago,PA1311,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:2:1312,1312,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,Soná,PA1312,Sona,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
