#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt0,#meta+ERROR+adm4+code+v_pcode,#meta+ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#meta+ERROR+adm3+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:800:4:41030106,41030106,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410301,1603:45:16:800:4:41030106,Kasitu,UG41030106,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030107,41030107,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410301,1603:45:16:800:4:41030107,Mabere,UG41030107,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030108,41030108,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410301,1603:45:16:800:4:41030108,Nduguto,UG41030108,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030109,41030109,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410301,1603:45:16:800:4:41030109,Ngamba,UG41030109,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030110,41030110,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410301,1603:45:16:800:4:41030110,Ntandi Town Council,UG41030110,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030111,41030111,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410301,1603:45:16:800:4:41030111,Ntotoro,UG41030111,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030112,41030112,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410301,1603:45:16:800:4:41030112,Sindila,UG41030112,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030201,41030201,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030201,Bubandi,UG41030201,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030202,41030202,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030202,Bubukwanga,UG41030202,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030203,41030203,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030203,Buganikire Town Councili,UG41030203,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030204,41030204,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030204,Bundibugyo Town Council,UG41030204,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030205,41030205,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030205,Bundingoma,UG41030205,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030206,41030206,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030206,Busaru,UG41030206,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030207,41030207,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030207,Busunga Twon Council,UG41030207,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030208,41030208,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030208,Kirumya,UG41030208,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030209,41030209,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030209,Kisubba,UG41030209,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030210,41030210,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030210,Mirambi,UG41030210,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030211,41030211,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030211,Nyahuka Town Council,UG41030211,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41030212,41030212,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,1603:45:16:800:3:410302,1603:45:16:800:4:41030212,Tokwe,UG41030212,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040101,41040101,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040101,Buheesi,UG41040101,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040102,41040102,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040102,Buheesi Town Council,UG41040102,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040103,41040103,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040103,Kabonero,UG41040103,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040104,41040104,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040104,Katebwa,UG41040104,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040105,41040105,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040105,Kibiito,UG41040105,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040106,41040106,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040106,Kibiito Town Council,UG41040106,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040107,41040107,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040107,Kisomoro,UG41040107,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040108,41040108,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040108,Kiyombya,UG41040108,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040109,41040109,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040109,Kyamukube Town Council,UG41040109,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040110,41040110,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040110,Rubona Town Council,UG41040110,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040111,41040111,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040111,Rwimi,UG41040111,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41040112,41040112,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,1603:45:16:800:3:410401,1603:45:16:800:4:41040112,Rwimi Town Council,UG41040112,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050101,41050101,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410501,1603:45:16:800:4:41050101,Central Divison,UG41050101,,,,Bushenyi  Municipality,UG410501,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050102,41050102,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410501,1603:45:16:800:4:41050102,Ishaka Divison,UG41050102,,,,Bushenyi  Municipality,UG410501,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050103,41050103,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410501,1603:45:16:800:4:41050103,Nyakabirizi Division,UG41050103,,,,Bushenyi  Municipality,UG410501,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050201,41050201,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050201,Bitooma,UG41050201,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050202,41050202,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050202,Bumbaire,UG41050202,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050203,41050203,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050203,Ibaare,UG41050203,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050204,41050204,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050204,Kakanju,UG41050204,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050205,41050205,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050205,Kyabugimbi,UG41050205,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050206,41050206,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050206,Kyamuhunga,UG41050206,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050207,41050207,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050207,Kyamuhunga Town Council,UG41050207,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050208,41050208,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050208,Kyeizooba,UG41050208,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050209,41050209,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050209,Nyabubare,UG41050209,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050210,41050210,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050210,Ruhumuro,UG41050210,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41050211,41050211,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,1603:45:16:800:3:410502,1603:45:16:800:4:41050211,Rwentuha Town Council,UG41050211,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060101,41060101,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410601,1603:45:16:800:4:41060101,Buhanika,UG41060101,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060102,41060102,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410601,1603:45:16:800:4:41060102,Buseruka,UG41060102,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060103,41060103,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410601,1603:45:16:800:4:41060103,Kigorobya,UG41060103,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060104,41060104,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410601,1603:45:16:800:4:41060104,Kigorobya Town Council,UG41060104,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060105,41060105,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410601,1603:45:16:800:4:41060105,Kitoba,UG41060105,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060106,41060106,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410601,1603:45:16:800:4:41060106,Kyabigambire,UG41060106,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060201,41060201,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410602,1603:45:16:800:4:41060201,Bujumbura Division,UG41060201,,,,Hoima Municipality,UG410602,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060202,41060202,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410602,1603:45:16:800:4:41060202,Busiisi Division,UG41060202,,,,Hoima Municipality,UG410602,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060203,41060203,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410602,1603:45:16:800:4:41060203,Kahoora Divison,UG41060203,,,,Hoima Municipality,UG410602,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41060204,41060204,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,1603:45:16:800:3:410602,1603:45:16:800:4:41060204,Mparo Divison,UG41060204,,,,Hoima Municipality,UG410602,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070101,41070101,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070101,Igorora Town Council,UG41070101,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070102,41070102,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070102,Ishongororo,UG41070102,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070103,41070103,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070103,Ishongororo Town Council,UG41070103,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070104,41070104,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070104,Keihangara,UG41070104,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070105,41070105,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070105,Kicuzi,UG41070105,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070106,41070106,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070106,Kijongo,UG41070106,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070107,41070107,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070107,Kikyenkye,UG41070107,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070108,41070108,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070108,Nyabuhikye,UG41070108,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070109,41070109,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070109,Nyamarebe,UG41070109,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070110,41070110,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070110,Rukiri,UG41070110,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070111,41070111,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070111,Rushango Town Council,UG41070111,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070112,41070112,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410701,1603:45:16:800:4:41070112,Rwenkoba Town Council,UG41070112,,,,Ibanda,UG410701,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070201,41070201,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410702,1603:45:16:800:4:41070201,Bisheshe Division,UG41070201,,,,Ibanda Municipality,UG410702,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070202,41070202,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410702,1603:45:16:800:4:41070202,Bufunda Division,UG41070202,,,,Ibanda Municipality,UG410702,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41070203,41070203,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,1603:45:16:800:3:410702,1603:45:16:800:4:41070203,Kagango Division,UG41070203,,,,Ibanda Municipality,UG410702,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080101,41080101,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410801,1603:45:16:800:4:41080101,Endiinzi,UG41080101,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080102,41080102,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410801,1603:45:16:800:4:41080102,Endiinzi Town Council,UG41080102,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080103,41080103,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410801,1603:45:16:800:4:41080103,Kakamba,UG41080103,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080104,41080104,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410801,1603:45:16:800:4:41080104,Kashumba,UG41080104,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080105,41080105,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410801,1603:45:16:800:4:41080105,Mbaare,UG41080105,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080106,41080106,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410801,1603:45:16:800:4:41080106,Ngarama,UG41080106,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080107,41080107,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410801,1603:45:16:800:4:41080107,Rugaaga,UG41080107,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080108,41080108,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410801,1603:45:16:800:4:41080108,Rushasha,UG41080108,,,,Bukanga,UG410801,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080201,41080201,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410802,1603:45:16:800:4:41080201,Birere,UG41080201,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080202,41080202,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410802,1603:45:16:800:4:41080202,Isingiro Town Council,UG41080202,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080203,41080203,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410802,1603:45:16:800:4:41080203,Kaberebere Town Council,UG41080203,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080204,41080204,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410802,1603:45:16:800:4:41080204,Kabingo,UG41080204,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:4:41080205,41080205,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,1603:45:16:800:3:410802,1603:45:16:800:4:41080205,Kabuyanda,UG41080205,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
