#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:170:2:20045,20045,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20045,Becerril,CO20045,Becerril,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20060,20060,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20060,Bosconia,CO20060,Bosconia,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20175,20175,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20175,Chimichagua,CO20175,Chimichagua,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20178,20178,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20178,Chiriguaná,CO20178,Chiriguana,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20228,20228,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20228,Curumaní,CO20228,Curumani,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20238,20238,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20238,El Copey,CO20238,El Copey,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20250,20250,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20250,El Paso,CO20250,El Paso,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20295,20295,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20295,Gamarra,CO20295,Gamarra,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20310,20310,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20310,González,CO20310,Gonzalez,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20383,20383,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20383,La Gloria,CO20383,La Gloria,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20400,20400,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20400,La Jagua de Ibirico,CO20400,La Jagua de Ibirico,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20443,20443,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20443,Manaure Balcón del Cesar,CO20443,Manaure Balcon del Cesar,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20517,20517,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20517,Pailitas,CO20517,Pailitas,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20550,20550,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20550,Pelaya,CO20550,Pelaya,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20570,20570,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20570,Pueblo Bello,CO20570,Pueblo Bello,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20614,20614,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20614,Río de Oro,CO20614,Rio de Oro,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20621,20621,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20621,La Paz,CO20621,La Paz,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20710,20710,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20710,San Alberto,CO20710,San Alberto,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20750,20750,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20750,San Diego,CO20750,San Diego,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20770,20770,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20770,San Martín,CO20770,San Martin,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20787,20787,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20787,Tamalameque,CO20787,Tamalameque,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23001,23001,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23001,Montería,CO23001,Monteria,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23068,23068,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23068,Ayapel,CO23068,Ayapel,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23079,23079,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23079,Buenavista,CO23079,Buenavista,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23090,23090,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23090,Canalete,CO23090,Canalete,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23162,23162,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23162,Cereté,CO23162,Cerete,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23168,23168,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23168,Chimá,CO23168,Chima,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23182,23182,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23182,Chinú,CO23182,Chinu,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23189,23189,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23189,Ciénaga de Oro,CO23189,Cienaga de Oro,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23300,23300,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23300,Cotorra,CO23300,Cotorra,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23350,23350,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23350,La Apartada,CO23350,La Apartada,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23417,23417,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23417,Lorica,CO23417,Lorica,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23419,23419,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23419,Los Córdobas,CO23419,Los Cordobas,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23464,23464,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23464,Momil,CO23464,Momil,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23466,23466,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23466,Montelíbano,CO23466,Montelibano,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23500,23500,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23500,Moñitos,CO23500,Monitos,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23555,23555,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23555,Planeta Rica,CO23555,Planeta Rica,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23570,23570,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23570,Pueblo Nuevo,CO23570,Pueblo Nuevo,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23574,23574,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23574,Puerto Escondido,CO23574,Puerto Escondido,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23580,23580,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23580,Puerto Libertador,CO23580,Puerto Libertador,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23586,23586,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23586,Purísima de la Concepción,CO23586,Purisima de la Concepcion,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23660,23660,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23660,Sahagún,CO23660,Sahagun,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23670,23670,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23670,San Andrés de Sotavento,CO23670,San Andres de Sotavento,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23672,23672,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23672,San Antero,CO23672,San Antero,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23675,23675,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23675,San Bernardo del Viento,CO23675,San Bernardo del Viento,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23678,23678,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23678,San Carlos,CO23678,San Carlos,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23682,23682,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23682,San José de Uré,CO23682,San Jose de Ure,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23686,23686,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23686,San Pelayo,CO23686,San Pelayo,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23807,23807,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23807,Tierralta,CO23807,Tierralta,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23815,23815,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23815,Tuchín,CO23815,Tuchin,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:23855,23855,1603:45:16:170:0,1603:45:16:170:1:23,1603:45:16:170:2:23855,Valencia,CO23855,Valencia,,,Córdoba,CO23,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25001,25001,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25001,Agua de Dios,CO25001,Agua de Dios,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25019,25019,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25019,Albán,CO25019,Alban,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25035,25035,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25035,Anapoima,CO25035,Anapoima,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25040,25040,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25040,Anolaima,CO25040,Anolaima,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25053,25053,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25053,Arbeláez,CO25053,Arbelaez,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25086,25086,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25086,Beltrán,CO25086,Beltran,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25095,25095,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25095,Bituima,CO25095,Bituima,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25099,25099,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25099,Bojacá,CO25099,Bojaca,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25120,25120,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25120,Cabrera,CO25120,Cabrera,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25123,25123,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25123,Cachipay,CO25123,Cachipay,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25126,25126,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25126,Cajicá,CO25126,Cajica,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25148,25148,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25148,Caparrapí,CO25148,Caparrapi,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25151,25151,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25151,Cáqueza,CO25151,Caqueza,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25154,25154,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25154,Carmen de Carupa,CO25154,Carmen de Carupa,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25168,25168,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25168,Chaguaní,CO25168,Chaguani,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25175,25175,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25175,Chía,CO25175,Chia,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25178,25178,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25178,Chipaque,CO25178,Chipaque,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25181,25181,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25181,Choachí,CO25181,Choachi,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25183,25183,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25183,Chocontá,CO25183,Choconta,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25200,25200,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25200,Cogua,CO25200,Cogua,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25214,25214,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25214,Cota,CO25214,Cota,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25224,25224,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25224,Cucunubá,CO25224,Cucunuba,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25245,25245,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25245,El Colegio,CO25245,El Colegio,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25258,25258,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25258,El Peñón,CO25258,El Penon,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25260,25260,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25260,El Rosal,CO25260,El Rosal,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25269,25269,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25269,Facatativá,CO25269,Facatativa,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25279,25279,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25279,Fómeque,CO25279,Fomeque,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25281,25281,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25281,Fosca,CO25281,Fosca,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25286,25286,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25286,Funza,CO25286,Funza,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25288,25288,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25288,Fúquene,CO25288,Fuquene,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25290,25290,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25290,Fusagasugá,CO25290,Fusagasuga,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25293,25293,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25293,Gachalá,CO25293,Gachala,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25295,25295,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25295,Gachancipá,CO25295,Gachancipa,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25297,25297,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25297,Gachetá,CO25297,Gacheta,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25299,25299,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25299,Gama,CO25299,Gama,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25307,25307,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25307,Girardot,CO25307,Girardot,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25312,25312,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25312,Granada,CO25312,Granada,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25317,25317,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25317,Guachetá,CO25317,Guacheta,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25320,25320,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25320,Guaduas,CO25320,Guaduas,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25322,25322,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25322,Guasca,CO25322,Guasca,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25324,25324,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25324,Guataquí,CO25324,Guataqui,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25326,25326,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25326,Guatavita,CO25326,Guatavita,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25328,25328,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25328,Guayabal de Síquima,CO25328,Guayabal de Siquima,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25335,25335,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25335,Guayabetal,CO25335,Guayabetal,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25339,25339,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25339,Gutiérrez,CO25339,Gutierrez,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25368,25368,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25368,Jerusalén,CO25368,Jerusalen,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25372,25372,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25372,Junín,CO25372,Junin,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25377,25377,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25377,La Calera,CO25377,La Calera,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25386,25386,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25386,La Mesa,CO25386,La Mesa,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25394,25394,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25394,La Palma,CO25394,La Palma,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25398,25398,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25398,La Peña,CO25398,La Pena,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25402,25402,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25402,La Vega,CO25402,La Vega,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25407,25407,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25407,Lenguazaque,CO25407,Lenguazaque,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25426,25426,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25426,Machetá,CO25426,Macheta,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25430,25430,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25430,Madrid,CO25430,Madrid,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25436,25436,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25436,Manta,CO25436,Manta,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25438,25438,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25438,Medina,CO25438,Medina,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25473,25473,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25473,Mosquera,CO25473,Mosquera,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25483,25483,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25483,Nariño,CO25483,Narino,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25486,25486,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25486,Nemocón,CO25486,Nemocon,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25488,25488,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25488,Nilo,CO25488,Nilo,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25489,25489,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25489,Nimaima,CO25489,Nimaima,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25491,25491,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25491,Nocaima,CO25491,Nocaima,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25506,25506,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25506,Venecia,CO25506,Venecia,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25513,25513,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25513,Pacho,CO25513,Pacho,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25518,25518,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25518,Paime,CO25518,Paime,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25524,25524,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25524,Pandi,CO25524,Pandi,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25530,25530,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25530,Paratebueno,CO25530,Paratebueno,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25535,25535,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25535,Pasca,CO25535,Pasca,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25572,25572,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25572,Puerto Salgar,CO25572,Puerto Salgar,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:25580,25580,1603:45:16:170:0,1603:45:16:170:1:25,1603:45:16:170:2:25580,Pulí,CO25580,Puli,,,Cundinamarca,CO25,Colombia,CO,2020-01-01,2021-02-11,
