#meta,#meta+m49,#meta+archivum,#meta+caput,#meta+level,#meta+language+#meta+hxlhashtag
1603:45:16:214,214,dom.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:214,214,dom.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:214,214,dom.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:214,214,dom.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:214,214,dom.xlsx,date,,#date
1603:45:16:214,214,dom.xlsx,validOn,,#date+valid_on
1603:45:16:214,214,dom.xlsx,validTo,,#date+valid_to
1603:45:16:214,214,dom.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:214,214,dom.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:214,214,dom.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:214,214,dom.xlsx,admin2RefName,,
1603:45:16:214,214,dom.xlsx,admin2AltName1_es,2,es#adm2+name+i_es
1603:45:16:214,214,dom.xlsx,admin2AltName2_es,2,es#adm2+name+i_es
1603:45:16:214,214,dom.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:214,214,dom.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:214,214,dom.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:214,214,dom.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:214,214,dom.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:214,214,dom.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:214,214,dom.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:214,214,dom.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:214,214,dom.xlsx,date,,#date
1603:45:16:214,214,dom.xlsx,validOn,,#date+valid_on
1603:45:16:214,214,dom.xlsx,validTo,,#date+valid_to
1603:45:16:214,214,dom.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:214,214,dom.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:214,214,dom.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:214,214,dom.xlsx,admin1RefName,,
1603:45:16:214,214,dom.xlsx,admin1AltName1_es,1,es#adm1+name+i_es
1603:45:16:214,214,dom.xlsx,admin1AltName2_es,1,es#adm1+name+i_es
1603:45:16:214,214,dom.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:214,214,dom.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:214,214,dom.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:214,214,dom.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:214,214,dom.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:214,214,dom.xlsx,date,,#date
1603:45:16:214,214,dom.xlsx,validOn,,#date+valid_on
1603:45:16:214,214,dom.xlsx,validTo,,#date+valid_to
1603:45:16:214,214,dom.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:214,214,dom.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:214,214,dom.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:214,214,dom.xlsx,admin0RefName,,
1603:45:16:214,214,dom.xlsx,admin0AltName1_es,0,es#adm0+name+i_es
1603:45:16:214,214,dom.xlsx,admin0AltName2_es,0,es#adm0+name+i_es
1603:45:16:214,214,dom.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:214,214,dom.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:214,214,dom.xlsx,date,,#date
1603:45:16:214,214,dom.xlsx,validOn,,#date+valid_on
1603:45:16:214,214,dom.xlsx,validTo,,#date+valid_to
1603:45:16:12,12,dza.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:12,12,dza.xlsx,admin2Name_ar,2,ar#adm2+name+i_ar
1603:45:16:12,12,dza.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:12,12,dza.xlsx,admin2RefName,,
1603:45:16:12,12,dza.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:12,12,dza.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:12,12,dza.xlsx,admin2AltName1_ar,2,ar#adm2+name+i_ar
1603:45:16:12,12,dza.xlsx,admin2AltName2_ar,2,ar#adm2+name+i_ar
1603:45:16:12,12,dza.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:12,12,dza.xlsx,admin1Name_ar,1,ar#adm1+name+i_ar
1603:45:16:12,12,dza.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:12,12,dza.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:12,12,dza.xlsx,admin0Name_ar,0,ar#adm0+name+i_ar
1603:45:16:12,12,dza.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:12,12,dza.xlsx,date,,#date
1603:45:16:12,12,dza.xlsx,validOn,,#date+valid_on
1603:45:16:12,12,dza.xlsx,validTo,,#date+valid_to
1603:45:16:12,12,dza.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:12,12,dza.xlsx,admin1Name_ar,1,ar#adm1+name+i_ar
1603:45:16:12,12,dza.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:12,12,dza.xlsx,admin1RefName,,
1603:45:16:12,12,dza.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:12,12,dza.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:12,12,dza.xlsx,admin1AltName1_ar,1,ar#adm1+name+i_ar
1603:45:16:12,12,dza.xlsx,admin1AltName2_ar,1,ar#adm1+name+i_ar
1603:45:16:12,12,dza.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:12,12,dza.xlsx,admin0Name_ar,0,ar#adm0+name+i_ar
1603:45:16:12,12,dza.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:12,12,dza.xlsx,date,,#date
1603:45:16:12,12,dza.xlsx,validOn,,#date+valid_on
1603:45:16:12,12,dza.xlsx,validTo,,#date+valid_to
1603:45:16:12,12,dza.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:12,12,dza.xlsx,admin0Name_ar,0,ar#adm0+name+i_ar
1603:45:16:12,12,dza.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:12,12,dza.xlsx,admin0RefName,,
1603:45:16:12,12,dza.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:12,12,dza.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:12,12,dza.xlsx,admin0AltName1_ar,0,ar#adm0+name+i_ar
1603:45:16:12,12,dza.xlsx,admin0AltName2_ar,0,ar#adm0+name+i_ar
1603:45:16:12,12,dza.xlsx,date,,#date
1603:45:16:12,12,dza.xlsx,validOn,,#date+valid_on
1603:45:16:12,12,dza.xlsx,validTo,,#date+valid_to
1603:45:16:218,218,ecu.xlsx,admin3Name_es,3,es#adm3+name+i_es
1603:45:16:218,218,ecu.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:218,218,ecu.xlsx,admin3RefName,,
1603:45:16:218,218,ecu.xlsx,admin3AltName1_es,3,es#adm3+name+i_es
1603:45:16:218,218,ecu.xlsx,admin3AltName2_es,3,es#adm3+name+i_es
1603:45:16:218,218,ecu.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:218,218,ecu.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:218,218,ecu.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:218,218,ecu.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:218,218,ecu.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:218,218,ecu.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:218,218,ecu.xlsx,date,,#date
1603:45:16:218,218,ecu.xlsx,validOn,,#date+valid_on
1603:45:16:218,218,ecu.xlsx,validTo,,#date+valid_to
1603:45:16:218,218,ecu.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:218,218,ecu.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:218,218,ecu.xlsx,admin2RefName,,
1603:45:16:218,218,ecu.xlsx,admin2AltName1_es,2,es#adm2+name+i_es
1603:45:16:218,218,ecu.xlsx,admin2AltName2_es,2,es#adm2+name+i_es
1603:45:16:218,218,ecu.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:218,218,ecu.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:218,218,ecu.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:218,218,ecu.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:218,218,ecu.xlsx,date,,#date
1603:45:16:218,218,ecu.xlsx,validOn,,#date+valid_on
1603:45:16:218,218,ecu.xlsx,validTo,,#date+valid_to
1603:45:16:218,218,ecu.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:218,218,ecu.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:218,218,ecu.xlsx,admin1RefName,,
1603:45:16:218,218,ecu.xlsx,admin1AltName1_es,1,es#adm1+name+i_es
1603:45:16:218,218,ecu.xlsx,admin1AltName2_es,1,es#adm1+name+i_es
1603:45:16:218,218,ecu.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:218,218,ecu.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:218,218,ecu.xlsx,date,,#date
1603:45:16:218,218,ecu.xlsx,validOn,,#date+valid_on
1603:45:16:218,218,ecu.xlsx,validTo,,#date+valid_to
1603:45:16:218,218,ecu.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:218,218,ecu.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:218,218,ecu.xlsx,admin0RefName,,
1603:45:16:218,218,ecu.xlsx,admin0AltName1_es,0,es#adm0+name+i_es
1603:45:16:218,218,ecu.xlsx,admin0AltName2_es,0,es#adm0+name+i_es
1603:45:16:218,218,ecu.xlsx,date,,#date
1603:45:16:218,218,ecu.xlsx,validOn,,#date+valid_on
1603:45:16:218,218,ecu.xlsx,validTo,,#date+valid_to
1603:45:16:818,818,egy.xlsx,admin3Name_en,3,en#adm3+name+i_en
1603:45:16:818,818,egy.xlsx,admin3Name_ar,3,ar#adm3+name+i_ar
1603:45:16:818,818,egy.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:818,818,egy.xlsx,admin3RefName,,
1603:45:16:818,818,egy.xlsx,admin3AltName1_en,3,en#adm3+name+i_en
1603:45:16:818,818,egy.xlsx,admin3AltName2_en,3,en#adm3+name+i_en
1603:45:16:818,818,egy.xlsx,admin3AltName1_ar,3,ar#adm3+name+i_ar
1603:45:16:818,818,egy.xlsx,admin3AltName2_ar,3,ar#adm3+name+i_ar
1603:45:16:818,818,egy.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:818,818,egy.xlsx,admin2Name_ar,2,ar#adm2+name+i_ar
1603:45:16:818,818,egy.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:818,818,egy.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:818,818,egy.xlsx,admin1Name_ar,1,ar#adm1+name+i_ar
1603:45:16:818,818,egy.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:818,818,egy.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:818,818,egy.xlsx,admin0Name_ar,0,ar#adm0+name+i_ar
1603:45:16:818,818,egy.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:818,818,egy.xlsx,date,,#date
1603:45:16:818,818,egy.xlsx,validOn,,#date+valid_on
1603:45:16:818,818,egy.xlsx,validTo,,#date+valid_to
1603:45:16:818,818,egy.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:818,818,egy.xlsx,admin2Name_ar,2,ar#adm2+name+i_ar
1603:45:16:818,818,egy.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:818,818,egy.xlsx,admin2RefName,,
1603:45:16:818,818,egy.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:818,818,egy.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:818,818,egy.xlsx,admin2AltName1_ar,2,ar#adm2+name+i_ar
1603:45:16:818,818,egy.xlsx,admin2AltName2_ar,2,ar#adm2+name+i_ar
1603:45:16:818,818,egy.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:818,818,egy.xlsx,admin1Name_ar,1,ar#adm1+name+i_ar
1603:45:16:818,818,egy.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:818,818,egy.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:818,818,egy.xlsx,admin0Name_ar,0,ar#adm0+name+i_ar
1603:45:16:818,818,egy.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:818,818,egy.xlsx,date,,#date
1603:45:16:818,818,egy.xlsx,validOn,,#date+valid_on
1603:45:16:818,818,egy.xlsx,validTo,,#date+valid_to
1603:45:16:818,818,egy.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:818,818,egy.xlsx,admin1Name_ar,1,ar#adm1+name+i_ar
1603:45:16:818,818,egy.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:818,818,egy.xlsx,admin1RefName,,
1603:45:16:818,818,egy.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:818,818,egy.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:818,818,egy.xlsx,admin1AltName1_ar,1,ar#adm1+name+i_ar
1603:45:16:818,818,egy.xlsx,admin1AltName2_ar,1,ar#adm1+name+i_ar
1603:45:16:818,818,egy.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:818,818,egy.xlsx,admin0Name_ar,0,ar#adm0+name+i_ar
1603:45:16:818,818,egy.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:818,818,egy.xlsx,date,,#date
1603:45:16:818,818,egy.xlsx,validOn,,#date+valid_on
1603:45:16:818,818,egy.xlsx,validTo,,#date+valid_to
1603:45:16:818,818,egy.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:818,818,egy.xlsx,admin0Name_ar,0,ar#adm0+name+i_ar
1603:45:16:818,818,egy.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:818,818,egy.xlsx,admin0RefName,,
1603:45:16:818,818,egy.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:818,818,egy.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:818,818,egy.xlsx,admin0AltName1_ar,0,ar#adm0+name+i_ar
1603:45:16:818,818,egy.xlsx,admin0AltName2_ar,0,ar#adm0+name+i_ar
1603:45:16:818,818,egy.xlsx,date,,#date
1603:45:16:818,818,egy.xlsx,validOn,,#date+valid_on
1603:45:16:818,818,egy.xlsx,validTo,,#date+valid_to
1603:45:16:232,232,eri.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:232,232,eri.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:232,232,eri.xlsx,admin2RefName,,
1603:45:16:232,232,eri.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:232,232,eri.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:232,232,eri.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:232,232,eri.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:232,232,eri.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:232,232,eri.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:232,232,eri.xlsx,date,,#date
1603:45:16:232,232,eri.xlsx,validOn,,#date+valid_on
1603:45:16:232,232,eri.xlsx,validTo,,#date+valid_to
1603:45:16:232,232,eri.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:232,232,eri.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:232,232,eri.xlsx,admin1RefName,,
1603:45:16:232,232,eri.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:232,232,eri.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:232,232,eri.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:232,232,eri.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:232,232,eri.xlsx,date,,#date
1603:45:16:232,232,eri.xlsx,validOn,,#date+valid_on
1603:45:16:232,232,eri.xlsx,validTo,,#date+valid_to
1603:45:16:232,232,eri.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:232,232,eri.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:232,232,eri.xlsx,admin0RefName,,
1603:45:16:232,232,eri.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:232,232,eri.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:232,232,eri.xlsx,date,,#date
1603:45:16:232,232,eri.xlsx,validOn,,#date+valid_on
1603:45:16:232,232,eri.xlsx,validTo,,#date+valid_to
1603:45:16:231,231,eth.xlsx,admin3Name_en,3,en#adm3+name+i_en
1603:45:16:231,231,eth.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:231,231,eth.xlsx,admin3RefName,,
1603:45:16:231,231,eth.xlsx,admin3AltName1_en,3,en#adm3+name+i_en
1603:45:16:231,231,eth.xlsx,admin3AltName2_en,3,en#adm3+name+i_en
1603:45:16:231,231,eth.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:231,231,eth.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:231,231,eth.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:231,231,eth.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:231,231,eth.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:231,231,eth.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:231,231,eth.xlsx,date,,#date
1603:45:16:231,231,eth.xlsx,validOn,,#date+valid_on
1603:45:16:231,231,eth.xlsx,validTo,,#date+valid_to
1603:45:16:231,231,eth.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:231,231,eth.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:231,231,eth.xlsx,admin2RefName,,
1603:45:16:231,231,eth.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:231,231,eth.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:231,231,eth.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:231,231,eth.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:231,231,eth.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:231,231,eth.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:231,231,eth.xlsx,date,,#date
1603:45:16:231,231,eth.xlsx,validOn,,#date+valid_on
1603:45:16:231,231,eth.xlsx,validTo,,#date+valid_to
1603:45:16:231,231,eth.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:231,231,eth.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:231,231,eth.xlsx,admin1RefName,,
1603:45:16:231,231,eth.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:231,231,eth.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:231,231,eth.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:231,231,eth.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:231,231,eth.xlsx,date,,#date
1603:45:16:231,231,eth.xlsx,validOn,,#date+valid_on
1603:45:16:231,231,eth.xlsx,validTo,,#date+valid_to
1603:45:16:231,231,eth.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:231,231,eth.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:231,231,eth.xlsx,admin0RefName,,
1603:45:16:231,231,eth.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:231,231,eth.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:231,231,eth.xlsx,date,,#date
1603:45:16:231,231,eth.xlsx,validOn,,#date+valid_on
1603:45:16:231,231,eth.xlsx,validTo,,#date+valid_to
1603:45:16:242,242,fji.xlsx,admin3Name_en,3,en#adm3+name+i_en
1603:45:16:242,242,fji.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:242,242,fji.xlsx,admin3RefName,,
1603:45:16:242,242,fji.xlsx,admin3AltName1_en,3,en#adm3+name+i_en
1603:45:16:242,242,fji.xlsx,admin3AltName2_en,3,en#adm3+name+i_en
1603:45:16:242,242,fji.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:242,242,fji.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:242,242,fji.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:242,242,fji.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:242,242,fji.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:242,242,fji.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:242,242,fji.xlsx,date,,#date
1603:45:16:242,242,fji.xlsx,validOn,,#date+valid_on
1603:45:16:242,242,fji.xlsx,validTo,,#date+valid_to
1603:45:16:242,242,fji.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:242,242,fji.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:242,242,fji.xlsx,admin2RefName,,
1603:45:16:242,242,fji.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:242,242,fji.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:242,242,fji.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:242,242,fji.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:242,242,fji.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:242,242,fji.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:242,242,fji.xlsx,date,,#date
1603:45:16:242,242,fji.xlsx,validOn,,#date+valid_on
1603:45:16:242,242,fji.xlsx,validTo,,#date+valid_to
1603:45:16:242,242,fji.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:242,242,fji.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:242,242,fji.xlsx,admin1RefName,,
1603:45:16:242,242,fji.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:242,242,fji.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:242,242,fji.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:242,242,fji.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:242,242,fji.xlsx,date,,#date
1603:45:16:242,242,fji.xlsx,validOn,,#date+valid_on
1603:45:16:242,242,fji.xlsx,validTo,,#date+valid_to
1603:45:16:242,242,fji.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:242,242,fji.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:242,242,fji.xlsx,admin0RefName,,
1603:45:16:242,242,fji.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:242,242,fji.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:242,242,fji.xlsx,date,,#date
1603:45:16:242,242,fji.xlsx,validOn,,#date+valid_on
1603:45:16:242,242,fji.xlsx,validTo,,#date+valid_to
1603:45:16:583,583,fsm.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:583,583,fsm.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:583,583,fsm.xlsx,admin2RefName,,
1603:45:16:583,583,fsm.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:583,583,fsm.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:583,583,fsm.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:583,583,fsm.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:583,583,fsm.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:583,583,fsm.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:583,583,fsm.xlsx,date,,#date
1603:45:16:583,583,fsm.xlsx,validOn,,#date+valid_on
1603:45:16:583,583,fsm.xlsx,validTo,,#date+valid_to
1603:45:16:583,583,fsm.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:583,583,fsm.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:583,583,fsm.xlsx,admin1RefName,,
1603:45:16:583,583,fsm.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:583,583,fsm.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:583,583,fsm.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:583,583,fsm.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:583,583,fsm.xlsx,date,,#date
1603:45:16:583,583,fsm.xlsx,validOn,,#date+valid_on
1603:45:16:583,583,fsm.xlsx,validTo,,#date+valid_to
1603:45:16:583,583,fsm.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:583,583,fsm.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:583,583,fsm.xlsx,admin0RefName,,
1603:45:16:583,583,fsm.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:583,583,fsm.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:583,583,fsm.xlsx,date,,#date
1603:45:16:583,583,fsm.xlsx,validOn,,#date+valid_on
1603:45:16:583,583,fsm.xlsx,validTo,,#date+valid_to
1603:45:16:266,266,gab.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:266,266,gab.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:266,266,gab.xlsx,admin2RefName,,
1603:45:16:266,266,gab.xlsx,admin2AltName1_fr,2,fr#adm2+name+i_fr
1603:45:16:266,266,gab.xlsx,admin2AltName2_fr,2,fr#adm2+name+i_fr
1603:45:16:266,266,gab.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:266,266,gab.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:266,266,gab.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:266,266,gab.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:266,266,gab.xlsx,date,,#date
1603:45:16:266,266,gab.xlsx,validOn,,#date+valid_on
1603:45:16:266,266,gab.xlsx,validTo,,#date+valid_to
1603:45:16:266,266,gab.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:266,266,gab.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:266,266,gab.xlsx,admin1RefName,,
1603:45:16:266,266,gab.xlsx,admin1AltName1_fr,1,fr#adm1+name+i_fr
1603:45:16:266,266,gab.xlsx,admin1AltName2_fr,1,fr#adm1+name+i_fr
1603:45:16:266,266,gab.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:266,266,gab.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:266,266,gab.xlsx,date,,#date
1603:45:16:266,266,gab.xlsx,validOn,,#date+valid_on
1603:45:16:266,266,gab.xlsx,validTo,,#date+valid_to
1603:45:16:266,266,gab.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:266,266,gab.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:266,266,gab.xlsx,admin0RefName,,
