#meta,#meta+archivum,#meta+caput
1603.45.16:,mtq.xlsx,admin1Name_fr
1603.45.16:,mtq.xlsx,admin1Pcode
1603.45.16:,mtq.xlsx,admin0Name_fr
1603.45.16:,mtq.xlsx,admin0Pcode
1603.45.16:,mtq.xlsx,date
1603.45.16:,mtq.xlsx,validOn
1603.45.16:,mtq.xlsx,validTo
1603.45.16:,mtq.xlsx,admin1Name_fr
1603.45.16:,mtq.xlsx,admin1Pcode
1603.45.16:,mtq.xlsx,admin1RefName
1603.45.16:,mtq.xlsx,admin1AltName1_fr
1603.45.16:,mtq.xlsx,admin1AltName2_fr
1603.45.16:,mtq.xlsx,admin0Name_fr
1603.45.16:,mtq.xlsx,admin0Pcode
1603.45.16:,mtq.xlsx,date
1603.45.16:,mtq.xlsx,validOn
1603.45.16:,mtq.xlsx,validTo
1603.45.16:,mtq.xlsx,admin0Name_fr
1603.45.16:,mtq.xlsx,admin0Pcode
1603.45.16:,mtq.xlsx,admin0RefName
1603.45.16:,mtq.xlsx,admin0AltName1_fr
1603.45.16:,mtq.xlsx,admin0AltName2_fr
1603.45.16:,mtq.xlsx,date
1603.45.16:,mtq.xlsx,validOn
1603.45.16:,mtq.xlsx,validTo
1603.45.16:,mus.xlsx,admin1Name_en
1603.45.16:,mus.xlsx,admin1Pcode
1603.45.16:,mus.xlsx,admin1RefName
1603.45.16:,mus.xlsx,admin1AltName1_en
1603.45.16:,mus.xlsx,admin1AltName2_en
1603.45.16:,mus.xlsx,admin0Name_en
1603.45.16:,mus.xlsx,admin0Pcode
1603.45.16:,mus.xlsx,date
1603.45.16:,mus.xlsx,validOn
1603.45.16:,mus.xlsx,validTo
1603.45.16:,mus.xlsx,admin0Name_en
1603.45.16:,mus.xlsx,admin0Pcode
1603.45.16:,mus.xlsx,admin0RefName
1603.45.16:,mus.xlsx,admin0AltName1_en
1603.45.16:,mus.xlsx,admin0AltName2_en
1603.45.16:,mus.xlsx,date
1603.45.16:,mus.xlsx,validOn
1603.45.16:,mus.xlsx,validTo
1603.45.16:,mwi.xlsx,admin3Name_en
1603.45.16:,mwi.xlsx,admin3Pcode
1603.45.16:,mwi.xlsx,admin3RefName
1603.45.16:,mwi.xlsx,admin3AltName1_en
1603.45.16:,mwi.xlsx,admin3AltName2_en
1603.45.16:,mwi.xlsx,admin2Name_en
1603.45.16:,mwi.xlsx,admin2Pcode
1603.45.16:,mwi.xlsx,admin1Name_en
1603.45.16:,mwi.xlsx,admin1Pcode
1603.45.16:,mwi.xlsx,admin0Name_en
1603.45.16:,mwi.xlsx,admin0Pcode
1603.45.16:,mwi.xlsx,date
1603.45.16:,mwi.xlsx,validOn
1603.45.16:,mwi.xlsx,validTo
1603.45.16:,mwi.xlsx,admin2Name_en
1603.45.16:,mwi.xlsx,admin2Pcode
1603.45.16:,mwi.xlsx,admin2RefName
1603.45.16:,mwi.xlsx,admin2AltName1_en
1603.45.16:,mwi.xlsx,admin2AltName2_en
1603.45.16:,mwi.xlsx,admin1Name_en
1603.45.16:,mwi.xlsx,admin1Pcode
1603.45.16:,mwi.xlsx,admin0Name_en
1603.45.16:,mwi.xlsx,admin0Pcode
1603.45.16:,mwi.xlsx,date
1603.45.16:,mwi.xlsx,validOn
1603.45.16:,mwi.xlsx,validTo
1603.45.16:,mwi.xlsx,admin1Name_en
1603.45.16:,mwi.xlsx,admin1Pcode
1603.45.16:,mwi.xlsx,admin1RefName
1603.45.16:,mwi.xlsx,admin1AltName1_en
1603.45.16:,mwi.xlsx,admin1AltName2_en
1603.45.16:,mwi.xlsx,admin0Name_en
1603.45.16:,mwi.xlsx,admin0Pcode
1603.45.16:,mwi.xlsx,date
1603.45.16:,mwi.xlsx,validOn
1603.45.16:,mwi.xlsx,validTo
1603.45.16:,mwi.xlsx,admin0Name_en
1603.45.16:,mwi.xlsx,admin0Pcode
1603.45.16:,mwi.xlsx,admin0RefName
1603.45.16:,mwi.xlsx,admin0AltName1_en
1603.45.16:,mwi.xlsx,admin0AltName2_en
1603.45.16:,mwi.xlsx,date
1603.45.16:,mwi.xlsx,validOn
1603.45.16:,mwi.xlsx,validTo
1603.45.16:,nam.xlsx,admin2Name_en
1603.45.16:,nam.xlsx,admin2Pcode
1603.45.16:,nam.xlsx,admin2RefName
1603.45.16:,nam.xlsx,admin2AltName1_en
1603.45.16:,nam.xlsx,admin2AltName2_en
1603.45.16:,nam.xlsx,admin1Name_en
1603.45.16:,nam.xlsx,admin1Pcode
1603.45.16:,nam.xlsx,admin0Name_en
1603.45.16:,nam.xlsx,admin0Pcode
1603.45.16:,nam.xlsx,date
1603.45.16:,nam.xlsx,validOn
1603.45.16:,nam.xlsx,validTo
1603.45.16:,nam.xlsx,admin1Name_en
1603.45.16:,nam.xlsx,admin1Pcode
1603.45.16:,nam.xlsx,admin1RefName
1603.45.16:,nam.xlsx,admin1AltName1_en
1603.45.16:,nam.xlsx,admin1AltName2_en
1603.45.16:,nam.xlsx,admin0Name_en
1603.45.16:,nam.xlsx,admin0Pcode
1603.45.16:,nam.xlsx,date
1603.45.16:,nam.xlsx,validOn
1603.45.16:,nam.xlsx,validTo
1603.45.16:,nam.xlsx,admin0Name_en
1603.45.16:,nam.xlsx,admin0Pcode
1603.45.16:,nam.xlsx,admin0RefName
1603.45.16:,nam.xlsx,admin0AltName1_en
1603.45.16:,nam.xlsx,admin0AltName2_en
1603.45.16:,nam.xlsx,date
1603.45.16:,nam.xlsx,validOn
1603.45.16:,nam.xlsx,validTo
1603.45.16:,ner.xlsx,admin3Name_fr
1603.45.16:,ner.xlsx,admin3Pcode
1603.45.16:,ner.xlsx,admin3RefName
1603.45.16:,ner.xlsx,admin3AltName1_fr
1603.45.16:,ner.xlsx,admin3AltName2_fr
1603.45.16:,ner.xlsx,admin2Name_fr
1603.45.16:,ner.xlsx,admin2Pcode
1603.45.16:,ner.xlsx,admin1Name_fr
1603.45.16:,ner.xlsx,admin1Pcode
1603.45.16:,ner.xlsx,admin0Name_fr
1603.45.16:,ner.xlsx,admin0Pcode
1603.45.16:,ner.xlsx,date
1603.45.16:,ner.xlsx,validOn
1603.45.16:,ner.xlsx,validTo
1603.45.16:,ner.xlsx,admin2Name_fr
1603.45.16:,ner.xlsx,admin2Pcode
1603.45.16:,ner.xlsx,admin2RefName
1603.45.16:,ner.xlsx,admin2AltName1_fr
1603.45.16:,ner.xlsx,admin2AltName2_fr
1603.45.16:,ner.xlsx,admin1Name_fr
1603.45.16:,ner.xlsx,admin1Pcode
1603.45.16:,ner.xlsx,admin0Name_fr
1603.45.16:,ner.xlsx,admin0Pcode
1603.45.16:,ner.xlsx,date
1603.45.16:,ner.xlsx,validOn
1603.45.16:,ner.xlsx,validTo
1603.45.16:,ner.xlsx,admin1Name_fr
1603.45.16:,ner.xlsx,admin1Pcode
1603.45.16:,ner.xlsx,admin1RefName
1603.45.16:,ner.xlsx,admin1AltName1_fr
1603.45.16:,ner.xlsx,admin1AltName2_fr
1603.45.16:,ner.xlsx,admin0Name_fr
1603.45.16:,ner.xlsx,admin0Pcode
1603.45.16:,ner.xlsx,date
1603.45.16:,ner.xlsx,validOn
1603.45.16:,ner.xlsx,validTo
1603.45.16:,ner.xlsx,admin0Name_fr
1603.45.16:,ner.xlsx,admin0Pcode
1603.45.16:,ner.xlsx,admin0RefName
1603.45.16:,ner.xlsx,admin0AltName1_fr
1603.45.16:,ner.xlsx,admin0AltName2_fr
1603.45.16:,ner.xlsx,date
1603.45.16:,ner.xlsx,validOn
1603.45.16:,ner.xlsx,validTo
1603.45.16:,nga.xlsx,admin3Name_en
1603.45.16:,nga.xlsx,admin3Pcode
1603.45.16:,nga.xlsx,admin3RefName
1603.45.16:,nga.xlsx,admin3AltName1_en
1603.45.16:,nga.xlsx,admin3AltName2_en
1603.45.16:,nga.xlsx,admin2Name_en
1603.45.16:,nga.xlsx,admin2Pcode
1603.45.16:,nga.xlsx,SenDist_en
1603.45.16:,nga.xlsx,SenDistPcode
1603.45.16:,nga.xlsx,admin1Name_en
1603.45.16:,nga.xlsx,admin1Pcode
1603.45.16:,nga.xlsx,admin0Name_en
1603.45.16:,nga.xlsx,admin0Pcode
1603.45.16:,nga.xlsx,date
1603.45.16:,nga.xlsx,validOn
1603.45.16:,nga.xlsx,validTo
1603.45.16:,nga.xlsx,admin2Name_en
1603.45.16:,nga.xlsx,admin2Pcode
1603.45.16:,nga.xlsx,admin2RefName
1603.45.16:,nga.xlsx,admin2AltName1_en
1603.45.16:,nga.xlsx,admin2AltName2_en
1603.45.16:,nga.xlsx,SenDist_en
1603.45.16:,nga.xlsx,SenDistPcode
1603.45.16:,nga.xlsx,admin1Name_en
1603.45.16:,nga.xlsx,admin1Pcode
1603.45.16:,nga.xlsx,admin0Name_en
1603.45.16:,nga.xlsx,admin0Pcode
1603.45.16:,nga.xlsx,date
1603.45.16:,nga.xlsx,validOn
1603.45.16:,nga.xlsx,validTo
1603.45.16:,nga.xlsx,admin1Name_en
1603.45.16:,nga.xlsx,admin1Pcode
1603.45.16:,nga.xlsx,admin1RefName
1603.45.16:,nga.xlsx,admin1AltName1_en
1603.45.16:,nga.xlsx,admin1AltName2_en
1603.45.16:,nga.xlsx,admin0Name_en
1603.45.16:,nga.xlsx,admin0Pcode
1603.45.16:,nga.xlsx,date
1603.45.16:,nga.xlsx,validOn
1603.45.16:,nga.xlsx,validTo
1603.45.16:,nga.xlsx,admin0Name_en
1603.45.16:,nga.xlsx,admin0Pcode
1603.45.16:,nga.xlsx,admin0RefName
1603.45.16:,nga.xlsx,admin0AltName1_en
1603.45.16:,nga.xlsx,admin0AltName2_en
1603.45.16:,nga.xlsx,date
1603.45.16:,nga.xlsx,validOn
1603.45.16:,nga.xlsx,validTo
1603.45.16:,nic.xlsx,admin2Name_es
1603.45.16:,nic.xlsx,admin2Pcode
1603.45.16:,nic.xlsx,admin2RefName
1603.45.16:,nic.xlsx,admin2AltName1_es
1603.45.16:,nic.xlsx,admin2AltName2_es
1603.45.16:,nic.xlsx,admin1Name_es
1603.45.16:,nic.xlsx,admin1Pcode
1603.45.16:,nic.xlsx,admin0Name_es
1603.45.16:,nic.xlsx,admin0Pcode
1603.45.16:,nic.xlsx,date
1603.45.16:,nic.xlsx,validOn
1603.45.16:,nic.xlsx,validTo
1603.45.16:,nic.xlsx,admin1Name_es
1603.45.16:,nic.xlsx,admin1Pcode
1603.45.16:,nic.xlsx,admin1RefName
1603.45.16:,nic.xlsx,admin1AltName1_es
1603.45.16:,nic.xlsx,admin1AltName2_es
1603.45.16:,nic.xlsx,admin0Name_es
1603.45.16:,nic.xlsx,admin0Pcode
1603.45.16:,nic.xlsx,date
1603.45.16:,nic.xlsx,validOn
1603.45.16:,nic.xlsx,validTo
1603.45.16:,nic.xlsx,admin0Name_es
1603.45.16:,nic.xlsx,admin0Pcode
1603.45.16:,nic.xlsx,admin0RefName
1603.45.16:,nic.xlsx,admin0AltName1_es
1603.45.16:,nic.xlsx,admin0AltName2_es
1603.45.16:,nic.xlsx,date
1603.45.16:,nic.xlsx,validOn
1603.45.16:,nic.xlsx,validTo
1603.45.16:,npl.xlsx,admin2Name_en
1603.45.16:,npl.xlsx,admin2Pcode
1603.45.16:,npl.xlsx,admin2RefName
1603.45.16:,npl.xlsx,admin2AltName1_en
1603.45.16:,npl.xlsx,admin2AltName2_en
1603.45.16:,npl.xlsx,admin1Name_en
1603.45.16:,npl.xlsx,admin1Pcode
1603.45.16:,npl.xlsx,admin0Name_en
1603.45.16:,npl.xlsx,admin0Pcode
1603.45.16:,npl.xlsx,date
1603.45.16:,npl.xlsx,validOn
1603.45.16:,npl.xlsx,validTo
1603.45.16:,npl.xlsx,admin1Name_en
1603.45.16:,npl.xlsx,admin1Pcode
1603.45.16:,npl.xlsx,admin1RefName
1603.45.16:,npl.xlsx,admin1AltName1_en
1603.45.16:,npl.xlsx,admin1AltName2_en
1603.45.16:,npl.xlsx,admin0Name_en
1603.45.16:,npl.xlsx,admin0Pcode
1603.45.16:,npl.xlsx,date
1603.45.16:,npl.xlsx,validOn
1603.45.16:,npl.xlsx,validTo
1603.45.16:,npl.xlsx,admin0Name_en
1603.45.16:,npl.xlsx,admin0Pcode
1603.45.16:,npl.xlsx,admin0RefName
1603.45.16:,npl.xlsx,admin0AltName1_en
1603.45.16:,npl.xlsx,admin0AltName2_en
1603.45.16:,npl.xlsx,date
1603.45.16:,npl.xlsx,validOn
1603.45.16:,npl.xlsx,validTo
1603.45.16:,pak.xlsx,admin3Name_en
1603.45.16:,pak.xlsx,admin3Pcode
1603.45.16:,pak.xlsx,admin3RefName
1603.45.16:,pak.xlsx,admin3AltName1_en
1603.45.16:,pak.xlsx,admin3AltName2_en
1603.45.16:,pak.xlsx,admin2Name_en
1603.45.16:,pak.xlsx,admin2Pcode
1603.45.16:,pak.xlsx,admin1Name_en
1603.45.16:,pak.xlsx,admin1Pcode
1603.45.16:,pak.xlsx,admin0Name_en
1603.45.16:,pak.xlsx,admin0Pcode
1603.45.16:,pak.xlsx,date
1603.45.16:,pak.xlsx,validOn
1603.45.16:,pak.xlsx,validTo
1603.45.16:,pak.xlsx,admin2Name_en
1603.45.16:,pak.xlsx,admin2Pcode
1603.45.16:,pak.xlsx,admin2RefName
1603.45.16:,pak.xlsx,admin2AltName1_en
1603.45.16:,pak.xlsx,admin2AltName2_en
1603.45.16:,pak.xlsx,admin1Name_en
1603.45.16:,pak.xlsx,admin1Pcode
1603.45.16:,pak.xlsx,admin0Name_en
1603.45.16:,pak.xlsx,admin0Pcode
1603.45.16:,pak.xlsx,date
1603.45.16:,pak.xlsx,validOn
1603.45.16:,pak.xlsx,validTo
1603.45.16:,pak.xlsx,admin1Name_en
1603.45.16:,pak.xlsx,admin1Pcode
1603.45.16:,pak.xlsx,admin1RefName
1603.45.16:,pak.xlsx,admin1AltName1_en
1603.45.16:,pak.xlsx,admin1AltName2_en
1603.45.16:,pak.xlsx,admin0Name_en
1603.45.16:,pak.xlsx,admin0Pcode
1603.45.16:,pak.xlsx,date
1603.45.16:,pak.xlsx,validOn
1603.45.16:,pak.xlsx,validTo
1603.45.16:,pak.xlsx,admin0Name_en
1603.45.16:,pak.xlsx,admin0Pcode
1603.45.16:,pak.xlsx,admin0RefName
1603.45.16:,pak.xlsx,admin0AltName1_en
1603.45.16:,pak.xlsx,admin0AltName2_en
1603.45.16:,pak.xlsx,date
1603.45.16:,pak.xlsx,validOn
1603.45.16:,pak.xlsx,validTo
1603.45.16:,pan.xlsx,admin3Name_es
1603.45.16:,pan.xlsx,admin3Pcode
1603.45.16:,pan.xlsx,admin3RefName
1603.45.16:,pan.xlsx,admin3AltName1_es
1603.45.16:,pan.xlsx,admin3AltName2_es
1603.45.16:,pan.xlsx,admin2Name_es
1603.45.16:,pan.xlsx,admin2Pcode
1603.45.16:,pan.xlsx,admin1Name_es
1603.45.16:,pan.xlsx,admin1Pcode
1603.45.16:,pan.xlsx,admin0Name_es
1603.45.16:,pan.xlsx,admin0Pcode
1603.45.16:,pan.xlsx,date
1603.45.16:,pan.xlsx,validOn
1603.45.16:,pan.xlsx,validTo
1603.45.16:,pan.xlsx,admin2Name_es
1603.45.16:,pan.xlsx,admin2Pcode
1603.45.16:,pan.xlsx,admin2RefName
1603.45.16:,pan.xlsx,admin2AltName1_es
1603.45.16:,pan.xlsx,admin2AltName2_es
1603.45.16:,pan.xlsx,admin1Name_es
1603.45.16:,pan.xlsx,admin1Pcode
1603.45.16:,pan.xlsx,admin0Name_es
1603.45.16:,pan.xlsx,admin0Pcode
1603.45.16:,pan.xlsx,date
1603.45.16:,pan.xlsx,validOn
1603.45.16:,pan.xlsx,validTo
1603.45.16:,pan.xlsx,admin1Name_es
1603.45.16:,pan.xlsx,admin1Pcode
1603.45.16:,pan.xlsx,admin1RefName
1603.45.16:,pan.xlsx,admin1AltName1_es
1603.45.16:,pan.xlsx,admin1AltName2_es
1603.45.16:,pan.xlsx,admin0Name_es
1603.45.16:,pan.xlsx,admin0Pcode
1603.45.16:,pan.xlsx,date
1603.45.16:,pan.xlsx,validOn
1603.45.16:,pan.xlsx,validTo
1603.45.16:,pan.xlsx,admin0Name_es
1603.45.16:,pan.xlsx,admin0Pcode
1603.45.16:,pan.xlsx,admin0RefName
1603.45.16:,pan.xlsx,admin0AltName1_es
1603.45.16:,pan.xlsx,admin0AltName2_es
1603.45.16:,pan.xlsx,date
1603.45.16:,pan.xlsx,validOn
1603.45.16:,pan.xlsx,validTo
1603.45.16:,per.xlsx,admin3Name_es
1603.45.16:,per.xlsx,admin3Pcode
1603.45.16:,per.xlsx,admin3RefName
1603.45.16:,per.xlsx,admin3AltName1_es
1603.45.16:,per.xlsx,admin3AltName2_es
1603.45.16:,per.xlsx,admin2Name_es
1603.45.16:,per.xlsx,admin2Pcode
1603.45.16:,per.xlsx,admin1Name_es
1603.45.16:,per.xlsx,admin1Pcode
1603.45.16:,per.xlsx,admin0Name_es
1603.45.16:,per.xlsx,admin0Pcode
1603.45.16:,per.xlsx,date
1603.45.16:,per.xlsx,validOn
1603.45.16:,per.xlsx,validTo
1603.45.16:,per.xlsx,admin2Name_es
1603.45.16:,per.xlsx,admin2Pcode
1603.45.16:,per.xlsx,admin2RefName
1603.45.16:,per.xlsx,admin2AltName1_es
1603.45.16:,per.xlsx,admin2AltName2_es
1603.45.16:,per.xlsx,admin1Name_es
1603.45.16:,per.xlsx,admin1Pcode
1603.45.16:,per.xlsx,admin0Name_es
1603.45.16:,per.xlsx,admin0Pcode
1603.45.16:,per.xlsx,date
1603.45.16:,per.xlsx,validOn
1603.45.16:,per.xlsx,validTo
1603.45.16:,per.xlsx,admin1Name_es
1603.45.16:,per.xlsx,admin1Pcode
1603.45.16:,per.xlsx,admin1RefName
1603.45.16:,per.xlsx,admin1AltName1_es
1603.45.16:,per.xlsx,admin1AltName2_es
1603.45.16:,per.xlsx,admin0Name_es
1603.45.16:,per.xlsx,admin0Pcode
1603.45.16:,per.xlsx,date
1603.45.16:,per.xlsx,validOn
1603.45.16:,per.xlsx,validTo
1603.45.16:,per.xlsx,admin0Name_es
1603.45.16:,per.xlsx,admin0Pcode
1603.45.16:,per.xlsx,admin0RefName
1603.45.16:,per.xlsx,admin0AltName1_es
1603.45.16:,per.xlsx,admin0AltName2_es
1603.45.16:,per.xlsx,date
1603.45.16:,per.xlsx,validOn
1603.45.16:,per.xlsx,validTo
1603.45.16:,phl.xlsx,admin3Name_en
1603.45.16:,phl.xlsx,admin3Pcode
1603.45.16:,phl.xlsx,admin3RefName
1603.45.16:,phl.xlsx,admin3AltName1_en
1603.45.16:,phl.xlsx,admin3AltName2_en
1603.45.16:,phl.xlsx,admin2Name_en
1603.45.16:,phl.xlsx,admin2Pcode
1603.45.16:,phl.xlsx,admin1Name_en
1603.45.16:,phl.xlsx,admin1Pcode
1603.45.16:,phl.xlsx,admin0Name_en
1603.45.16:,phl.xlsx,admin0Pcode
1603.45.16:,phl.xlsx,date
1603.45.16:,phl.xlsx,validOn
1603.45.16:,phl.xlsx,validTo
1603.45.16:,phl.xlsx,admin2Name_en
1603.45.16:,phl.xlsx,admin2Pcode
1603.45.16:,phl.xlsx,admin2RefName
1603.45.16:,phl.xlsx,admin2AltName1_en
1603.45.16:,phl.xlsx,admin2AltName2_en
1603.45.16:,phl.xlsx,admin1Name_en
1603.45.16:,phl.xlsx,admin1Pcode
1603.45.16:,phl.xlsx,admin0Name_en
1603.45.16:,phl.xlsx,admin0Pcode
1603.45.16:,phl.xlsx,date
1603.45.16:,phl.xlsx,validOn
1603.45.16:,phl.xlsx,validTo
1603.45.16:,phl.xlsx,admin1Name_en
1603.45.16:,phl.xlsx,admin1Pcode
1603.45.16:,phl.xlsx,admin1RefName
1603.45.16:,phl.xlsx,admin1AltName1_en
1603.45.16:,phl.xlsx,admin1AltName2_en
1603.45.16:,phl.xlsx,admin0Name_en
1603.45.16:,phl.xlsx,admin0Pcode
1603.45.16:,phl.xlsx,date
1603.45.16:,phl.xlsx,validOn
1603.45.16:,phl.xlsx,validTo
1603.45.16:,phl.xlsx,admin0Name_en
1603.45.16:,phl.xlsx,admin0Pcode
1603.45.16:,phl.xlsx,admin0RefName
1603.45.16:,phl.xlsx,admin0AltName1_en
1603.45.16:,phl.xlsx,admin0AltName2_en
1603.45.16:,phl.xlsx,date
1603.45.16:,phl.xlsx,validOn
1603.45.16:,phl.xlsx,validTo
1603.45.16:,png.xlsx,admin3Name_en
1603.45.16:,png.xlsx,admin3Pcode
1603.45.16:,png.xlsx,admin3RefName
1603.45.16:,png.xlsx,admin3AltName1_en
1603.45.16:,png.xlsx,admin3AltName2_en
1603.45.16:,png.xlsx,admin2Name_en
1603.45.16:,png.xlsx,admin2Pcode
1603.45.16:,png.xlsx,admin1Name_en
1603.45.16:,png.xlsx,admin1Pcode
1603.45.16:,png.xlsx,admin0Name_en
1603.45.16:,png.xlsx,admin0Pcode
1603.45.16:,png.xlsx,date
1603.45.16:,png.xlsx,validOn
1603.45.16:,png.xlsx,validTo
1603.45.16:,png.xlsx,admin2Name_en
1603.45.16:,png.xlsx,admin2Pcode
1603.45.16:,png.xlsx,admin2RefName
1603.45.16:,png.xlsx,admin2AltName1_en
1603.45.16:,png.xlsx,admin2AltName2_en
1603.45.16:,png.xlsx,admin1Name_en
1603.45.16:,png.xlsx,admin1Pcode
1603.45.16:,png.xlsx,admin0Name_en
1603.45.16:,png.xlsx,admin0Pcode
1603.45.16:,png.xlsx,date
1603.45.16:,png.xlsx,validOn
1603.45.16:,png.xlsx,validTo
1603.45.16:,png.xlsx,admin1Name_en
1603.45.16:,png.xlsx,admin1Pcode
1603.45.16:,png.xlsx,admin1RefName
1603.45.16:,png.xlsx,admin1AltName1_en
1603.45.16:,png.xlsx,admin1AltName2_en
1603.45.16:,png.xlsx,admin0Name_en
1603.45.16:,png.xlsx,admin0Pcode
1603.45.16:,png.xlsx,date
1603.45.16:,png.xlsx,validOn
1603.45.16:,png.xlsx,validTo
1603.45.16:,png.xlsx,admin0Name_en
1603.45.16:,png.xlsx,admin0Pcode
1603.45.16:,png.xlsx,admin0RefName
1603.45.16:,png.xlsx,admin0AltName1_en
1603.45.16:,png.xlsx,admin0AltName2_en
1603.45.16:,png.xlsx,date
1603.45.16:,png.xlsx,validOn
1603.45.16:,png.xlsx,validTo
1603.45.16:,pry.xlsx,admin2Name_es
1603.45.16:,pry.xlsx,admin2Pcode
1603.45.16:,pry.xlsx,admin2RefName
1603.45.16:,pry.xlsx,admin2AltName1_es
1603.45.16:,pry.xlsx,admin2AltName2_es
1603.45.16:,pry.xlsx,admin1Name_es
1603.45.16:,pry.xlsx,admin1Pcode
1603.45.16:,pry.xlsx,admin0Name_es
1603.45.16:,pry.xlsx,admin0Pcode
1603.45.16:,pry.xlsx,date
1603.45.16:,pry.xlsx,validOn
1603.45.16:,pry.xlsx,validTo
1603.45.16:,pry.xlsx,admin1Name_es
1603.45.16:,pry.xlsx,admin1Pcode
1603.45.16:,pry.xlsx,admin1RefName
1603.45.16:,pry.xlsx,admin1AltName1_es
1603.45.16:,pry.xlsx,admin1AltName2_es
1603.45.16:,pry.xlsx,admin0Name_es
1603.45.16:,pry.xlsx,admin0Pcode
1603.45.16:,pry.xlsx,date
1603.45.16:,pry.xlsx,validOn
1603.45.16:,pry.xlsx,validTo
1603.45.16:,pry.xlsx,admin0Name_es
1603.45.16:,pry.xlsx,admin0Pcode
1603.45.16:,pry.xlsx,admin0RefName
1603.45.16:,pry.xlsx,admin0AltName1_es
1603.45.16:,pry.xlsx,admin0AltName2_es
1603.45.16:,pry.xlsx,date
1603.45.16:,pry.xlsx,validOn
1603.45.16:,pry.xlsx,validTo
1603.45.16:,pse.xlsx,admin2Name_en
1603.45.16:,pse.xlsx,admin2Pcode
1603.45.16:,pse.xlsx,admin2RefName
1603.45.16:,pse.xlsx,admin2AltName1_en
1603.45.16:,pse.xlsx,admin2AltName2_en
1603.45.16:,pse.xlsx,admin1Name_en
1603.45.16:,pse.xlsx,admin1Pcode
1603.45.16:,pse.xlsx,admin0Name_en
1603.45.16:,pse.xlsx,admin0Pcode
1603.45.16:,pse.xlsx,date
1603.45.16:,pse.xlsx,validOn
1603.45.16:,pse.xlsx,validTo
1603.45.16:,pse.xlsx,admin1Name_en
1603.45.16:,pse.xlsx,admin1Pcode
1603.45.16:,pse.xlsx,admin1RefName
1603.45.16:,pse.xlsx,admin1AltName1_en
1603.45.16:,pse.xlsx,admin1AltName2_en
1603.45.16:,pse.xlsx,admin0Name_en
1603.45.16:,pse.xlsx,admin0Pcode
1603.45.16:,pse.xlsx,date
1603.45.16:,pse.xlsx,validOn
1603.45.16:,pse.xlsx,validTo
1603.45.16:,pse.xlsx,admin0Name_en
1603.45.16:,pse.xlsx,admin0Pcode
1603.45.16:,pse.xlsx,admin0RefName
1603.45.16:,pse.xlsx,admin0AltName1_en
1603.45.16:,pse.xlsx,admin0AltName2_en
1603.45.16:,pse.xlsx,date
1603.45.16:,pse.xlsx,validOn
1603.45.16:,pse.xlsx,validTo
1603.45.16:,rwa.xlsx,admin4Name_en
1603.45.16:,rwa.xlsx,admin4Name_fr
1603.45.16:,rwa.xlsx,admin4Name_rw
1603.45.16:,rwa.xlsx,admin4Pcode
1603.45.16:,rwa.xlsx,admin4RefName
1603.45.16:,rwa.xlsx,admin4AltName1_en
1603.45.16:,rwa.xlsx,admin4AltName2_en
1603.45.16:,rwa.xlsx,admin4AltName1_fr
1603.45.16:,rwa.xlsx,admin4AltName2_fr
1603.45.16:,rwa.xlsx,admin4AltName1_rw
1603.45.16:,rwa.xlsx,admin4AltName2_rw
1603.45.16:,rwa.xlsx,admin3Name_en
1603.45.16:,rwa.xlsx,admin3Name_fr
1603.45.16:,rwa.xlsx,admin3Name_rw
1603.45.16:,rwa.xlsx,admin3Pcode
1603.45.16:,rwa.xlsx,admin2Name_en
1603.45.16:,rwa.xlsx,admin2Name_fr
1603.45.16:,rwa.xlsx,admin2Name_rw
1603.45.16:,rwa.xlsx,admin2Pcode
1603.45.16:,rwa.xlsx,admin1Name_en
1603.45.16:,rwa.xlsx,admin1Name_fr
1603.45.16:,rwa.xlsx,admin1Name_rw
1603.45.16:,rwa.xlsx,admin1Pcode
1603.45.16:,rwa.xlsx,admin0Name_en
1603.45.16:,rwa.xlsx,admin0Name_fr
1603.45.16:,rwa.xlsx,admin0Name_rw
1603.45.16:,rwa.xlsx,admin0Pcode
1603.45.16:,rwa.xlsx,date
1603.45.16:,rwa.xlsx,validOn
1603.45.16:,rwa.xlsx,validTo
1603.45.16:,rwa.xlsx,admin3Name_en
1603.45.16:,rwa.xlsx,admin3Name_fr
1603.45.16:,rwa.xlsx,admin3Name_rw
1603.45.16:,rwa.xlsx,admin3Pcode
1603.45.16:,rwa.xlsx,admin3RefName
1603.45.16:,rwa.xlsx,admin3AltName1_en
1603.45.16:,rwa.xlsx,admin3AltName2_en
1603.45.16:,rwa.xlsx,admin3AltName1_fr
1603.45.16:,rwa.xlsx,admin3AltName2_fr
1603.45.16:,rwa.xlsx,admin3AltName1_rw
1603.45.16:,rwa.xlsx,admin3AltName2_rw
1603.45.16:,rwa.xlsx,admin2Name_en
1603.45.16:,rwa.xlsx,admin2Name_fr
1603.45.16:,rwa.xlsx,admin2Name_rw
1603.45.16:,rwa.xlsx,admin2Pcode
1603.45.16:,rwa.xlsx,admin1Name_en
1603.45.16:,rwa.xlsx,admin1Name_fr
1603.45.16:,rwa.xlsx,admin1Name_rw
1603.45.16:,rwa.xlsx,admin1Pcode
1603.45.16:,rwa.xlsx,admin0Name_en
1603.45.16:,rwa.xlsx,admin0Name_fr
1603.45.16:,rwa.xlsx,admin0Name_rw
1603.45.16:,rwa.xlsx,admin0Pcode
