#meta,#meta+archivum,#meta+caput
1603.45.16:,dza.xlsx,validTo
1603.45.16:,dza.xlsx,admin0Name_en
1603.45.16:,dza.xlsx,admin0Name_ar
1603.45.16:,dza.xlsx,admin0Pcode
1603.45.16:,dza.xlsx,admin0RefName
1603.45.16:,dza.xlsx,admin0AltName1_en
1603.45.16:,dza.xlsx,admin0AltName2_en
1603.45.16:,dza.xlsx,admin0AltName1_ar
1603.45.16:,dza.xlsx,admin0AltName2_ar
1603.45.16:,dza.xlsx,date
1603.45.16:,dza.xlsx,validOn
1603.45.16:,dza.xlsx,validTo
1603.45.16:,ecu.xlsx,admin3Name_es
1603.45.16:,ecu.xlsx,admin3Pcode
1603.45.16:,ecu.xlsx,admin3RefName
1603.45.16:,ecu.xlsx,admin3AltName1_es
1603.45.16:,ecu.xlsx,admin3AltName2_es
1603.45.16:,ecu.xlsx,admin2Name_es
1603.45.16:,ecu.xlsx,admin2Pcode
1603.45.16:,ecu.xlsx,admin1Name_es
1603.45.16:,ecu.xlsx,admin1Pcode
1603.45.16:,ecu.xlsx,admin0Name_es
1603.45.16:,ecu.xlsx,admin0Pcode
1603.45.16:,ecu.xlsx,date
1603.45.16:,ecu.xlsx,validOn
1603.45.16:,ecu.xlsx,validTo
1603.45.16:,ecu.xlsx,admin2Name_es
1603.45.16:,ecu.xlsx,admin2Pcode
1603.45.16:,ecu.xlsx,admin2RefName
1603.45.16:,ecu.xlsx,admin2AltName1_es
1603.45.16:,ecu.xlsx,admin2AltName2_es
1603.45.16:,ecu.xlsx,admin1Name_es
1603.45.16:,ecu.xlsx,admin1Pcode
1603.45.16:,ecu.xlsx,admin0Name_es
1603.45.16:,ecu.xlsx,admin0Pcode
1603.45.16:,ecu.xlsx,date
1603.45.16:,ecu.xlsx,validOn
1603.45.16:,ecu.xlsx,validTo
1603.45.16:,ecu.xlsx,admin1Name_es
1603.45.16:,ecu.xlsx,admin1Pcode
1603.45.16:,ecu.xlsx,admin1RefName
1603.45.16:,ecu.xlsx,admin1AltName1_es
1603.45.16:,ecu.xlsx,admin1AltName2_es
1603.45.16:,ecu.xlsx,admin0Name_es
1603.45.16:,ecu.xlsx,admin0Pcode
1603.45.16:,ecu.xlsx,date
1603.45.16:,ecu.xlsx,validOn
1603.45.16:,ecu.xlsx,validTo
1603.45.16:,ecu.xlsx,admin0Name_es
1603.45.16:,ecu.xlsx,admin0Pcode
1603.45.16:,ecu.xlsx,admin0RefName
1603.45.16:,ecu.xlsx,admin0AltName1_es
1603.45.16:,ecu.xlsx,admin0AltName2_es
1603.45.16:,ecu.xlsx,date
1603.45.16:,ecu.xlsx,validOn
1603.45.16:,ecu.xlsx,validTo
1603.45.16:,egy.xlsx,admin3Name_en
1603.45.16:,egy.xlsx,admin3Name_ar
1603.45.16:,egy.xlsx,admin3Pcode
1603.45.16:,egy.xlsx,admin3RefName
1603.45.16:,egy.xlsx,admin3AltName1_en
1603.45.16:,egy.xlsx,admin3AltName2_en
1603.45.16:,egy.xlsx,admin3AltName1_ar
1603.45.16:,egy.xlsx,admin3AltName2_ar
1603.45.16:,egy.xlsx,admin2Name_en
1603.45.16:,egy.xlsx,admin2Name_ar
1603.45.16:,egy.xlsx,admin2Pcode
1603.45.16:,egy.xlsx,admin1Name_en
1603.45.16:,egy.xlsx,admin1Name_ar
1603.45.16:,egy.xlsx,admin1Pcode
1603.45.16:,egy.xlsx,admin0Name_en
1603.45.16:,egy.xlsx,admin0Name_ar
1603.45.16:,egy.xlsx,admin0Pcode
1603.45.16:,egy.xlsx,date
1603.45.16:,egy.xlsx,validOn
1603.45.16:,egy.xlsx,validTo
1603.45.16:,egy.xlsx,admin2Name_en
1603.45.16:,egy.xlsx,admin2Name_ar
1603.45.16:,egy.xlsx,admin2Pcode
1603.45.16:,egy.xlsx,admin2RefName
1603.45.16:,egy.xlsx,admin2AltName1_en
1603.45.16:,egy.xlsx,admin2AltName2_en
1603.45.16:,egy.xlsx,admin2AltName1_ar
1603.45.16:,egy.xlsx,admin2AltName2_ar
1603.45.16:,egy.xlsx,admin1Name_en
1603.45.16:,egy.xlsx,admin1Name_ar
1603.45.16:,egy.xlsx,admin1Pcode
1603.45.16:,egy.xlsx,admin0Name_en
1603.45.16:,egy.xlsx,admin0Name_ar
1603.45.16:,egy.xlsx,admin0Pcode
1603.45.16:,egy.xlsx,date
1603.45.16:,egy.xlsx,validOn
1603.45.16:,egy.xlsx,validTo
1603.45.16:,egy.xlsx,admin1Name_en
1603.45.16:,egy.xlsx,admin1Name_ar
1603.45.16:,egy.xlsx,admin1Pcode
1603.45.16:,egy.xlsx,admin1RefName
1603.45.16:,egy.xlsx,admin1AltName1_en
1603.45.16:,egy.xlsx,admin1AltName2_en
1603.45.16:,egy.xlsx,admin1AltName1_ar
1603.45.16:,egy.xlsx,admin1AltName2_ar
1603.45.16:,egy.xlsx,admin0Name_en
1603.45.16:,egy.xlsx,admin0Name_ar
1603.45.16:,egy.xlsx,admin0Pcode
1603.45.16:,egy.xlsx,date
1603.45.16:,egy.xlsx,validOn
1603.45.16:,egy.xlsx,validTo
1603.45.16:,egy.xlsx,admin0Name_en
1603.45.16:,egy.xlsx,admin0Name_ar
1603.45.16:,egy.xlsx,admin0Pcode
1603.45.16:,egy.xlsx,admin0RefName
1603.45.16:,egy.xlsx,admin0AltName1_en
1603.45.16:,egy.xlsx,admin0AltName2_en
1603.45.16:,egy.xlsx,admin0AltName1_ar
1603.45.16:,egy.xlsx,admin0AltName2_ar
1603.45.16:,egy.xlsx,date
1603.45.16:,egy.xlsx,validOn
1603.45.16:,egy.xlsx,validTo
1603.45.16:,eri.xlsx,admin2Name_en
1603.45.16:,eri.xlsx,admin2Pcode
1603.45.16:,eri.xlsx,admin2RefName
1603.45.16:,eri.xlsx,admin2AltName1_en
1603.45.16:,eri.xlsx,admin2AltName2_en
1603.45.16:,eri.xlsx,admin1Name_en
1603.45.16:,eri.xlsx,admin1Pcode
1603.45.16:,eri.xlsx,admin0Name_en
1603.45.16:,eri.xlsx,admin0Pcode
1603.45.16:,eri.xlsx,date
1603.45.16:,eri.xlsx,validOn
1603.45.16:,eri.xlsx,validTo
1603.45.16:,eri.xlsx,admin1Name_en
1603.45.16:,eri.xlsx,admin1Pcode
1603.45.16:,eri.xlsx,admin1RefName
1603.45.16:,eri.xlsx,admin1AltName1_en
1603.45.16:,eri.xlsx,admin1AltName2_en
1603.45.16:,eri.xlsx,admin0Name_en
1603.45.16:,eri.xlsx,admin0Pcode
1603.45.16:,eri.xlsx,date
1603.45.16:,eri.xlsx,validOn
1603.45.16:,eri.xlsx,validTo
1603.45.16:,eri.xlsx,admin0Name_en
1603.45.16:,eri.xlsx,admin0Pcode
1603.45.16:,eri.xlsx,admin0RefName
1603.45.16:,eri.xlsx,admin0AltName1_en
1603.45.16:,eri.xlsx,admin0AltName2_en
1603.45.16:,eri.xlsx,date
1603.45.16:,eri.xlsx,validOn
1603.45.16:,eri.xlsx,validTo
1603.45.16:,eth.xlsx,admin3Name_en
1603.45.16:,eth.xlsx,admin3Pcode
1603.45.16:,eth.xlsx,admin3RefName
1603.45.16:,eth.xlsx,admin3AltName1_en
1603.45.16:,eth.xlsx,admin3AltName2_en
1603.45.16:,eth.xlsx,admin2Name_en
1603.45.16:,eth.xlsx,admin2Pcode
1603.45.16:,eth.xlsx,admin1Name_en
1603.45.16:,eth.xlsx,admin1Pcode
1603.45.16:,eth.xlsx,admin0Name_en
1603.45.16:,eth.xlsx,admin0Pcode
1603.45.16:,eth.xlsx,date
1603.45.16:,eth.xlsx,validOn
1603.45.16:,eth.xlsx,validTo
1603.45.16:,eth.xlsx,admin2Name_en
1603.45.16:,eth.xlsx,admin2Pcode
1603.45.16:,eth.xlsx,admin2RefName
1603.45.16:,eth.xlsx,admin2AltName1_en
1603.45.16:,eth.xlsx,admin2AltName2_en
1603.45.16:,eth.xlsx,admin1Name_en
1603.45.16:,eth.xlsx,admin1Pcode
1603.45.16:,eth.xlsx,admin0Name_en
1603.45.16:,eth.xlsx,admin0Pcode
1603.45.16:,eth.xlsx,date
1603.45.16:,eth.xlsx,validOn
1603.45.16:,eth.xlsx,validTo
1603.45.16:,eth.xlsx,admin1Name_en
1603.45.16:,eth.xlsx,admin1Pcode
1603.45.16:,eth.xlsx,admin1RefName
1603.45.16:,eth.xlsx,admin1AltName1_en
1603.45.16:,eth.xlsx,admin1AltName2_en
1603.45.16:,eth.xlsx,admin0Name_en
1603.45.16:,eth.xlsx,admin0Pcode
1603.45.16:,eth.xlsx,date
1603.45.16:,eth.xlsx,validOn
1603.45.16:,eth.xlsx,validTo
1603.45.16:,eth.xlsx,admin0Name_en
1603.45.16:,eth.xlsx,admin0Pcode
1603.45.16:,eth.xlsx,admin0RefName
1603.45.16:,eth.xlsx,admin0AltName1_en
1603.45.16:,eth.xlsx,admin0AltName2_en
1603.45.16:,eth.xlsx,date
1603.45.16:,eth.xlsx,validOn
1603.45.16:,eth.xlsx,validTo
1603.45.16:,fji.xlsx,admin3Name_en
1603.45.16:,fji.xlsx,admin3Pcode
1603.45.16:,fji.xlsx,admin3RefName
1603.45.16:,fji.xlsx,admin3AltName1_en
1603.45.16:,fji.xlsx,admin3AltName2_en
1603.45.16:,fji.xlsx,admin2Name_en
1603.45.16:,fji.xlsx,admin2Pcode
1603.45.16:,fji.xlsx,admin1Name_en
1603.45.16:,fji.xlsx,admin1Pcode
1603.45.16:,fji.xlsx,admin0Name_en
1603.45.16:,fji.xlsx,admin0Pcode
1603.45.16:,fji.xlsx,date
1603.45.16:,fji.xlsx,validOn
1603.45.16:,fji.xlsx,validTo
1603.45.16:,fji.xlsx,admin2Name_en
1603.45.16:,fji.xlsx,admin2Pcode
1603.45.16:,fji.xlsx,admin2RefName
1603.45.16:,fji.xlsx,admin2AltName1_en
1603.45.16:,fji.xlsx,admin2AltName2_en
1603.45.16:,fji.xlsx,admin1Name_en
1603.45.16:,fji.xlsx,admin1Pcode
1603.45.16:,fji.xlsx,admin0Name_en
1603.45.16:,fji.xlsx,admin0Pcode
1603.45.16:,fji.xlsx,date
1603.45.16:,fji.xlsx,validOn
1603.45.16:,fji.xlsx,validTo
1603.45.16:,fji.xlsx,admin1Name_en
1603.45.16:,fji.xlsx,admin1Pcode
1603.45.16:,fji.xlsx,admin1RefName
1603.45.16:,fji.xlsx,admin1AltName1_en
1603.45.16:,fji.xlsx,admin1AltName2_en
1603.45.16:,fji.xlsx,admin0Name_en
1603.45.16:,fji.xlsx,admin0Pcode
1603.45.16:,fji.xlsx,date
1603.45.16:,fji.xlsx,validOn
1603.45.16:,fji.xlsx,validTo
1603.45.16:,fji.xlsx,admin0Name_en
1603.45.16:,fji.xlsx,admin0Pcode
1603.45.16:,fji.xlsx,admin0RefName
1603.45.16:,fji.xlsx,admin0AltName1_en
1603.45.16:,fji.xlsx,admin0AltName2_en
1603.45.16:,fji.xlsx,date
1603.45.16:,fji.xlsx,validOn
1603.45.16:,fji.xlsx,validTo
1603.45.16:,fsm.xlsx,admin2Name_en
1603.45.16:,fsm.xlsx,admin2Pcode
1603.45.16:,fsm.xlsx,admin2RefName
1603.45.16:,fsm.xlsx,admin2AltName1_en
1603.45.16:,fsm.xlsx,admin2AltName2_en
1603.45.16:,fsm.xlsx,admin1Name_en
1603.45.16:,fsm.xlsx,admin1Pcode
1603.45.16:,fsm.xlsx,admin0Name_en
1603.45.16:,fsm.xlsx,admin0Pcode
1603.45.16:,fsm.xlsx,date
1603.45.16:,fsm.xlsx,validOn
1603.45.16:,fsm.xlsx,validTo
1603.45.16:,fsm.xlsx,admin1Name_en
1603.45.16:,fsm.xlsx,admin1Pcode
1603.45.16:,fsm.xlsx,admin1RefName
1603.45.16:,fsm.xlsx,admin1AltName1_en
1603.45.16:,fsm.xlsx,admin1AltName2_en
1603.45.16:,fsm.xlsx,admin0Name_en
1603.45.16:,fsm.xlsx,admin0Pcode
1603.45.16:,fsm.xlsx,date
1603.45.16:,fsm.xlsx,validOn
1603.45.16:,fsm.xlsx,validTo
1603.45.16:,fsm.xlsx,admin0Name_en
1603.45.16:,fsm.xlsx,admin0Pcode
1603.45.16:,fsm.xlsx,admin0RefName
1603.45.16:,fsm.xlsx,admin0AltName1_en
1603.45.16:,fsm.xlsx,admin0AltName2_en
1603.45.16:,fsm.xlsx,date
1603.45.16:,fsm.xlsx,validOn
1603.45.16:,fsm.xlsx,validTo
1603.45.16:,gab.xlsx,admin2Name_fr
1603.45.16:,gab.xlsx,admin2Pcode
1603.45.16:,gab.xlsx,admin2RefName
1603.45.16:,gab.xlsx,admin2AltName1_fr
1603.45.16:,gab.xlsx,admin2AltName2_fr
1603.45.16:,gab.xlsx,admin1Name_fr
1603.45.16:,gab.xlsx,admin1Pcode
1603.45.16:,gab.xlsx,admin0Name_fr
1603.45.16:,gab.xlsx,admin0Pcode
1603.45.16:,gab.xlsx,date
1603.45.16:,gab.xlsx,validOn
1603.45.16:,gab.xlsx,validTo
1603.45.16:,gab.xlsx,admin1Name_fr
1603.45.16:,gab.xlsx,admin1Pcode
1603.45.16:,gab.xlsx,admin1RefName
1603.45.16:,gab.xlsx,admin1AltName1_fr
1603.45.16:,gab.xlsx,admin1AltName2_fr
1603.45.16:,gab.xlsx,admin0Name_fr
1603.45.16:,gab.xlsx,admin0Pcode
1603.45.16:,gab.xlsx,date
1603.45.16:,gab.xlsx,validOn
1603.45.16:,gab.xlsx,validTo
1603.45.16:,gab.xlsx,admin0Name_fr
1603.45.16:,gab.xlsx,admin0Pcode
1603.45.16:,gab.xlsx,admin0RefName
1603.45.16:,gab.xlsx,admin0AltName1_fr
1603.45.16:,gab.xlsx,admin0AltName2_fr
1603.45.16:,gab.xlsx,date
1603.45.16:,gab.xlsx,validOn
1603.45.16:,gab.xlsx,validTo
1603.45.16:,geo.xlsx,admin2Name_en
1603.45.16:,geo.xlsx,admin2Name_ka
1603.45.16:,geo.xlsx,admin2Pcode
1603.45.16:,geo.xlsx,admin2RefName
1603.45.16:,geo.xlsx,admin2AltName1_en
1603.45.16:,geo.xlsx,admin2AltName2_en
1603.45.16:,geo.xlsx,admin2AltName1_ka
1603.45.16:,geo.xlsx,admin2AltName2_ka
1603.45.16:,geo.xlsx,admin1Name_en
1603.45.16:,geo.xlsx,admin1Name_ka
1603.45.16:,geo.xlsx,admin1Pcode
1603.45.16:,geo.xlsx,admin0Name_en
1603.45.16:,geo.xlsx,admin0Name_ka
1603.45.16:,geo.xlsx,admin0Pcode
1603.45.16:,geo.xlsx,date
1603.45.16:,geo.xlsx,validOn
1603.45.16:,geo.xlsx,validTo
1603.45.16:,geo.xlsx,admin1Name_en
1603.45.16:,geo.xlsx,admin1Name_ka
1603.45.16:,geo.xlsx,admin1Pcode
1603.45.16:,geo.xlsx,admin1RefName
1603.45.16:,geo.xlsx,admin1AltName1_en
1603.45.16:,geo.xlsx,admin1AltName2_en
1603.45.16:,geo.xlsx,admin1AltName1_ka
1603.45.16:,geo.xlsx,admin1AltName2_ka
1603.45.16:,geo.xlsx,admin0Name_en
1603.45.16:,geo.xlsx,admin0Name_ka
1603.45.16:,geo.xlsx,admin0Pcode
1603.45.16:,geo.xlsx,date
1603.45.16:,geo.xlsx,validOn
1603.45.16:,geo.xlsx,validTo
1603.45.16:,geo.xlsx,admin0Name_en
1603.45.16:,geo.xlsx,admin0Name_ka
1603.45.16:,geo.xlsx,admin0Pcode
1603.45.16:,geo.xlsx,admin0RefName
1603.45.16:,geo.xlsx,admin0AltName1_en
1603.45.16:,geo.xlsx,admin0AltName2_en
1603.45.16:,geo.xlsx,admin0AltName1_ka
1603.45.16:,geo.xlsx,admin0AltName2_ka
1603.45.16:,geo.xlsx,date
1603.45.16:,geo.xlsx,validOn
1603.45.16:,geo.xlsx,validTo
1603.45.16:,gha.xlsx,admin2Name_en
1603.45.16:,gha.xlsx,admin2Pcode
1603.45.16:,gha.xlsx,admin2RefName
1603.45.16:,gha.xlsx,admin2AltName1_en
1603.45.16:,gha.xlsx,admin2AltName2_en
1603.45.16:,gha.xlsx,admin1Name_en
1603.45.16:,gha.xlsx,admin1Pcode
1603.45.16:,gha.xlsx,admin0Name_en
1603.45.16:,gha.xlsx,admin0Pcode
1603.45.16:,gha.xlsx,date
1603.45.16:,gha.xlsx,validOn
1603.45.16:,gha.xlsx,validTo
1603.45.16:,gha.xlsx,admin1Name_en
1603.45.16:,gha.xlsx,admin1Pcode
1603.45.16:,gha.xlsx,admin1RefName
1603.45.16:,gha.xlsx,admin1AltName1_en
1603.45.16:,gha.xlsx,admin1AltName2_en
1603.45.16:,gha.xlsx,admin0Name_en
1603.45.16:,gha.xlsx,admin0Pcode
1603.45.16:,gha.xlsx,date
1603.45.16:,gha.xlsx,validOn
1603.45.16:,gha.xlsx,validTo
1603.45.16:,gha.xlsx,admin0Name_en
1603.45.16:,gha.xlsx,admin0Pcode
1603.45.16:,gha.xlsx,admin0RefName
1603.45.16:,gha.xlsx,admin0AltName1_en
1603.45.16:,gha.xlsx,admin0AltName2_en
1603.45.16:,gha.xlsx,date
1603.45.16:,gha.xlsx,validOn
1603.45.16:,gha.xlsx,validTo
1603.45.16:,gin.xlsx,admin3Name_fr
1603.45.16:,gin.xlsx,admin3Pcode
1603.45.16:,gin.xlsx,admin3RefName
1603.45.16:,gin.xlsx,admin3AltName1_fr
1603.45.16:,gin.xlsx,admin3AltName2_fr
1603.45.16:,gin.xlsx,admin2Name_fr
1603.45.16:,gin.xlsx,admin2Pcode
1603.45.16:,gin.xlsx,admin1Name_fr
1603.45.16:,gin.xlsx,admin1Pcode
1603.45.16:,gin.xlsx,admin0Name_fr
1603.45.16:,gin.xlsx,admin0Pcode
1603.45.16:,gin.xlsx,date
1603.45.16:,gin.xlsx,validOn
1603.45.16:,gin.xlsx,validTo
1603.45.16:,gin.xlsx,admin2Name_fr
1603.45.16:,gin.xlsx,admin2Pcode
1603.45.16:,gin.xlsx,admin2RefName
1603.45.16:,gin.xlsx,admin2AltName1_fr
1603.45.16:,gin.xlsx,admin2AltName2_fr
1603.45.16:,gin.xlsx,admin1Name_fr
1603.45.16:,gin.xlsx,admin1Pcode
1603.45.16:,gin.xlsx,admin0Name_fr
1603.45.16:,gin.xlsx,admin0Pcode
1603.45.16:,gin.xlsx,date
1603.45.16:,gin.xlsx,validOn
1603.45.16:,gin.xlsx,validTo
1603.45.16:,gin.xlsx,admin1Name_fr
1603.45.16:,gin.xlsx,admin1Pcode
1603.45.16:,gin.xlsx,admin1RefName
1603.45.16:,gin.xlsx,admin1AltName1_fr
1603.45.16:,gin.xlsx,admin1AltName2_fr
1603.45.16:,gin.xlsx,admin0Name_fr
1603.45.16:,gin.xlsx,admin0Pcode
1603.45.16:,gin.xlsx,date
1603.45.16:,gin.xlsx,validOn
1603.45.16:,gin.xlsx,validTo
1603.45.16:,gin.xlsx,admin0Name_fr
1603.45.16:,gin.xlsx,admin0Pcode
1603.45.16:,gin.xlsx,admin0RefName
1603.45.16:,gin.xlsx,admin0AltName1_fr
1603.45.16:,gin.xlsx,admin0AltName2_fr
1603.45.16:,gin.xlsx,date
1603.45.16:,gin.xlsx,validOn
1603.45.16:,gin.xlsx,validTo
1603.45.16:,gtm.xlsx,admin2Name_es
1603.45.16:,gtm.xlsx,admin2Pcode
1603.45.16:,gtm.xlsx,admin2RefName
1603.45.16:,gtm.xlsx,admin2AltName1_es
1603.45.16:,gtm.xlsx,admin2AltName2_es
1603.45.16:,gtm.xlsx,admin1Name_es
1603.45.16:,gtm.xlsx,admin1Pcode
1603.45.16:,gtm.xlsx,admin0Name_es
1603.45.16:,gtm.xlsx,admin0Pcode
1603.45.16:,gtm.xlsx,date
1603.45.16:,gtm.xlsx,validOn
1603.45.16:,gtm.xlsx,validTo
1603.45.16:,gtm.xlsx,admin1Name_es
1603.45.16:,gtm.xlsx,admin1Pcode
1603.45.16:,gtm.xlsx,admin1RefName
1603.45.16:,gtm.xlsx,admin1AltName1_es
1603.45.16:,gtm.xlsx,admin1AltName2_es
1603.45.16:,gtm.xlsx,admin0Name_es
1603.45.16:,gtm.xlsx,admin0Pcode
1603.45.16:,gtm.xlsx,date
1603.45.16:,gtm.xlsx,validOn
1603.45.16:,gtm.xlsx,validTo
1603.45.16:,gtm.xlsx,admin0Name_es
1603.45.16:,gtm.xlsx,admin0Pcode
1603.45.16:,gtm.xlsx,admin0RefName
1603.45.16:,gtm.xlsx,admin0AltName1_es
1603.45.16:,gtm.xlsx,admin0AltName2_es
1603.45.16:,gtm.xlsx,date
1603.45.16:,gtm.xlsx,validOn
1603.45.16:,gtm.xlsx,validTo
1603.45.16:,guf.xlsx,admin2Name_fr
1603.45.16:,guf.xlsx,admin2Pcode
1603.45.16:,guf.xlsx,admin2RefName
1603.45.16:,guf.xlsx,admin2AltName1_fr
1603.45.16:,guf.xlsx,admin2AltName2_fr
1603.45.16:,guf.xlsx,admin1Name_fr
1603.45.16:,guf.xlsx,admin1Pcode
1603.45.16:,guf.xlsx,admin0Name_fr
1603.45.16:,guf.xlsx,admin0Pcode
1603.45.16:,guf.xlsx,date
1603.45.16:,guf.xlsx,validOn
1603.45.16:,guf.xlsx,validTo
1603.45.16:,guf.xlsx,admin1Name_fr
1603.45.16:,guf.xlsx,admin1Pcode
1603.45.16:,guf.xlsx,admin1RefName
1603.45.16:,guf.xlsx,admin1AltName1_fr
1603.45.16:,guf.xlsx,admin1AltName2_fr
1603.45.16:,guf.xlsx,admin0Name_fr
1603.45.16:,guf.xlsx,admin0Pcode
1603.45.16:,guf.xlsx,date
1603.45.16:,guf.xlsx,validOn
1603.45.16:,guf.xlsx,validTo
1603.45.16:,guf.xlsx,admin0Name_fr
1603.45.16:,guf.xlsx,admin0Pcode
1603.45.16:,guf.xlsx,admin0RefName
1603.45.16:,guf.xlsx,admin0AltName1_fr
1603.45.16:,guf.xlsx,admin0AltName2_fr
1603.45.16:,guf.xlsx,date
1603.45.16:,guf.xlsx,validOn
1603.45.16:,guf.xlsx,validTo
1603.45.16:,hnd.xlsx,admin2Name_es
1603.45.16:,hnd.xlsx,admin2Pcode
1603.45.16:,hnd.xlsx,admin2RefName
1603.45.16:,hnd.xlsx,admin2AltName1_es
1603.45.16:,hnd.xlsx,admin2AltName2_es
1603.45.16:,hnd.xlsx,admin1Name_es
1603.45.16:,hnd.xlsx,admin1Pcode
1603.45.16:,hnd.xlsx,admin0Name_es
1603.45.16:,hnd.xlsx,admin0Pcode
1603.45.16:,hnd.xlsx,date
1603.45.16:,hnd.xlsx,validOn
1603.45.16:,hnd.xlsx,validTo
1603.45.16:,hnd.xlsx,admin1Name_es
1603.45.16:,hnd.xlsx,admin1Pcode
1603.45.16:,hnd.xlsx,admin1RefName
1603.45.16:,hnd.xlsx,admin1AltName1_es
1603.45.16:,hnd.xlsx,admin1AltName2_es
1603.45.16:,hnd.xlsx,admin0Name_es
1603.45.16:,hnd.xlsx,admin0Pcode
1603.45.16:,hnd.xlsx,date
1603.45.16:,hnd.xlsx,validOn
1603.45.16:,hnd.xlsx,validTo
1603.45.16:,hnd.xlsx,admin0Name_es
1603.45.16:,hnd.xlsx,admin0Pcode
1603.45.16:,hnd.xlsx,admin0RefName
1603.45.16:,hnd.xlsx,admin0AltName1_es
1603.45.16:,hnd.xlsx,admin0AltName2_es
1603.45.16:,hnd.xlsx,date
1603.45.16:,hnd.xlsx,validOn
1603.45.16:,hnd.xlsx,validTo
1603.45.16:,hti.xlsx,admin3Name_en
1603.45.16:,hti.xlsx,admin3Name_fr
1603.45.16:,hti.xlsx,admin3Name_ht
1603.45.16:,hti.xlsx,admin3Pcode
1603.45.16:,hti.xlsx,admin3RefName
1603.45.16:,hti.xlsx,admin3AltName1_en
1603.45.16:,hti.xlsx,admin3AltName2_en
1603.45.16:,hti.xlsx,admin3AltName1_fr
1603.45.16:,hti.xlsx,admin3AltName2_fr
1603.45.16:,hti.xlsx,admin3AltName1_ht
1603.45.16:,hti.xlsx,admin3AltName2_ht
1603.45.16:,hti.xlsx,admin2Name_en
1603.45.16:,hti.xlsx,admin2Name_fr
1603.45.16:,hti.xlsx,admin2Name_ht
1603.45.16:,hti.xlsx,admin2Pcode
1603.45.16:,hti.xlsx,admin1Name_en
1603.45.16:,hti.xlsx,admin1Name_fr
1603.45.16:,hti.xlsx,admin1Name_ht
1603.45.16:,hti.xlsx,admin1Pcode
1603.45.16:,hti.xlsx,admin0Name_en
1603.45.16:,hti.xlsx,admin0Name_fr
1603.45.16:,hti.xlsx,admin0Name_ht
1603.45.16:,hti.xlsx,admin0Pcode
1603.45.16:,hti.xlsx,date
1603.45.16:,hti.xlsx,validOn
1603.45.16:,hti.xlsx,validTo
1603.45.16:,hti.xlsx,admin2Name_en
1603.45.16:,hti.xlsx,admin2Name_fr
1603.45.16:,hti.xlsx,admin2Name_ht
1603.45.16:,hti.xlsx,admin2Pcode
1603.45.16:,hti.xlsx,admin2RefName
1603.45.16:,hti.xlsx,admin2AltName1_en
1603.45.16:,hti.xlsx,admin2AltName2_en
1603.45.16:,hti.xlsx,admin2AltName1_fr
1603.45.16:,hti.xlsx,admin2AltName2_fr
1603.45.16:,hti.xlsx,admin2AltName1_ht
1603.45.16:,hti.xlsx,admin2AltName2_ht
1603.45.16:,hti.xlsx,admin1Name_en
1603.45.16:,hti.xlsx,admin1Name_fr
1603.45.16:,hti.xlsx,admin1Name_ht
1603.45.16:,hti.xlsx,admin1Pcode
1603.45.16:,hti.xlsx,admin0Name_en
1603.45.16:,hti.xlsx,admin0Name_fr
1603.45.16:,hti.xlsx,admin0Name_ht
1603.45.16:,hti.xlsx,admin0Pcode
1603.45.16:,hti.xlsx,date
1603.45.16:,hti.xlsx,validOn
1603.45.16:,hti.xlsx,validTo
1603.45.16:,hti.xlsx,admin1Name_en
1603.45.16:,hti.xlsx,admin1Name_fr
1603.45.16:,hti.xlsx,admin1Name_ht
1603.45.16:,hti.xlsx,admin1Pcode
1603.45.16:,hti.xlsx,admin1RefName
1603.45.16:,hti.xlsx,admin1AltName1_en
1603.45.16:,hti.xlsx,admin1AltName2_en
1603.45.16:,hti.xlsx,admin1AltName1_fr
1603.45.16:,hti.xlsx,admin1AltName2_fr
1603.45.16:,hti.xlsx,admin1AltName1_ht
1603.45.16:,hti.xlsx,admin1AltName2_ht
1603.45.16:,hti.xlsx,admin0Name_en
1603.45.16:,hti.xlsx,admin0Name_fr
1603.45.16:,hti.xlsx,admin0Name_ht
1603.45.16:,hti.xlsx,admin0Pcode
1603.45.16:,hti.xlsx,date
1603.45.16:,hti.xlsx,validOn
1603.45.16:,hti.xlsx,validTo
1603.45.16:,hti.xlsx,admin0Name_en
1603.45.16:,hti.xlsx,admin0Name_fr
1603.45.16:,hti.xlsx,admin0Name_ht
1603.45.16:,hti.xlsx,admin0Pcode
1603.45.16:,hti.xlsx,admin0RefName
1603.45.16:,hti.xlsx,admin0AltName1_en
1603.45.16:,hti.xlsx,admin0AltName2_en
1603.45.16:,hti.xlsx,admin0AltName1_fr
1603.45.16:,hti.xlsx,admin0AltName2_fr
1603.45.16:,hti.xlsx,admin0AltName1_ht
1603.45.16:,hti.xlsx,admin0AltName2_ht
1603.45.16:,hti.xlsx,date
1603.45.16:,hti.xlsx,validOn
1603.45.16:,hti.xlsx,validTo
1603.45.16:,idn.xlsx,admin4Name_en
1603.45.16:,idn.xlsx,admin4Pcode
1603.45.16:,idn.xlsx,admin4RefName
1603.45.16:,idn.xlsx,admin4AltName1_en
1603.45.16:,idn.xlsx,admin4AltName2_en
1603.45.16:,idn.xlsx,admin3Name_en
1603.45.16:,idn.xlsx,admin3Pcode
1603.45.16:,idn.xlsx,admin2Name_en
1603.45.16:,idn.xlsx,admin2Pcode
1603.45.16:,idn.xlsx,admin1Name_en
