#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:616:2:22010,22010,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22010,Nowodworski,PL022010,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22011,22011,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22011,Pucki,PL022011,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22012,22012,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22012,Slupski,PL022012,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22013,22013,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22013,Starogardzki,PL022013,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22014,22014,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22014,Tczewski,PL022014,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22015,22015,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22015,Wejherowski,PL022015,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22016,22016,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22016,Sztumski,PL022016,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22061,22061,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22061,Gdansk,PL022061,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22062,22062,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22062,Gdynia,PL022062,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22063,22063,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22063,Slupsk,PL022063,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:22064,22064,1603:45:16:616:0,1603:45:16:616:1:22,1603:45:16:616:2:22064,Sopot,PL022064,,,,Pomorskie,PL022,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24001,24001,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24001,Bedzinski,PL024001,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24002,24002,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24002,Bielski,PL024002,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24003,24003,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24003,Cieszynski,PL024003,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24004,24004,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24004,Czestochowski,PL024004,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24005,24005,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24005,Gliwicki,PL024005,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24006,24006,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24006,Klobucki,PL024006,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24007,24007,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24007,Lubliniecki,PL024007,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24008,24008,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24008,Mikolowski,PL024008,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24009,24009,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24009,Myszkowski,PL024009,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24010,24010,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24010,Pszczynski,PL024010,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24011,24011,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24011,Raciborski,PL024011,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24012,24012,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24012,Rybnicki,PL024012,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24013,24013,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24013,Tarnogorski,PL024013,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24014,24014,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24014,Bierunsko-Ledzinski,PL024014,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24015,24015,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24015,Wodzislawski,PL024015,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24016,24016,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24016,Zawiercianski,PL024016,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24017,24017,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24017,Zywiecki,PL024017,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24061,24061,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24061,Bielsko-Biala,PL024061,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24062,24062,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24062,Bytom,PL024062,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24063,24063,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24063,Chorzow,PL024063,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24064,24064,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24064,Czestochowa,PL024064,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24065,24065,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24065,Dabrowa Gornicza,PL024065,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24066,24066,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24066,Gliwice,PL024066,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24067,24067,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24067,Jastrzebie-Zdroj,PL024067,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24068,24068,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24068,Jaworzno,PL024068,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24069,24069,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24069,Katowice,PL024069,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24070,24070,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24070,Myslowice,PL024070,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24071,24071,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24071,Piekary Slaskie,PL024071,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24072,24072,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24072,Ruda Slaska,PL024072,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24073,24073,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24073,Rybnik,PL024073,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24074,24074,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24074,Siemianowice Slaskie,PL024074,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24075,24075,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24075,Sosnowiec,PL024075,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24076,24076,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24076,Swietochlowice,PL024076,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24077,24077,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24077,Tychy,PL024077,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24078,24078,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24078,Zabrze,PL024078,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:24079,24079,1603:45:16:616:0,1603:45:16:616:1:24,1603:45:16:616:2:24079,Zory,PL024079,,,,Śląskie,PL024,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26001,26001,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26001,Buski,PL026001,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26002,26002,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26002,Jedrzejowski,PL026002,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26003,26003,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26003,Kazimierski,PL026003,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26004,26004,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26004,Kielecki,PL026004,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26005,26005,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26005,Konecki,PL026005,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26006,26006,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26006,Opatowski,PL026006,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26007,26007,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26007,Ostrowiecki,PL026007,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26008,26008,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26008,Pinczowski,PL026008,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26009,26009,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26009,Sandomierski,PL026009,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26010,26010,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26010,Skarzyski,PL026010,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26011,26011,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26011,Starachowicki,PL026011,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26012,26012,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26012,Staszowski,PL026012,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26013,26013,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26013,Wloszczowski,PL026013,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:26061,26061,1603:45:16:616:0,1603:45:16:616:1:26,1603:45:16:616:2:26061,Kielce,PL026061,,,,Świętokrzyskie,PL026,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28001,28001,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28001,Bartoszycki,PL028001,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28002,28002,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28002,Braniewski,PL028002,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28003,28003,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28003,Dzialdowski,PL028003,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28004,28004,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28004,Elblaski,PL028004,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28005,28005,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28005,Elcki,PL028005,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28006,28006,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28006,Gizycki,PL028006,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28007,28007,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28007,Ilawski,PL028007,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28008,28008,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28008,Ketrzynski,PL028008,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28009,28009,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28009,Lidzbarski,PL028009,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28010,28010,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28010,Mragowski,PL028010,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28011,28011,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28011,Nidzicki,PL028011,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28012,28012,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28012,Nowomiejski,PL028012,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28013,28013,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28013,Olecki,PL028013,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28014,28014,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28014,Olsztynski,PL028014,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28015,28015,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28015,Ostrodzki,PL028015,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28016,28016,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28016,Piski,PL028016,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28017,28017,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28017,Szczycienski,PL028017,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28018,28018,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28018,Goldapski,PL028018,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28019,28019,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28019,Wegorzewski,PL028019,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28061,28061,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28061,Elblag,PL028061,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:28062,28062,1603:45:16:616:0,1603:45:16:616:1:28,1603:45:16:616:2:28062,Olsztyn,PL028062,,,,Warmińsko-Mazurskie,PL028,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30001,30001,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30001,Chodzieski,PL030001,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30002,30002,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30002,Czarnkowsko-Trzcianecki,PL030002,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30003,30003,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30003,Gnieznienski,PL030003,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30004,30004,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30004,Gostynski,PL030004,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30005,30005,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30005,Grodziski,PL030005,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30006,30006,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30006,Jarocinski,PL030006,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30007,30007,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30007,Kaliski,PL030007,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30008,30008,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30008,Kepinski,PL030008,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30009,30009,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30009,Kolski,PL030009,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30010,30010,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30010,Koninski,PL030010,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30011,30011,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30011,Koscianski,PL030011,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30012,30012,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30012,Krotoszynski,PL030012,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30013,30013,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30013,Leszczynski,PL030013,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30014,30014,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30014,Miedzychodzki,PL030014,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30015,30015,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30015,Nowotomyski,PL030015,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30016,30016,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30016,Obornicki,PL030016,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30017,30017,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30017,Ostrowski,PL030017,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30018,30018,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30018,Ostrzeszowski,PL030018,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30019,30019,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30019,Pilski,PL030019,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30020,30020,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30020,Pleszewski,PL030020,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30021,30021,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30021,Poznanski,PL030021,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30022,30022,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30022,Rawicki,PL030022,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30023,30023,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30023,Slupecki,PL030023,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30024,30024,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30024,Szamotulski,PL030024,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30025,30025,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30025,Sredzki,PL030025,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30026,30026,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30026,Sremski,PL030026,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30027,30027,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30027,Turecki,PL030027,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30028,30028,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30028,Wagrowiecki,PL030028,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30029,30029,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30029,Wolsztynski,PL030029,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30030,30030,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30030,Wrzesinski,PL030030,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30031,30031,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30031,Zlotowski,PL030031,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30061,30061,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30061,Kalisz,PL030061,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30062,30062,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30062,Konin,PL030062,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30063,30063,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30063,Leszno,PL030063,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:30064,30064,1603:45:16:616:0,1603:45:16:616:1:30,1603:45:16:616:2:30064,Poznan,PL030064,,,,Wielkopolskie,PL030,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32001,32001,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32001,Bialogardzki,PL032001,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32002,32002,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32002,Choszczenski,PL032002,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32003,32003,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32003,Drawski,PL032003,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32004,32004,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32004,Goleniowski,PL032004,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32005,32005,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32005,Gryficki,PL032005,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32006,32006,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32006,Gryfinski,PL032006,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32007,32007,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32007,Kamienski,PL032007,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32008,32008,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32008,Kolobrzeski,PL032008,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32009,32009,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32009,Koszalinski,PL032009,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
