#item+conceptum+codicem,#meta+rem+i_eng+is_latn+name,#meta+rem+i_qcc+is_zxxx+country_code_v_iso3,#item+rem+i_qcc+is_zxxx+ix_xywdatap1082,#date+rem+i_qcc+is_zxxx+ix_xywdatap1082,#item+rem+i_qcc+is_zxxx+ix_xywdatap2046,#date+rem+i_qcc+is_zxxx+ix_xywdatap2046,#item+rem+i_qcc+is_zxxx+ix_xywdatap2250,#date+rem+i_qcc+is_zxxx+ix_xywdatap2250,#item+rem+i_qcc+is_zxxx+ix_xywdataq67201057,#date+rem+i_qcc+is_zxxx+ix_xywdataq67201057
170,Colombia,COL,51265841,2021,1141750,2018,77.46,2020,81040.0009155273,2019
174,Comoros,COM,888456,2021,1861,2018,64.525,2020,319.999992847443,2019
178,"Congo, Rep.",COG,5657017,2021,342000,2018,64.804,2020,7260.00022888184,2019
180,"Congo, Dem. Rep.",COD,92377986,2021,2344860,2018,60.971,2020,3210.00003814697,2019
188,Costa Rica,CRI,5139053,2021,51100,2018,80.465,2020,8239.99977111816,2019
191,Croatia,HRV,3899000,2021,88070,2018,77.7243902439024,2020,16520.0004577637,2019
192,Cuba,CUB,11317498,2021,109880,2018,78.892,2020,25909.9998474121,2019
196,Cyprus,CYP,1215588,2021,9250,2018,81.135,2020,7190.00005722046,2019
203,Czech Republic,CZE,10703446,2021,78870,2018,78.2268292682927,2020,96290.0009155273,2019
204,Benin,BEN,12451031,2021,114760,2018,62.077,2020,7300.00019073486,2019
208,Denmark,DNK,5856733,2021,42920,2018,81.5512195121951,2020,29700.0007629395,2019
212,Dominica,DMA,72172,2021,750,2018,76.5975609756098,2002,170.000001788139,2019
214,Dominican Republic,DOM,10953714,2021,48670,2018,74.257,2020,27229.9995422363,2019
218,Ecuador,ECU,17888474,2021,256370,2018,77.216,2020,39290.0009155273,2019
222,El Salvador,SLV,6518500,2021,21040,2018,73.533,2020,7800.00019073486,2019
231,Ethiopia,ETH,117876226,2021,1136259.41,2018,66.953,2020,18360.0006103516,2019
232,Eritrea,ERI,3213969,2011,117600,2018,66.679,2020,879.999995231628,2019
233,Estonia,EST,1329254,2021,45340,2018,78.3463414634146,2020,10180.0003051758,2019
242,Fiji,FJI,902899,2021,18270,2018,67.561,2020,1629.99999523163,2019
246,Finland,FIN,5541696,2021,338450,2018,82.1317073170732,2020,40709.9990844727,2019
250,France,FRA,67499343,2021,549087,2018,82.1756097560976,2020,300519.989013672,2019
262,Djibouti,DJI,1002197,2021,23200,2018,67.49,2020,419.999986886978,2019
266,Gabon,GAB,2278829,2021,267670,2018,66.69,2020,5250,2019
268,Georgia,GEO,3708610,2021,69700,2018,73.919,2020,10109.9996566772,2019
270,"Gambia, The",GMB,2486937,2021,11300,2018,62.383,2020,579.999983310699,2019
275,West Bank and Gaza,PSE,4922749,2021,6020,2018,74.213,2020,,
276,Germany,DEU,83129285,2021,357580,2018,80.9414634146342,2020,657400.024414063,2019
288,Ghana,GHA,31732128,2021,238540,2018,64.347,2020,20040.0009155273,2019
296,Kiribati,KIR,121388,2021,810,2018,68.611,2020,90.0000035762787,2019
300,Greece,GRC,10664568,2021,131960,2018,81.0878048780488,2020,60000,2019
308,Grenada,GRD,113015,2021,340,2018,72.426,2020,330.000013113022,2019
320,Guatemala,GTM,17109746,2021,108890,2018,74.529,2020,19309.9994659424,2019
324,Guinea,GIN,13497237,2021,245860,2018,61.962,2020,3950.00004768372,2019
328,Guyana,GUY,790329,2021,214970,2018,70.023,2020,2849.99990463257,2019
332,Haiti,HTI,11541683,2021,27750,2018,64.315,2020,3319.9999332428,2019
340,Honduras,HND,10062994,2021,112490,2018,75.448,2020,10220.0002670288,2019
348,Hungary,HUN,9709886,2021,93030,2018,75.6170731707317,2020,46380.0010681152,2019
352,Iceland,ISL,372295,2021,103000,2018,83.0658536585366,2020,1639.99998569489,2019
356,India,IND,1393409033,2021,3287259,2018,69.887,2020,2456300.04882813,2019
360,Indonesia,IDN,276361788,2021,1916862.2,2018,71.908,2020,619840.026855469,2019
364,"Iran, Islamic Rep.",IRN,85028760,2021,1745150,2018,76.87,2020,630010.009765625,2019
368,Iraq,IRQ,41179351,2021,435052,2018,70.748,2020,174559.997558594,2019
372,Ireland,IRL,5028230,2021,70280,2018,82.2048780487805,2020,35750,2019
376,Israel,ISR,9364000,2021,22070,2018,82.7,2020,62650.0015258789,2019
380,Italy,ITA,59066225,2021,302070,2018,82.3439024390244,2020,317239.990234375,2019
384,Cote d'Ivoire,CIV,27053629,2021,322460,2018,58.104,2020,10829.9999237061,2019
388,Jamaica,JAM,2973462,2021,10990,2018,74.586,2020,8390.00034332275,2019
392,Japan,JPN,125681593,2021,377974,2018,84.6156097560976,2020,1081569.94628906,2019
398,Kazakhstan,KAZ,19002586,2021,2724902,2018,71.37,2020,212110.000610352,2019
400,Jordan,JOR,10269022,2021,89320,2018,74.655,2020,24629.9991607666,2019
404,Kenya,KEN,54985702,2021,580370,2018,66.991,2020,22280.0006866455,2019
408,"Korea, Dem. People's Rep.",PRK,25887045,2021,120540,2018,72.453,2020,56040.0009155273,2019
410,"Korea, Rep.",KOR,51744876,2021,100370,2018,83.4268292682927,2020,610789.978027344,2019
417,Kyrgyz Republic,KGZ,6694200,2021,199950,2018,71.8,2020,10050.0001907349,2019
418,Lao PDR,LAO,7379358,2021,236800,2018,68.219,2020,18709.9990844727,2019
422,Lebanon,LBN,6769151,2021,10450,2018,79.004,2020,27950.0007629395,2019
426,Lesotho,LSO,2159067,2021,30360,2018,54.836,2020,769.999980926514,2019
428,Latvia,LVA,1883162,2021,64570,2018,75.3878048780488,2020,7570.00017166138,2019
430,Liberia,LBR,5180208,2021,111370,2018,64.423,2020,1179.99994754791,2019
434,Libya,LBY,6958538,2021,1759540,2018,73.082,2020,56799.9992370605,2019
438,Liechtenstein,LIE,38254,2021,160,2018,81.8073170731707,2020,150.000005960464,2019
440,Lithuania,LTU,2795321,2021,65290,2018,74.9292682926829,2020,11729.9995422363,2019
450,Madagascar,MDG,28427333,2021,587295,2018,67.39,2020,4119.99988555908,2019
454,Malawi,MWI,19647681,2021,118480,2018,64.694,2020,1450.00004768372,2019
458,Malaysia,MYS,32776195,2021,330345,2018,76.306,2020,253270.004272461,2019
462,Maldives,MDV,543620,2021,300,2018,79.208,2020,2109.99989509583,2019
466,Mali,MLI,20855724,2021,1240190,2018,59.692,2020,5829.99992370605,2019
470,Malta,MLT,516869,2021,320,2018,82.6536585365854,2020,1659.9999666214,2019
478,Mauritania,MRT,4775110,2021,1030700,2018,65.129,2020,3950.00004768372,2019
480,Mauritius,MUS,1266060,2021,2040,2018,74.1770731707317,2020,4170.00007629395,2019
484,Mexico,MEX,130262220,2021,1964375,2018,75.131,2020,449269.989013672,2019
496,Mongolia,MNG,3329282,2021,1564116,2018,70.056,2020,23069.9996948242,2019
498,Moldova,MDA,2573928,2021,33850,2018,72.006,2020,8859.99965667725,2019
499,Montenegro,MNE,620173,2021,13810,2018,75.9317073170732,2020,2599.99990463257,2019
504,Morocco,MAR,37344787,2021,446550,2018,76.901,2020,71480.0033569336,2019
508,Mozambique,MOZ,32163045,2021,799380,2018,61.387,2020,7500,2019
512,Oman,OMN,5223376,2021,309500,2018,78.078,2020,76029.9987792969,2019
516,Namibia,NAM,2587344,2021,824290,2018,64.045,2020,4219.99979019165,2019
520,Nauru,NRU,10873,2021,20,2018,,,59.9999986588955,2019
524,Nepal,NPL,29674920,2021,147180,2018,71.067,2020,13449.9998092651,2019
528,Netherlands,NLD,17533405,2021,41540,2018,81.409756097561,2020,146339.996337891,2019
533,Aruba,ABW,107195,2021,180,2018,76.434,2020,,
534,Sint Maarten (Dutch part),SXM,42846,2021,34,2018,78.2926829268293,2016,,
548,Vanuatu,VUT,314464,2021,12190,2018,70.623,2020,209.999993443489,2019
554,New Zealand,NZL,5122600,2021,267710,2018,82.0560975609756,2020,34009.9983215332,2019
558,Nicaragua,NIC,6702379,2021,130370,2018,74.697,2020,5239.99977111816,2019
562,Niger,NER,25130810,2021,1267000,2018,62.792,2020,2150.00009536743,2019
566,Nigeria,NGA,211400704,2021,923770,2018,55.018,2020,115279.998779297,2019
578,Norway,NOR,5408320,2021,625221.59,2018,83.209756097561,2020,35950.0007629395,2019
580,Northern Mariana Islands,MNP,57910,2021,460,2018,,,,
583,"Micronesia, Fed. Sts.",FSM,116255,2021,700,2018,68.002,2020,180.000007152557,2019
584,Marshall Islands,MHL,59618,2021,180,2018,65.2390243902439,2000,180.000007152557,2019
585,Palau,PLW,18174,2021,460,2018,69.1292682926829,2005,250,2019
586,Pakistan,PAK,225199929,2021,796100,2018,67.428,2020,190570.007324219,2019
591,Panama,PAN,4381583,2021,75320,2018,78.68,2020,13340.0001525879,2019
598,Papua New Guinea,PNG,9119005,2021,462840,2018,64.725,2020,7579.99992370605,2019
600,Paraguay,PRY,7219641,2021,406752,2018,74.363,2020,8210.00003814697,2019
604,Peru,PER,33359416,2021,1285220,2018,76.947,2020,56750,2019
608,Philippines,PHL,111046910,2021,300000,2018,71.36,2020,145419.998168945,2019
616,Poland,POL,37781024,2021,312690,2018,76.6,2020,295130.004882813,2019
620,Portugal,PRT,10299423,2021,92225.6,2018,80.9756097560976,2020,44639.9993896484,2019
624,Guinea-Bissau,GNB,2015490,2021,36130,2018,58.634,2020,330.000013113022,2019
626,Timor-Leste,TLS,1343875,2021,14870,2018,69.712,2020,620.000004768372,2019
630,Puerto Rico,PRI,3263584,2021,8870,2018,80.0874634146342,2020,,
634,Qatar,QAT,2930524,2021,11490,2018,80.363,2020,91970.0012207031,2019
642,Romania,ROU,19115146,2021,238400,2018,74.3536585365854,2020,73949.9969482422,2019
643,Russian Federation,RUS,143446060,2021,17098250,2018,71.3387804878049,2020,1703589.96582031,2019
646,Rwanda,RWA,13276517,2021,26340,2018,69.329,2020,1330.00004291534,2019
659,St. Kitts and Nevis,KNA,53546,2021,260,2018,71.3365853658537,2002,250,2019
662,St. Lucia,LCA,184401,2021,620,2018,76.343,2020,540.000021457672,2019
670,St. Vincent and the Grenadines,VCT,111269,2021,390,2018,72.658,2020,259.999990463257,2019
678,Sao Tome and Principe,STP,223364,2021,960,2018,70.583,2020,150.000005960464,2019
682,Saudi Arabia,SAU,35340680,2021,2149690,2018,75.28,2020,523780.029296875,2019
686,Senegal,SEN,17196308,2021,196710,2018,68.213,2020,10619.9998855591,2019
690,Seychelles,SYC,99202,2021,460,2018,77.2365853658537,2020,610.000014305115,2019
694,Sierra Leone,SLE,8141343,2021,72300,2018,55.066,2020,899.999976158142,2019
702,Singapore,SGP,5453566,2021,719,2018,83.7439024390244,2020,47380.0010681152,2019
703,Slovak Republic,SVK,5447247,2021,49030,2018,76.8658536585366,2020,31079.9999237061,2019
704,Vietnam,VNM,98168829,2021,331230,2018,75.493,2020,336489.990234375,2019
705,Slovenia,SVN,2107007,2021,20480,2018,80.5317073170732,2020,13600.0003814697,2019
706,Somalia,SOM,16359500,2021,637660,2018,57.697,2020,689.999997615814,2019
710,South Africa,ZAF,60041996,2021,1219090,2018,64.379,2020,439640.014648438,2019
716,Zimbabwe,ZWE,15092171,2021,390760,2018,61.738,2020,11760.0002288818,2019
728,South Sudan,SSD,11381377,2021,633906.576,2018,58.095,2020,1700.00004768372,2019
729,Sudan,SDN,44909351,2021,1854105.405,2018,65.53,2020,20620.0008392334,2019
740,Suriname,SUR,591798,2021,163820,2018,71.802,2020,2650.00009536743,2019
748,Eswatini,SWZ,1172369,2021,17360,2018,60.721,2020,959.999978542328,2019
752,Sweden,SWE,10415811,2021,447430,2018,82.4073170731707,2020,35000,2019
756,Switzerland,CHE,8697723,2021,41290.39,2018,83.1,2020,37380.0010681152,2019
760,Syrian Arab Republic,SYR,18275704,2021,185180,2018,73.651,2020,25709.9990844727,2019
762,Tajikistan,TJK,9749625,2021,141380,2018,71.301,2020,9420.00007629395,2019
764,Thailand,THA,69950844,2021,513120,2018,77.344,2020,267089.996337891,2019
768,Togo,TGO,8478242,2021,56790,2018,61.34,2020,2369.99988555908,2019
776,Tonga,TON,106759,2021,750,2018,71.018,2020,159.999996423721,2019
780,Trinidad and Tobago,TTO,1403374,2021,5130,2018,73.628,2020,17190.0005340576,2019
784,United Arab Emirates,ARE,9991083,2021,98647.9,2018,78.12,2020,188860.000610352,2019
788,Tunisia,TUN,11935764,2021,163610,2018,76.891,2020,29909.9998474121,2019
792,Turkiye,TUR,85042736,2021,785350,2018,77.928,2020,396839.996337891,2019
795,Turkmenistan,TKM,6117933,2021,488100,2018,68.313,2020,72870.002746582,2019
796,Turks and Caicos Islands,TCA,39226,2021,950,2018,,,,
798,Tuvalu,TUV,11925,2021,30,2018,,,9.99999977648258,2019
800,Uganda,UGA,47123533,2021,241550,2018,63.713,2020,5860.0001335144,2019
804,Ukraine,UKR,43814581,2021,603550,2018,71.1851219512195,2020,174729.995727539,2019
818,"Egypt, Arab Rep.",EGY,104258327,2021,1001450,2018,72.15,2020,249369.995117188,2019
826,United Kingdom,GBR,67326569,2021,243610,2018,80.9024390243903,2020,348920.013427734,2019
834,Tanzania,TZA,61498438,2021,947300,2018,65.815,2020,12449.9998092651,2019
840,United States,USA,331893745,2021,9831510,2018,77.2804878048781,2020,4817720.21484375,2019
850,Virgin Islands (U.S.),VIR,105870,2021,350,2018,79.819512195122,2020,,
854,Burkina Faso,BFA,21497097,2021,274220,2018,61.981,2020,5000,2019
858,Uruguay,URY,3485152,2021,176220,2018,78.056,2020,6489.99977111816,2019
860,Uzbekistan,UZB,34915100,2021,448924,2018,71.848,2020,116709.999084473,2019
862,"Venezuela, RB",VEN,28704947,2021,912050,2018,72.066,2020,112339.996337891,2019
882,Samoa,WSM,200144,2021,2840,2018,73.45,2020,300.000011920929,2019
887,"Yemen, Rep.",YEM,30490639,2021,527970,2018,66.181,2020,11100.0003814697,2019
894,Zambia,ZMB,18920657,2021,752610,2018,64.194,2020,6800.00019073486,2019
