#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5002,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5001,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5000,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:144:3:6109,6109,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6109,Ehetuwewa,ඇහැටුවැව,எகடுவெவை,LK6109,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6112,6112,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6112,Ambanpola,අඹන්පොළ,அம்பன்பொலை,LK6112,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6115,6115,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6115,Kotawehera,කොටවෙහෙර,கொட்டவெகரை,LK6115,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6118,6118,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6118,Rasnayakapura,රස්නායකපුර,இரஸ்நாயக்கபுரம்,LK6118,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6121,6121,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6121,Nikaweratiya,නිකවැරටිය,நிக்கவெரட்டி,LK6121,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6124,6124,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6124,Maho,මහව,மாகோ,LK6124,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6127,6127,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6127,Polpitigama,පොල්පිතිගම,பொல்பித்திகமை,LK6127,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6130,6130,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6130,Ibbagamuwa,ඉබ්බාගමුව,இப்பாகமுவை,LK6130,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6133,6133,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6133,Ganewatta,ගනේවත්ත,கனேவத்தை,LK6133,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6136,6136,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6136,Wariyapola,වාරියපොල,வாரியப்பொலை,LK6136,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6139,6139,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6139,Kobeigane,කොබෙයිගනේ,கொபேய்கனை,LK6139,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6142,6142,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6142,Bingiriya,බිංගිරිය,பிங்கிறியா,LK6142,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6145,6145,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6145,Panduwasnuwara West,පඩුවස්නුවර බටහිර,பண்டவஸ்நுவரை மேற்கு,LK6145,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6148,6148,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6148,Panduwasnuwara East,පඩුවස්නුවර නැගෙනහිර,பண்டவஸ்நுவரை கிழக்கு,LK6148,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6149,6149,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6149,Bamunakotuwa,බමුණුකොටුව,பமுணுகொடுவை,LK6149,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6151,6151,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6151,Maspotha,මාස්පොත,மஸ்பொத்தை,LK6151,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6154,6154,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6154,Kurunegala,කුරුණෑගල,குருணாகல்,LK6154,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6157,6157,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6157,Mallawapitiya,මල්ලවපිටිය,மல்லவபிட்டி,LK6157,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6160,6160,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6160,Mawathagama,මාවතගම,மாவத்தகமை,LK6160,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6163,6163,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6163,Rideegama,රිදිගම,ரிதிகமை,LK6163,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6166,6166,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6166,Weerabugedara,වීරඹුගෙදර,வெரம்புகெதறை,LK6166,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6169,6169,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6169,Kuliyapitiya East,කුලියාපිටිය නැගෙනහිර,குளியாப்பிட்டி கிழக்கு,LK6169,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6172,6172,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6172,Kuliyapitiya West,කුලියාපිටිය බටහිර,குளியாப்பிட்டி மேற்கு,LK6172,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6175,6175,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6175,Udubaddawa,උඩුබැද්දාව,உடுபத்தாவை,LK6175,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6178,6178,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6178,Pannala,පන්නල,பன்னலை,LK6178,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6181,6181,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6181,Narammala,නාරම්මල,நாரம்மலை,LK6181,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6184,6184,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6184,Alawwa,අලව්ව,அலவை,LK6184,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6187,6187,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6187,Polgahawela,පොල්ගහවෙල,பொல்கஹவெலை,LK6187,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6203,6203,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6203,Kalpitiya,කල්පිටිය,கற்பிட்டி,LK6203,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6206,6206,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6206,Vanathavilluwa,වනාතවිල්ලුව,வானத்தவில்லு,LK6206,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6209,6209,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6209,Karuwalagaswewa,කරුවලගස්වැව,கறுவெலகஸ்வெவை,LK6209,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6212,6212,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6212,Nawagattegama,නවගත්තේගම,நவகத்தேகமை,LK6212,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6215,6215,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6215,Puttalam,පුත්තලම,புத்தளம்,LK6215,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6218,6218,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6218,Mundel,මුන්දලම,முந்தல்,LK6218,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6221,6221,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6221,Mahakumbukkadawala,මහකුඹුක්කඩවල,மகாகும்புக்கடவலை,LK6221,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6224,6224,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6224,Anamaduwa,ආණමඩුව,ஆனமடுவை,LK6224,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6227,6227,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6227,Pallama,පල්ලම,பள்ளமை,LK6227,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6230,6230,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6230,Arachchikattuwa,ආරච්චිකට්ටුව,ஆராச்சிக்கட்டு,LK6230,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6233,6233,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6233,Chilaw,හලාවත,சிலாபம்,LK6233,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6236,6236,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6236,Madampe,මාදම්පෙ,மாதம்பை,LK6236,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6239,6239,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6239,Mahawewa,මහවැව,மகாவெவை,LK6239,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6242,6242,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6242,Nattandiya,නාත්තන්ඩිය,நாத்தாண்டி,LK6242,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6245,6245,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6245,Wennappuwa,වෙන්නප්පුව,வென்னப்புவை,LK6245,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6248,6248,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:62,1603:45:16:144:3:6248,Dankotuwa,දංකොටුව,தங்கொட்டுவை,LK6248,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7103,7103,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7103,Padaviya,පදවිය,பதவியா,LK7103,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7106,7106,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7106,Kebithigollewa,කැඹිතිගොල්ලෑව,கெப்பிட்டிக்கொல்லாவை,LK7106,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7109,7109,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7109,Medawachchiya,මැදවච්චිය,மதவாச்சி,LK7109,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7112,7112,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7112,Mahawilachchiya,මහාවිලච්චිය,மகாவிலாச்சி,LK7112,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7115,7115,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7115,Nuwaragam Palatha Central,නුවරගම් පළාත මධ්‍යම,நுவரகமை பலாத்தை மத்தி,LK7115,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7118,7118,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7118,Rambewa,රඹෑව,இறம்பாவை,LK7118,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7121,7121,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7121,Kahatagasdigiliya,කහටගස්දිගිලිය,ககட்டகஸ்திகிலியை,LK7121,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:7124,7124,1603:45:16:144:0,1603:45:16:144:1:7,1603:45:16:144:2:71,1603:45:16:144:3:7124,Horowpathana,හොරොව්පොතාන,கொரவப்பொத்தானை,LK7124,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
