#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:320:2:110,110,1603:45:16:320:0,1603:45:16:320:1:1,1603:45:16:320:2:110,San Juan Sacatepéquez,GT0110,San Juan Sacatepequez,,,Guatemala,GT01,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:111,111,1603:45:16:320:0,1603:45:16:320:1:1,1603:45:16:320:2:111,San Raimundo,GT0111,San Raimundo,,,Guatemala,GT01,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:112,112,1603:45:16:320:0,1603:45:16:320:1:1,1603:45:16:320:2:112,Chuarrancho,GT0112,Chuarrancho,,,Guatemala,GT01,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:113,113,1603:45:16:320:0,1603:45:16:320:1:1,1603:45:16:320:2:113,Fraijanes,GT0113,Fraijanes,,,Guatemala,GT01,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:114,114,1603:45:16:320:0,1603:45:16:320:1:1,1603:45:16:320:2:114,Amatitlán,GT0114,Amatitlan,,,Guatemala,GT01,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:115,115,1603:45:16:320:0,1603:45:16:320:1:1,1603:45:16:320:2:115,Villa Nueva,GT0115,Villa Nueva,,,Guatemala,GT01,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:116,116,1603:45:16:320:0,1603:45:16:320:1:1,1603:45:16:320:2:116,Villa Canales,GT0116,Villa Canales,,,Guatemala,GT01,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:117,117,1603:45:16:320:0,1603:45:16:320:1:1,1603:45:16:320:2:117,Petapa,GT0117,Petapa,,,Guatemala,GT01,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:201,201,1603:45:16:320:0,1603:45:16:320:1:2,1603:45:16:320:2:201,Guastatoya,GT0201,Guastatoya,,,El Progreso,GT02,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:202,202,1603:45:16:320:0,1603:45:16:320:1:2,1603:45:16:320:2:202,Morazán,GT0202,Morazan,,,El Progreso,GT02,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:203,203,1603:45:16:320:0,1603:45:16:320:1:2,1603:45:16:320:2:203,San Agustín Acasaguastlán,GT0203,San Agustin Acasaguastlan,,,El Progreso,GT02,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:204,204,1603:45:16:320:0,1603:45:16:320:1:2,1603:45:16:320:2:204,San Cristóbal Acasaguastlán,GT0204,San Cristobal Acasaguastlan,,,El Progreso,GT02,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:205,205,1603:45:16:320:0,1603:45:16:320:1:2,1603:45:16:320:2:205,El Jícaro,GT0205,El Jicaro,,,El Progreso,GT02,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:206,206,1603:45:16:320:0,1603:45:16:320:1:2,1603:45:16:320:2:206,Sanarate,GT0206,Sanarate,,,El Progreso,GT02,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:207,207,1603:45:16:320:0,1603:45:16:320:1:2,1603:45:16:320:2:207,Sansare,GT0207,Sansare,,,El Progreso,GT02,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:208,208,1603:45:16:320:0,1603:45:16:320:1:2,1603:45:16:320:2:208,San Antonio La Paz,GT0208,San Antonio La Paz,,,El Progreso,GT02,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:301,301,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:301,Antigua Guatemala,GT0301,Antigua Guatemala,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:302,302,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:302,Jocotenango,GT0302,Jocotenango,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:303,303,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:303,Pastores,GT0303,Pastores,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:304,304,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:304,Sumpango,GT0304,Sumpango,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:305,305,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:305,Santo Domingo Xenacoj,GT0305,Santo Domingo Xenacoj,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:306,306,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:306,Santiago Sacatepéquez,GT0306,Santiago Sacatepequez,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:307,307,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:307,San Bartolomé Milpas Altas,GT0307,San Bartolome Milpas Altas,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:308,308,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:308,San Lucas Sacatepéquez,GT0308,San Lucas Sacatepequez,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:309,309,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:309,Santa Lucía Milpas Altas,GT0309,Santa Lucia Milpas Altas,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:310,310,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:310,Magdalena Milpas Altas,GT0310,Magdalena Milpas Altas,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:311,311,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:311,Santa María de Jesús,GT0311,Santa Maria de Jesus,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:312,312,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:312,Ciudad Vieja,GT0312,Ciudad Vieja,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:313,313,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:313,San Miguel Dueñas,GT0313,San Miguel Duenas,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:314,314,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:314,Alotenango,GT0314,Alotenango,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:315,315,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:315,San Antonio Aguas Calientes,GT0315,San Antonio Aguas Calientes,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:316,316,1603:45:16:320:0,1603:45:16:320:1:3,1603:45:16:320:2:316,Santa Catarina Barahona,GT0316,Santa Catarina Barahona,,,Sacatepéquez,GT03,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:401,401,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:401,Chimaltenango,GT0401,Chimaltenango,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:402,402,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:402,San José Poaquil,GT0402,San Jose Poaquil,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:403,403,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:403,San Martín Jilotepeque,GT0403,San Martin Jilotepeque,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:404,404,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:404,Comalapa,GT0404,Comalapa,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:405,405,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:405,Santa Apolonia,GT0405,Santa Apolonia,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:406,406,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:406,Tecpán Guatemala,GT0406,Tecpan Guatemala,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:407,407,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:407,Patzún,GT0407,Patzun,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:408,408,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:408,Pochuta,GT0408,Pochuta,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:409,409,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:409,Patzicía,GT0409,Patzicia,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:410,410,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:410,Santa Cruz Balanyá,GT0410,Santa Cruz Balanya,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:411,411,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:411,Acatenango,GT0411,Acatenango,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:412,412,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:412,Yepocapa,GT0412,Yepocapa,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:413,413,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:413,San Andrés Itzapa,GT0413,San Andres Itzapa,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:414,414,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:414,Parramos,GT0414,Parramos,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:415,415,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:415,Zaragoza,GT0415,Zaragoza,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:416,416,1603:45:16:320:0,1603:45:16:320:1:4,1603:45:16:320:2:416,El Tejar,GT0416,El Tejar,,,Chimaltenango,GT04,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:501,501,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:501,Escuintla,GT0501,Escuintla,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:502,502,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:502,Santa Lucía Cotzumalguapa,GT0502,Santa Lucia Cotzumalguapa,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:503,503,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:503,La Democracia,GT0503,La Democracia,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:504,504,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:504,Siquinalá,GT0504,Siquinala,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:505,505,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:505,Masagua,GT0505,Masagua,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:506,506,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:506,Tiquisate,GT0506,Tiquisate,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:507,507,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:507,La Gomera,GT0507,La Gomera,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:508,508,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:508,Guanagazapa,GT0508,Guanagazapa,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:509,509,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:509,San José,GT0509,San Jose,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:510,510,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:510,Iztapa,GT0510,Iztapa,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:511,511,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:511,Palín,GT0511,Palin,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:512,512,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:512,San Vicente Pacaya,GT0512,San Vicente Pacaya,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:513,513,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:513,Nueva Concepción,GT0513,Nueva Concepcion,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:514,514,1603:45:16:320:0,1603:45:16:320:1:5,1603:45:16:320:2:514,Sipacate,GT0514,Sipacate,,,Escuintla,GT05,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:601,601,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:601,Cuilapa,GT0601,Cuilapa,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:602,602,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:602,Barberena,GT0602,Barberena,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:603,603,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:603,Santa Rosa de Lima,GT0603,Santa Rosa de Lima,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:604,604,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:604,Casillas,GT0604,Casillas,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:605,605,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:605,San Rafael Las Flores,GT0605,San Rafael Las Flores,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:606,606,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:606,Oratorio,GT0606,Oratorio,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:607,607,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:607,San Juan Tecuaco,GT0607,San Juan Tecuaco,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:608,608,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:608,Chiquimulilla,GT0608,Chiquimulilla,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:609,609,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:609,Taxisco,GT0609,Taxisco,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:610,610,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:610,Santa María Ixhuatán,GT0610,Santa Maria Ixhuatan,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:611,611,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:611,Guazacapán,GT0611,Guazacapan,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:612,612,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:612,Santa Cruz Naranjo,GT0612,Santa Cruz Naranjo,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:613,613,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:613,Pueblo Nuevo Viñas,GT0613,Pueblo Nuevo Vinas,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:614,614,1603:45:16:320:0,1603:45:16:320:1:6,1603:45:16:320:2:614,Nueva Santa Rosa,GT0614,Nueva Santa Rosa,,,Santa Rosa,GT06,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:700,700,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:700,Lago De Atitlan,GT0700,Lago De Atitlan,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:701,701,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:701,Sololá,GT0701,Solola,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:702,702,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:702,San José Chacayá,GT0702,San Jose Chacaya,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:703,703,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:703,Santa María Visitación,GT0703,Santa Maria Visitacion,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:704,704,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:704,Santa Lucía Utatlán,GT0704,Santa Lucia Utatlan,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:705,705,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:705,Nahualá,GT0705,Nahuala,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:706,706,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:706,Santa Catarina Ixtahuacán,GT0706,Santa Catarina Ixtahuacan,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:707,707,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:707,Santa Clara La Laguna,GT0707,Santa Clara La Laguna,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:708,708,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:708,Concepción,GT0708,Concepcion,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:709,709,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:709,San Andrés Semetabaj,GT0709,San Andres Semetabaj,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:710,710,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:710,Panajachel,GT0710,Panajachel,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:711,711,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:711,Santa Catarina Palopó,GT0711,Santa Catarina Palopo,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:712,712,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:712,San Antonio Palopó,GT0712,San Antonio Palopo,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:713,713,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:713,San Lucas Tolimán,GT0713,San Lucas Toliman,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:714,714,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:714,Santa Cruz La Laguna,GT0714,Santa Cruz La Laguna,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:715,715,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:715,San Pablo La Laguna,GT0715,San Pablo La Laguna,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:716,716,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:716,San Marcos La Laguna,GT0716,San Marcos La Laguna,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:717,717,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:717,San Juan La Laguna,GT0717,San Juan La Laguna,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:718,718,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:718,San Pedro La Laguna,GT0718,San Pedro La Laguna,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:719,719,1603:45:16:320:0,1603:45:16:320:1:7,1603:45:16:320:2:719,Santiago Atitlán,GT0719,Santiago Atitlan,,,Sololá,GT07,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:801,801,1603:45:16:320:0,1603:45:16:320:1:8,1603:45:16:320:2:801,Totonicapán,GT0801,Totonicapan,,,Totonicapán,GT08,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:802,802,1603:45:16:320:0,1603:45:16:320:1:8,1603:45:16:320:2:802,San Cristóbal Totonicapán,GT0802,San Cristobal Totonicapan,,,Totonicapán,GT08,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:803,803,1603:45:16:320:0,1603:45:16:320:1:8,1603:45:16:320:2:803,San Francisco El Alto,GT0803,San Francisco El Alto,,,Totonicapán,GT08,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:804,804,1603:45:16:320:0,1603:45:16:320:1:8,1603:45:16:320:2:804,San Andrés Xecul,GT0804,San Andres Xecul,,,Totonicapán,GT08,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:805,805,1603:45:16:320:0,1603:45:16:320:1:8,1603:45:16:320:2:805,Momostenango,GT0805,Momostenango,,,Totonicapán,GT08,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:806,806,1603:45:16:320:0,1603:45:16:320:1:8,1603:45:16:320:2:806,Santa María Chiquimula,GT0806,Santa Maria Chiquimula,,,Totonicapán,GT08,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:807,807,1603:45:16:320:0,1603:45:16:320:1:8,1603:45:16:320:2:807,Santa Lucía La Reforma,GT0807,Santa Lucia La Reforma,,,Totonicapán,GT08,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:808,808,1603:45:16:320:0,1603:45:16:320:1:8,1603:45:16:320:2:808,San Bartolo,GT0808,San Bartolo,,,Totonicapán,GT08,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:901,901,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:901,Quetzaltenango,GT0901,Quetzaltenango,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:902,902,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:902,Salcajá,GT0902,Salcaja,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:903,903,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:903,Olintepeque,GT0903,Olintepeque,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:904,904,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:904,San Carlos Sija,GT0904,San Carlos Sija,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
1603:45:16:320:2:905,905,1603:45:16:320:0,1603:45:16:320:1:9,1603:45:16:320:2:905,Sibilia,GT0905,Sibilia,,,Quetzaltenango,GT09,Guatemala,GT,2019-02-15,2019-11-10,
