#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm2+name+i_fra+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_fra+is_latn,#adm2+name+alt2+i_fra+is_latn,#adm1+name+i_fra+is_latn,#adm1+code+v_pcode,#country+name+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:686:2:502,502,Kaolack,SN0502,,,,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:503,503,Nioro Du Rip,SN0503,,,,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:601,601,Kedougou,SN0601,,,,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:602,602,Salemata,SN0602,,,,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:603,603,Saraya,SN0603,,,,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:701,701,Kolda,SN0701,,,,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:702,702,Medina Yoroufoula,SN0702,,,,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:703,703,Velingara,SN0703,,,,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:801,801,Kebemer,SN0801,,,,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:802,802,Linguere,SN0802,,,,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:803,803,Louga,SN0803,,,,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:901,901,Kanel,SN0901,,,,Matam,SN09,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:902,902,Matam,SN0902,,,,Matam,SN09,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:903,903,Ranerou,SN0903,,,,Matam,SN09,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1001,1001,Dagana,SN1001,,,,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1002,1002,Podor,SN1002,,,,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1003,1003,Saint Louis,SN1003,,,,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1101,1101,Bounkiling,SN1101,,,,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1102,1102,Goudomp,SN1102,,,,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1103,1103,Sedhiou,SN1103,,,,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1201,1201,Bakel,SN1201,,,,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1202,1202,Goudiry,SN1202,,,,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1203,1203,Koumpentoum,SN1203,,,,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1204,1204,Tambacounda,SN1204,,,,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1301,1301,Mbour,SN1301,,,,Thies,SN13,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1302,1302,Thies,SN1302,,,,Thies,SN13,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1303,1303,Tivaoune,SN1303,,,,Thies,SN13,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1401,1401,Bignona,SN1401,,,,Ziguinchor,SN14,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1402,1402,Oussouye,SN1402,,,,Ziguinchor,SN14,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:2:1403,1403,Ziguinchor,SN1403,,,,Ziguinchor,SN14,Senegal,SN,2019-04-30,2022-01-04,
