#adm2+code+pcode,#date,#date+valid_on,#date+valid_to
AF0905,2017-08-23,2018-05-22,
AF0906,2017-08-23,2018-05-22,
AF0907,2017-08-23,2018-05-22,
AF0908,2017-08-23,2018-05-22,
AF0909,2017-08-23,2018-05-22,
AF0910,2017-08-23,2018-05-22,
AF0911,2017-08-23,2018-05-22,
AF0912,2017-08-23,2018-05-22,
AF0913,2017-08-23,2018-05-22,
AF0914,2017-08-23,2018-05-22,
AF0915,2017-08-23,2018-05-22,
AF1001,2017-08-23,2018-05-22,
AF1002,2017-08-23,2018-05-22,
AF1003,2017-08-23,2018-05-22,
AF1004,2017-08-23,2018-05-22,
AF1005,2017-08-23,2018-05-22,
AF1006,2017-08-23,2018-05-22,
AF1007,2017-08-23,2018-05-22,
AF1101,2017-08-23,2018-05-22,
AF1102,2017-08-23,2018-05-22,
AF1103,2017-08-23,2018-05-22,
AF1104,2017-08-23,2018-05-22,
AF1105,2017-08-23,2018-05-22,
AF1106,2017-08-23,2018-05-22,
AF1107,2017-08-23,2018-05-22,
AF1108,2017-08-23,2018-05-22,
AF1109,2017-08-23,2018-05-22,
AF1110,2017-08-23,2018-05-22,
AF1111,2017-08-23,2018-05-22,
AF1112,2017-08-23,2018-05-22,
AF1113,2017-08-23,2018-05-22,
AF1114,2017-08-23,2018-05-22,
AF1115,2017-08-23,2018-05-22,
AF1116,2017-08-23,2018-05-22,
AF1117,2017-08-23,2018-05-22,
AF1118,2017-08-23,2018-05-22,
AF1119,2017-08-23,2018-05-22,
AF1201,2017-08-23,2018-05-22,
AF1202,2017-08-23,2018-05-22,
AF1203,2017-08-23,2018-05-22,
AF1204,2017-08-23,2018-05-22,
AF1205,2017-08-23,2018-05-22,
AF1206,2017-08-23,2018-05-22,
AF1207,2017-08-23,2018-05-22,
AF1208,2017-08-23,2018-05-22,
AF1209,2017-08-23,2018-05-22,
AF1210,2017-08-23,2018-05-22,
AF1211,2017-08-23,2018-05-22,
AF1212,2017-08-23,2018-05-22,
AF1213,2017-08-23,2018-05-22,
AF1214,2017-08-23,2018-05-22,
AF1215,2017-08-23,2018-05-22,
AF1216,2017-08-23,2018-05-22,
AF1217,2017-08-23,2018-05-22,
AF1218,2017-08-23,2018-05-22,
AF1219,2017-08-23,2018-05-22,
AF1301,2017-08-23,2018-05-22,
AF1302,2017-08-23,2018-05-22,
AF1303,2017-08-23,2018-05-22,
AF1304,2017-08-23,2018-05-22,
AF1305,2017-08-23,2018-05-22,
AF1306,2017-08-23,2018-05-22,
AF1307,2017-08-23,2018-05-22,
AF1308,2017-08-23,2018-05-22,
AF1309,2017-08-23,2018-05-22,
AF1310,2017-08-23,2018-05-22,
AF1311,2017-08-23,2018-05-22,
AF1401,2017-08-23,2018-05-22,
AF1402,2017-08-23,2018-05-22,
AF1403,2017-08-23,2018-05-22,
AF1404,2017-08-23,2018-05-22,
AF1405,2017-08-23,2018-05-22,
AF1406,2017-08-23,2018-05-22,
AF1407,2017-08-23,2018-05-22,
AF1408,2017-08-23,2018-05-22,
AF1409,2017-08-23,2018-05-22,
AF1410,2017-08-23,2018-05-22,
AF1411,2017-08-23,2018-05-22,
AF1412,2017-08-23,2018-05-22,
AF1413,2017-08-23,2018-05-22,
AF1501,2017-08-23,2018-05-22,
AF1502,2017-08-23,2018-05-22,
AF1503,2017-08-23,2018-05-22,
AF1504,2017-08-23,2018-05-22,
AF1505,2017-08-23,2018-05-22,
AF1506,2017-08-23,2018-05-22,
AF1507,2017-08-23,2018-05-22,
AF1508,2017-08-23,2018-05-22,
AF1509,2017-08-23,2018-05-22,
AF1510,2017-08-23,2018-05-22,
AF1511,2017-08-23,2018-05-22,
AF1512,2017-08-23,2018-05-22,
AF1513,2017-08-23,2018-05-22,
AF1514,2017-08-23,2018-05-22,
AF1515,2017-08-23,2018-05-22,
AF1601,2017-08-23,2018-05-22,
AF1602,2017-08-23,2018-05-22,
AF1603,2017-08-23,2018-05-22,
AF1604,2017-08-23,2018-05-22,
AF1605,2017-08-23,2018-05-22,
AF1606,2017-08-23,2018-05-22,
AF1607,2017-08-23,2018-05-22,
AF1608,2017-08-23,2018-05-22,
AF1701,2017-08-23,2018-05-22,
AF1702,2017-08-23,2018-05-22,
AF1703,2017-08-23,2018-05-22,
AF1704,2017-08-23,2018-05-22,
AF1705,2017-08-23,2018-05-22,
AF1706,2017-08-23,2018-05-22,
AF1707,2017-08-23,2018-05-22,
AF1708,2017-08-23,2018-05-22,
AF1709,2017-08-23,2018-05-22,
AF1710,2017-08-23,2018-05-22,
AF1711,2017-08-23,2018-05-22,
AF1712,2017-08-23,2018-05-22,
AF1713,2017-08-23,2018-05-22,
AF1714,2017-08-23,2018-05-22,
AF1715,2017-08-23,2018-05-22,
AF1716,2017-08-23,2018-05-22,
AF1717,2017-08-23,2018-05-22,
AF1718,2017-08-23,2018-05-22,
AF1719,2017-08-23,2018-05-22,
AF1720,2017-08-23,2018-05-22,
AF1721,2017-08-23,2018-05-22,
AF1722,2017-08-23,2018-05-22,
AF1723,2017-08-23,2018-05-22,
AF1724,2017-08-23,2018-05-22,
AF1725,2017-08-23,2018-05-22,
AF1726,2017-08-23,2018-05-22,
AF1727,2017-08-23,2018-05-22,
AF1728,2017-08-23,2018-05-22,
AF1801,2017-08-23,2018-05-22,
AF1802,2017-08-23,2018-05-22,
AF1803,2017-08-23,2018-05-22,
AF1804,2017-08-23,2018-05-22,
AF1805,2017-08-23,2018-05-22,
AF1806,2017-08-23,2018-05-22,
AF1807,2017-08-23,2018-05-22,
AF1808,2017-08-23,2018-05-22,
AF1809,2017-08-23,2018-05-22,
AF1810,2017-08-23,2018-05-22,
AF1811,2017-08-23,2018-05-22,
AF1812,2017-08-23,2018-05-22,
AF1813,2017-08-23,2018-05-22,
AF1814,2017-08-23,2018-05-22,
AF1815,2017-08-23,2018-05-22,
AF1816,2017-08-23,2018-05-22,
AF1817,2017-08-23,2018-05-22,
AF1901,2017-08-23,2018-05-22,
AF1902,2017-08-23,2018-05-22,
AF1903,2017-08-23,2018-05-22,
AF1904,2017-08-23,2018-05-22,
AF1905,2017-08-23,2018-05-22,
AF1906,2017-08-23,2018-05-22,
AF1907,2017-08-23,2018-05-22,
AF2001,2017-08-23,2018-05-22,
AF2002,2017-08-23,2018-05-22,
AF2003,2017-08-23,2018-05-22,
AF2004,2017-08-23,2018-05-22,
AF2005,2017-08-23,2018-05-22,
AF2006,2017-08-23,2018-05-22,
AF2007,2017-08-23,2018-05-22,
AF2101,2017-08-23,2018-05-22,
AF2102,2017-08-23,2018-05-22,
AF2103,2017-08-23,2018-05-22,
AF2104,2017-08-23,2018-05-22,
AF2105,2017-08-23,2018-05-22,
AF2106,2017-08-23,2018-05-22,
AF2107,2017-08-23,2018-05-22,
AF2108,2017-08-23,2018-05-22,
AF2109,2017-08-23,2018-05-22,
AF2110,2017-08-23,2018-05-22,
AF2111,2017-08-23,2018-05-22,
AF2112,2017-08-23,2018-05-22,
AF2113,2017-08-23,2018-05-22,
AF2114,2017-08-23,2018-05-22,
AF2115,2017-08-23,2018-05-22,
AF2116,2017-08-23,2018-05-22,
AF2201,2017-08-23,2018-05-22,
AF2202,2017-08-23,2018-05-22,
AF2203,2017-08-23,2018-05-22,
AF2204,2017-08-23,2018-05-22,
AF2205,2017-08-23,2018-05-22,
AF2206,2017-08-23,2018-05-22,
AF2207,2017-08-23,2018-05-22,
AF2301,2017-08-23,2018-05-22,
AF2302,2017-08-23,2018-05-22,
AF2303,2017-08-23,2018-05-22,
AF2304,2017-08-23,2018-05-22,
AF2305,2017-08-23,2018-05-22,
AF2306,2017-08-23,2018-05-22,
AF2307,2017-08-23,2018-05-22,
AF2308,2017-08-23,2018-05-22,
AF2309,2017-08-23,2018-05-22,
AF2310,2017-08-23,2018-05-22,
AF2401,2017-08-23,2018-05-22,
AF2402,2017-08-23,2018-05-22,
AF2403,2017-08-23,2018-05-22,
AF2404,2017-08-23,2018-05-22,
AF2405,2017-08-23,2018-05-22,
AF2406,2017-08-23,2018-05-22,
AF2407,2017-08-23,2018-05-22,
AF2408,2017-08-23,2018-05-22,
AF2409,2017-08-23,2018-05-22,
AF2501,2017-08-23,2018-05-22,
AF2502,2017-08-23,2018-05-22,
AF2503,2017-08-23,2018-05-22,
AF2504,2017-08-23,2018-05-22,
AF2505,2017-08-23,2018-05-22,
AF2601,2017-08-23,2018-05-22,
AF2602,2017-08-23,2018-05-22,
AF2603,2017-08-23,2018-05-22,
AF2604,2017-08-23,2018-05-22,
AF2605,2017-08-23,2018-05-22,
AF2606,2017-08-23,2018-05-22,
AF2607,2017-08-23,2018-05-22,
AF2608,2017-08-23,2018-05-22,
AF2609,2017-08-23,2018-05-22,
AF2610,2017-08-23,2018-05-22,
AF2611,2017-08-23,2018-05-22,
AF2701,2017-08-23,2018-05-22,
AF2702,2017-08-23,2018-05-22,
AF2703,2017-08-23,2018-05-22,
AF2704,2017-08-23,2018-05-22,
AF2705,2017-08-23,2018-05-22,
AF2706,2017-08-23,2018-05-22,
AF2707,2017-08-23,2018-05-22,
AF2708,2017-08-23,2018-05-22,
AF2709,2017-08-23,2018-05-22,
AF2710,2017-08-23,2018-05-22,
AF2711,2017-08-23,2018-05-22,
AF2712,2017-08-23,2018-05-22,
AF2713,2017-08-23,2018-05-22,
AF2714,2017-08-23,2018-05-22,
AF2715,2017-08-23,2018-05-22,
AF2716,2017-08-23,2018-05-22,
AF2801,2017-08-23,2018-05-22,
AF2802,2017-08-23,2018-05-22,
AF2803,2017-08-23,2018-05-22,
AF2804,2017-08-23,2018-05-22,
AF2805,2017-08-23,2018-05-22,
AF2806,2017-08-23,2018-05-22,
AF2807,2017-08-23,2018-05-22,
AF2808,2017-08-23,2018-05-22,
AF2809,2017-08-23,2018-05-22,
AF2810,2017-08-23,2018-05-22,
AF2811,2017-08-23,2018-05-22,
AF2901,2017-08-23,2018-05-22,
AF2902,2017-08-23,2018-05-22,
AF2903,2017-08-23,2018-05-22,
AF2904,2017-08-23,2018-05-22,
AF2905,2017-08-23,2018-05-22,
AF2906,2017-08-23,2018-05-22,
AF2907,2017-08-23,2018-05-22,
AF2908,2017-08-23,2018-05-22,
AF2909,2017-08-23,2018-05-22,
AF2910,2017-08-23,2018-05-22,
AF2911,2017-08-23,2018-05-22,
AF2912,2017-08-23,2018-05-22,
AF2913,2017-08-23,2018-05-22,
AF2914,2017-08-23,2018-05-22,
AF3001,2017-08-23,2018-05-22,
AF3002,2017-08-23,2018-05-22,
AF3003,2017-08-23,2018-05-22,
AF3004,2017-08-23,2018-05-22,
AF3005,2017-08-23,2018-05-22,
AF3006,2017-08-23,2018-05-22,
AF3007,2017-08-23,2018-05-22,
AF3008,2017-08-23,2018-05-22,
AF3009,2017-08-23,2018-05-22,
AF3010,2017-08-23,2018-05-22,
AF3011,2017-08-23,2018-05-22,
AF3012,2017-08-23,2018-05-22,
AF3013,2017-08-23,2018-05-22,
AF3101,2017-08-23,2018-05-22,
AF3102,2017-08-23,2018-05-22,
AF3103,2017-08-23,2018-05-22,
AF3104,2017-08-23,2018-05-22,
AF3105,2017-08-23,2018-05-22,
AF3106,2017-08-23,2018-05-22,
AF3107,2017-08-23,2018-05-22,
AF3201,2017-08-23,2018-05-22,
AF3202,2017-08-23,2018-05-22,
AF3203,2017-08-23,2018-05-22,
AF3204,2017-08-23,2018-05-22,
AF3205,2017-08-23,2018-05-22,
AF3206,2017-08-23,2018-05-22,
AF3207,2017-08-23,2018-05-22,
AF3208,2017-08-23,2018-05-22,
AF3209,2017-08-23,2018-05-22,
AF3210,2017-08-23,2018-05-22,
AF3211,2017-08-23,2018-05-22,
AF3212,2017-08-23,2018-05-22,
AF3213,2017-08-23,2018-05-22,
AF3214,2017-08-23,2018-05-22,
AF3215,2017-08-23,2018-05-22,
AF3216,2017-08-23,2018-05-22,
AF3301,2017-08-23,2018-05-22,
AF3302,2017-08-23,2018-05-22,
AF3303,2017-08-23,2018-05-22,
AF3304,2017-08-23,2018-05-22,
AF3305,2017-08-23,2018-05-22,
AF3306,2017-08-23,2018-05-22,
AF3307,2017-08-23,2018-05-22,
AF3308,2017-08-23,2018-05-22,
AF3309,2017-08-23,2018-05-22,
AF3310,2017-08-23,2018-05-22,
AF3311,2017-08-23,2018-05-22,
AF3401,2017-08-23,2018-05-22,
AF3402,2017-08-23,2018-05-22,
AF3403,2017-08-23,2018-05-22,
AF3404,2017-08-23,2018-05-22,
AF3405,2017-08-23,2018-05-22,
AO01001,2018-08-30,2018-09-04,
AO01002,2018-08-30,2018-09-04,
AO01005,2018-08-30,2018-09-04,
AO01040,2018-08-30,2018-09-04,
AO01043,2018-08-30,2018-09-04,
AO01047,2018-08-30,2018-09-04,
AO02006,2018-08-30,2018-09-04,
AO02007,2018-08-30,2018-09-04,
AO02008,2018-08-30,2018-09-04,
AO02009,2018-08-30,2018-09-04,
AO02010,2018-08-30,2018-09-04,
AO02011,2018-08-30,2018-09-04,
AO02012,2018-08-30,2018-09-04,
AO02013,2018-08-30,2018-09-04,
AO02014,2018-08-30,2018-09-04,
AO02164,2018-08-30,2018-09-04,
AO03015,2018-08-30,2018-09-04,
AO03016,2018-08-30,2018-09-04,
AO03017,2018-08-30,2018-09-04,
AO03018,2018-08-30,2018-09-04,
AO03019,2018-08-30,2018-09-04,
AO03020,2018-08-30,2018-09-04,
AO03021,2018-08-30,2018-09-04,
AO03022,2018-08-30,2018-09-04,
AO03023,2018-08-30,2018-09-04,
AO04024,2018-08-30,2018-09-04,
AO04025,2018-08-30,2018-09-04,
AO04026,2018-08-30,2018-09-04,
AO04027,2018-08-30,2018-09-04,
AO05028,2018-08-30,2018-09-04,
AO05029,2018-08-30,2018-09-04,
AO05030,2018-08-30,2018-09-04,
AO05031,2018-08-30,2018-09-04,
AO05032,2018-08-30,2018-09-04,
AO05033,2018-08-30,2018-09-04,
AO05034,2018-08-30,2018-09-04,
AO05035,2018-08-30,2018-09-04,
AO05036,2018-08-30,2018-09-04,
AO06037,2018-08-30,2018-09-04,
AO06038,2018-08-30,2018-09-04,
AO06039,2018-08-30,2018-09-04,
AO06041,2018-08-30,2018-09-04,
AO06042,2018-08-30,2018-09-04,
AO06044,2018-08-30,2018-09-04,
AO06045,2018-08-30,2018-09-04,
AO06046,2018-08-30,2018-09-04,
AO06048,2018-08-30,2018-09-04,
AO06049,2018-08-30,2018-09-04,
AO07050,2018-08-30,2018-09-04,
AO07051,2018-08-30,2018-09-04,
AO07052,2018-08-30,2018-09-04,
AO07053,2018-08-30,2018-09-04,
AO07054,2018-08-30,2018-09-04,
AO07055,2018-08-30,2018-09-04,
AO07056,2018-08-30,2018-09-04,
AO07057,2018-08-30,2018-09-04,
AO07058,2018-08-30,2018-09-04,
AO07059,2018-08-30,2018-09-04,
AO07060,2018-08-30,2018-09-04,
AO07061,2018-08-30,2018-09-04,
AO08062,2018-08-30,2018-09-04,
AO08063,2018-08-30,2018-09-04,
AO08064,2018-08-30,2018-09-04,
AO08065,2018-08-30,2018-09-04,
AO08066,2018-08-30,2018-09-04,
AO08067,2018-08-30,2018-09-04,
AO09068,2018-08-30,2018-09-04,
AO09069,2018-08-30,2018-09-04,
AO09070,2018-08-30,2018-09-04,
AO09071,2018-08-30,2018-09-04,
AO09072,2018-08-30,2018-09-04,
AO09073,2018-08-30,2018-09-04,
AO09074,2018-08-30,2018-09-04,
AO09075,2018-08-30,2018-09-04,
AO09076,2018-08-30,2018-09-04,
AO09077,2018-08-30,2018-09-04,
AO09078,2018-08-30,2018-09-04,
AO09079,2018-08-30,2018-09-04,
AO09080,2018-08-30,2018-09-04,
AO09165,2018-08-30,2018-09-04,
AO10081,2018-08-30,2018-09-04,
AO10082,2018-08-30,2018-09-04,
AO10083,2018-08-30,2018-09-04,
AO10084,2018-08-30,2018-09-04,
AO10085,2018-08-30,2018-09-04,
AO10086,2018-08-30,2018-09-04,
AO10087,2018-08-30,2018-09-04,
AO10088,2018-08-30,2018-09-04,
AO10089,2018-08-30,2018-09-04,
AO10090,2018-08-30,2018-09-04,
AO10091,2018-08-30,2018-09-04,
AO11003,2018-08-30,2018-09-04,
AO11004,2018-08-30,2018-09-04,
AO11092,2018-08-30,2018-09-04,
AO11093,2018-08-30,2018-09-04,
AO11094,2018-08-30,2018-09-04,
AO11098,2018-08-30,2018-09-04,
AO11100,2018-08-30,2018-09-04,
AO12101,2018-08-30,2018-09-04,
AO12102,2018-08-30,2018-09-04,
AO12103,2018-08-30,2018-09-04,
AO12104,2018-08-30,2018-09-04,
AO12105,2018-08-30,2018-09-04,
AO12106,2018-08-30,2018-09-04,
AO12107,2018-08-30,2018-09-04,
AO12108,2018-08-30,2018-09-04,
AO12109,2018-08-30,2018-09-04,
AO13110,2018-08-30,2018-09-04,
AO13111,2018-08-30,2018-09-04,
AO13112,2018-08-30,2018-09-04,
AO13113,2018-08-30,2018-09-04,
AO14114,2018-08-30,2018-09-04,
AO14115,2018-08-30,2018-09-04,
AO14116,2018-08-30,2018-09-04,
AO14117,2018-08-30,2018-09-04,
AO14118,2018-08-30,2018-09-04,
AO14119,2018-08-30,2018-09-04,
AO14120,2018-08-30,2018-09-04,
AO14121,2018-08-30,2018-09-04,
AO14122,2018-08-30,2018-09-04,
AO14123,2018-08-30,2018-09-04,
AO14124,2018-08-30,2018-09-04,
AO14125,2018-08-30,2018-09-04,
AO14126,2018-08-30,2018-09-04,
AO14127,2018-08-30,2018-09-04,
AO15128,2018-08-30,2018-09-04,
AO15129,2018-08-30,2018-09-04,
AO15130,2018-08-30,2018-09-04,
AO15131,2018-08-30,2018-09-04,
AO15132,2018-08-30,2018-09-04,
AO15133,2018-08-30,2018-09-04,
AO15134,2018-08-30,2018-09-04,
AO15135,2018-08-30,2018-09-04,
AO15136,2018-08-30,2018-09-04,
AO16137,2018-08-30,2018-09-04,
AO16138,2018-08-30,2018-09-04,
AO16139,2018-08-30,2018-09-04,
AO16140,2018-08-30,2018-09-04,
AO16141,2018-08-30,2018-09-04,
AO17142,2018-08-30,2018-09-04,
AO17143,2018-08-30,2018-09-04,
AO17144,2018-08-30,2018-09-04,
AO17145,2018-08-30,2018-09-04,
AO17146,2018-08-30,2018-09-04,
AO17147,2018-08-30,2018-09-04,
AO17148,2018-08-30,2018-09-04,
AO17149,2018-08-30,2018-09-04,
AO17150,2018-08-30,2018-09-04,
AO17151,2018-08-30,2018-09-04,
AO17152,2018-08-30,2018-09-04,
AO17153,2018-08-30,2018-09-04,
AO17154,2018-08-30,2018-09-04,
AO17155,2018-08-30,2018-09-04,
AO17156,2018-08-30,2018-09-04,
AO17157,2018-08-30,2018-09-04,
AO18158,2018-08-30,2018-09-04,
AO18159,2018-08-30,2018-09-04,
AO18160,2018-08-30,2018-09-04,
AO18161,2018-08-30,2018-09-04,
AO18162,2018-08-30,2018-09-04,
AO18163,2018-08-30,2018-09-04,
AR002007,2017-10-12,2020-04-04,
AR002014,2017-10-12,2020-04-04,
AR002021,2017-10-12,2020-04-04,
AR002028,2017-10-12,2020-04-04,
AR002035,2017-10-12,2020-04-04,
AR002042,2017-10-12,2020-04-04,
AR002049,2017-10-12,2020-04-04,
AR002056,2017-10-12,2020-04-04,
AR002063,2017-10-12,2020-04-04,
AR002070,2017-10-12,2020-04-04,
AR002077,2017-10-12,2020-04-04,
AR002084,2017-10-12,2020-04-04,
AR002091,2017-10-12,2020-04-04,
AR002098,2017-10-12,2020-04-04,
AR002105,2017-10-12,2020-04-04,
AR006007,2017-10-12,2020-04-04,
AR006014,2017-10-12,2020-04-04,
AR006021,2017-10-12,2020-04-04,
AR006028,2017-10-12,2020-04-04,
AR006035,2017-10-12,2020-04-04,
AR006042,2017-10-12,2020-04-04,
AR006049,2017-10-12,2020-04-04,
AR006056,2017-10-12,2020-04-04,
AR006063,2017-10-12,2020-04-04,
AR006070,2017-10-12,2020-04-04,
AR006077,2017-10-12,2020-04-04,
AR006084,2017-10-12,2020-04-04,
AR006091,2017-10-12,2020-04-04,
AR006098,2017-10-12,2020-04-04,
AR006105,2017-10-12,2020-04-04,
AR006112,2017-10-12,2020-04-04,
AR006119,2017-10-12,2020-04-04,
AR006126,2017-10-12,2020-04-04,
AR006134,2017-10-12,2020-04-04,
AR006140,2017-10-12,2020-04-04,
AR006147,2017-10-12,2020-04-04,
AR006154,2017-10-12,2020-04-04,
AR006161,2017-10-12,2020-04-04,
AR006168,2017-10-12,2020-04-04,
AR006175,2017-10-12,2020-04-04,
AR006182,2017-10-12,2020-04-04,
AR006189,2017-10-12,2020-04-04,
AR006196,2017-10-12,2020-04-04,
AR006203,2017-10-12,2020-04-04,
AR006210,2017-10-12,2020-04-04,
AR006218,2017-10-12,2020-04-04,
AR006224,2017-10-12,2020-04-04,
AR006231,2017-10-12,2020-04-04,
AR006238,2017-10-12,2020-04-04,
AR006245,2017-10-12,2020-04-04,
AR006252,2017-10-12,2020-04-04,
AR006260,2017-10-12,2020-04-04,
AR006266,2017-10-12,2020-04-04,
AR006270,2017-10-12,2020-04-04,
AR006274,2017-10-12,2020-04-04,
AR006277,2017-10-12,2020-04-04,
AR006280,2017-10-12,2020-04-04,
AR006287,2017-10-12,2020-04-04,
AR006294,2017-10-12,2020-04-04,
AR006301,2017-10-12,2020-04-04,
AR006308,2017-10-12,2020-04-04,
AR006315,2017-10-12,2020-04-04,
AR006322,2017-10-12,2020-04-04,
AR006329,2017-10-12,2020-04-04,
AR006336,2017-10-12,2020-04-04,
AR006343,2017-10-12,2020-04-04,
AR006351,2017-10-12,2020-04-04,
AR006357,2017-10-12,2020-04-04,
AR006364,2017-10-12,2020-04-04,
AR006371,2017-10-12,2020-04-04,
AR006385,2017-10-12,2020-04-04,
AR006392,2017-10-12,2020-04-04,
AR006399,2017-10-12,2020-04-04,
AR006406,2017-10-12,2020-04-04,
AR006408,2017-10-12,2020-04-04,
AR006410,2017-10-12,2020-04-04,
AR006412,2017-10-12,2020-04-04,
AR006413,2017-10-12,2020-04-04,
AR006420,2017-10-12,2020-04-04,
AR006427,2017-10-12,2020-04-04,
AR006434,2017-10-12,2020-04-04,
AR006441,2017-10-12,2020-04-04,
AR006448,2017-10-12,2020-04-04,
AR006455,2017-10-12,2020-04-04,
AR006462,2017-10-12,2020-04-04,
AR006466,2017-10-12,2020-04-04,
AR006469,2017-10-12,2020-04-04,
AR006476,2017-10-12,2020-04-04,
AR006483,2017-10-12,2020-04-04,
AR006490,2017-10-12,2020-04-04,
AR006497,2017-10-12,2020-04-04,
AR006505,2017-10-12,2020-04-04,
AR006511,2017-10-12,2020-04-04,
AR006515,2017-10-12,2020-04-04,
AR006518,2017-10-12,2020-04-04,
AR006525,2017-10-12,2020-04-04,
AR006532,2017-10-12,2020-04-04,
AR006539,2017-10-12,2020-04-04,
AR006547,2017-10-12,2020-04-04,
AR006553,2017-10-12,2020-04-04,
AR006560,2017-10-12,2020-04-04,
AR006568,2017-10-12,2020-04-04,
AR006574,2017-10-12,2020-04-04,
AR006581,2017-10-12,2020-04-04,
AR006588,2017-10-12,2020-04-04,
AR006595,2017-10-12,2020-04-04,
AR006602,2017-10-12,2020-04-04,
AR006609,2017-10-12,2020-04-04,
AR006616,2017-10-12,2020-04-04,
AR006623,2017-10-12,2020-04-04,
AR006630,2017-10-12,2020-04-04,
AR006638,2017-10-12,2020-04-04,
AR006644,2017-10-12,2020-04-04,
AR006648,2017-10-12,2020-04-04,
AR006651,2017-10-12,2020-04-04,
AR006655,2017-10-12,2020-04-04,
AR006658,2017-10-12,2020-04-04,
AR006665,2017-10-12,2020-04-04,
AR006672,2017-10-12,2020-04-04,
AR006679,2017-10-12,2020-04-04,
AR006686,2017-10-12,2020-04-04,
AR006693,2017-10-12,2020-04-04,
AR006700,2017-10-12,2020-04-04,
AR006707,2017-10-12,2020-04-04,
AR006714,2017-10-12,2020-04-04,
AR006721,2017-10-12,2020-04-04,
AR006728,2017-10-12,2020-04-04,
AR006735,2017-10-12,2020-04-04,
AR006742,2017-10-12,2020-04-04,
AR006749,2017-10-12,2020-04-04,
AR006756,2017-10-12,2020-04-04,
AR006760,2017-10-12,2020-04-04,
AR006763,2017-10-12,2020-04-04,
AR006770,2017-10-12,2020-04-04,
AR006778,2017-10-12,2020-04-04,
AR006784,2017-10-12,2020-04-04,
AR006791,2017-10-12,2020-04-04,
