#adm3+code+pcode,#date,#date+valid_on,#date+valid_to
AO09076248,2018-08-30,2018-09-04,
AO09076249,2018-08-30,2018-09-04,
AO09077251,2018-08-30,2018-09-04,
AO09077252,2018-08-30,2018-09-04,
AO09077253,2018-08-30,2018-09-04,
AO09078254,2018-08-30,2018-09-04,
AO09078255,2018-08-30,2018-09-04,
AO09078256,2018-08-30,2018-09-04,
AO09079257,2018-08-30,2018-09-04,
AO09079258,2018-08-30,2018-09-04,
AO09079259,2018-08-30,2018-09-04,
AO09080260,2018-08-30,2018-09-04,
AO09165232,2018-08-30,2018-09-04,
AO09165250,2018-08-30,2018-09-04,
AO09165259,2018-08-30,2018-09-04,
AO09165260,2018-08-30,2018-09-04,
AO10081261,2018-08-30,2018-09-04,
AO10081262,2018-08-30,2018-09-04,
AO10081263,2018-08-30,2018-09-04,
AO10081264,2018-08-30,2018-09-04,
AO10081265,2018-08-30,2018-09-04,
AO10082266,2018-08-30,2018-09-04,
AO10082267,2018-08-30,2018-09-04,
AO10082268,2018-08-30,2018-09-04,
AO10082269,2018-08-30,2018-09-04,
AO10083270,2018-08-30,2018-09-04,
AO10083271,2018-08-30,2018-09-04,
AO10083272,2018-08-30,2018-09-04,
AO10084273,2018-08-30,2018-09-04,
AO10084274,2018-08-30,2018-09-04,
AO10085275,2018-08-30,2018-09-04,
AO10085276,2018-08-30,2018-09-04,
AO10085277,2018-08-30,2018-09-04,
AO10086278,2018-08-30,2018-09-04,
AO10086279,2018-08-30,2018-09-04,
AO10086280,2018-08-30,2018-09-04,
AO10086281,2018-08-30,2018-09-04,
AO10086282,2018-08-30,2018-09-04,
AO10087283,2018-08-30,2018-09-04,
AO10087284,2018-08-30,2018-09-04,
AO10087285,2018-08-30,2018-09-04,
AO10087286,2018-08-30,2018-09-04,
AO10088287,2018-08-30,2018-09-04,
AO10088288,2018-08-30,2018-09-04,
AO10089289,2018-08-30,2018-09-04,
AO10089290,2018-08-30,2018-09-04,
AO10089291,2018-08-30,2018-09-04,
AO10089292,2018-08-30,2018-09-04,
AO10090293,2018-08-30,2018-09-04,
AO10090294,2018-08-30,2018-09-04,
AO10091295,2018-08-30,2018-09-04,
AO10091296,2018-08-30,2018-09-04,
AO10091297,2018-08-30,2018-09-04,
AO11003009,2018-08-30,2018-09-04,
AO11003010,2018-08-30,2018-09-04,
AO11003011,2018-08-30,2018-09-04,
AO11003012,2018-08-30,2018-09-04,
AO11004013,2018-08-30,2018-09-04,
AO11004014,2018-08-30,2018-09-04,
AO11004015,2018-08-30,2018-09-04,
AO11004016,2018-08-30,2018-09-04,
AO11092298,2018-08-30,2018-09-04,
AO11092299,2018-08-30,2018-09-04,
AO11092300,2018-08-30,2018-09-04,
AO11093300,2018-08-30,2018-09-04,
AO11093301,2018-08-30,2018-09-04,
AO11093302,2018-08-30,2018-09-04,
AO11093303,2018-08-30,2018-09-04,
AO11094304,2018-08-30,2018-09-04,
AO11094305,2018-08-30,2018-09-04,
AO11094306,2018-08-30,2018-09-04,
AO11094307,2018-08-30,2018-09-04,
AO11094308,2018-08-30,2018-09-04,
AO11094309,2018-08-30,2018-09-04,
AO11094310,2018-08-30,2018-09-04,
AO11094311,2018-08-30,2018-09-04,
AO11094312,2018-08-30,2018-09-04,
AO11094313,2018-08-30,2018-09-04,
AO11094314,2018-08-30,2018-09-04,
AO11094315,2018-08-30,2018-09-04,
AO11094319,2018-08-30,2018-09-04,
AO11094320,2018-08-30,2018-09-04,
AO11094321,2018-08-30,2018-09-04,
AO11094323,2018-08-30,2018-09-04,
AO11098309,2018-08-30,2018-09-04,
AO11098316,2018-08-30,2018-09-04,
AO11098317,2018-08-30,2018-09-04,
AO11098318,2018-08-30,2018-09-04,
AO11098323,2018-08-30,2018-09-04,
AO11098324,2018-08-30,2018-09-04,
AO11100322,2018-08-30,2018-09-04,
AO11100323,2018-08-30,2018-09-04,
AO12101325,2018-08-30,2018-09-04,
AO12101326,2018-08-30,2018-09-04,
AO12101327,2018-08-30,2018-09-04,
AO12101328,2018-08-30,2018-09-04,
AO12102329,2018-08-30,2018-09-04,
AO12102330,2018-08-30,2018-09-04,
AO12103331,2018-08-30,2018-09-04,
AO12103332,2018-08-30,2018-09-04,
AO12104333,2018-08-30,2018-09-04,
AO12104334,2018-08-30,2018-09-04,
AO12104335,2018-08-30,2018-09-04,
AO12105336,2018-08-30,2018-09-04,
AO12105337,2018-08-30,2018-09-04,
AO12106338,2018-08-30,2018-09-04,
AO12106339,2018-08-30,2018-09-04,
AO12107340,2018-08-30,2018-09-04,
AO12107341,2018-08-30,2018-09-04,
AO12107342,2018-08-30,2018-09-04,
AO12108343,2018-08-30,2018-09-04,
AO12108344,2018-08-30,2018-09-04,
AO12108345,2018-08-30,2018-09-04,
AO12108346,2018-08-30,2018-09-04,
AO12109347,2018-08-30,2018-09-04,
AO12109348,2018-08-30,2018-09-04,
AO12109350,2018-08-30,2018-09-04,
AO13110330,2018-08-30,2018-09-04,
AO13110340,2018-08-30,2018-09-04,
AO13110351,2018-08-30,2018-09-04,
AO13110352,2018-08-30,2018-09-04,
AO13110353,2018-08-30,2018-09-04,
AO13110354,2018-08-30,2018-09-04,
AO13111355,2018-08-30,2018-09-04,
AO13111356,2018-08-30,2018-09-04,
AO13111357,2018-08-30,2018-09-04,
AO13112358,2018-08-30,2018-09-04,
AO13112359,2018-08-30,2018-09-04,
AO13112360,2018-08-30,2018-09-04,
AO13112361,2018-08-30,2018-09-04,
AO13113362,2018-08-30,2018-09-04,
AO13113363,2018-08-30,2018-09-04,
AO13113364,2018-08-30,2018-09-04,
AO14114365,2018-08-30,2018-09-04,
AO14114366,2018-08-30,2018-09-04,
AO14114367,2018-08-30,2018-09-04,
AO14114368,2018-08-30,2018-09-04,
AO14115369,2018-08-30,2018-09-04,
AO14115370,2018-08-30,2018-09-04,
AO14115371,2018-08-30,2018-09-04,
AO14115372,2018-08-30,2018-09-04,
AO14115373,2018-08-30,2018-09-04,
AO14116349,2018-08-30,2018-09-04,
AO14116374,2018-08-30,2018-09-04,
AO14116375,2018-08-30,2018-09-04,
AO14116376,2018-08-30,2018-09-04,
AO14117377,2018-08-30,2018-09-04,
AO14117378,2018-08-30,2018-09-04,
AO14117379,2018-08-30,2018-09-04,
AO14117380,2018-08-30,2018-09-04,
AO14118381,2018-08-30,2018-09-04,
AO14118382,2018-08-30,2018-09-04,
AO14118383,2018-08-30,2018-09-04,
AO14118384,2018-08-30,2018-09-04,
AO14119385,2018-08-30,2018-09-04,
AO14119386,2018-08-30,2018-09-04,
AO14120387,2018-08-30,2018-09-04,
AO14120388,2018-08-30,2018-09-04,
AO14120389,2018-08-30,2018-09-04,
AO14121390,2018-08-30,2018-09-04,
AO14121391,2018-08-30,2018-09-04,
AO14121392,2018-08-30,2018-09-04,
AO14121393,2018-08-30,2018-09-04,
AO14122394,2018-08-30,2018-09-04,
AO14122395,2018-08-30,2018-09-04,
AO14122396,2018-08-30,2018-09-04,
AO14122397,2018-08-30,2018-09-04,
AO14122398,2018-08-30,2018-09-04,
AO14122399,2018-08-30,2018-09-04,
AO14123400,2018-08-30,2018-09-04,
AO14123401,2018-08-30,2018-09-04,
AO14123402,2018-08-30,2018-09-04,
AO14124403,2018-08-30,2018-09-04,
AO14124404,2018-08-30,2018-09-04,
AO14124405,2018-08-30,2018-09-04,
AO14125406,2018-08-30,2018-09-04,
AO14125407,2018-08-30,2018-09-04,
AO14125408,2018-08-30,2018-09-04,
AO14125409,2018-08-30,2018-09-04,
AO14126410,2018-08-30,2018-09-04,
AO14126411,2018-08-30,2018-09-04,
AO14126412,2018-08-30,2018-09-04,
AO14127413,2018-08-30,2018-09-04,
AO14127414,2018-08-30,2018-09-04,
AO15128415,2018-08-30,2018-09-04,
AO15128416,2018-08-30,2018-09-04,
AO15128417,2018-08-30,2018-09-04,
AO15128418,2018-08-30,2018-09-04,
AO15128419,2018-08-30,2018-09-04,
AO15128420,2018-08-30,2018-09-04,
AO15128421,2018-08-30,2018-09-04,
AO15128422,2018-08-30,2018-09-04,
AO15129423,2018-08-30,2018-09-04,
AO15130424,2018-08-30,2018-09-04,
AO15131425,2018-08-30,2018-09-04,
AO15131426,2018-08-30,2018-09-04,
AO15132427,2018-08-30,2018-09-04,
AO15133428,2018-08-30,2018-09-04,
AO15133429,2018-08-30,2018-09-04,
AO15134430,2018-08-30,2018-09-04,
AO15134431,2018-08-30,2018-09-04,
AO15134432,2018-08-30,2018-09-04,
AO15134433,2018-08-30,2018-09-04,
AO15134434,2018-08-30,2018-09-04,
AO15135435,2018-08-30,2018-09-04,
AO15135436,2018-08-30,2018-09-04,
AO15135437,2018-08-30,2018-09-04,
AO15135438,2018-08-30,2018-09-04,
AO15135439,2018-08-30,2018-09-04,
AO15135440,2018-08-30,2018-09-04,
AO15135441,2018-08-30,2018-09-04,
AO15136442,2018-08-30,2018-09-04,
AO15136443,2018-08-30,2018-09-04,
AO15136444,2018-08-30,2018-09-04,
AO15136445,2018-08-30,2018-09-04,
AO16137446,2018-08-30,2018-09-04,
AO16137447,2018-08-30,2018-09-04,
AO16137448,2018-08-30,2018-09-04,
AO16137449,2018-08-30,2018-09-04,
AO16138450,2018-08-30,2018-09-04,
AO16138451,2018-08-30,2018-09-04,
AO16138452,2018-08-30,2018-09-04,
AO16139453,2018-08-30,2018-09-04,
AO16139454,2018-08-30,2018-09-04,
AO16139455,2018-08-30,2018-09-04,
AO16140456,2018-08-30,2018-09-04,
AO16140457,2018-08-30,2018-09-04,
AO16141458,2018-08-30,2018-09-04,
AO16141459,2018-08-30,2018-09-04,
AO17142460,2018-08-30,2018-09-04,
AO17142461,2018-08-30,2018-09-04,
AO17142462,2018-08-30,2018-09-04,
AO17143463,2018-08-30,2018-09-04,
AO17143464,2018-08-30,2018-09-04,
AO17144465,2018-08-30,2018-09-04,
AO17144466,2018-08-30,2018-09-04,
AO17144467,2018-08-30,2018-09-04,
AO17145468,2018-08-30,2018-09-04,
AO17145469,2018-08-30,2018-09-04,
AO17145470,2018-08-30,2018-09-04,
AO17146471,2018-08-30,2018-09-04,
AO17147472,2018-08-30,2018-09-04,
AO17147473,2018-08-30,2018-09-04,
AO17147474,2018-08-30,2018-09-04,
AO17147475,2018-08-30,2018-09-04,
AO17147476,2018-08-30,2018-09-04,
AO17148477,2018-08-30,2018-09-04,
AO17148478,2018-08-30,2018-09-04,
AO17148479,2018-08-30,2018-09-04,
AO17148480,2018-08-30,2018-09-04,
AO17148481,2018-08-30,2018-09-04,
AO17149482,2018-08-30,2018-09-04,
AO17149483,2018-08-30,2018-09-04,
AO17149484,2018-08-30,2018-09-04,
AO17149485,2018-08-30,2018-09-04,
AO17150486,2018-08-30,2018-09-04,
AO17150487,2018-08-30,2018-09-04,
AO17151488,2018-08-30,2018-09-04,
AO17151489,2018-08-30,2018-09-04,
AO17151490,2018-08-30,2018-09-04,
AO17152491,2018-08-30,2018-09-04,
AO17153492,2018-08-30,2018-09-04,
AO17153493,2018-08-30,2018-09-04,
AO17153494,2018-08-30,2018-09-04,
AO17153495,2018-08-30,2018-09-04,
AO17154496,2018-08-30,2018-09-04,
AO17154497,2018-08-30,2018-09-04,
AO17154498,2018-08-30,2018-09-04,
AO17154499,2018-08-30,2018-09-04,
AO17155500,2018-08-30,2018-09-04,
AO17155501,2018-08-30,2018-09-04,
AO17155502,2018-08-30,2018-09-04,
AO17155503,2018-08-30,2018-09-04,
AO17156504,2018-08-30,2018-09-04,
AO17156505,2018-08-30,2018-09-04,
AO17157506,2018-08-30,2018-09-04,
AO18158507,2018-08-30,2018-09-04,
AO18158508,2018-08-30,2018-09-04,
AO18159509,2018-08-30,2018-09-04,
AO18159510,2018-08-30,2018-09-04,
AO18159511,2018-08-30,2018-09-04,
AO18159512,2018-08-30,2018-09-04,
AO18160513,2018-08-30,2018-09-04,
AO18160514,2018-08-30,2018-09-04,
AO18160515,2018-08-30,2018-09-04,
AO18160516,2018-08-30,2018-09-04,
AO18161517,2018-08-30,2018-09-04,
AO18161518,2018-08-30,2018-09-04,
AO18161519,2018-08-30,2018-09-04,
AO18162520,2018-08-30,2018-09-04,
AO18162521,2018-08-30,2018-09-04,
AO18162522,2018-08-30,2018-09-04,
AO18162523,2018-08-30,2018-09-04,
AO18163524,2018-08-30,2018-09-04,
AO18163525,2018-08-30,2018-09-04,
AO18163526,2018-08-30,2018-09-04,
AO18163527,2018-08-30,2018-09-04,
BF130001,2020-03-18,2020-03-23,
BF130002,2020-03-18,2020-03-23,
BF130003,2020-03-18,2020-03-23,
BF130004,2020-03-18,2020-03-23,
BF130005,2020-03-18,2020-03-23,
BF130006,2020-03-18,2020-03-23,
BF130007,2020-03-18,2020-03-23,
BF460101,2020-03-18,2020-03-23,
BF460102,2020-03-18,2020-03-23,
BF460103,2020-03-18,2020-03-23,
BF460104,2020-03-18,2020-03-23,
BF460105,2020-03-18,2020-03-23,
BF460106,2020-03-18,2020-03-23,
BF460107,2020-03-18,2020-03-23,
BF460108,2020-03-18,2020-03-23,
BF460109,2020-03-18,2020-03-23,
BF460110,2020-03-18,2020-03-23,
BF460201,2020-03-18,2020-03-23,
BF460202,2020-03-18,2020-03-23,
BF460203,2020-03-18,2020-03-23,
BF460204,2020-03-18,2020-03-23,
BF460205,2020-03-18,2020-03-23,
BF460206,2020-03-18,2020-03-23,
BF460301,2020-03-18,2020-03-23,
BF460302,2020-03-18,2020-03-23,
BF460303,2020-03-18,2020-03-23,
BF460304,2020-03-18,2020-03-23,
BF460305,2020-03-18,2020-03-23,
BF460306,2020-03-18,2020-03-23,
BF460307,2020-03-18,2020-03-23,
BF460308,2020-03-18,2020-03-23,
BF460309,2020-03-18,2020-03-23,
BF460311,2020-03-18,2020-03-23,
BF460401,2020-03-18,2020-03-23,
BF460402,2020-03-18,2020-03-23,
BF460403,2020-03-18,2020-03-23,
BF460404,2020-03-18,2020-03-23,
BF460405,2020-03-18,2020-03-23,
BF460406,2020-03-18,2020-03-23,
BF460407,2020-03-18,2020-03-23,
BF460501,2020-03-18,2020-03-23,
BF460502,2020-03-18,2020-03-23,
BF460503,2020-03-18,2020-03-23,
BF460504,2020-03-18,2020-03-23,
BF460505,2020-03-18,2020-03-23,
BF460506,2020-03-18,2020-03-23,
BF460601,2020-03-18,2020-03-23,
BF460602,2020-03-18,2020-03-23,
BF460603,2020-03-18,2020-03-23,
BF460604,2020-03-18,2020-03-23,
BF460605,2020-03-18,2020-03-23,
BF460606,2020-03-18,2020-03-23,
BF460607,2020-03-18,2020-03-23,
BF460608,2020-03-18,2020-03-23,
BF470101,2020-03-18,2020-03-23,
BF470102,2020-03-18,2020-03-23,
BF470103,2020-03-18,2020-03-23,
BF470104,2020-03-18,2020-03-23,
BF470105,2020-03-18,2020-03-23,
BF470106,2020-03-18,2020-03-23,
BF470107,2020-03-18,2020-03-23,
BF470108,2020-03-18,2020-03-23,
BF470109,2020-03-18,2020-03-23,
BF470201,2020-03-18,2020-03-23,
BF470202,2020-03-18,2020-03-23,
BF470203,2020-03-18,2020-03-23,
BF470204,2020-03-18,2020-03-23,
BF470205,2020-03-18,2020-03-23,
BF470206,2020-03-18,2020-03-23,
BF470207,2020-03-18,2020-03-23,
BF470208,2020-03-18,2020-03-23,
BF480101,2020-03-18,2020-03-23,
BF480102,2020-03-18,2020-03-23,
BF480103,2020-03-18,2020-03-23,
BF480104,2020-03-18,2020-03-23,
BF480105,2020-03-18,2020-03-23,
BF480106,2020-03-18,2020-03-23,
BF480107,2020-03-18,2020-03-23,
BF480108,2020-03-18,2020-03-23,
BF480109,2020-03-18,2020-03-23,
BF480110,2020-03-18,2020-03-23,
BF480111,2020-03-18,2020-03-23,
BF480112,2020-03-18,2020-03-23,
BF480113,2020-03-18,2020-03-23,
BF480201,2020-03-18,2020-03-23,
BF480202,2020-03-18,2020-03-23,
BF480203,2020-03-18,2020-03-23,
BF480204,2020-03-18,2020-03-23,
BF480205,2020-03-18,2020-03-23,
BF480206,2020-03-18,2020-03-23,
BF480207,2020-03-18,2020-03-23,
BF480208,2020-03-18,2020-03-23,
BF480301,2020-03-18,2020-03-23,
BF480302,2020-03-18,2020-03-23,
BF480303,2020-03-18,2020-03-23,
BF480304,2020-03-18,2020-03-23,
BF480305,2020-03-18,2020-03-23,
BF480306,2020-03-18,2020-03-23,
BF480307,2020-03-18,2020-03-23,
BF480308,2020-03-18,2020-03-23,
BF480309,2020-03-18,2020-03-23,
BF490101,2020-03-18,2020-03-23,
BF490102,2020-03-18,2020-03-23,
BF490103,2020-03-18,2020-03-23,
BF490104,2020-03-18,2020-03-23,
BF490105,2020-03-18,2020-03-23,
BF490106,2020-03-18,2020-03-23,
BF490107,2020-03-18,2020-03-23,
BF490108,2020-03-18,2020-03-23,
BF490109,2020-03-18,2020-03-23,
BF490201,2020-03-18,2020-03-23,
BF490202,2020-03-18,2020-03-23,
BF490203,2020-03-18,2020-03-23,
BF490204,2020-03-18,2020-03-23,
BF490205,2020-03-18,2020-03-23,
BF490206,2020-03-18,2020-03-23,
BF490207,2020-03-18,2020-03-23,
BF490208,2020-03-18,2020-03-23,
BF490301,2020-03-18,2020-03-23,
BF490302,2020-03-18,2020-03-23,
BF490303,2020-03-18,2020-03-23,
BF490304,2020-03-18,2020-03-23,
BF490305,2020-03-18,2020-03-23,
BF490306,2020-03-18,2020-03-23,
BF490307,2020-03-18,2020-03-23,
BF490308,2020-03-18,2020-03-23,
BF490309,2020-03-18,2020-03-23,
BF490310,2020-03-18,2020-03-23,
BF490311,2020-03-18,2020-03-23,
BF500101,2020-03-18,2020-03-23,
BF500102,2020-03-18,2020-03-23,
