#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:792:2:63005,63005,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63005,Eyyubiye,Eyyübiye,TR063005,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63006,63006,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63006,Halfeti,Halfeti,TR063006,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63007,63007,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63007,Haliliye,Haliliye,TR063007,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63008,63008,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63008,Harran,Harran,TR063008,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63009,63009,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63009,Hilvan,Hilvan,TR063009,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63010,63010,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63010,Karakopru,Karaköprü,TR063010,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63011,63011,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63011,Siverek,Siverek,TR063011,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63012,63012,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63012,Suruc,Suruç,TR063012,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63013,63013,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63013,Viransehir,Viranşehir,TR063013,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:64001,64001,1603:45:16:792:0,1603:45:16:792:1:64,1603:45:16:792:2:64001,Banaz,Banaz,TR064001,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:64002,64002,1603:45:16:792:0,1603:45:16:792:1:64,1603:45:16:792:2:64002,Esme,Eşme,TR064002,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:64003,64003,1603:45:16:792:0,1603:45:16:792:1:64,1603:45:16:792:2:64003,Karahalli,Karahalli,TR064003,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:64004,64004,1603:45:16:792:0,1603:45:16:792:1:64,1603:45:16:792:2:64004,Sivasli,Sivasli,TR064004,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:64005,64005,1603:45:16:792:0,1603:45:16:792:1:64,1603:45:16:792:2:64005,Ulubey,Ulubey,TR064005,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:64006,64006,1603:45:16:792:0,1603:45:16:792:1:64,1603:45:16:792:2:64006,Usak,Uşak,TR064006,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65001,65001,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65001,Bahcesaray,Bahçesaray,TR065001,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65002,65002,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65002,Baskale,Başkale,TR065002,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65003,65003,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65003,Caldiran,Çaldiran,TR065003,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65004,65004,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65004,Catak,Çatak,TR065004,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65005,65005,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65005,Edremit,Edremit,TR065005,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65006,65006,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65006,Ercis,Erciş,TR065006,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65007,65007,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65007,Gevas,Gevaş,TR065007,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65008,65008,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65008,Gurpinar,Gürpinar,TR065008,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65009,65009,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65009,Ipekyolu,Ipekyolu,TR065009,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65010,65010,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65010,Muradiye,Muradiye,TR065010,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65011,65011,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65011,Ozalp,Özalp,TR065011,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65012,65012,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65012,Saray,Saray,TR065012,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:65013,65013,1603:45:16:792:0,1603:45:16:792:1:65,1603:45:16:792:2:65013,Tusba,Tuşba,TR065013,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66001,66001,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66001,Akdagmadeni,Akdağmadeni,TR066001,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66002,66002,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66002,Aydincik,Aydincik,TR066002,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66003,66003,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66003,Bogazliyan,Boğazliyan,TR066003,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66004,66004,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66004,Candir,Çandir,TR066004,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66005,66005,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66005,Cayiralan,Çayiralan,TR066005,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66006,66006,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66006,Cekerek,Çekerek,TR066006,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66007,66007,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66007,Kadisehri,Kadişehri,TR066007,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66008,66008,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66008,Saraykent,Saraykent,TR066008,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66009,66009,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66009,Sarikaya,Sarikaya,TR066009,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66010,66010,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66010,Sorgun,Sorgun,TR066010,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66011,66011,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66011,Sefaatli,Şefaatli,TR066011,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66012,66012,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66012,Yenifakili,Yenifakili,TR066012,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66013,66013,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66013,Yerkoy,Yerköy,TR066013,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:66014,66014,1603:45:16:792:0,1603:45:16:792:1:66,1603:45:16:792:2:66014,Yozgat,Yozgat,TR066014,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:67001,67001,1603:45:16:792:0,1603:45:16:792:1:67,1603:45:16:792:2:67001,Alapli,Alapli,TR067001,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:67002,67002,1603:45:16:792:0,1603:45:16:792:1:67,1603:45:16:792:2:67002,Caycuma,Çaycuma,TR067002,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:67003,67003,1603:45:16:792:0,1603:45:16:792:1:67,1603:45:16:792:2:67003,Devrek,Devrek,TR067003,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:67004,67004,1603:45:16:792:0,1603:45:16:792:1:67,1603:45:16:792:2:67004,Eregli,Ereğli,TR067004,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:67005,67005,1603:45:16:792:0,1603:45:16:792:1:67,1603:45:16:792:2:67005,Gokcebey,Gökçebey,TR067005,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:67006,67006,1603:45:16:792:0,1603:45:16:792:1:67,1603:45:16:792:2:67006,Kilimli,Kilimli,TR067006,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:67007,67007,1603:45:16:792:0,1603:45:16:792:1:67,1603:45:16:792:2:67007,Kozlu,Kozlu,TR067007,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:67008,67008,1603:45:16:792:0,1603:45:16:792:1:67,1603:45:16:792:2:67008,Zonguldak,Zonguldak,TR067008,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:68001,68001,1603:45:16:792:0,1603:45:16:792:1:68,1603:45:16:792:2:68001,Agacoren,Ağaçören,TR068001,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:68002,68002,1603:45:16:792:0,1603:45:16:792:1:68,1603:45:16:792:2:68002,Aksaray,Aksaray,TR068002,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:68003,68003,1603:45:16:792:0,1603:45:16:792:1:68,1603:45:16:792:2:68003,Eskil,Eskil,TR068003,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:68004,68004,1603:45:16:792:0,1603:45:16:792:1:68,1603:45:16:792:2:68004,Gulagac,Gülağaç,TR068004,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:68005,68005,1603:45:16:792:0,1603:45:16:792:1:68,1603:45:16:792:2:68005,Guzelyurt,Güzelyurt,TR068005,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:68006,68006,1603:45:16:792:0,1603:45:16:792:1:68,1603:45:16:792:2:68006,Ortakoy,Ortaköy,TR068006,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:68007,68007,1603:45:16:792:0,1603:45:16:792:1:68,1603:45:16:792:2:68007,Sariyahsi,Sariyahşi,TR068007,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:68008,68008,1603:45:16:792:0,1603:45:16:792:1:68,1603:45:16:792:2:68008,Sultanhani,Sultanhani,TR068008,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:69001,69001,1603:45:16:792:0,1603:45:16:792:1:69,1603:45:16:792:2:69001,Aydintepe,Aydintepe,TR069001,,,,,,Bayburt,Bayburt,TR069,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:69002,69002,1603:45:16:792:0,1603:45:16:792:1:69,1603:45:16:792:2:69002,Bayburt,Bayburt,TR069002,,,,,,Bayburt,Bayburt,TR069,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:69003,69003,1603:45:16:792:0,1603:45:16:792:1:69,1603:45:16:792:2:69003,Demirozu,Demirözü,TR069003,,,,,,Bayburt,Bayburt,TR069,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:70001,70001,1603:45:16:792:0,1603:45:16:792:1:70,1603:45:16:792:2:70001,Ayranci,Ayranci,TR070001,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:70002,70002,1603:45:16:792:0,1603:45:16:792:1:70,1603:45:16:792:2:70002,Basyayla,Başyayla,TR070002,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:70003,70003,1603:45:16:792:0,1603:45:16:792:1:70,1603:45:16:792:2:70003,Ermenek,Ermenek,TR070003,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:70004,70004,1603:45:16:792:0,1603:45:16:792:1:70,1603:45:16:792:2:70004,Karaman,Karaman,TR070004,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:70005,70005,1603:45:16:792:0,1603:45:16:792:1:70,1603:45:16:792:2:70005,Kazimkarabekir,Kazimkarabekir,TR070005,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:70006,70006,1603:45:16:792:0,1603:45:16:792:1:70,1603:45:16:792:2:70006,Sariveliler,Sariveliler,TR070006,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71001,71001,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71001,Bahsili,Bahşili,TR071001,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71002,71002,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71002,Baliseyh,Balişeyh,TR071002,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71003,71003,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71003,Celebi,Çelebi,TR071003,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71004,71004,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71004,Delice,Delice,TR071004,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71005,71005,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71005,Karakecili,Karakeçili,TR071005,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71006,71006,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71006,Keskin,Keskin,TR071006,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71007,71007,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71007,Kirikkale,Kirikkale,TR071007,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71008,71008,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71008,Sulakyurt,Sulakyurt,TR071008,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:71009,71009,1603:45:16:792:0,1603:45:16:792:1:71,1603:45:16:792:2:71009,Yahsihan,Yahşihan,TR071009,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:72001,72001,1603:45:16:792:0,1603:45:16:792:1:72,1603:45:16:792:2:72001,Batman,Batman,TR072001,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:72002,72002,1603:45:16:792:0,1603:45:16:792:1:72,1603:45:16:792:2:72002,Besiri,Beşiri,TR072002,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:72003,72003,1603:45:16:792:0,1603:45:16:792:1:72,1603:45:16:792:2:72003,Gercus,Gercüş,TR072003,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:72004,72004,1603:45:16:792:0,1603:45:16:792:1:72,1603:45:16:792:2:72004,Hasankeyf,Hasankeyf,TR072004,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:72005,72005,1603:45:16:792:0,1603:45:16:792:1:72,1603:45:16:792:2:72005,Kozluk,Kozluk,TR072005,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:72006,72006,1603:45:16:792:0,1603:45:16:792:1:72,1603:45:16:792:2:72006,Sason,Sason,TR072006,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:73001,73001,1603:45:16:792:0,1603:45:16:792:1:73,1603:45:16:792:2:73001,Beytussebap,Beytüşşebap,TR073001,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:73002,73002,1603:45:16:792:0,1603:45:16:792:1:73,1603:45:16:792:2:73002,Cizre,Cizre,TR073002,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:73003,73003,1603:45:16:792:0,1603:45:16:792:1:73,1603:45:16:792:2:73003,Guclukonak,Güçlükonak,TR073003,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:73004,73004,1603:45:16:792:0,1603:45:16:792:1:73,1603:45:16:792:2:73004,Idil,Idil,TR073004,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:73005,73005,1603:45:16:792:0,1603:45:16:792:1:73,1603:45:16:792:2:73005,Silopi,Silopi,TR073005,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:73006,73006,1603:45:16:792:0,1603:45:16:792:1:73,1603:45:16:792:2:73006,Sirnak,Şirnak,TR073006,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:73007,73007,1603:45:16:792:0,1603:45:16:792:1:73,1603:45:16:792:2:73007,Uludere,Uludere,TR073007,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:74001,74001,1603:45:16:792:0,1603:45:16:792:1:74,1603:45:16:792:2:74001,Amasra,Amasra,TR074001,,,,,,Bartin,Bartin,TR074,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:74002,74002,1603:45:16:792:0,1603:45:16:792:1:74,1603:45:16:792:2:74002,Bartin,Bartin,TR074002,,,,,,Bartin,Bartin,TR074,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:74003,74003,1603:45:16:792:0,1603:45:16:792:1:74,1603:45:16:792:2:74003,Kurucasile,Kurucaşile,TR074003,,,,,,Bartin,Bartin,TR074,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:74004,74004,1603:45:16:792:0,1603:45:16:792:1:74,1603:45:16:792:2:74004,Ulus,Ulus,TR074004,,,,,,Bartin,Bartin,TR074,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:75001,75001,1603:45:16:792:0,1603:45:16:792:1:75,1603:45:16:792:2:75001,Ardahan,Ardahan,TR075001,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:75002,75002,1603:45:16:792:0,1603:45:16:792:1:75,1603:45:16:792:2:75002,Cildir,Çildir,TR075002,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:75003,75003,1603:45:16:792:0,1603:45:16:792:1:75,1603:45:16:792:2:75003,Damal,Damal,TR075003,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:75004,75004,1603:45:16:792:0,1603:45:16:792:1:75,1603:45:16:792:2:75004,Gole,Göle,TR075004,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:75005,75005,1603:45:16:792:0,1603:45:16:792:1:75,1603:45:16:792:2:75005,Hanak,Hanak,TR075005,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:75006,75006,1603:45:16:792:0,1603:45:16:792:1:75,1603:45:16:792:2:75006,Posof,Posof,TR075006,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:76001,76001,1603:45:16:792:0,1603:45:16:792:1:76,1603:45:16:792:2:76001,Aralik,Aralik,TR076001,,,,,,Igdir,Iğdir,TR076,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:76002,76002,1603:45:16:792:0,1603:45:16:792:1:76,1603:45:16:792:2:76002,Igdir,Iğdir,TR076002,,,,,,Igdir,Iğdir,TR076,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:76003,76003,1603:45:16:792:0,1603:45:16:792:1:76,1603:45:16:792:2:76003,Karakoyunlu,Karakoyunlu,TR076003,,,,,,Igdir,Iğdir,TR076,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:76004,76004,1603:45:16:792:0,1603:45:16:792:1:76,1603:45:16:792:2:76004,Tuzluca,Tuzluca,TR076004,,,,,,Igdir,Iğdir,TR076,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:77001,77001,1603:45:16:792:0,1603:45:16:792:1:77,1603:45:16:792:2:77001,Altinova,Altinova,TR077001,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:77002,77002,1603:45:16:792:0,1603:45:16:792:1:77,1603:45:16:792:2:77002,Armutlu,Armutlu,TR077002,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:77003,77003,1603:45:16:792:0,1603:45:16:792:1:77,1603:45:16:792:2:77003,Ciftlikkoy,Çiftlikköy,TR077003,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:77004,77004,1603:45:16:792:0,1603:45:16:792:1:77,1603:45:16:792:2:77004,Cinarcik,Çinarcik,TR077004,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:77005,77005,1603:45:16:792:0,1603:45:16:792:1:77,1603:45:16:792:2:77005,Termal,Termal,TR077005,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
