#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:800:2:2030,2030,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2030,Bugiri,UG2030,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2031,2031,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2031,Bugweri,UG2031,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2032,2032,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2032,Bukedea,UG2032,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2033,2033,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2033,Bukwo,UG2033,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2034,2034,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2034,Bulambuli,UG2034,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2035,2035,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2035,Busia,UG2035,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2036,2036,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2036,Butaleja,UG2036,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2037,2037,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2037,Butebo,UG2037,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2038,2038,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2038,Buyende,UG2038,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2039,2039,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2039,Iganga,UG2039,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2040,2040,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2040,Jinja,UG2040,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2041,2041,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2041,Kaberamaido,UG2041,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2042,2042,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2042,Kalaki,UG2042,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2043,2043,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2043,Kaliro,UG2043,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2044,2044,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2044,Kamuli,UG2044,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2045,2045,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2045,Kapchorwa,UG2045,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2046,2046,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2046,Kapelebyong,UG2046,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2047,2047,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2047,Katakwi,UG2047,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2048,2048,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2048,Kibuku,UG2048,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2049,2049,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2049,Kumi,UG2049,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2050,2050,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2050,Kween,UG2050,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2051,2051,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2051,Luuka,UG2051,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2052,2052,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2052,Manafwa,UG2052,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2053,2053,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2053,Mayuge,UG2053,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2054,2054,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2054,Mbale,UG2054,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2055,2055,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2055,Namayingo,UG2055,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2056,2056,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2056,Namisindwa,UG2056,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2057,2057,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2057,Namutumba,UG2057,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2058,2058,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2058,Ngora,UG2058,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2059,2059,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2059,Pallisa,UG2059,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2060,2060,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2060,Serere,UG2060,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2061,2061,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2061,Sironko,UG2061,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2062,2062,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2062,Soroti,UG2062,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:2063,2063,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,Tororo,UG2063,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3064,3064,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,Abim,UG3064,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3065,3065,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,Adjumani,UG3065,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3066,3066,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,Agago,UG3066,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3067,3067,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,Alebtong,UG3067,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3068,3068,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3068,Amolatar,UG3068,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3069,3069,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3069,Amudat,UG3069,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3070,3070,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3070,Amuru,UG3070,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3071,3071,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3071,Apac,UG3071,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3072,3072,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3072,Arua,UG3072,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3073,3073,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3073,Dokolo,UG3073,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3074,3074,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3074,Gulu,UG3074,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3075,3075,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3075,Kaabong,UG3075,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3076,3076,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3076,Karenga,UG3076,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3077,3077,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3077,Kitgum,UG3077,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3078,3078,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3078,Koboko,UG3078,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3079,3079,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3079,Kole,UG3079,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3080,3080,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3080,Kotido,UG3080,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3081,3081,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3081,Kwania,UG3081,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3082,3082,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3082,Lamwo,UG3082,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3083,3083,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3083,Lira,UG3083,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3084,3084,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3084,Madi Okollo,UG3084,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3085,3085,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3085,Maracha,UG3085,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3086,3086,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3086,Moroto,UG3086,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3087,3087,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3087,Moyo,UG3087,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3088,3088,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3088,Nabilatuk,UG3088,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3089,3089,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3089,Nakapiripirit,UG3089,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3090,3090,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3090,Napak,UG3090,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3091,3091,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3091,Nebbi,UG3091,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3092,3092,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3092,Nwoya,UG3092,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3093,3093,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3093,Obongi,UG3093,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3094,3094,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3094,Omoro,UG3094,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3095,3095,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3095,Otuke,UG3095,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3096,3096,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3096,Oyam,UG3096,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3097,3097,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3097,Pader,UG3097,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3098,3098,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3098,Pakwach,UG3098,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3099,3099,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3099,Yumbe,UG3099,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:3100,3100,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3100,Zombo,UG3100,,,,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4101,4101,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4101,Buhweju,UG4101,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4102,4102,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4102,Buliisa,UG4102,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4103,4103,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4103,Bundibugyo,UG4103,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4104,4104,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4104,Bunyangabu,UG4104,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4105,4105,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4105,Bushenyi,UG4105,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4106,4106,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4106,Hoima,UG4106,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4107,4107,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4107,Ibanda,UG4107,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4108,4108,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4108,Isingiro,UG4108,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4109,4109,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4109,Kabale,UG4109,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4110,4110,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4110,Kabarole,UG4110,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4111,4111,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4111,Kagadi,UG4111,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4112,4112,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4112,Kakumiro,UG4112,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4113,4113,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4113,Kamwenge,UG4113,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4114,4114,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4114,Kanungu,UG4114,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4115,4115,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4115,Kasese,UG4115,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4116,4116,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4116,Kazo,UG4116,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4117,4117,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4117,Kibaale,UG4117,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4118,4118,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4118,Kikuube,UG4118,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4119,4119,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4119,Kiruhura,UG4119,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4120,4120,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4120,Kiryandongo,UG4120,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4121,4121,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4121,Kisoro,UG4121,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4122,4122,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4122,Kitagwenda,UG4122,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4123,4123,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4123,Kyegegwa,UG4123,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4124,4124,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4124,Kyenjojo,UG4124,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:2:4125,4125,1603:45:16:800:0,1603:45:16:800:1:4,1603:45:16:800:2:4125,Masindi,UG4125,,,,Western,UG4,Uganda,UG,2020-06-11,2020-08-28,
