#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:384:3:300203,300203,1603:45:16:384:0,1603:45:16:384:1:30,1603:45:16:384:2:3002,1603:45:16:384:3:300203,Etuéboué,CI300203,Etueboue,,,Adiaké,CI3002,Sud-Comoe,CI30,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:300301,300301,1603:45:16:384:0,1603:45:16:384:1:30,1603:45:16:384:2:3003,1603:45:16:384:3:300301,Bongo,CI300301,,,,Grand-Bassam,CI3003,Sud-Comoe,CI30,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:300302,300302,1603:45:16:384:0,1603:45:16:384:1:30,1603:45:16:384:2:3003,1603:45:16:384:3:300302,Bonoua,CI300302,,,,Grand-Bassam,CI3003,Sud-Comoe,CI30,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:300303,300303,1603:45:16:384:0,1603:45:16:384:1:30,1603:45:16:384:2:3003,1603:45:16:384:3:300303,Grand-Bassam,CI300303,,,,Grand-Bassam,CI3003,Sud-Comoe,CI30,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:300401,300401,1603:45:16:384:0,1603:45:16:384:1:30,1603:45:16:384:2:3004,1603:45:16:384:3:300401,Tiapoum,CI300401,,,,Tiapoum,CI3004,Sud-Comoe,CI30,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:300402,300402,1603:45:16:384:0,1603:45:16:384:1:30,1603:45:16:384:2:3004,1603:45:16:384:3:300402,Noé,CI300402,Noe,,,Tiapoum,CI3004,Sud-Comoe,CI30,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:300403,300403,1603:45:16:384:0,1603:45:16:384:1:30,1603:45:16:384:2:3004,1603:45:16:384:3:300403,Nouamou,CI300403,,,,Tiapoum,CI3004,Sud-Comoe,CI30,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310101,310101,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3101,1603:45:16:384:3:310101,Ferkéssédougou,CI310101,Ferkessedougou,,,Ferkessédougou,CI3101,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310102,310102,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3101,1603:45:16:384:3:310102,Koumbala,CI310102,,,,Ferkessédougou,CI3101,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310103,310103,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3101,1603:45:16:384:3:310103,Togoniéré,CI310103,Togoniere,,,Ferkessédougou,CI3101,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310201,310201,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3102,1603:45:16:384:3:310201,Kong,CI310201,,,,Kong,CI3102,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310202,310202,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3102,1603:45:16:384:3:310202,Bilimono,CI310202,,,,Kong,CI3102,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310203,310203,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3102,1603:45:16:384:3:310203,Nafana,CI310203,,,,Kong,CI3102,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310204,310204,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3102,1603:45:16:384:3:310204,Sikolo,CI310204,,,,Kong,CI3102,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310301,310301,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3103,1603:45:16:384:3:310301,Ouangolodougou,CI310301,,,,Ouangolodougou,CI3103,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310302,310302,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3103,1603:45:16:384:3:310302,Diawala,CI310302,,,,Ouangolodougou,CI3103,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310303,310303,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3103,1603:45:16:384:3:310303,Kaouara,CI310303,,,,Ouangolodougou,CI3103,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310304,310304,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3103,1603:45:16:384:3:310304,Niellé,CI310304,Nielle,,,Ouangolodougou,CI3103,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:310305,310305,1603:45:16:384:0,1603:45:16:384:1:31,1603:45:16:384:2:3103,1603:45:16:384:3:310305,Toumoukoro,CI310305,,,,Ouangolodougou,CI3103,Tchologo,CI31,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320101,320101,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3201,1603:45:16:384:3:320101,Biankouma,CI320101,,,,Biankouma,CI3201,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320102,320102,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3201,1603:45:16:384:3:320102,Blapleu,CI320102,,,,Biankouma,CI3201,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320103,320103,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3201,1603:45:16:384:3:320103,Gbangbégouiné,CI320103,Gbangbegouine,,,Biankouma,CI3201,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320104,320104,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3201,1603:45:16:384:3:320104,Gbonné,CI320104,Gbonne,,,Biankouma,CI3201,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320105,320105,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3201,1603:45:16:384:3:320105,Gouiné,CI320105,Gouine,,,Biankouma,CI3201,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320106,320106,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3201,1603:45:16:384:3:320106,Kpata,CI320106,,,,Biankouma,CI3201,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320107,320107,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3201,1603:45:16:384:3:320107,Santa,CI320107,,,,Biankouma,CI3201,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320201,320201,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3202,1603:45:16:384:3:320201,Daleu,CI320201,,,,Danané,CI3202,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320202,320202,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3202,1603:45:16:384:3:320202,Danané,CI320202,Danane,,,Danané,CI3202,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320203,320203,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3202,1603:45:16:384:3:320203,Gbon-Houyé,CI320203,Gbon-Houye,,,Danané,CI3202,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320204,320204,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3202,1603:45:16:384:3:320204,Kouan-Houlé,CI320204,Kouan-Houle,,,Danané,CI3202,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320205,320205,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3202,1603:45:16:384:3:320205,Mahapleu,CI320205,,,,Danané,CI3202,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320206,320206,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3202,1603:45:16:384:3:320206,Seileu,CI320206,,,,Danané,CI3202,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320207,320207,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3202,1603:45:16:384:3:320207,Zonneu,CI320207,,,,Danané,CI3202,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320301,320301,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320301,Man,CI320301,,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320302,320302,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320302,Bogouiné,CI320302,Bogouine,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320303,320303,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320303,Fagnampleu,CI320303,,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320304,320304,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320304,Gbangbegouiné-Yati,CI320304,Gbangbegouine-Yati,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320305,320305,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320305,Logoualé,CI320305,Logouale,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320306,320306,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320306,Podiagouiné,CI320306,Podiagouine,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320307,320307,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320307,Sandougou-Soba,CI320307,,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320308,320308,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320308,Sangouiné,CI320308,Sangouine,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320309,320309,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320309,Yapleu,CI320309,,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320310,320310,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320310,Zagoué,CI320310,Zagoue,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320311,320311,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3203,1603:45:16:384:3:320311,Ziogouiné,CI320311,Ziogouine,,,Man,CI3203,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320401,320401,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3204,1603:45:16:384:3:320401,Sipilou,CI320401,,,,Sipilou,CI3204,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320402,320402,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3204,1603:45:16:384:3:320402,Yorodougou,CI320402,,,,Sipilou,CI3204,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320501,320501,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3205,1603:45:16:384:3:320501,Zouan Hounien,CI320501,,,,Zouan-Hounien,CI3205,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320502,320502,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3205,1603:45:16:384:3:320502,Banneu,CI320502,,,,Zouan-Hounien,CI3205,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320503,320503,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3205,1603:45:16:384:3:320503,Bin-Houyé,CI320503,Bin-Houye,,,Zouan-Hounien,CI3205,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320504,320504,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3205,1603:45:16:384:3:320504,Goulaleu,CI320504,,,,Zouan-Hounien,CI3205,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320505,320505,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3205,1603:45:16:384:3:320505,Téapleu,CI320505,Teapleu,,,Zouan-Hounien,CI3205,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:320506,320506,1603:45:16:384:0,1603:45:16:384:1:32,1603:45:16:384:2:3205,1603:45:16:384:3:320506,Yelleu,CI320506,,,,Zouan-Hounien,CI3205,Tonkpi,CI32,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330101,330101,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3301,1603:45:16:384:3:330101,Kani,CI330101,,,,Kani,CI3301,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330102,330102,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3301,1603:45:16:384:3:330102,Djibrosso,CI330102,,,,Kani,CI3301,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330103,330103,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3301,1603:45:16:384:3:330103,Fadiadougou,CI330103,,,,Kani,CI3301,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330104,330104,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3301,1603:45:16:384:3:330104,Morondo,CI330104,,,,Kani,CI3301,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330201,330201,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3302,1603:45:16:384:3:330201,Séguéla,CI330201,Seguela,,,Séguéla,CI3302,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330202,330202,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3302,1603:45:16:384:3:330202,Bobi-Diarabana,CI330202,,,,Séguéla,CI3302,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330203,330203,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3302,1603:45:16:384:3:330203,Dualla,CI330203,,,,Séguéla,CI3302,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330204,330204,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3302,1603:45:16:384:3:330204,Kamalo,CI330204,,,,Séguéla,CI3302,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330205,330205,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3302,1603:45:16:384:3:330205,Massala,CI330205,,,,Séguéla,CI3302,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330206,330206,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3302,1603:45:16:384:3:330206,Sifié,CI330206,Sifie,,,Séguéla,CI3302,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:330207,330207,1603:45:16:384:0,1603:45:16:384:1:33,1603:45:16:384:2:3302,1603:45:16:384:3:330207,Worofla,CI330207,,,,Séguéla,CI3302,Worodougou,CI33,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
