#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:384:3:90101,90101,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:901,1603:45:16:384:3:90101,Bloléquin,CI090101,Blolequin,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90102,90102,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:901,1603:45:16:384:3:90102,Diboké,CI090102,Diboke,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90103,90103,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:901,1603:45:16:384:3:90103,Doké,CI090103,Doke,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90104,90104,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:901,1603:45:16:384:3:90104,Tinhou,CI090104,,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90105,90105,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:901,1603:45:16:384:3:90105,Zéaglo,CI090105,Zeaglo,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90201,90201,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:902,1603:45:16:384:3:90201,Guiglo,CI090201,,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90202,90202,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:902,1603:45:16:384:3:90202,Bédi-Gaozon,CI090202,Bedi-Gaozon,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90203,90203,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:902,1603:45:16:384:3:90203,Kaadé,CI090203,Kaade,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90204,90204,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:902,1603:45:16:384:3:90204,Nizahon,CI090204,,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90301,90301,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:903,1603:45:16:384:3:90301,Taï,CI090301,Tai,,,Taï,CI0903,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90302,90302,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:903,1603:45:16:384:3:90302,Zagné,CI090302,Zagne,,,Taï,CI0903,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90401,90401,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:904,1603:45:16:384:3:90401,Toulepleu,CI090401,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90402,90402,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:904,1603:45:16:384:3:90402,Bakoubly,CI090402,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90403,90403,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:904,1603:45:16:384:3:90403,Méo,CI090403,Meo,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90404,90404,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:904,1603:45:16:384:3:90404,Nézobly,CI090404,Nezobly,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90405,90405,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:904,1603:45:16:384:3:90405,Péhé,CI090405,Pehe,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:90406,90406,1603:45:16:384:0,1603:45:16:384:1:9,1603:45:16:384:2:904,1603:45:16:384:3:90406,Tiobly,CI090406,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:100101,100101,1603:45:16:384:0,1603:45:16:384:1:10,1603:45:16:384:2:1001,1603:45:16:384:3:100101,Goulia,CI100101,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:100102,100102,1603:45:16:384:0,1603:45:16:384:1:10,1603:45:16:384:2:1001,1603:45:16:384:3:100102,Kaniasso,CI100102,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:100103,100103,1603:45:16:384:0,1603:45:16:384:1:10,1603:45:16:384:2:1001,1603:45:16:384:3:100103,Mahandiana-Sokourani,CI100103,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:100201,100201,1603:45:16:384:0,1603:45:16:384:1:10,1603:45:16:384:2:1002,1603:45:16:384:3:100201,Minignan,CI100201,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:100202,100202,1603:45:16:384:0,1603:45:16:384:1:10,1603:45:16:384:2:1002,1603:45:16:384:3:100202,Kimbirila-Nord,CI100202,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:100203,100203,1603:45:16:384:0,1603:45:16:384:1:10,1603:45:16:384:2:1002,1603:45:16:384:3:100203,Sokoro,CI100203,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:100204,100204,1603:45:16:384:0,1603:45:16:384:1:10,1603:45:16:384:2:1002,1603:45:16:384:3:100204,Tienko,CI100204,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110101,110101,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1101,1603:45:16:384:3:110101,Ando-Kékrénou,CI110101,Ando-Kekrenou,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110102,110102,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1101,1603:45:16:384:3:110102,Béoumi,CI110102,Beoumi,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110103,110103,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1101,1603:45:16:384:3:110103,Bodokro,CI110103,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110104,110104,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1101,1603:45:16:384:3:110104,Kondrobo,CI110104,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110105,110105,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1101,1603:45:16:384:3:110105,Lolobo,CI110105,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110106,110106,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1101,1603:45:16:384:3:110106,Marabadiassa,CI110106,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110107,110107,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1101,1603:45:16:384:3:110107,N'Guéssankro,CI110107,NGuéssankro,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110201,110201,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1102,1603:45:16:384:3:110201,Botro,CI110201,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110202,110202,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1102,1603:45:16:384:3:110202,Diabo,CI110202,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110203,110203,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1102,1603:45:16:384:3:110203,Krofoinsou,CI110203,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110204,110204,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1102,1603:45:16:384:3:110204,Languibonou,CI110204,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110301,110301,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1103,1603:45:16:384:3:110301,Bouaké,CI110301,Bouake,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110302,110302,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1103,1603:45:16:384:3:110302,Bounda,CI110302,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110303,110303,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1103,1603:45:16:384:3:110303,Brobo,CI110303,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110304,110304,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1103,1603:45:16:384:3:110304,Djébonoua,CI110304,Djebonoua,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110305,110305,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1103,1603:45:16:384:3:110305,Mamini,CI110305,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110401,110401,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1104,1603:45:16:384:3:110401,Sakassou,CI110401,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110402,110402,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1104,1603:45:16:384:3:110402,Ayaou-Sran,CI110402,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110403,110403,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1104,1603:45:16:384:3:110403,Dibri-Assirikro,CI110403,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:110404,110404,1603:45:16:384:0,1603:45:16:384:1:11,1603:45:16:384:2:1104,1603:45:16:384:3:110404,Toumodi-Sakassou,CI110404,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120101,120101,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1201,1603:45:16:384:3:120101,Dahiri,CI120101,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120102,120102,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1201,1603:45:16:384:3:120102,Fresco,CI120102,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120103,120103,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1201,1603:45:16:384:3:120103,Gbagbam,CI120103,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120201,120201,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1202,1603:45:16:384:3:120201,Sassandra,CI120201,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120202,120202,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1202,1603:45:16:384:3:120202,Dakpadou,CI120202,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120203,120203,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1202,1603:45:16:384:3:120203,Grihiri,CI120203,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120204,120204,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1202,1603:45:16:384:3:120204,Lobakuya,CI120204,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120205,120205,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1202,1603:45:16:384:3:120205,Medon,CI120205,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:120206,120206,1603:45:16:384:0,1603:45:16:384:1:12,1603:45:16:384:2:1202,1603:45:16:384:3:120206,Sago,CI120206,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130101,130101,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130101,Bayota,CI130101,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130102,130102,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130102,Dahiépa-Kéhi,CI130102,Dahiepa-Kehi,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130103,130103,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130103,Dignago,CI130103,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130104,130104,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130104,Dougroupalégnoa,CI130104,Dougroupalegnoa,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130105,130105,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130105,Doukouyo,CI130105,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130106,130106,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130106,Gagnoa,CI130106,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130107,130107,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130107,Galébouo,CI130107,Galebouo,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130108,130108,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130108,Gnagbodougnoa,CI130108,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130109,130109,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130109,Guiberoua,CI130109,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130110,130110,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130110,Ouragahio,CI130110,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130111,130111,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130111,Sérihio,CI130111,Serihio,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130112,130112,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1301,1603:45:16:384:3:130112,Yopohue,CI130112,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130201,130201,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1302,1603:45:16:384:3:130201,Oumé,CI130201,Oume,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130202,130202,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1302,1603:45:16:384:3:130202,Diégonéfla,CI130202,Diegonefla,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130203,130203,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1302,1603:45:16:384:3:130203,Guépahouo,CI130203,Guepahouo,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:130204,130204,1603:45:16:384:0,1603:45:16:384:1:13,1603:45:16:384:2:1302,1603:45:16:384:3:130204,Tonla,CI130204,,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140101,140101,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140101,Appimadoum,CI140101,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140102,140102,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140102,Bondo,CI140102,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140103,140103,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140103,Bondoukou,CI140103,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140104,140104,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140104,Gouméré,CI140104,Goumere,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140105,140105,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140105,Laoudi-Ba,CI140105,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140106,140106,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140106,Pinda-Boroko,CI140106,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140107,140107,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140107,Sapli-Sépingo,CI140107,Sapli-Sepingo,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140108,140108,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140108,Sorobango,CI140108,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140109,140109,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140109,Tabagne,CI140109,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140110,140110,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140110,Tagadi,CI140110,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140111,140111,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140111,Taoudi,CI140111,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140112,140112,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1401,1603:45:16:384:3:140112,Yézimala,CI140112,Yezimala,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140201,140201,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1402,1603:45:16:384:3:140201,Koun-Fao,CI140201,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140202,140202,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1402,1603:45:16:384:3:140202,Boahia,CI140202,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140203,140203,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1402,1603:45:16:384:3:140203,Kokomian,CI140203,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140204,140204,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1402,1603:45:16:384:3:140204,Kouassi-Datékro,CI140204,Kouassi-Datekro,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140205,140205,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1402,1603:45:16:384:3:140205,Tankessé,CI140205,Tankesse,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140206,140206,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1402,1603:45:16:384:3:140206,Tienkoikro,CI140206,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140301,140301,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1403,1603:45:16:384:3:140301,Sandégué,CI140301,Sandegue,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140302,140302,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1403,1603:45:16:384:3:140302,Bandakagni-Tomora,CI140302,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140303,140303,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1403,1603:45:16:384:3:140303,Dimandougou,CI140303,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140304,140304,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1403,1603:45:16:384:3:140304,Yorobodi,CI140304,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140401,140401,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1404,1603:45:16:384:3:140401,Tanda,CI140401,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140402,140402,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1404,1603:45:16:384:3:140402,Amanvi,CI140402,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140403,140403,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1404,1603:45:16:384:3:140403,Diamba,CI140403,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140404,140404,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1404,1603:45:16:384:3:140404,Tchèdio,CI140404,Tchedio,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140501,140501,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1405,1603:45:16:384:3:140501,Transua,CI140501,,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:140502,140502,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1405,1603:45:16:384:3:140502,Assuéfry,CI140502,Assuefry,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
