qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:686:3:20101,20101,1603:45:16:686:0,1603:45:16:686:1:2,1603:45:16:686:2:201,1603:45:16:686:3:20101,Lambaye,SN020101,Bambey,SN0201,Diourbel,SN02,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:20102,20102,1603:45:16:686:0,1603:45:16:686:1:2,1603:45:16:686:2:201,1603:45:16:686:3:20102,Ngoye,SN020102,Bambey,SN0201,Diourbel,SN02,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:20103,20103,1603:45:16:686:0,1603:45:16:686:1:2,1603:45:16:686:2:201,1603:45:16:686:3:20103,Baba Garage,SN020103,Bambey,SN0201,Diourbel,SN02,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:20201,20201,1603:45:16:686:0,1603:45:16:686:1:2,1603:45:16:686:2:202,1603:45:16:686:3:20201,Ndoulo,SN020201,Diourbel,SN0202,Diourbel,SN02,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:20202,20202,1603:45:16:686:0,1603:45:16:686:1:2,1603:45:16:686:2:202,1603:45:16:686:3:20202,Ndindy,SN020202,Diourbel,SN0202,Diourbel,SN02,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:20301,20301,1603:45:16:686:0,1603:45:16:686:1:2,1603:45:16:686:2:203,1603:45:16:686:3:20301,Ndame,SN020301,Mbacke,SN0203,Diourbel,SN02,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:20302,20302,1603:45:16:686:0,1603:45:16:686:1:2,1603:45:16:686:2:203,1603:45:16:686:3:20302,Taif,SN020302,Mbacke,SN0203,Diourbel,SN02,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:20303,20303,1603:45:16:686:0,1603:45:16:686:1:2,1603:45:16:686:2:203,1603:45:16:686:3:20303,Kael,SN020303,Mbacke,SN0203,Diourbel,SN02,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30101,30101,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:301,1603:45:16:686:3:30101,Diakhao,SN030101,Fatick,SN0301,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30102,30102,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:301,1603:45:16:686:3:30102,Fimla,SN030102,Fatick,SN0301,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30103,30103,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:301,1603:45:16:686:3:30103,Tattaguine,SN030103,Fatick,SN0301,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30104,30104,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:301,1603:45:16:686:3:30104,Niakhar,SN030104,Fatick,SN0301,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30201,30201,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:302,1603:45:16:686:3:30201,Djilor,SN030201,Foundiougne,SN0302,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30202,30202,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:302,1603:45:16:686:3:30202,Toubakouta,SN030202,Foundiougne,SN0302,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30203,30203,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:302,1603:45:16:686:3:30203,Niodior,SN030203,Foundiougne,SN0302,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30301,30301,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:303,1603:45:16:686:3:30301,Colobane,SN030301,Gossas,SN0303,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:30302,30302,1603:45:16:686:0,1603:45:16:686:1:3,1603:45:16:686:2:303,1603:45:16:686:3:30302,Ouadiour,SN030302,Gossas,SN0303,Fatick,SN03,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40101,40101,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:401,1603:45:16:686:3:40101,Mabo,SN040101,Birkelane,SN0401,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40102,40102,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:401,1603:45:16:686:3:40102,Keur Mboucki,SN040102,Birkelane,SN0401,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40201,40201,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:402,1603:45:16:686:3:40201,Gniby,SN040201,Kaffrine,SN0402,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40202,40202,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:402,1603:45:16:686:3:40202,Katakel,SN040202,Kaffrine,SN0402,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40301,40301,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:403,1603:45:16:686:3:40301,Missira Wadene,SN040301,Koungheul,SN0403,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40302,40302,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:403,1603:45:16:686:3:40302,Ida Mouride,SN040302,Koungheul,SN0403,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40303,40303,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:403,1603:45:16:686:3:40303,Lour Escale,SN040303,Koungheul,SN0403,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40401,40401,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:404,1603:45:16:686:3:40401,Darou Minam 2,SN040401,Malem Hodar,SN0404,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:40402,40402,1603:45:16:686:0,1603:45:16:686:1:4,1603:45:16:686:2:404,1603:45:16:686:3:40402,Sagna,SN040402,Malem Hodar,SN0404,Kaffrine,SN04,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:50101,50101,1603:45:16:686:0,1603:45:16:686:1:5,1603:45:16:686:2:501,1603:45:16:686:3:50101,Mbadakhoune,SN050101,Guinguineo,SN0501,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:50102,50102,1603:45:16:686:0,1603:45:16:686:1:5,1603:45:16:686:2:501,1603:45:16:686:3:50102,Nguelou,SN050102,Guinguineo,SN0501,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:50201,50201,1603:45:16:686:0,1603:45:16:686:1:5,1603:45:16:686:2:502,1603:45:16:686:3:50201,Sibassoor/Ngothie,SN050201,Kaolack,SN0502,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:50202,50202,1603:45:16:686:0,1603:45:16:686:1:5,1603:45:16:686:2:502,1603:45:16:686:3:50202,Koumbal,SN050202,Kaolack,SN0502,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:50203,50203,1603:45:16:686:0,1603:45:16:686:1:5,1603:45:16:686:2:502,1603:45:16:686:3:50203,Ndiedieng,SN050203,Kaolack,SN0502,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:50301,50301,1603:45:16:686:0,1603:45:16:686:1:5,1603:45:16:686:2:503,1603:45:16:686:3:50301,Paoscoto,SN050301,Nioro Du Rip,SN0503,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:50302,50302,1603:45:16:686:0,1603:45:16:686:1:5,1603:45:16:686:2:503,1603:45:16:686:3:50302,Wak Ngouna,SN050302,Nioro Du Rip,SN0503,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:50303,50303,1603:45:16:686:0,1603:45:16:686:1:5,1603:45:16:686:2:503,1603:45:16:686:3:50303,Medina Sabakh,SN050303,Nioro Du Rip,SN0503,Kaolack,SN05,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:60101,60101,1603:45:16:686:0,1603:45:16:686:1:6,1603:45:16:686:2:601,1603:45:16:686:3:60101,Bandafassi,SN060101,Kedougou,SN0601,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:60102,60102,1603:45:16:686:0,1603:45:16:686:1:6,1603:45:16:686:2:601,1603:45:16:686:3:60102,Fongolembi,SN060102,Kedougou,SN0601,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:60201,60201,1603:45:16:686:0,1603:45:16:686:1:6,1603:45:16:686:2:602,1603:45:16:686:3:60201,Dar Salam,SN060201,Salemata,SN0602,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:60202,60202,1603:45:16:686:0,1603:45:16:686:1:6,1603:45:16:686:2:602,1603:45:16:686:3:60202,Dakételi,SN060202,Salemata,SN0602,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:60301,60301,1603:45:16:686:0,1603:45:16:686:1:6,1603:45:16:686:2:603,1603:45:16:686:3:60301,Sabodala,SN060301,Saraya,SN0603,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:60302,60302,1603:45:16:686:0,1603:45:16:686:1:6,1603:45:16:686:2:603,1603:45:16:686:3:60302,Bembou,SN060302,Saraya,SN0603,Kedougou,SN06,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70101,70101,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:701,1603:45:16:686:3:70101,Mampatim,SN070101,Kolda,SN0701,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70102,70102,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:701,1603:45:16:686:3:70102,Saré Bidji,SN070102,Kolda,SN0701,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70103,70103,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:701,1603:45:16:686:3:70103,Dioulakolon,SN070103,Kolda,SN0701,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70201,70201,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:702,1603:45:16:686:3:70201,Ndorna,SN070201,Medina Yoroufoula,SN0702,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70202,70202,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:702,1603:45:16:686:3:70202,Nianing,SN070202,Medina Yoroufoula,SN0702,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70203,70203,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:702,1603:45:16:686:3:70203,Fafacourou,SN070203,Medina Yoroufoula,SN0702,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70301,70301,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:703,1603:45:16:686:3:70301,Bonconto,SN070301,Velingara,SN0703,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70302,70302,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:703,1603:45:16:686:3:70302,Pakour,SN070302,Velingara,SN0703,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:70303,70303,1603:45:16:686:0,1603:45:16:686:1:7,1603:45:16:686:2:703,1603:45:16:686:3:70303,Sare Coly Sallé,SN070303,Velingara,SN0703,Kolda,SN07,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80101,80101,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:801,1603:45:16:686:3:80101,Ndande,SN080101,Kebemer,SN0801,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80102,80102,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:801,1603:45:16:686:3:80102,Darou Mousty,SN080102,Kebemer,SN0801,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80103,80103,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:801,1603:45:16:686:3:80103,Sagatta Gueth,SN080103,Kebemer,SN0801,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80201,80201,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:802,1603:45:16:686:3:80201,Yang Yang,SN080201,Linguere,SN0802,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80202,80202,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:802,1603:45:16:686:3:80202,Sagata Djolof,SN080202,Linguere,SN0802,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80203,80203,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:802,1603:45:16:686:3:80203,Barkedji,SN080203,Linguere,SN0802,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80204,80204,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:802,1603:45:16:686:3:80204,Dodji,SN080204,Linguere,SN0802,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80301,80301,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:803,1603:45:16:686:3:80301,Keur Momar Sarr,SN080301,Louga,SN0803,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80302,80302,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:803,1603:45:16:686:3:80302,Koki,SN080302,Louga,SN0803,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80303,80303,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:803,1603:45:16:686:3:80303,Mbediene,SN080303,Louga,SN0803,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:80304,80304,1603:45:16:686:0,1603:45:16:686:1:8,1603:45:16:686:2:803,1603:45:16:686:3:80304,Sakal,SN080304,Louga,SN0803,Louga,SN08,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:90101,90101,1603:45:16:686:0,1603:45:16:686:1:9,1603:45:16:686:2:901,1603:45:16:686:3:90101,Sinthiou Banambe/Wouro Sidy,SN090101,Kanel,SN0901,Matam,SN09,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:90102,90102,1603:45:16:686:0,1603:45:16:686:1:9,1603:45:16:686:2:901,1603:45:16:686:3:90102,Orkadiere,SN090102,Kanel,SN0901,Matam,SN09,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:90201,90201,1603:45:16:686:0,1603:45:16:686:1:9,1603:45:16:686:2:902,1603:45:16:686:3:90201,Ogo,SN090201,Matam,SN0902,Matam,SN09,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:90202,90202,1603:45:16:686:0,1603:45:16:686:1:9,1603:45:16:686:2:902,1603:45:16:686:3:90202,Agnam Civol,SN090202,Matam,SN0902,Matam,SN09,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:90301,90301,1603:45:16:686:0,1603:45:16:686:1:9,1603:45:16:686:2:903,1603:45:16:686:3:90301,Velingara,SN090301,Ranerou,SN0903,Matam,SN09,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:100101,100101,1603:45:16:686:0,1603:45:16:686:1:10,1603:45:16:686:2:1001,1603:45:16:686:3:100101,Ndiaye,SN100101,Dagana,SN1001,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:100102,100102,1603:45:16:686:0,1603:45:16:686:1:10,1603:45:16:686:2:1001,1603:45:16:686:3:100102,Mbane,SN100102,Dagana,SN1001,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:100201,100201,1603:45:16:686:0,1603:45:16:686:1:10,1603:45:16:686:2:1002,1603:45:16:686:3:100201,Gamadji Sarre,SN100201,Podor,SN1002,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:100202,100202,1603:45:16:686:0,1603:45:16:686:1:10,1603:45:16:686:2:1002,1603:45:16:686:3:100202,Thille Boubakar,SN100202,Podor,SN1002,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:100203,100203,1603:45:16:686:0,1603:45:16:686:1:10,1603:45:16:686:2:1002,1603:45:16:686:3:100203,Salde,SN100203,Podor,SN1002,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:100204,100204,1603:45:16:686:0,1603:45:16:686:1:10,1603:45:16:686:2:1002,1603:45:16:686:3:100204,Cas-Cas,SN100204,Podor,SN1002,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:100301,100301,1603:45:16:686:0,1603:45:16:686:1:10,1603:45:16:686:2:1003,1603:45:16:686:3:100301,Rao,SN100301,Saint Louis,SN1003,Saint Louis,SN10,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110101,110101,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1101,1603:45:16:686:3:110101,Bona,SN110101,Bounkiling,SN1101,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110102,110102,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1101,1603:45:16:686:3:110102,Bogal,SN110102,Bounkiling,SN1101,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110103,110103,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1101,1603:45:16:686:3:110103,Diaroumé,SN110103,Bounkiling,SN1101,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110201,110201,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1102,1603:45:16:686:3:110201,Simbandi Brassou,SN110201,Goudomp,SN1102,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110202,110202,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1102,1603:45:16:686:3:110202,Djibanar,SN110202,Goudomp,SN1102,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110203,110203,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1102,1603:45:16:686:3:110203,Karantaba,SN110203,Goudomp,SN1102,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110301,110301,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1103,1603:45:16:686:3:110301,Diendé,SN110301,Sedhiou,SN1103,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110302,110302,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1103,1603:45:16:686:3:110302,Djibabouya,SN110302,Sedhiou,SN1103,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:110303,110303,1603:45:16:686:0,1603:45:16:686:1:11,1603:45:16:686:2:1103,1603:45:16:686:3:110303,Djirédji,SN110303,Sedhiou,SN1103,Sedhiou,SN11,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120101,120101,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1201,1603:45:16:686:3:120101,Kiniéba,SN120101,Bakel,SN1201,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120102,120102,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1201,1603:45:16:686:3:120102,Moudéri,SN120102,Bakel,SN1201,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120103,120103,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1201,1603:45:16:686:3:120103,Bellé,SN120103,Bakel,SN1201,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120201,120201,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1202,1603:45:16:686:3:120201,Dianké Makan,SN120201,Goudiry,SN1202,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120202,120202,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1202,1603:45:16:686:3:120202,Koulor,SN120202,Goudiry,SN1202,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120203,120203,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1202,1603:45:16:686:3:120203,Bala,SN120203,Goudiry,SN1202,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120204,120204,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1202,1603:45:16:686:3:120204,Bouinguel Bamba,SN120204,Goudiry,SN1202,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120301,120301,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1203,1603:45:16:686:3:120301,Koutiaba Wolof,SN120301,Koumpentoum,SN1203,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120302,120302,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1203,1603:45:16:686:3:120302,Bamba Tialene,SN120302,Koumpentoum,SN1203,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120401,120401,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1204,1603:45:16:686:3:120401,Missira,SN120401,Tambacounda,SN1204,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120402,120402,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1204,1603:45:16:686:3:120402,Makacoulibantang,SN120402,Tambacounda,SN1204,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:120403,120403,1603:45:16:686:0,1603:45:16:686:1:12,1603:45:16:686:2:1204,1603:45:16:686:3:120403,Koussanar,SN120403,Tambacounda,SN1204,Tambacounda,SN12,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:130101,130101,1603:45:16:686:0,1603:45:16:686:1:13,1603:45:16:686:2:1301,1603:45:16:686:3:130101,Sessene,SN130101,Mbour,SN1301,Thies,SN13,Senegal,SN,2019-04-30,2022-01-04,
1603:45:16:686:3:130102,130102,1603:45:16:686:0,1603:45:16:686:1:13,1603:45:16:686:2:1301,1603:45:16:686:3:130102,Sindia,SN130102,Mbour,SN1301,Thies,SN13,Senegal,SN,2019-04-30,2022-01-04,
