qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:116:3:10301,10301,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:103,1603:45:16:116:3:10301,Nam Tau,KH010301,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10302,10302,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:103,1603:45:16:116:3:10302,Poy Char,KH010302,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10303,10303,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:103,1603:45:16:116:3:10303,Ponley,KH010303,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10304,10304,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:103,1603:45:16:116:3:10304,Spean Sraeng,KH010304,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10305,10305,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:103,1603:45:16:116:3:10305,Srah Chik,KH010305,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10306,10306,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:103,1603:45:16:116:3:10306,Phnum Dei,KH010306,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10401,10401,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10401,Chnuor Mean Chey,KH010401,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10402,10402,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10402,Chob Vari,KH010402,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10403,10403,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10403,Phnum Lieb,KH010403,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10404,10404,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10404,Prasat,KH010404,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10405,10405,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10405,Preak Netr Preah,KH010405,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10406,10406,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10406,Rohal,KH010406,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10407,10407,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10407,Tean Kam,KH010407,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10408,10408,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10408,Tuek Chour,KH010408,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10409,10409,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:104,1603:45:16:116:3:10409,Bos Sbov,KH010409,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10501,10501,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:105,1603:45:16:116:3:10501,Changha,KH010501,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10502,10502,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:105,1603:45:16:116:3:10502,Koub,KH010502,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10503,10503,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:105,1603:45:16:116:3:10503,Kuttasat,KH010503,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10505,10505,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:105,1603:45:16:116:3:10505,Samraong,KH010505,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10506,10506,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:105,1603:45:16:116:3:10506,Souphi,KH010506,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10507,10507,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:105,1603:45:16:116:3:10507,Soengh,KH010507,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10509,10509,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:105,1603:45:16:116:3:10509,Ou Beichoan,KH010509,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10602,10602,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:106,1603:45:16:116:3:10602,Kampong Svay,KH010602,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10603,10603,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:106,1603:45:16:116:3:10603,Kaoh Pong Satv,KH010603,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10604,10604,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:106,1603:45:16:116:3:10604,Mkak,KH010604,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10605,10605,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:106,1603:45:16:116:3:10605,Ou Ambel,KH010605,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10606,10606,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:106,1603:45:16:116:3:10606,Phniet,KH010606,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10607,10607,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:106,1603:45:16:116:3:10607,Preah Ponlea,KH010607,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10608,10608,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:106,1603:45:16:116:3:10608,Tuek Thla,KH010608,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10701,10701,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:107,1603:45:16:116:3:10701,Banteay Chhmar,KH010701,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10702,10702,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:107,1603:45:16:116:3:10702,Kouk Romiet,KH010702,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10703,10703,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:107,1603:45:16:116:3:10703,Phum Thmei,KH010703,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10704,10704,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:107,1603:45:16:116:3:10704,Thma Puok,KH010704,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10705,10705,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:107,1603:45:16:116:3:10705,Kouk Kakthen,KH010705,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10706,10706,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:107,1603:45:16:116:3:10706,Kumru,KH010706,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10801,10801,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:108,1603:45:16:116:3:10801,Phkoam,KH010801,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10802,10802,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:108,1603:45:16:116:3:10802,Sarongk,KH010802,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10803,10803,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:108,1603:45:16:116:3:10803,Sla Kram,KH010803,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10804,10804,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:108,1603:45:16:116:3:10804,Svay Chek,KH010804,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10805,10805,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:108,1603:45:16:116:3:10805,Ta Baen,KH010805,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10806,10806,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:108,1603:45:16:116:3:10806,Ta Phou,KH010806,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10807,10807,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:108,1603:45:16:116:3:10807,Treas,KH010807,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10808,10808,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:108,1603:45:16:116:3:10808,Roluos,KH010808,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10901,10901,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:109,1603:45:16:116:3:10901,Boeng Beng,KH010901,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10902,10902,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:109,1603:45:16:116:3:10902,Malai,KH010902,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10903,10903,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:109,1603:45:16:116:3:10903,Ou Sampoar,KH010903,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10904,10904,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:109,1603:45:16:116:3:10904,Ou Sralau,KH010904,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10905,10905,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:109,1603:45:16:116:3:10905,Tuol Pongro,KH010905,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:10906,10906,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:109,1603:45:16:116:3:10906,Ta Kong,KH010906,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:11001,11001,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:110,1603:45:16:116:3:11001,Nimitt,KH011001,Paoy Paet,KH0110,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:11002,11002,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:110,1603:45:16:116:3:11002,Paoy Paet,KH011002,Paoy Paet,KH0110,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:11003,11003,1603:45:16:116:0,1603:45:16:116:1:1,1603:45:16:116:2:110,1603:45:16:116:3:11003,Phsar Kandal,KH011003,Paoy Paet,KH0110,Banteay Meanchey,KH01,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20101,20101,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:201,1603:45:16:116:3:20101,Kantueu Muoy,KH020101,Banan,KH0201,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20102,20102,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:201,1603:45:16:116:3:20102,Kantueu Pir,KH020102,Banan,KH0201,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20103,20103,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:201,1603:45:16:116:3:20103,Bay Damram,KH020103,Banan,KH0201,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20104,20104,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:201,1603:45:16:116:3:20104,Chheu Teal,KH020104,Banan,KH0201,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20105,20105,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:201,1603:45:16:116:3:20105,Chaeng Mean Chey,KH020105,Banan,KH0201,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20106,20106,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:201,1603:45:16:116:3:20106,Phnum Sampov,KH020106,Banan,KH0201,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20107,20107,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:201,1603:45:16:116:3:20107,Snoeng,KH020107,Banan,KH0201,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20108,20108,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:201,1603:45:16:116:3:20108,Ta Kream,KH020108,Banan,KH0201,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20201,20201,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20201,Ta Pung,KH020201,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20202,20202,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20202,Ta Meun,KH020202,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20203,20203,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20203,Ou Ta Ki,KH020203,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20204,20204,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20204,Chrey,KH020204,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20205,20205,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20205,Anlong Run,KH020205,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20206,20206,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20206,Chrouy Sdau,KH020206,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20207,20207,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20207,Boeng Pring,KH020207,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20208,20208,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20208,Kouk Khmum,KH020208,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20209,20209,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20209,Bansay Traeng,KH020209,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20210,20210,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:202,1603:45:16:116:3:20210,Rung Chrey,KH020210,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20301,20301,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20301,Tuol Ta Ek,KH020301,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20302,20302,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20302,Prek Preah Sdach,KH020302,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20303,20303,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20303,Rottanak,KH020303,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20304,20304,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20304,Chomkar Somraong,KH020304,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20305,20305,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20305,Sla Ket,KH020305,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20306,20306,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20306,Kdol Doun Teav,KH020306,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20307,20307,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20307,Omal,KH020307,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20308,20308,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20308,Wat Kor,KH020308,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20309,20309,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20309,Ou Char,KH020309,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20310,20310,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:203,1603:45:16:116:3:20310,Svay Por,KH020310,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20401,20401,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:204,1603:45:16:116:3:20401,Bavel,KH020401,Bavel,KH0204,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20402,20402,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:204,1603:45:16:116:3:20402,Khnach Romeas,KH020402,Bavel,KH0204,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20403,20403,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:204,1603:45:16:116:3:20403,Lvea,KH020403,Bavel,KH0204,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20404,20404,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:204,1603:45:16:116:3:20404,Prey Khpos,KH020404,Bavel,KH0204,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20405,20405,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:204,1603:45:16:116:3:20405,Ampil Pram Daeum,KH020405,Bavel,KH0204,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20406,20406,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:204,1603:45:16:116:3:20406,Kdol Ta Haen,KH020406,Bavel,KH0204,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20407,20407,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:204,1603:45:16:116:3:20407,Khlaeng Meas,KH020407,Bavel,KH0204,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:3:20408,20408,1603:45:16:116:0,1603:45:16:116:1:2,1603:45:16:116:2:204,1603:45:16:116:3:20408,Boeung Pram,KH020408,Bavel,KH0204,Battambang,KH02,Cambodia,KH,2014-10-14,2018-10-16,
