#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:450:4:51505011033,51505011033,Morafeno I,MG51505011033,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505012001,51505012001,Fotivolo Centre,MG51505012001,,,,Fotivolo,MG51505012,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505012002,51505012002,Fotivolo Mitsinjo,MG51505012002,,,,Fotivolo,MG51505012,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505012003,51505012003,Fotivolo Manombo,MG51505012003,,,,Fotivolo,MG51505012,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505012004,51505012004,Andranoteraky Tanandava,MG51505012004,,,,Fotivolo,MG51505012,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505012005,51505012005,Mamampaha,MG51505012005,,,,Fotivolo,MG51505012,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505012006,51505012006,Bekitohy,MG51505012006,,,,Fotivolo,MG51505012,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505012007,51505012007,Amberomena,MG51505012007,,,,Fotivolo,MG51505012,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505012008,51505012008,Ambatomainty,MG51505012008,,,,Fotivolo,MG51505012,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030001,51505030001,Tandrano,MG51505030001,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030002,51505030002,Ampandramitsetaky,MG51505030002,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030003,51505030003,Analabo,MG51505030003,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030004,51505030004,Soarano,MG51505030004,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030005,51505030005,Andranomanintsy,MG51505030005,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030006,51505030006,Ankapoaky,MG51505030006,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030007,51505030007,Ankeriky,MG51505030007,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030008,51505030008,Antsoha,MG51505030008,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030009,51505030009,Beamalo,MG51505030009,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030010,51505030010,Betabika,MG51505030010,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030011,51505030011,Haminy,MG51505030011,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030012,51505030012,Ankilivondraky,MG51505030012,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030013,51505030013,Mahazoarivo,MG51505030013,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030014,51505030014,Mikaiky,MG51505030014,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030015,51505030015,Tsitanandro,MG51505030015,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505030016,51505030016,Angavo,MG51505030016,,,,Tandrano,MG51505030,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505050001,51505050001,Andranomafana,MG51505050001,,,,Andranomafana,MG51505050,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505050002,51505050002,Bedo Maintirano,MG51505050002,,,,Andranomafana,MG51505050,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505050003,51505050003,Mariany,MG51505050003,,,,Andranomafana,MG51505050,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505050004,51505050004,Morarano,MG51505050004,,,,Andranomafana,MG51505050,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505050005,51505050005,Mahazoarivo,MG51505050005,,,,Andranomafana,MG51505050,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505050006,51505050006,Tamotamo,MG51505050006,,,,Andranomafana,MG51505050,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505050007,51505050007,Ambatolahy Sarodrano,MG51505050007,,,,Andranomafana,MG51505050,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505050008,51505050008,Ambatolahy Soaserana,MG51505050008,,,,Andranomafana,MG51505050,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071001,51505071001,Berenty I,MG51505071001,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071002,51505071002,Ipetsa Ankoabe,MG51505071002,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071003,51505071003,Mandabe II,MG51505071003,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071004,51505071004,Morafeno Tsitakadahy,MG51505071004,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071005,51505071005,Iaborano I,MG51505071005,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071006,51505071006,Fandranarivo,MG51505071006,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071007,51505071007,Ankilimaro,MG51505071007,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071008,51505071008,Sahanory,MG51505071008,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071009,51505071009,Berenty Bara,MG51505071009,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071010,51505071010,Berenty II,MG51505071010,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071011,51505071011,Tsihiriky,MG51505071011,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071012,51505071012,Antanimbaribe,MG51505071012,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071013,51505071013,Ambabaky,MG51505071013,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071014,51505071014,Ankilivalobe,MG51505071014,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071015,51505071015,Ankilivalokely,MG51505071015,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071016,51505071016,Tsinjorano,MG51505071016,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071017,51505071017,Mandarano I,MG51505071017,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071018,51505071018,Iaborano II,MG51505071018,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505071019,51505071019,Bemandresy,MG51505071019,,,,Berenty,MG51505071,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505072001,51505072001,Ilemby,MG51505072001,,,,Ilemby,MG51505072,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505072002,51505072002,Ankerika Besavoa,MG51505072002,,,,Ilemby,MG51505072,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505072003,51505072003,Ankaboka Bara,MG51505072003,,,,Ilemby,MG51505072,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505072004,51505072004,Fandoma,MG51505072004,,,,Ilemby,MG51505072,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505072005,51505072005,Marovitsika,MG51505072005,,,,Ilemby,MG51505072,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505072006,51505072006,Anja,MG51505072006,,,,Ilemby,MG51505072,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011001,51506011001,Betioky Centre,MG51506011001,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011002,51506011002,Ampakabo,MG51506011002,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011003,51506011003,Ranonda,MG51506011003,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011004,51506011004,Betioky II,MG51506011004,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011005,51506011005,Ankilivalo,MG51506011005,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011006,51506011006,Ampasimandroake,MG51506011006,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011007,51506011007,Antsakoamasy,MG51506011007,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011008,51506011008,Anketrake,MG51506011008,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011009,51506011009,Ambalahazo,MG51506011009,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011010,51506011010,Ankilimiangatse,MG51506011010,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011011,51506011011,Ankilimalangy,MG51506011011,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011012,51506011012,Antsakoandahy,MG51506011012,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011013,51506011013,Ambalabey Beroy,MG51506011013,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011014,51506011014,Andranomena Mahasoa,MG51506011014,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011015,51506011015,Ranofoty,MG51506011015,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011016,51506011016,Fenoarivo Behisatse,MG51506011016,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011017,51506011017,Tanambao,MG51506011017,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011018,51506011018,Ankilifolo,MG51506011018,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011019,51506011019,Besavoa Bevoay,MG51506011019,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011020,51506011020,Besavoa,MG51506011020,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011021,51506011021,Besavoa Antsakoamahity,MG51506011021,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011022,51506011022,Tsiborake,MG51506011022,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011023,51506011023,Belalitse,MG51506011023,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011024,51506011024,Ambatofotsy Est,MG51506011024,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011025,51506011025,Ankazomanga Behere,MG51506011025,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506011026,51506011026,Ankazomanga Est,MG51506011026,,,,Betioky Atsimo,MG51506011,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012001,51506012001,Sakamasay Centre,MG51506012001,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012002,51506012002,Besaihatsy,MG51506012002,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012003,51506012003,Beamalo,MG51506012003,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012004,51506012004,Antamotamo,MG51506012004,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012005,51506012005,Vohitolia,MG51506012005,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012006,51506012006,Ampisopiso,MG51506012006,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012007,51506012007,Beanike Centre,MG51506012007,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012008,51506012008,Beora Centre,MG51506012008,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012009,51506012009,Sakamasay Haut,MG51506012009,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012010,51506012010,Beora II,MG51506012010,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012011,51506012011,Beora Tanambao,MG51506012011,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012012,51506012012,Lazarivo,MG51506012012,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012013,51506012013,Beora Ankiliabo,MG51506012013,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012014,51506012014,Ambatomainty,MG51506012014,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012015,51506012015,Ankililimy,MG51506012015,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012016,51506012016,Betaimbala,MG51506012016,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012017,51506012017,Ampanimaro,MG51506012017,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506012018,51506012018,Ambatofotsy Mahasoa,MG51506012018,,,,Sakamasay,MG51506012,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013001,51506013001,Ambatry Mitsinjo,MG51506013001,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013002,51506013002,Andranokototo,MG51506013002,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013003,51506013003,Andranotantely,MG51506013003,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013004,51506013004,Ambatry Manory,MG51506013004,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013006,51506013006,Tsilavondrivotse,MG51506013006,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013007,51506013007,Anadabolava,MG51506013007,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013008,51506013008,Ambatry Mahabo,MG51506013008,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013009,51506013009,Ambatry Ambony,MG51506013009,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506013010,51506013010,Ambatry Tanambao,MG51506013010,,,,Ambatry Mitsinjo,MG51506013,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014001,51506014001,Ankazomanga Ouest,MG51506014001,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014002,51506014002,Vovomena,MG51506014002,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014003,51506014003,Miogo,MG51506014003,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014004,51506014004,Morafeno,MG51506014004,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014005,51506014005,Andrahavia,MG51506014005,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014006,51506014006,Tokoendolo,MG51506014006,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014007,51506014007,Vonje,MG51506014007,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014008,51506014008,Bevala,MG51506014008,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014009,51506014009,Vombao,MG51506014009,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506014010,51506014010,Ankandy,MG51506014010,,,,Ankazomanga Ouest,MG51506014,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506015001,51506015001,Maroarivo Ankazomanga,MG51506015001,,,,Maroarivo Ankazomanga,MG51506015,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506015002,51506015002,Andranamy,MG51506015002,,,,Maroarivo Ankazomanga,MG51506015,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506015003,51506015003,Ambatofoty Ouest,MG51506015003,,,,Maroarivo Ankazomanga,MG51506015,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506015004,51506015004,Analalentike,MG51506015004,,,,Maroarivo Ankazomanga,MG51506015,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506015005,51506015005,Maroarivo Tanandava,MG51506015005,,,,Maroarivo Ankazomanga,MG51506015,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506015006,51506015006,Antsakoamaro,MG51506015006,,,,Maroarivo Ankazomanga,MG51506015,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51506015007,51506015007,Ankilimihada,MG51506015007,,,,Maroarivo Ankazomanga,MG51506015,Betioky Atsimo,MG51506,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
