#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:800:3:101001,101001,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101001,Bbaale,UG101001,,,,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101002,101002,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1010,1603:45:16:800:3:101002,Ntenjeru,UG101002,,,,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101101,101101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1011,1603:45:16:800:3:101101,Kiboga,UG101101,,,,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101201,101201,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1012,1603:45:16:800:3:101201,Kiboga,UG101201,,,,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101301,101301,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1013,1603:45:16:800:3:101301,Kyotera,UG101301,,,,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101401,101401,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1014,1603:45:16:800:3:101401,Bamunanika,UG101401,,,,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101402,101402,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1014,1603:45:16:800:3:101402,Katikamu,UG101402,,,,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101501,101501,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1015,1603:45:16:800:3:101501,Bukoto,UG101501,,,,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101601,101601,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1016,1603:45:16:800:3:101601,Kabula,UG101601,,,,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101701,101701,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1017,1603:45:16:800:3:101701,Bukoto,UG101701,,,,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101702,101702,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1017,1603:45:16:800:3:101702,Masaka Municipality,UG101702,,,,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101801,101801,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1018,1603:45:16:800:3:101801,Busujju,UG101801,,,,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101802,101802,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1018,1603:45:16:800:3:101802,KCCA,UG101802,,,,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101803,101803,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1018,1603:45:16:800:3:101803,Mityana,UG101803,,,,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101804,101804,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1018,1603:45:16:800:3:101804,Mityana Municipality,UG101804,,,,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:101901,101901,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1019,1603:45:16:800:3:101901,Mawokota,UG101901,,,,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102001,102001,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1020,1603:45:16:800:3:102001,Buwekula,UG102001,,,,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102002,102002,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1020,1603:45:16:800:3:102002,Kasambya,UG102002,,,,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102003,102003,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1020,1603:45:16:800:3:102003,Mubende Municipality,UG102003,,,,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102101,102101,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1021,1603:45:16:800:3:102101,KCCA,UG102101,,,,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102102,102102,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1021,1603:45:16:800:3:102102,Mukono,UG102102,,,,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102103,102103,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1021,1603:45:16:800:3:102103,Mukono Municipality,UG102103,,,,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102104,102104,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1021,1603:45:16:800:3:102104,Nakifuma,UG102104,,,,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102201,102201,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1022,1603:45:16:800:3:102201,Nakaseke,UG102201,,,,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102301,102301,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1023,1603:45:16:800:3:102301,Buruli,UG102301,,,,Nakasongola,UG1023,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102401,102401,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1024,1603:45:16:800:3:102401,Kooki,UG102401,,,,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102501,102501,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1025,1603:45:16:800:3:102501,Lwemiyaga,UG102501,,,,Ssembabule,UG1025,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102502,102502,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1025,1603:45:16:800:3:102502,Mawogola,UG102502,,,,Ssembabule,UG1025,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102601,102601,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1026,1603:45:16:800:3:102601,Busiro,UG102601,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102602,102602,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1026,1603:45:16:800:3:102602,Entebbe Municipality,UG102602,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102603,102603,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1026,1603:45:16:800:3:102603,Kira Municipality,UG102603,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102604,102604,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1026,1603:45:16:800:3:102604,Kyadondo,UG102604,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102605,102605,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1026,1603:45:16:800:3:102605,Makindye Ssabagabo Municipality,UG102605,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:102606,102606,1603:45:16:800:0,1603:45:16:800:1:1,1603:45:16:800:2:1026,1603:45:16:800:3:102606,Nansana Municipality,UG102606,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:202701,202701,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2027,1603:45:16:800:3:202701,Amuria,UG202701,,,,Amuria,UG2027,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:202801,202801,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2028,1603:45:16:800:3:202801,Budaka,UG202801,,,,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:202802,202802,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2028,1603:45:16:800:3:202802,Iki-Iki,UG202802,,,,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:202901,202901,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2029,1603:45:16:800:3:202901,Manjiya,UG202901,,,,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203001,203001,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2030,1603:45:16:800:3:203001,Bugiri Municipality,UG203001,,,,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203002,203002,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2030,1603:45:16:800:3:203002,Bukooli,UG203002,,,,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203101,203101,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2031,1603:45:16:800:3:203101,Bugweri,UG203101,,,,Bugweri,UG2031,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203201,203201,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2032,1603:45:16:800:3:203201,Bukedea,UG203201,,,,Bukedea,UG2032,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203301,203301,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2033,1603:45:16:800:3:203301,Kongasis,UG203301,,,,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203401,203401,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2034,1603:45:16:800:3:203401,Bulambuli,UG203401,,,,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203501,203501,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2035,1603:45:16:800:3:203501,Busia Municipality,UG203501,,,,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203502,203502,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2035,1603:45:16:800:3:203502,Samia-Bugwe,UG203502,,,,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203601,203601,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2036,1603:45:16:800:3:203601,Bunyole,UG203601,,,,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203701,203701,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2037,1603:45:16:800:3:203701,Butebo,UG203701,,,,Butebo,UG2037,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203801,203801,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2038,1603:45:16:800:3:203801,Budiope,UG203801,,,,Buyende,UG2038,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203901,203901,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2039,1603:45:16:800:3:203901,Iganga Municipality,UG203901,,,,Iganga,UG2039,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:203902,203902,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2039,1603:45:16:800:3:203902,Kigulu,UG203902,,,,Iganga,UG2039,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204001,204001,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2040,1603:45:16:800:3:204001,Butembe,UG204001,,,,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204002,204002,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2040,1603:45:16:800:3:204002,Jinja Municipality,UG204002,,,,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204003,204003,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2040,1603:45:16:800:3:204003,Kagoma,UG204003,,,,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204101,204101,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2041,1603:45:16:800:3:204101,Kaberamaido,UG204101,,,,Kaberamaido,UG2041,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204201,204201,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2042,1603:45:16:800:3:204201,Kalaki,UG204201,,,,Kalaki,UG2042,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204301,204301,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2043,1603:45:16:800:3:204301,Bulamogi,UG204301,,,,Kaliro,UG2043,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204401,204401,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2044,1603:45:16:800:3:204401,Bugabula,UG204401,,,,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204402,204402,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2044,1603:45:16:800:3:204402,Buzaaya,UG204402,,,,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204403,204403,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2044,1603:45:16:800:3:204403,Kamuli Municipality,UG204403,,,,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204501,204501,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2045,1603:45:16:800:3:204501,Kapchorwa Municipality,UG204501,,,,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204502,204502,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2045,1603:45:16:800:3:204502,Tingey,UG204502,,,,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204601,204601,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2046,1603:45:16:800:3:204601,Kapelebyong,UG204601,,,,Kapelebyong,UG2046,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204701,204701,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2047,1603:45:16:800:3:204701,Katakwi,UG204701,,,,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204702,204702,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2047,1603:45:16:800:3:204702,Toroma,UG204702,,,,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204801,204801,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2048,1603:45:16:800:3:204801,Kibuku,UG204801,,,,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204901,204901,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2049,1603:45:16:800:3:204901,Kumi,UG204901,,,,Kumi,UG2049,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:204902,204902,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2049,1603:45:16:800:3:204902,Kumi Municipality,UG204902,,,,Kumi,UG2049,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205001,205001,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2050,1603:45:16:800:3:205001,Kween,UG205001,,,,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205101,205101,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2051,1603:45:16:800:3:205101,Luuka,UG205101,,,,Luuka,UG2051,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205201,205201,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2052,1603:45:16:800:3:205201,Bubulo,UG205201,,,,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205301,205301,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2053,1603:45:16:800:3:205301,Bunya,UG205301,,,,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205401,205401,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2054,1603:45:16:800:3:205401,Bungokho,UG205401,,,,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205402,205402,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2054,1603:45:16:800:3:205402,Mbale Municipality,UG205402,,,,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205501,205501,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2055,1603:45:16:800:3:205501,Bukooli,UG205501,,,,Namayingo,UG2055,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205601,205601,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2056,1603:45:16:800:3:205601,Bubulo,UG205601,,,,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205701,205701,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2057,1603:45:16:800:3:205701,Busiki,UG205701,,,,Namutumba,UG2057,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205801,205801,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2058,1603:45:16:800:3:205801,Ngora,UG205801,,,,Ngora,UG2058,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205901,205901,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2059,1603:45:16:800:3:205901,Butebo,UG205901,,,,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:205902,205902,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2059,1603:45:16:800:3:205902,Pallisa,UG205902,,,,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:206001,206001,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2060,1603:45:16:800:3:206001,Kasilo,UG206001,,,,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:206002,206002,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2060,1603:45:16:800:3:206002,Serere,UG206002,,,,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:206101,206101,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2061,1603:45:16:800:3:206101,Budadiri,UG206101,,,,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:206201,206201,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2062,1603:45:16:800:3:206201,Soroti,UG206201,,,,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:206202,206202,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2062,1603:45:16:800:3:206202,Soroti Municipality,UG206202,,,,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:206301,206301,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206301,Tororo,UG206301,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:206302,206302,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206302,Tororo Municipality,UG206302,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:206303,206303,1603:45:16:800:0,1603:45:16:800:1:2,1603:45:16:800:2:2063,1603:45:16:800:3:206303,West Budama (Kisolo),UG206303,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:306401,306401,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3064,1603:45:16:800:3:306401,Labwor,UG306401,,,,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:306501,306501,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3065,1603:45:16:800:3:306501,East Moyo,UG306501,,,,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:306601,306601,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3066,1603:45:16:800:3:306601,Agago,UG306601,,,,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
1603:45:16:800:3:306701,306701,1603:45:16:800:0,1603:45:16:800:1:3,1603:45:16:800:2:3067,1603:45:16:800:3:306701,Moroto,UG306701,,,,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-28,
