#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5002,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5001,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5000,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:398:2:471800,471800,1603:45:16:398:0,1603:45:16:398:1:47,1603:45:16:398:2:471800,Zhanaozen ,Жаңаөзен ,Жанаозен ,KZ471800,,,,,,,,Mangystau,Маңғыстау ,Мангистауская ,KZ47,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:473600,473600,1603:45:16:398:0,1603:45:16:398:1:47,1603:45:16:398:2:473600,Beyneu,Бейнеу ,Бейнеуский,KZ473600,,,,,,,,Mangystau,Маңғыстау ,Мангистауская ,KZ47,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:474200,474200,1603:45:16:398:0,1603:45:16:398:1:47,1603:45:16:398:2:474200,Karakiyan,Қарақиян ,Каракиянский,KZ474200,,,,,,,,Mangystau,Маңғыстау ,Мангистауская ,KZ47,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:474600,474600,1603:45:16:398:0,1603:45:16:398:1:47,1603:45:16:398:2:474600,Mangistau,Маңғыстау ,Мангистауский,KZ474600,,,,,,,,Mangystau,Маңғыстау ,Мангистауская ,KZ47,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:475000,475000,1603:45:16:398:0,1603:45:16:398:1:47,1603:45:16:398:2:475000,Munayli,Мұнайлы ,Мунайлинский,KZ475000,,,,,,,,Mangystau,Маңғыстау ,Мангистауская ,KZ47,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:475200,475200,1603:45:16:398:0,1603:45:16:398:1:47,1603:45:16:398:2:475200,Tupkaragan,Түпқараған ,Тупкараганский,KZ475200,,,,,,,,Mangystau,Маңғыстау ,Мангистауская ,KZ47,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:551000,551000,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:551000,Pavlodar,Павлодар,Павлодар,KZ551000,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:551600,551600,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:551600,Aksu,Ақсу,Аксу,KZ551600,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:552200,552200,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:552200,Ekibastuz,Екібастұз,Экибастуз,KZ552200,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:553200,553200,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:553200,Aktogay,Ақтоғай ,Актогайский,KZ553200,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:553600,553600,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:553600,Bayanaul,Баянауыл ,Баянаульский,KZ553600,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:554200,554200,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:554200,Zhelezin,Железин ,Железинский,KZ554200,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:554600,554600,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:554600,Irtysh,Ертіс ,Иртышский,KZ554600,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:554800,554800,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:554800,Terenkol,Тереңкөл,Теренкол,KZ554800,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:555200,555200,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:555200,Akkuly,Аққулы,Аккулы,KZ555200,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:555600,555600,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:555600,May,Май ,Майский,KZ555600,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:556000,556000,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:556000,Pavlodar,Павлодар ,Павлодарский,KZ556000,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:556400,556400,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:556400,Uspen,Успен ,Успенский,KZ556400,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:556800,556800,1603:45:16:398:0,1603:45:16:398:1:55,1603:45:16:398:2:556800,Sharbakty,Шарбақты ,Щербактинский,KZ556800,,,,,,,,Pavlodar,Павлодар ,Павлодарская ,KZ55,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:591000,591000,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:591000,Petropavlovsk,Петропавл ,Петропавловск,KZ591000,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:593200,593200,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:593200,Aiyrtau,Айыртау ,Айыртауский,KZ593200,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:593400,593400,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:593400,Akzhar,Ақжар ,Акжарский,KZ593400,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:593600,593600,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:593600,Magzhan Zhumabaev,Мағжан Жұмабаев ,Магжан Жумабаев,KZ593600,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:594200,594200,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:594200,Esil,Есіл ,Есильский,KZ594200,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:594600,594600,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:594600,Zhambyl,Жамбыл ,Жамбылский,KZ594600,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:595000,595000,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:595000,Kyzylzhar,Қызылжар ,Кызылжарский,KZ595000,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:595200,595200,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:595200,Mamlyut,Мамлют ,Мамлютский,KZ595200,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:595600,595600,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:595600,Shal akyn,Шал ақын ,Шал акын,KZ595600,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:595800,595800,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:595800,Akkayin,Аққайың ,Аккайынский,KZ595800,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:596000,596000,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:596000,Taiynsha,Тайынша ,Тайыншинский,KZ596000,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:596200,596200,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:596200,Timiryazev,Тимирязев ,Тимирязевский,KZ596200,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:596400,596400,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:596400,Ualikhanov,Уәлиханов ,Уалихановский,KZ596400,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:596600,596600,1603:45:16:398:0,1603:45:16:398:1:59,1603:45:16:398:2:596600,Gabit Musirepov,Ғабит Мүсірепов,Габит Мусрепов,KZ596600,,,,,,,,North Kazakhstan,Солтүстiк Қазақстан ,Северо-Казахстанская ,KZ59,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:611600,611600,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:611600,Arys,Арыс ,Арысь,KZ611600,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:612000,612000,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:612000,Kentau ,Кентау ,Кентау ,KZ612000,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:612600,612600,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:612600,Turkestan ,Түркістан ,Туркестан ,KZ612600,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:613600,613600,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:613600,Baydibek,Бәйдібек ,Байдибек,KZ613600,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:613800,613800,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:613800,Zhetysai,Жетісай,Жетисайский,KZ613800,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:613900,613900,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:613900,Keles,Келес,Келесский,KZ613900,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:614000,614000,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:614000,Kazygurt,Қазығұрт ,Казыгуртский,KZ614000,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:614400,614400,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:614400,Maktaaral,Мақтаарал ,Мактааральский,KZ614400,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:614600,614600,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:614600,Ordabasy,Ордабасы ,Ордабасынский,KZ614600,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:614800,614800,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:614800,Otrar,Отырар ,Отрарский,KZ614800,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:615200,615200,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:615200,Sayram,Сайрам ,Сайрамский,KZ615200,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:615400,615400,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:615400,Saryagash,Сарыағаш ,Сарыагашский,KZ615400,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:615600,615600,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:615600,Suzak,Созақ ,Сузакский,KZ615600,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:615800,615800,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:615800,Tolebi,Төле би ,Толебийский,KZ615800,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:616000,616000,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:616000,Tyulkubas,Түлкібас ,Тюлькубасский,KZ616000,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:616400,616400,1603:45:16:398:0,1603:45:16:398:1:61,1603:45:16:398:2:616400,Shardara,Шардара ,Шардаринский,KZ616400,,,,,,,,Turkestan,Түркістан ,Туркестанская,KZ61,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:631000,631000,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:631000,Ust-Kamenogorsk ,Өскемен ,Усть-Каменогорск ,KZ631000,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:632200,632200,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:632200,Kurchatov ,Курчатов ,Курчатов ,KZ632200,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:632400,632400,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:632400,Ridder,Риддер ,Риддер,KZ632400,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:632800,632800,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:632800,Semey ,Семей ,Семей ,KZ632800,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:633200,633200,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:633200,Abay,Абай ,Абайский,KZ633200,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:633400,633400,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:633400,Ayagoz,Аягөз ,Аягозский,KZ633400,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:633600,633600,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:633600,Beskaragay,Бесқарағай ,Бескарагайский,KZ633600,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:633800,633800,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:633800,Borodulikha,Бородулиха ,Бородулихинский,KZ633800,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:634000,634000,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:634000,Glubokoe,Глубокое ,Глубоковский,KZ634000,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:634400,634400,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:634400,Zharma,Жарма ,Жарминский,KZ634400,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:634600,634600,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:634600,Zaysan,Зайсан ,Зайсанский,KZ634600,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:634800,634800,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:634800,Altay,Алтай,Алтайский,KZ634800,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:635000,635000,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:635000,Kokpekti,Көкпекті ,Кокпектинский,KZ635000,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:635200,635200,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:635200,Kurshum,Күршім ,Курчумский,KZ635200,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:635400,635400,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:635400,Katonkaragay,Қатонқарағай ,Катон-Карагайский,KZ635400,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:635800,635800,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:635800,Tarbagatay,Тарбағатай ,Тарбагатайский,KZ635800,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:636200,636200,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:636200,Ulan,Ұлан ,Уланский,KZ636200,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:636400,636400,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:636400,Urzhar,Үржар ,Урджарский,KZ636400,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:636800,636800,1603:45:16:398:0,1603:45:16:398:1:63,1603:45:16:398:2:636800,Shemonaikha,Шемонаиха ,Шемонаихинский,KZ636800,,,,,,,,East Kazakhstan,Шығыс Қазақстан ,Восточно-Казахстанская ,KZ63,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:711110,711110,1603:45:16:398:0,1603:45:16:398:1:71,1603:45:16:398:2:711110,Almaty,Алматы,Алматинский,KZ711110,,,,,,,,Nur-Sultan (city),Нұр-Сұлтан,Нур-Султан,KZ71,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:711210,711210,1603:45:16:398:0,1603:45:16:398:1:71,1603:45:16:398:2:711210,Esil,Есіл,Есильский,KZ711210,,,,,,,,Nur-Sultan (city),Нұр-Сұлтан,Нур-Султан,KZ71,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:711310,711310,1603:45:16:398:0,1603:45:16:398:1:71,1603:45:16:398:2:711310,Saryarka,Сарыарқа,Сарыаркинский,KZ711310,,,,,,,,Nur-Sultan (city),Нұр-Сұлтан,Нур-Султан,KZ71,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:711410,711410,1603:45:16:398:0,1603:45:16:398:1:71,1603:45:16:398:2:711410,Baykonyr ,Байқоңыр,Байконырский,KZ711410,,,,,,,,Nur-Sultan (city),Нұр-Сұлтан,Нур-Султан,KZ71,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:751110,751110,1603:45:16:398:0,1603:45:16:398:1:75,1603:45:16:398:2:751110,Almaly,Алмалы ,Алмалинский,KZ751110,,,,,,,,Almaty (city),Алматы (қала),Алматы ,KZ75,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
