#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:804:3:5906015,5906015,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5906,1603:45:16:804:3:5906015,Khmelivska,Хмелівська,Хмелевская,UA5906015,,,,,,,,Romenskyi,Роменський,Роменский,UA5906,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908001,5908001,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908001,Bezdrytska,Бездрицька,Бездрикская,UA5908001,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908003,5908003,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908003,Bilopilska,Білопільська,Белопольская,UA5908003,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908005,5908005,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908005,Verkhnosyrovatska,Верхньосироватська,Верхнесыроватская,UA5908005,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908007,5908007,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908007,Vorozhbianska,Ворожбянська,Ворожбянская,UA5908007,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908009,5908009,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908009,Krasnopilska,Краснопільська,Краснопольская,UA5908009,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908011,5908011,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908011,Lebedynska,Лебединська,Лебединская,UA5908011,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908013,5908013,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908013,Mykolaivska,Миколаївська,Николаевская,UA5908013,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908015,5908015,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908015,Mykolaivska,Миколаївська,Николаевская,UA5908015,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908017,5908017,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908017,Myropilska,Миропільська,Миропольская,UA5908017,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908019,5908019,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908019,Nyzhnosyrovatska,Нижньосироватська,Нижнесыроватская,UA5908019,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908021,5908021,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908021,Richkivska,Річківська,Речковская,UA5908021,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908023,5908023,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908023,Sadivska,Садівська,Садовская,UA5908023,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908025,5908025,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908025,Stepanivska,Степанівська,Степановская,UA5908025,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908027,5908027,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908027,Sumska,Сумська,Сумская,UA5908027,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908029,5908029,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908029,Khotinska,Хотінська,Хотенская,UA5908029,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5908031,5908031,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5908,1603:45:16:804:3:5908031,Yunakivska,Юнаківська,Юнаковская,UA5908031,,,,,,,,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910001,5910001,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910001,Berezivska,Березівська,Березовская,UA5910001,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910003,5910003,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910003,Hlukhivska,Глухівська,Глуховская,UA5910003,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910005,5910005,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910005,Druzhbivska,Дружбівська,Дружбовская,UA5910005,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910007,5910007,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910007,Esmanska,Есманьська,Эсманская,UA5910007,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910009,5910009,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910009,Znob-Novhorodska,Зноб-Новгородська,Знобь-Новгородская,UA5910009,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910011,5910011,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910011,Sveska,Свеська,Свесская,UA5910011,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910013,5910013,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910013,Seredyno-Budska,Середино-Будська,Середино-Будская,UA5910013,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910015,5910015,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910015,Shalyhynska,Шалигинська,Шалыгинская,UA5910015,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910017,5910017,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910017,Shostkynska,Шосткинська,Шосткинская,UA5910017,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5910019,5910019,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5910,1603:45:16:804:3:5910019,Yampilska,Ямпільська,Ямпольская,UA5910019,,,,,,,,Shostkynskyi,Шосткинський,Шосткинский,UA5910,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6102001,6102001,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6102,1603:45:16:804:3:6102001,Borsukivska,Борсуківська,Барсуковская,UA6102001,,,,,,,,Kremenetskyi,Кременецький,Кременецкий,UA6102,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6102003,6102003,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6102,1603:45:16:804:3:6102003,Velykodederkalska,Великодедеркальська,Великодедеркальская,UA6102003,,,,,,,,Kremenetskyi,Кременецький,Кременецкий,UA6102,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6102005,6102005,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6102,1603:45:16:804:3:6102005,Vyshnivetska,Вишнівецька,Вишневецкая,UA6102005,,,,,,,,Kremenetskyi,Кременецький,Кременецкий,UA6102,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6102007,6102007,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6102,1603:45:16:804:3:6102007,Kremenetska,Кременецька,Кременецкая,UA6102007,,,,,,,,Kremenetskyi,Кременецький,Кременецкий,UA6102,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6102009,6102009,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6102,1603:45:16:804:3:6102009,Lanovetska,Лановецька,Лановецкая,UA6102009,,,,,,,,Kremenetskyi,Кременецький,Кременецкий,UA6102,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6102011,6102011,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6102,1603:45:16:804:3:6102011,Lopushnenska,Лопушненська,Лопушненская,UA6102011,,,,,,,,Kremenetskyi,Кременецький,Кременецкий,UA6102,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6102013,6102013,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6102,1603:45:16:804:3:6102013,Pochaivska,Почаївська,Почаевская,UA6102013,,,,,,,,Kremenetskyi,Кременецький,Кременецкий,UA6102,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6102015,6102015,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6102,1603:45:16:804:3:6102015,Shumska,Шумська,Шумская,UA6102015,,,,,,,,Kremenetskyi,Кременецький,Кременецкий,UA6102,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104001,6104001,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104001,Baikovetska,Байковецька,Байковецкая,UA6104001,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104003,6104003,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104003,Berezhanska,Бережанська,Бережанская,UA6104003,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104005,6104005,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104005,Biletska,Білецька,Белецкая,UA6104005,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104007,6104007,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104007,Velykoberezovytska,Великоберезовицька,Великоберезовицкая,UA6104007,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104009,6104009,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104009,Velykobirkivska,Великобірківська,Великоборковская,UA6104009,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104011,6104011,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104011,Velykohaivska,Великогаївська,Великогаевская,UA6104011,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104013,6104013,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104013,Zalozetska,Залозецька,Залозецкая,UA6104013,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104015,6104015,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104015,Zbarazka,Збаразька,Збаражская,UA6104015,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104017,6104017,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104017,Zborivska,Зборівська,Зборовская,UA6104017,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104019,6104019,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104019,Zolotnykivska,Золотниківська,Золотниковская,UA6104019,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104021,6104021,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104021,Ivanivska,Іванівська,Ивановская,UA6104021,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104023,6104023,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104023,Kozivska,Козівська,Козовская,UA6104023,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104025,6104025,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104025,Kozlivska,Козлівська,Козловская,UA6104025,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104027,6104027,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104027,Kupchynetska,Купчинецька,Купчинецкая,UA6104027,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104029,6104029,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104029,Mykulynetska,Микулинецька,Микулинецкая,UA6104029,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104031,6104031,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104031,Naraivska,Нараївська,Нараевская,UA6104031,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104033,6104033,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104033,Ozernianska,Озернянська,Озернянская,UA6104033,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:6104035,6104035,1603:45:16:804:0,1603:45:16:804:1:61,1603:45:16:804:2:6104,1603:45:16:804:3:6104035,Pidvolochyska,Підволочиська,Подволочисская,UA6104035,,,,,,,,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
