#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:894:2:2010,2010,1603:45:16:894:0,1603:45:16:894:1:20,1603:45:16:894:2:2010,Ndola,ZM2010,,,,Copperbelt,ZM20,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3001,3001,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3001,Chadiza,ZM3001,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3002,3002,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3002,Chasefu,ZM3002,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3003,3003,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3003,Chipata,ZM3003,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3004,3004,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3004,Katete,ZM3004,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3005,3005,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3005,Lundazi,ZM3005,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3006,3006,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3006,Mambwe,ZM3006,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3007,3007,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3007,Nyimba,ZM3007,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3008,3008,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3008,Petauke,ZM3008,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3009,3009,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3009,Chipangali,ZM3009,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3010,3010,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3010,Kasenengwa,ZM3010,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3011,3011,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3011,Lumezi,ZM3011,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3012,3012,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3012,Sinda,ZM3012,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:3013,3013,1603:45:16:894:0,1603:45:16:894:1:30,1603:45:16:894:2:3013,Vubwi,ZM3013,,,,Eastern,ZM30,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4001,4001,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4001,Chiengi,ZM4001,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4002,4002,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4002,Kawambwa,ZM4002,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4003,4003,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4003,Mansa,ZM4003,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4004,4004,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4004,Milengi,ZM4004,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4005,4005,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4005,Mwense,ZM4005,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4006,4006,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4006,Nchelenge,ZM4006,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4007,4007,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4007,Samfya,ZM4007,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4008,4008,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4008,Chembe,ZM4008,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4009,4009,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4009,Chifunabuli,ZM4009,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4010,4010,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4010,Chipili,ZM4010,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4011,4011,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4011,Lunga,ZM4011,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:4012,4012,1603:45:16:894:0,1603:45:16:894:1:40,1603:45:16:894:2:4012,Mwansabombwe,ZM4012,,,,Luapula,ZM40,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:5001,5001,1603:45:16:894:0,1603:45:16:894:1:50,1603:45:16:894:2:5001,Chongwe,ZM5001,,,,Lusaka,ZM50,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:5002,5002,1603:45:16:894:0,1603:45:16:894:1:50,1603:45:16:894:2:5002,Kafue,ZM5002,,,,Lusaka,ZM50,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:5003,5003,1603:45:16:894:0,1603:45:16:894:1:50,1603:45:16:894:2:5003,Luangwa,ZM5003,,,,Lusaka,ZM50,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:5004,5004,1603:45:16:894:0,1603:45:16:894:1:50,1603:45:16:894:2:5004,Lusaka,ZM5004,,,,Lusaka,ZM50,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:5005,5005,1603:45:16:894:0,1603:45:16:894:1:50,1603:45:16:894:2:5005,Chilanga,ZM5005,,,,Lusaka,ZM50,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:5006,5006,1603:45:16:894:0,1603:45:16:894:1:50,1603:45:16:894:2:5006,Chirundu,ZM5006,,,,Lusaka,ZM50,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:5007,5007,1603:45:16:894:0,1603:45:16:894:1:50,1603:45:16:894:2:5007,Rufunsa,ZM5007,,,,Lusaka,ZM50,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:5008,5008,1603:45:16:894:0,1603:45:16:894:1:50,1603:45:16:894:2:5008,Shibuyunji,ZM5008,,,,Lusaka,ZM50,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6001,6001,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6001,Chilubi,ZM6001,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6002,6002,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6002,Lunte District,ZM6002,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6003,6003,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6003,Lupososhi,ZM6003,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6004,6004,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6004,Kaputa,ZM6004,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6005,6005,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6005,Kasama,ZM6005,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6006,6006,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6006,Luwingu,ZM6006,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6007,6007,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6007,Mbala,ZM6007,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6008,6008,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6008,Nsama,ZM6008,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6009,6009,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6009,Mporokoso,ZM6009,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6010,6010,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6010,Mpulungu,ZM6010,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6011,6011,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6011,Mungwi,ZM6011,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:6012,6012,1603:45:16:894:0,1603:45:16:894:1:60,1603:45:16:894:2:6012,Senga Hill,ZM6012,,,,Northern,ZM60,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7001,7001,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7001,Chavuma,ZM7001,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7002,7002,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7002,Kabompo,ZM7002,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7003,7003,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7003,Kasempa,ZM7003,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7004,7004,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7004,Mufumbwe,ZM7004,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7005,7005,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7005,Mwinilunga,ZM7005,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7006,7006,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7006,Solwezi,ZM7006,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7007,7007,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7007,Zambezi,ZM7007,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7008,7008,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7008,Ikelenge,ZM7008,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7009,7009,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7009,Kalumbila,ZM7009,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7010,7010,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7010,Manyinga,ZM7010,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:7011,7011,1603:45:16:894:0,1603:45:16:894:1:70,1603:45:16:894:2:7011,Mushindano,ZM7011,,,,North-Western,ZM70,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8001,8001,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8001,Choma,ZM8001,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8002,8002,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8002,Gwembe,ZM8002,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8003,8003,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8003,Chikankanta,ZM8003,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8004,8004,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8004,Kalomo,ZM8004,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8005,8005,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8005,Kazungula,ZM8005,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8006,8006,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8006,Livingstone,ZM8006,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8007,8007,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8007,Mazabuka,ZM8007,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8008,8008,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8008,Monze,ZM8008,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8009,8009,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8009,Namwala,ZM8009,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8010,8010,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8010,Siavonga,ZM8010,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8011,8011,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8011,Sinazongwe,ZM8011,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8012,8012,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8012,Pemba,ZM8012,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:8013,8013,1603:45:16:894:0,1603:45:16:894:1:80,1603:45:16:894:2:8013,Zimba,ZM8013,,,,Southern,ZM80,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9001,9001,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9001,Kalabo,ZM9001,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9002,9002,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9002,Kaoma,ZM9002,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9003,9003,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9003,Lukulu,ZM9003,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9004,9004,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9004,Mongu,ZM9004,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9005,9005,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9005,Senanga,ZM9005,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9006,9006,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9006,Limulunga,ZM9006,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9007,9007,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9007,Shang'ombo,ZM9007,Shangombo,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9008,9008,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9008,Luampa,ZM9008,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9009,9009,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9009,Mitete,ZM9009,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9010,9010,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9010,Mulobezi,ZM9010,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9011,9011,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9011,Mwandi,ZM9011,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9012,9012,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9012,Sesheke,ZM9012,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9013,9013,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9013,Nalolo,ZM9013,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9014,9014,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9014,Nkeyema,ZM9014,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9015,9015,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9015,Sikongo,ZM9015,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
1603:45:16:894:2:9016,9016,1603:45:16:894:0,1603:45:16:894:1:90,1603:45:16:894:2:9016,Sioma,ZM9016,,,,Western,ZM90,Zambia,ZM,2020-11-26,2020-11-26,
