qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:768:3:51514,51514,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51514,Sissiak,TG051514,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51515,51515,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51515,Tamongue,TG051515,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51516,51516,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:515,1603:45:16:768:3:51516,Tampialime,TG051516,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51601,51601,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51601,Bidjenga,TG051601,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51602,51602,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51602,Dapaong,TG051602,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51603,51603,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51603,Kantindi,TG051603,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51604,51604,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51604,Korbongou,TG051604,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51605,51605,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51605,Kourientre,TG051605,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51606,51606,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51606,Lotogou/Warkambou,TG051606,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51607,51607,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51607,Louanga,TG051607,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51608,51608,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51608,Naki-Ouest,TG051608,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51609,51609,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51609,Namare,TG051609,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51610,51610,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51610,Nanergou,TG051610,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51611,51611,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51611,Natigou,TG051611,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51612,51612,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51612,Nioukpourma,TG051612,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51613,51613,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51613,Pana,TG051613,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51614,51614,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51614,Poissongui,TG051614,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51615,51615,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51615,Sanfatoute,TG051615,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51616,51616,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51616,Tami,TG051616,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51617,51617,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:516,1603:45:16:768:3:51617,Toaga,TG051617,Tone,TG0516,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51701,51701,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:517,1603:45:16:768:3:51701,Biankouri,TG051701,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51702,51702,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:517,1603:45:16:768:3:51702,Boade,TG051702,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51703,51703,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:517,1603:45:16:768:3:51703,Cinkasse,TG051703,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51704,51704,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:517,1603:45:16:768:3:51704,Gnoaga,TG051704,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51705,51705,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:517,1603:45:16:768:3:51705,Gouloungoussi,TG051705,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51706,51706,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:517,1603:45:16:768:3:51706,Nadjoundi,TG051706,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51707,51707,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:517,1603:45:16:768:3:51707,Sam-Naba,TG051707,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51708,51708,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:517,1603:45:16:768:3:51708,Timbou,TG051708,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51801,51801,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:518,1603:45:16:768:3:51801,Kpendjaga / Papri,TG051801,Naki-Ouest,TG0518,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51802,51802,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:518,1603:45:16:768:3:51802,Naki-Est,TG051802,Naki-Ouest,TG0518,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51803,51803,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:518,1603:45:16:768:3:51803,Namoundjoga,TG051803,Naki-Ouest,TG0518,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51804,51804,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:518,1603:45:16:768:3:51804,Nayega,TG051804,Naki-Ouest,TG0518,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51805,51805,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:518,1603:45:16:768:3:51805,Ogaro,TG051805,Naki-Ouest,TG0518,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51806,51806,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:518,1603:45:16:768:3:51806,Pogno,TG051806,Naki-Ouest,TG0518,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51807,51807,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:518,1603:45:16:768:3:51807,Tambonga,TG051807,Naki-Ouest,TG0518,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51901,51901,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:519,1603:45:16:768:3:51901,Gando,TG051901,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51902,51902,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:519,1603:45:16:768:3:51902,Koumongou,TG051902,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51903,51903,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:519,1603:45:16:768:3:51903,Kountoire,TG051903,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51904,51904,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:519,1603:45:16:768:3:51904,Mogou,TG051904,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51905,51905,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:519,1603:45:16:768:3:51905,Nali,TG051905,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51906,51906,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:519,1603:45:16:768:3:51906,Sagbiebou,TG051906,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51907,51907,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:519,1603:45:16:768:3:51907,Takpamba,TG051907,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:51908,51908,1603:45:16:768:0,1603:45:16:768:1:5,1603:45:16:768:2:519,1603:45:16:768:3:51908,Tchamonga,TG051908,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
