#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:662:2:6060010000,6060010000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060010000,Anse Chastanet,LC06060010000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060020000,6060020000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060020000,Beausejour/Myers Bridge,LC06060020000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060030000,6060030000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060030000,Belfond,LC06060030000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060040000,6060040000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060040000,Belle Plain,LC06060040000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060050000,6060050000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060050000,Belvedere,LC06060050000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060060000,6060060000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060060000,Bois D'Inde,LC06060060000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060070000,6060070000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060070000,Bouton,LC06060070000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060090000,6060090000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060090000,Calvary/Calvaire,LC06060090000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060100000,6060100000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060100000,Chateau Belair,LC06060100000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060110000,6060110000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060110000,Colombette,LC06060110000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060120000,6060120000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060120000,Cresslands,LC06060120000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060130000,6060130000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060130000,Morne Lastic,LC06060130000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060140000,6060140000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060140000,Deville,LC06060140000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060150000,6060150000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060150000,Diamond/Diamond Estate,LC06060150000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060160000,6060160000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060160000,Esperance,LC06060160000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060170000,6060170000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060170000,Etangs,LC06060170000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060170100,6060170100,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060170100,La Dauphine Estate,LC06060170100,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060180000,6060180000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060180000,Fond Bernier,LC06060180000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060190000,6060190000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060190000,Fond Cacoa,LC06060190000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060200000,6060200000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060200000,Fond Doux,LC06060200000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060230000,6060230000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060230000,Jalousie,LC06060230000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060240000,6060240000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060240000,La Pearle,LC06060240000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060260000,6060260000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060260000,Malgretoute,LC06060260000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060260100,6060260100,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060260100,Plat Pays,LC06060260100,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060270000,6060270000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060270000,Migny,LC06060270000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060280000,6060280000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060280000,Mocha,LC06060280000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060290000,6060290000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060290000,Morne Bonin,LC06060290000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060310000,6060310000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060310000,Coubaril Estate,LC06060310000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060320000,6060320000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060320000,Morne La Croix,LC06060320000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060340000,6060340000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060340000,New Development,LC06060340000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060350000,6060350000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060350000,Palmiste,LC06060350000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060370000,6060370000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060370000,Rabot,LC06060370000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060390000,6060390000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060390000,Ravine Claire,LC06060390000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060420000,6060420000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060420000,Ruby Estate,LC06060420000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060430000,6060430000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060430000,Sapphire,LC06060430000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060440000,6060440000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060440000,Soufriere Estate,LC06060440000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060450000,6060450000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060450000,St Phillip,LC06060450000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060460000,6060460000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060460000,Sulphur Springs,LC06060460000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060470000,6060470000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060470000,Ti Boug,LC06060470000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060480000,6060480000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060480000,Toraille,LC06060480000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060490000,6060490000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060490000,Town,LC06060490000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060490100,6060490100,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060490100,Baron'S Drive/Coin De L'Anse,LC06060490100,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060490700,6060490700,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060490700,Lenny Hill,LC06060490700,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060500000,6060500000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060500000,Union Vale,LC06060500000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060530000,6060530000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060530000,Zenon,LC06060530000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060550000,6060550000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060550000,La Haut,LC06060550000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060570000,6060570000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060570000,Terre Blanche,LC06060570000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060580000,6060580000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060580000,Stonefield,LC06060580000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060600000,6060600000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060600000,Fond Gens Libre,LC06060600000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060630000,6060630000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060630000,St Remy Estate,LC06060630000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060640000,6060640000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060640000,Compar,LC06060640000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060660000,6060660000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060660000,Cenac,LC06060660000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060670000,6060670000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060670000,Descolons,LC06060670000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060680000,6060680000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060680000,Gros Piton,LC06060680000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060700000,6060700000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060700000,Mal Maison,LC06060700000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060710000,6060710000,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060710000,Morne Tabac,LC06060710000,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060720001,6060720001,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060720001,Petit Piton,LC06060720001,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:6060720002,6060720002,1603:45:16:662:0,1603:45:16:662:1:6,1603:45:16:662:2:6060720002,Ti Delcer,LC06060720002,,,,Soufriere,LC06,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070010000,7070010000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070010000,Belle Vue,LC07070010000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070020000,7070020000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070020000,Marche Gaye,LC07070020000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070030000,7070030000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070030000,Bois D'Inde,LC07070030000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070040000,7070040000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070040000,Caffiere,LC07070040000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070060000,7070060000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070060000,Dacretin,LC07070060000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070080000,7070080000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070080000,Debreiul,LC07070080000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070090000,7070090000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070090000,Delcer,LC07070090000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070100000,7070100000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070100000,Derriere Morne,LC07070100000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070110000,7070110000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070110000,Dugard,LC07070110000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070120000,7070120000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070120000,Dupre,LC07070120000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070140000,7070140000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070140000,Esperance,LC07070140000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070150000,7070150000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070150000,Newfield/Fiette,LC07070150000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070160000,7070160000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070160000,Franciou,LC07070160000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
1603:45:16:662:2:7070170000,7070170000,1603:45:16:662:0,1603:45:16:662:1:7,1603:45:16:662:2:7070170000,Industry,LC07070170000,,,,Choiseul,LC07,Saint Lucia,LC,2019-05-01,2019-05-08,
