#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Camarines Sur,PH051700000,,,,Region V,PH050000000,Philippines (the),PH,2016-06-30,2020-05-29,
Camiguin,PH101800000,,,,Region X,PH100000000,Philippines (the),PH,2016-06-30,2020-05-29,
Capiz,PH061900000,,,,Region VI,PH060000000,Philippines (the),PH,2016-06-30,2020-05-29,
Catanduanes,PH052000000,,,,Region V,PH050000000,Philippines (the),PH,2016-06-30,2020-05-29,
Cavite,PH042100000,,,,Region IV-A,PH040000000,Philippines (the),PH,2016-06-30,2020-05-29,
Cebu,PH072200000,,,,Region VII,PH070000000,Philippines (the),PH,2016-06-30,2020-05-29,
City of Isabela,PH099700000,,,,Region IX,PH090000000,Philippines (the),PH,2016-06-30,2020-05-29,
Compostela Valley,PH118200000,,,,Region XI,PH110000000,Philippines (the),PH,2016-06-30,2020-05-29,
Cotabato,PH124700000,,,,Region XII,PH120000000,Philippines (the),PH,2016-06-30,2020-05-29,
Cotabato City,PH129800000,,,,Region XII,PH120000000,Philippines (the),PH,2016-06-30,2020-05-29,
Davao del Norte,PH112300000,,,,Region XI,PH110000000,Philippines (the),PH,2016-06-30,2020-05-29,
Davao del Sur,PH112400000,,,,Region XI,PH110000000,Philippines (the),PH,2016-06-30,2020-05-29,
Davao Occidental,PH118600000,,,,Region XI,PH110000000,Philippines (the),PH,2016-06-30,2020-05-29,
Davao Oriental,PH112500000,,,,Region XI,PH110000000,Philippines (the),PH,2016-06-30,2020-05-29,
Dinagat Islands,PH168500000,,,,Region XIII,PH160000000,Philippines (the),PH,2016-06-30,2020-05-29,
Eastern Samar,PH082600000,,,,Region VIII,PH080000000,Philippines (the),PH,2016-06-30,2020-05-29,
Guimaras,PH067900000,,,,Region VI,PH060000000,Philippines (the),PH,2016-06-30,2020-05-29,
Ifugao,PH142700000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2016-06-30,2020-05-29,
Ilocos Norte,PH012800000,,,,Region I,PH010000000,Philippines (the),PH,2016-06-30,2020-05-29,
Ilocos Sur,PH012900000,,,,Region I,PH010000000,Philippines (the),PH,2016-06-30,2020-05-29,
Iloilo,PH063000000,,,,Region VI,PH060000000,Philippines (the),PH,2016-06-30,2020-05-29,
Isabela,PH023100000,,,,Region II,PH020000000,Philippines (the),PH,2016-06-30,2020-05-29,
Kalinga,PH143200000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2016-06-30,2020-05-29,
La Union,PH013300000,,,,Region I,PH010000000,Philippines (the),PH,2016-06-30,2020-05-29,
Laguna,PH043400000,,,,Region IV-A,PH040000000,Philippines (the),PH,2016-06-30,2020-05-29,
Lanao del Norte,PH103500000,,,,Region X,PH100000000,Philippines (the),PH,2016-06-30,2020-05-29,
Lanao del Sur,PH153600000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2016-06-30,2020-05-29,
Leyte,PH083700000,,,,Region VIII,PH080000000,Philippines (the),PH,2016-06-30,2020-05-29,
Maguindanao,PH153800000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2016-06-30,2020-05-29,
Marinduque,PH174000000,,,,Region IV-B,PH170000000,Philippines (the),PH,2016-06-30,2020-05-29,
Masbate,PH054100000,,,,Region V,PH050000000,Philippines (the),PH,2016-06-30,2020-05-29,
Misamis Occidental,PH104200000,,,,Region X,PH100000000,Philippines (the),PH,2016-06-30,2020-05-29,
Misamis Oriental,PH104300000,,,,Region X,PH100000000,Philippines (the),PH,2016-06-30,2020-05-29,
Mountain Province,PH144400000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2016-06-30,2020-05-29,
"NCR, City of Manila, First District",PH133900000,,,,National Capital Region,PH130000000,Philippines (the),PH,2016-06-30,2020-05-29,
"NCR, Fourth District",PH137600000,,,,National Capital Region,PH130000000,Philippines (the),PH,2016-06-30,2020-05-29,
"NCR, Second District",PH137400000,,,,National Capital Region,PH130000000,Philippines (the),PH,2016-06-30,2020-05-29,
"NCR, Third District",PH137500000,,,,National Capital Region,PH130000000,Philippines (the),PH,2016-06-30,2020-05-29,
Negros Occidental,PH064500000,,,,Region VI,PH060000000,Philippines (the),PH,2016-06-30,2020-05-29,
Negros Oriental,PH074600000,,,,Region VII,PH070000000,Philippines (the),PH,2016-06-30,2020-05-29,
Northern Samar,PH084800000,,,,Region VIII,PH080000000,Philippines (the),PH,2016-06-30,2020-05-29,
Nueva Ecija,PH034900000,,,,Region III,PH030000000,Philippines (the),PH,2016-06-30,2020-05-29,
Nueva Vizcaya,PH025000000,,,,Region II,PH020000000,Philippines (the),PH,2016-06-30,2020-05-29,
Occidental Mindoro,PH175100000,,,,Region IV-B,PH170000000,Philippines (the),PH,2016-06-30,2020-05-29,
Oriental Mindoro,PH175200000,,,,Region IV-B,PH170000000,Philippines (the),PH,2016-06-30,2020-05-29,
Palawan,PH175300000,,,,Region IV-B,PH170000000,Philippines (the),PH,2016-06-30,2020-05-29,
Pampanga,PH035400000,,,,Region III,PH030000000,Philippines (the),PH,2016-06-30,2020-05-29,
Pangasinan,PH015500000,,,,Region I,PH010000000,Philippines (the),PH,2016-06-30,2020-05-29,
Quezon,PH045600000,,,,Region IV-A,PH040000000,Philippines (the),PH,2016-06-30,2020-05-29,
Quirino,PH025700000,,,,Region II,PH020000000,Philippines (the),PH,2016-06-30,2020-05-29,
Rizal,PH045800000,,,,Region IV-A,PH040000000,Philippines (the),PH,2016-06-30,2020-05-29,
Romblon,PH175900000,,,,Region IV-B,PH170000000,Philippines (the),PH,2016-06-30,2020-05-29,
Samar,PH086000000,,,,Region VIII,PH080000000,Philippines (the),PH,2016-06-30,2020-05-29,
Sarangani,PH128000000,,,,Region XII,PH120000000,Philippines (the),PH,2016-06-30,2020-05-29,
Siquijor,PH076100000,,,,Region VII,PH070000000,Philippines (the),PH,2016-06-30,2020-05-29,
Sorsogon,PH056200000,,,,Region V,PH050000000,Philippines (the),PH,2016-06-30,2020-05-29,
South Cotabato,PH126300000,,,,Region XII,PH120000000,Philippines (the),PH,2016-06-30,2020-05-29,
Southern Leyte,PH086400000,,,,Region VIII,PH080000000,Philippines (the),PH,2016-06-30,2020-05-29,
Sultan Kudarat,PH126500000,,,,Region XII,PH120000000,Philippines (the),PH,2016-06-30,2020-05-29,
Sulu,PH156600000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2016-06-30,2020-05-29,
Surigao del Norte,PH166700000,,,,Region XIII,PH160000000,Philippines (the),PH,2016-06-30,2020-05-29,
Surigao del Sur,PH166800000,,,,Region XIII,PH160000000,Philippines (the),PH,2016-06-30,2020-05-29,
Tarlac,PH036900000,,,,Region III,PH030000000,Philippines (the),PH,2016-06-30,2020-05-29,
Tawi-Tawi,PH157000000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2016-06-30,2020-05-29,
Zambales,PH037100000,,,,Region III,PH030000000,Philippines (the),PH,2016-06-30,2020-05-29,
Zamboanga del Norte,PH097200000,,,,Region IX,PH090000000,Philippines (the),PH,2016-06-30,2020-05-29,
Zamboanga del Sur,PH097300000,,,,Region IX,PH090000000,Philippines (the),PH,2016-06-30,2020-05-29,
Zamboanga Sibugay,PH098300000,,,,Region IX,PH090000000,Philippines (the),PH,2016-06-30,2020-05-29,
