#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Kania,SL02011005,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kindia,SL02011006,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Laminaya,SL02011007,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Madina,SL02011008,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maharibo,SL02011009,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makapa,SL02011010,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makwie Loko,SL02011011,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Manathi,SL02011012,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maparay,SL02011013,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rothatha,SL02011014,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Timbo,SL02011015,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kalangba,SL02011101,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kukuna,SL02011102,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Marampa,SL02011103,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masisan,SL02011104,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mateboi,SL02011105,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rogbin,SL02011106,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rogboreh,SL02011107,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rosos,SL02011108,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sendugu,SL02011109,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yankabala,SL02011110,,,Sanda Tendaran,SL020111,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamakwie,SL02011201,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamankoh,SL02011202,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kayimbor,SL02011203,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbonkoni I,SL02011204,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbonkoni II,SL02011205,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Manonkoh,SL02011206,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Samia,SL02011207,,,Sella Limba,SL020112,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Dugutha,SL02011301,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Moria,SL02011302,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Paramount Chief Se,SL02011303,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Simibue,SL02011304,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Thalla,SL02011305,,,Tambakha,SL020113,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bombali Sebora - B,SL02019101,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bombali Sebora - K,SL02019102,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bombali Sebora - Makeni,SL02019103,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bombali Sebora - R,SL02019107,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bombali Sebora - T,SL02019108,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bombali Sebora - W,SL02019109,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makari Gbanti - Mi,SL02019110,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makari Gbanti -Mas,SL02019111,,,Makeni Town,SL020191,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Banguraia,SL02020101,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bassia,SL02020102,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bugami,SL02020103,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Duramania,SL02020104,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Filligungee,SL02020105,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Fortumboyie,SL02020106,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gberekhuray,SL02020107,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbolon,SL02020108,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kabaya,SL02020109,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kanku Bramaia,SL02020110,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Konta,SL02020111,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kua Bramaia,SL02020112,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kufuru,SL02020113,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kukuna,SL02020114,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Laminaia,SL02020115,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sansangie,SL02020116,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Seduya,SL02020117,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Shekaia,SL02020118,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sulaimania,SL02020119,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Teneba Bramaia,SL02020120,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Turaya,SL02020121,,,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbinle,SL02020201,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kalangba,SL02020202,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Katalan,SL02020203,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mafaray,SL02020204,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maton,SL02020205,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rogberay,SL02020206,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sanda,SL02020207,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tawuya,SL02020208,,,Gbinle Dixing,SL020202,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bombe,SL02020301,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamba,SL02020302,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kambia,SL02020303,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kargbulor,SL02020304,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Robat,SL02020305,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rokupr,SL02020306,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tormina,SL02020307,,,Magbema,SL020203,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kalenkay,SL02020401,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mambolo,SL02020402,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matetie,SL02020403,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayakie,SL02020404,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Robis,SL02020405,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rowollon,SL02020406,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tombo-Wallah,SL02020407,,,Mambolo,SL020204,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bamoi,SL02020501,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Benna,SL02020502,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kawula,SL02020503,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kayenkassa,SL02020504,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mapolon,SL02020505,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maserie,SL02020506,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matengha,SL02020507,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matilba,SL02020508,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Nonko,SL02020509,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Samu,SL02020510,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sumbuya,SL02020511,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Thalla,SL02020512,,,Masungbala,SL020205,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bubuya,SL02020601,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kassiri,SL02020602,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Koya,SL02020603,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kychom,SL02020604,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lusenia,SL02020605,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mafufuneh,SL02020606,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makuma,SL02020607,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mange,SL02020608,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mapotolon,SL02020609,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Moribaia,SL02020610,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rokon,SL02020611,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rosinor,SL02020612,,,Samu,SL020206,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bubuya,SL02020701,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamassassa,SL02020702,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kathanthineh,SL02020703,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbonkoh,SL02020704,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamankoh,SL02020705,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yebaya,SL02020706,,,Tonko Limba,SL020207,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kunbulun 1,SL02030101,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kunbulun 2,SL02030102,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Manan,SL02030104,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mawundea,SL02030105,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Numula 1,SL02030106,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Numula 2,SL02030107,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Numula 3,SL02030108,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Numula 4,SL02030109,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Numula 5,SL02030110,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sinkunia,SL02030111,,,Dembelia - Sink,SL020301,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Darakuru,SL02030201,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbenekoro,SL02030202,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kania,SL02030203,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kondembaia,SL02030204,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lengekoro,SL02030205,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sokurala,SL02030206,,,Diang,SL020302,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Balandugu,SL02030301,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Dogoloya,SL02030302,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Fissaya I,SL02030303,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Fissaya II,SL02030304,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbentu III,SL02030305,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Herekor,SL02030306,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kalia,SL02030307,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamba,SL02030308,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lagor,SL02030309,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Musaia,SL02030310,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sankan I,SL02030311,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sankan II,SL02030312,,,Folosaba Dembel,SL020303,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbonkobor,SL02030401,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kakallain,SL02030402,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kasunko,SL02030403,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kayaka,SL02030404,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tamiso I,SL02030405,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tamiso II,SL02030406,,,Kasunko,SL020304,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Benadugu,SL02030501,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Deldugu,SL02030502,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mankalia,SL02030503,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mongo I,SL02030504,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mongo II,SL02030505,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Morifindugu,SL02030506,,,Mongo,SL020305,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kulor,SL02030601,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Neya I,SL02030602,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Neya II,SL02030603,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Nyedu,SL02030604,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Saradu,SL02030605,,,Neya,SL020306,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Barawa,SL02030701,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kalian,SL02030702,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sumbaria,SL02030703,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Wollay,SL02030704,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yiffin,SL02030705,,,Nieni,SL020307,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bendugu,SL02030801,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Heremakono,SL02030802,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Koinadugu,SL02030803,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Kamadugu,SL02030804,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Kamadugu,SL02030805,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yiraia,SL02030806,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yogomaia,SL02030807,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bilimaia,SL02030808,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Biribaia,SL02030901,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Dara,SL02030902,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Falaba,SL02030903,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Fudea,SL02030904,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Ganya,SL02030905,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gberia Fotombu,SL02030906,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gberia-Timbako,SL02030907,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kaliyereh,SL02030908,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kambaia,SL02030909,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Koindu-Kura,SL02030910,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Laylay,SL02030911,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Nomokoya,SL02030912,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sonkoya,SL02030913,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bafodia,SL02031001,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kadanso,SL02031002,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kakoya,SL02031003,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamanikie,SL02031004,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamayortortor,SL02031005,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kambalia,SL02031006,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kambia,SL02031007,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kaponpon,SL02031008,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
