#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Falewuja,SL03020504,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kumabeh-Kwe,SL03020505,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Landi-Ngere,SL03020506,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sopan-Cleveland,SL03020507,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tucker-Nyambe,SL03020508,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ba-Kobotu,SL03020601,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bewoni,SL03020602,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbonge,SL03020603,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Senjehun,SL03020604,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sewama,SL03020605,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Taokunor,SL03020606,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kpanga Koimato,SL03020701,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kwako Lanten,SL03020702,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Massa Settie,SL03020703,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mosenten Sahen II,SL03020704,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tubla,SL03020705,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tun-Tun Sullay,SL03020706,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yikie Karbay,SL03020707,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Baoma,SL03020801,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bohol,SL03020802,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bullom,SL03020803,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Garinga,SL03020804,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbangbassa,SL03020805,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbap,SL03020806,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Hahun,SL03020807,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kessie,SL03020808,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Manyime,SL03020809,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Pelewahun,SL03020810,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Salma,SL03020811,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Solon,SL03020812,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Torma Subu,SL03020813,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bamba,SL03020901,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gonoh,SL03020902,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamai,SL03020903,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kwalloh,SL03020904,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Moh,SL03020905,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ngepay,SL03020906,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Saama,SL03020907,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sahaya,SL03020908,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sahn-Gbegu,SL03020909,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sampoh,SL03020910,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yoni,SL03020911,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bakumba,SL03021001,,,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Beyorgboh,SL03021002,,,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ndopie,SL03021003,,,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Pengor,SL03021004,,,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Baryegbe,SL03021101,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Hahun,SL03021102,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ketaway,SL03021103,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mobulie,SL03021104,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yorma,SL03021105,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bonthe Town,SL03029101,,,Bonthe Urban,SL030291,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Benduma,SL03030101,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Benkeh,SL03030102,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kawaya,SL03030103,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kigbai,SL03030104,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mani,SL03030105,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mokassi,SL03030106,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Moseilolo,SL03030107,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Palima,SL03030108,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sembehun,SL03030109,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bellentin,SL03030201,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bumpeh,SL03030202,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Greema,SL03030203,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kassipoto,SL03030204,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamu,SL03030205,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Massah,SL03030206,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Moforay,SL03030207,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mokebbie,SL03030208,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Motobon,SL03030209,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Moyemi,SL03030210,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Saiama,SL03030211,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Samu,SL03030212,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yengessa,SL03030213,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bambuibu Tommy,SL03030301,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bongoya,SL03030302,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Domboma,SL03030303,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Foya Tewei,SL03030304,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Jayahun,SL03030305,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kenema,SL03030306,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mano,SL03030307,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Niti Korley,SL03030308,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Semabu,SL03030309,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Taninahun Gomoh,SL03030310,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Taninahun Kapuima,SL03030311,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Timindi,SL03030312,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Wonkifore,SL03030313,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Fakoi,SL03030401,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gandorhun Central,SL03030402,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kovella,SL03030403,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kpangulgo,SL03030404,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kunyafoi,SL03030405,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Maninga,SL03030406,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njawa,SL03030407,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Songo,SL03030408,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tangbla,SL03030409,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
To - Ndambalenga,SL03030410,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tullu,SL03030411,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bendu A,SL03030501,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bendu B,SL03030502,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bumpetoke,SL03030503,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbuallay,SL03030504,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Konolor,SL03030505,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mambo,SL03030506,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mano,SL03030507,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mobeh,SL03030508,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mofuss,SL03030509,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mokandor,SL03030510,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mokebe,SL03030511,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mokobo,SL03030512,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mopaileh,SL03030513,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Moyah,SL03030514,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Moyibo,SL03030515,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ngiehun,SL03030516,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Rembe,SL03030517,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tassoh,SL03030518,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Thumba A,SL03030519,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Thumba B,SL03030520,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yondu,SL03030521,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Angigboya,SL03030601,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Koromboya,SL03030602,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kpange,SL03030603,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lungili,SL03030604,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mendegelema,SL03030605,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mosoe,SL03030606,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Waliwahun,SL03030607,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kowama,SL03030701,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mogbuama,SL03030702,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ngiegombu,SL03030703,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ngoahun,SL03030704,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njagbema,SL03030705,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tawovehun,SL03030706,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yeima,SL03030707,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gibina,SL03030801,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gondama,SL03030802,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mobonor,SL03030803,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mokorewo,SL03030804,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mongere,SL03030805,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mosongla,SL03030806,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mowoto,SL03030807,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Senehun,SL03030808,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Taninihun,SL03030809,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tongieh,SL03030810,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone - 1,SL03030901,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone - 2,SL03030902,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone - 3,SL03030903,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone - 4,SL03030904,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone - 5,SL03030905,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone - 6,SL03030906,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone - 7,SL03030907,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kpandobu,SL03031001,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Moforay,SL03031002,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mosumana,SL03031003,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ngiyeiya,SL03031004,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njagbahun,SL03031005,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njama,SL03031006,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tabe,SL03031007,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tawoveihun,SL03031008,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bengelloh,SL03031101,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbangbatoke,SL03031102,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Largoh,SL03031103,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mofindoh,SL03031104,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mokotawa,SL03031105,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ndendemoya,SL03031106,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ngolala,SL03031107,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njagbahun,SL03031108,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Wulbange,SL03031109,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kentineh,SL03031201,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Ribbi,SL03031202,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Makera,SL03031203,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Masanka,SL03031204,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Masarakulay,SL03031205,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mobureh,SL03031206,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Motoni,SL03031207,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Motonkoh,SL03031208,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Ribbi,SL03031209,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yoni,SL03031210,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bembellor,SL03031301,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gambia,SL03031302,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbehan,SL03031303,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamasunu,SL03031304,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kambotoke,SL03031305,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kebail,SL03031306,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mandu,SL03031307,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mye,SL03031308,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Nonkoba,SL03031309,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sahan,SL03031310,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tombeh,SL03031311,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yapoma,SL03031312,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bei-Kelleh,SL03031401,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kenafallay,SL03031402,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kepay,SL03031403,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mogongbe,SL03031404,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Songbo,SL03031405,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
