#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Santa Ana Huista,GT1331,Santa Ana Huista,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Unión Cantinil,GT1332,Union Cantinil,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Petatán,GT1333,Petatan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Santa Cruz del Quiché,GT1401,Santa Cruz del Quiche,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Chiché,GT1402,Chiche,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Chinique,GT1403,Chinique,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Zacualpa,GT1404,Zacualpa,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Chajul,GT1405,Chajul,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Chichicastenango,GT1406,Chichicastenango,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Patzité,GT1407,Patzite,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
San Antonio Ilotenango,GT1408,San Antonio Ilotenango,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
San Pedro Jocopilas,GT1409,San Pedro Jocopilas,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Cunén,GT1410,Cunen,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
San Juan Cotzal,GT1411,San Juan Cotzal,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Joyabaj,GT1412,Joyabaj,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Nebaj,GT1413,Nebaj,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
San Andrés Sajcabajá,GT1414,San Andres Sajcabaja,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Uspantán,GT1415,Uspantan,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Sacapulas,GT1416,Sacapulas,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
San Bartolomé Jocotenango,GT1417,San Bartolome Jocotenango,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Canillá,GT1418,Canilla,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Chicamán,GT1419,Chicaman,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Ixcán,GT1420,Ixcan,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Pachalum,GT1421,Pachalum,,,Quiché,GT14,Guatemala,GT,2018-09-25,2019-02-07,
Salamá,GT1501,Salama,,,Baja Verapaz,GT15,Guatemala,GT,2018-09-25,2019-02-07,
San Miguel Chicaj,GT1502,San Miguel Chicaj,,,Baja Verapaz,GT15,Guatemala,GT,2018-09-25,2019-02-07,
Rabinal,GT1503,Rabinal,,,Baja Verapaz,GT15,Guatemala,GT,2018-09-25,2019-02-07,
Cubulco,GT1504,Cubulco,,,Baja Verapaz,GT15,Guatemala,GT,2018-09-25,2019-02-07,
Granados,GT1505,Granados,,,Baja Verapaz,GT15,Guatemala,GT,2018-09-25,2019-02-07,
El Chol,GT1506,El Chol,,,Baja Verapaz,GT15,Guatemala,GT,2018-09-25,2019-02-07,
San Jerónimo,GT1507,San Jeronimo,,,Baja Verapaz,GT15,Guatemala,GT,2018-09-25,2019-02-07,
Purulhá,GT1508,Purulha,,,Baja Verapaz,GT15,Guatemala,GT,2018-09-25,2019-02-07,
Cobán,GT1601,Coban,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Santa Cruz Verapaz,GT1602,Santa Cruz Verapaz,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
San Cristóbal Verapaz,GT1603,San Cristobal Verapaz,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Tactic,GT1604,Tactic,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Tamahú,GT1605,Tamahu,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Tucurú,GT1606,Tucuru,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Panzós,GT1607,Panzos,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Senahú,GT1608,Senahu,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
San Pedro Carchá,GT1609,San Pedro Carcha,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
San Juan Chamelco,GT1610,San Juan Chamelco,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Lanquín,GT1611,Lanquin,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Cahabón,GT1612,Cahabon,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Chisec,GT1613,Chisec,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Chahal,GT1614,Chahal,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Fray Bartolomé de Las Casas,GT1615,Fray Bartolome de Las Casas,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Santa Catalina La Tinta,GT1616,Santa Catalina La Tinta,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Raxruhá,GT1617,Raxruha,,,Alta Verapaz,GT16,Guatemala,GT,2018-09-25,2019-02-07,
Flores,GT1701,Flores,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
San José,GT1702,San Jose,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
San Benito,GT1703,San Benito,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
San Andrés,GT1704,San Andres,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
La Libertad,GT1705,La Libertad,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
San Francisco,GT1706,San Francisco,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
Santa Ana,GT1707,Santa Ana,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
Dolores,GT1708,Dolores,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
San Luis,GT1709,San Luis,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
Sayaxché,GT1710,Sayaxche,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
Melchor de Mencos,GT1711,Melchor de Mencos,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
Poptún,GT1712,Poptun,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
Las Cruces,GT1713,Las Cruces,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
El Chal,GT1714,El Chal,,,Petén,GT17,Guatemala,GT,2018-09-25,2019-02-07,
Puerto Barrios,GT1801,Puerto Barrios,,,Izabal,GT18,Guatemala,GT,2018-09-25,2019-02-07,
Lívingston,GT1802,Livingston,,,Izabal,GT18,Guatemala,GT,2018-09-25,2019-02-07,
El Estor,GT1803,El Estor,,,Izabal,GT18,Guatemala,GT,2018-09-25,2019-02-07,
Morales,GT1804,Morales,,,Izabal,GT18,Guatemala,GT,2018-09-25,2019-02-07,
Los Amates,GT1805,Los Amates,,,Izabal,GT18,Guatemala,GT,2018-09-25,2019-02-07,
Zacapa,GT1901,Zacapa,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
Estanzuela,GT1902,Estanzuela,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
Río Hondo,GT1903,Rio Hondo,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
Gualán,GT1904,Gualan,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
Teculután,GT1905,Teculutan,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
Usumatlán,GT1906,Usumatlan,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
Cabañas,GT1907,Cabanas,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
San Diego,GT1908,San Diego,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
La Unión,GT1909,La Union,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
Huité,GT1910,Huite,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
San Jorge,GT1911,San Jorge,,,Zacapa,GT19,Guatemala,GT,2018-09-25,2019-02-07,
Chiquimula,GT2001,Chiquimula,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
San José La Arada,GT2002,San Jose La Arada,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
San Juan Ermita,GT2003,San Juan Ermita,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
Jocotán,GT2004,Jocotan,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
Camotán,GT2005,Camotan,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
Olopa,GT2006,Olopa,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
Esquipulas,GT2007,Esquipulas,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
Concepción Las Minas,GT2008,Concepcion Las Minas,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
Quezaltepeque,GT2009,Quezaltepeque,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
San Jacinto,GT2010,San Jacinto,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
Ipala,GT2011,Ipala,,,Chiquimula,GT20,Guatemala,GT,2018-09-25,2019-02-07,
Jalapa,GT2101,Jalapa,,,Jalapa,GT21,Guatemala,GT,2018-09-25,2019-02-07,
San Pedro Pinula,GT2102,San Pedro Pinula,,,Jalapa,GT21,Guatemala,GT,2018-09-25,2019-02-07,
San Luis Jilotepeque,GT2103,San Luis Jilotepeque,,,Jalapa,GT21,Guatemala,GT,2018-09-25,2019-02-07,
San Manuel Chaparrón,GT2104,San Manuel Chaparron,,,Jalapa,GT21,Guatemala,GT,2018-09-25,2019-02-07,
San Carlos Alzatate,GT2105,San Carlos Alzatate,,,Jalapa,GT21,Guatemala,GT,2018-09-25,2019-02-07,
Monjas,GT2106,Monjas,,,Jalapa,GT21,Guatemala,GT,2018-09-25,2019-02-07,
Mataquescuintla,GT2107,Mataquescuintla,,,Jalapa,GT21,Guatemala,GT,2018-09-25,2019-02-07,
Jutiapa,GT2201,Jutiapa,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
El Progreso,GT2202,El Progreso,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Santa Catarina Mita,GT2203,Santa Catarina Mita,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Agua Blanca,GT2204,Agua Blanca,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Asunción Mita,GT2205,Asuncion Mita,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Yupiltepeque,GT2206,Yupiltepeque,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Atescatempa,GT2207,Atescatempa,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Jerez,GT2208,Jerez,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
El Adelanto,GT2209,El Adelanto,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Zapotitlán,GT2210,Zapotitlan,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Comapa,GT2211,Comapa,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Jalpatagua,GT2212,Jalpatagua,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Conguaco,GT2213,Conguaco,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Moyuta,GT2214,Moyuta,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Pasaco,GT2215,Pasaco,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
San José Acatempa,GT2216,San Jose Acatempa,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
Quesada,GT2217,Quesada,,,Jutiapa,GT22,Guatemala,GT,2018-09-25,2019-02-07,
