#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
007,ZA1015007,,,,Swartland,ZA1015,West Coast,ZA101,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
008,ZA1015008,,,,Swartland,ZA1015,West Coast,ZA101,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
009,ZA1015009,,,,Swartland,ZA1015,West Coast,ZA101,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
010,ZA1015010,,,,Swartland,ZA1015,West Coast,ZA101,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
011,ZA1015011,,,,Swartland,ZA1015,West Coast,ZA101,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
012,ZA1015012,,,,Swartland,ZA1015,West Coast,ZA101,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1022001,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1022002,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1022003,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1022004,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1022005,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1022006,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
007,ZA1022007,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
008,ZA1022008,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
009,ZA1022009,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
010,ZA1022010,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
011,ZA1022011,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
012,ZA1022012,,,,Witzenberg,ZA1022,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1023001,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1023002,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1023003,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1023004,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1023005,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1023006,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
007,ZA1023007,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
008,ZA1023008,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
009,ZA1023009,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
010,ZA1023010,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
011,ZA1023011,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
012,ZA1023012,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
013,ZA1023013,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
014,ZA1023014,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
015,ZA1023015,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
016,ZA1023016,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
017,ZA1023017,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
018,ZA1023018,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
019,ZA1023019,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
020,ZA1023020,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
021,ZA1023021,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
022,ZA1023022,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
023,ZA1023023,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
024,ZA1023024,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
025,ZA1023025,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
026,ZA1023026,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
027,ZA1023027,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
028,ZA1023028,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
029,ZA1023029,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
030,ZA1023030,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
031,ZA1023031,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
032,ZA1023032,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
033,ZA1023033,,,,Drakenstein,ZA1023,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1024001,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1024002,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1024003,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1024004,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1024005,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1024006,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
007,ZA1024007,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
008,ZA1024008,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
009,ZA1024009,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
010,ZA1024010,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
011,ZA1024011,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
012,ZA1024012,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
013,ZA1024013,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
014,ZA1024014,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
015,ZA1024015,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
016,ZA1024016,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
017,ZA1024017,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
018,ZA1024018,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
019,ZA1024019,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
020,ZA1024020,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
021,ZA1024021,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
022,ZA1024022,,,,Stellenbosch,ZA1024,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1025001,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1025002,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1025003,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1025004,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1025005,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1025006,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
007,ZA1025007,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
008,ZA1025008,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
009,ZA1025009,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
010,ZA1025010,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
011,ZA1025011,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
012,ZA1025012,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
013,ZA1025013,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
014,ZA1025014,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
015,ZA1025015,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
016,ZA1025016,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
017,ZA1025017,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
018,ZA1025018,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
019,ZA1025019,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
020,ZA1025020,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
021,ZA1025021,,,,Breede Valley,ZA1025,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1026001,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1026002,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1026003,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1026004,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1026005,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1026006,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
007,ZA1026007,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
008,ZA1026008,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
009,ZA1026009,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
010,ZA1026010,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
011,ZA1026011,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
012,ZA1026012,,,,Langeberg,ZA1026,Cape Winelands,ZA102,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1031001,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1031002,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1031003,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1031004,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1031005,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1031006,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
007,ZA1031007,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
008,ZA1031008,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
009,ZA1031009,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
010,ZA1031010,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
011,ZA1031011,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
012,ZA1031012,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
013,ZA1031013,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
014,ZA1031014,,,,Theewaterskloof,ZA1031,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1032001,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1032002,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1032003,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1032004,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1032005,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1032006,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
007,ZA1032007,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
008,ZA1032008,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
009,ZA1032009,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
010,ZA1032010,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
011,ZA1032011,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
012,ZA1032012,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
013,ZA1032013,,,,Overstrand,ZA1032,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1033001,,,,Cape Agulhas,ZA1033,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1033002,,,,Cape Agulhas,ZA1033,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1033003,,,,Cape Agulhas,ZA1033,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1033004,,,,Cape Agulhas,ZA1033,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1033005,,,,Cape Agulhas,ZA1033,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1033006,,,,Cape Agulhas,ZA1033,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1034001,,,,Swellendam,ZA1034,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1034002,,,,Swellendam,ZA1034,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1034003,,,,Swellendam,ZA1034,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
004,ZA1034004,,,,Swellendam,ZA1034,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
005,ZA1034005,,,,Swellendam,ZA1034,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
006,ZA1034006,,,,Swellendam,ZA1034,Overberg,ZA103,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
001,ZA1041001,,,,Kannaland,ZA1041,Eden,ZA104,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
002,ZA1041002,,,,Kannaland,ZA1041,Eden,ZA104,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
003,ZA1041003,,,,Kannaland,ZA1041,Eden,ZA104,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
