#adm4+name+i_spa+is_latn,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_spa+is_latn,#adm4+name+alt2+i_spa+is_latn,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_spa+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_spa+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
San Francisco de Macorís,,DO01010101,San Francisco de Macoris,,,,,Municipio San Francisco de Macorís,,DO010101,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Peña (D.M.),,DO01010102,La Pena (D.M.),,,,,Municipio San Francisco de Macorís,,DO010101,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cenoví (D.M.),,DO01010103,Cenovi (D.M.),,,,,Municipio San Francisco de Macorís,,DO010101,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jaya (D.M.),,DO01010104,Jaya (D.M.),,,,,Municipio San Francisco de Macorís,,DO010101,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Presidente Don Antonio Guzmán Fernández (D.M.),,DO01010105,Presidente Don Antonio Guzman Fernandez (D.M.),,,,,Municipio San Francisco de Macorís,,DO010101,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Arenoso,,DO01010201,Arenoso,,,,,Municipio Arenoso,,DO010102,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Coles (D.M.),,DO01010202,Las Coles (D.M.),,,,,Municipio Arenoso,,DO010102,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Aguacate (D.M.),,DO01010203,El Aguacate (D.M.),,,,,Municipio Arenoso,,DO010102,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Castillo,,DO01010301,Castillo,,,,,Municipio Castillo,,DO010103,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Pimentel,,DO01010401,Pimentel,,,,,Municipio Pimentel,,DO010104,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Riva,,DO01010501,Villa Riva,,,,,Municipio Villa Riva,,DO010105,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Agua Santa del Yuna (D.M.),,DO01010502,Agua Santa del Yuna (D.M.),,,,,Municipio Villa Riva,,DO010105,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cristo Rey de Guaraguao (D.M.),,DO01010503,Cristo Rey de Guaraguao (D.M.),,,,,Municipio Villa Riva,,DO010105,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Taranas (D.M.),,DO01010504,Las Taranas (D.M.),,,,,Municipio Villa Riva,,DO010105,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Barraquito (D.M.),,DO01010505,Barraquito (D.M.),,,,,Municipio Villa Riva,,DO010105,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Guáranas,,DO01010601,Las Guaranas,,,,,Municipio Las Guáranas,,DO010106,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Eugenio María de Hostos,,DO01010701,Eugenio Maria de Hostos,,,,,Municipio Eugenio María de Hostos,,DO010107,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sabana Grande (D.M.),,DO01010702,Sabana Grande (D.M.),,,,,Municipio Eugenio María de Hostos,,DO010107,Provincia Duarte,,DO0101,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Salcedo,,DO01020101,Salcedo,,,,,Municipio Salcedo,,DO010201,Provincia Hermanas Mirabal,,DO0102,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jamao Afuera (D.M.),,DO01020102,Jamao Afuera (D.M.),,,,,Municipio Salcedo,,DO010201,Provincia Hermanas Mirabal,,DO0102,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Tenares,,DO01020201,Tenares,,,,,Municipio Tenares,,DO010202,Provincia Hermanas Mirabal,,DO0102,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Blanco (D.M.),,DO01020202,Blanco (D.M.),,,,,Municipio Tenares,,DO010202,Provincia Hermanas Mirabal,,DO0102,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Tapia,,DO01020301,Villa Tapia,,,,,Municipio Villa Tapia,,DO010203,Provincia Hermanas Mirabal,,DO0102,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Nagua,,DO01030101,Nagua,,,,,Municipio Nagua,,DO010301,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San José de Matanzas (D.M.),,DO01030102,San Jose de Matanzas (D.M.),,,,,Municipio Nagua,,DO010301,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Gordas (D.M.),,DO01030103,Las Gordas (D.M.),,,,,Municipio Nagua,,DO010301,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Arroyo al Medio (D.M.),,DO01030104,Arroyo al Medio (D.M.),,,,,Municipio Nagua,,DO010301,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cabrera,,DO01030201,Cabrera,,,,,Municipio Cabrera,,DO010302,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Arroyo Salado (D.M.),,DO01030202,Arroyo Salado (D.M.),,,,,Municipio Cabrera,,DO010302,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Entrada (D.M.),,DO01030203,La Entrada (D.M.),,,,,Municipio Cabrera,,DO010302,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Factor,,DO01030301,El Factor,,,,,Municipio El Factor,,DO010303,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Pozo (D.M.),,DO01030302,El Pozo (D.M.),,,,,Municipio El Factor,,DO010303,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Río San Juan,,DO01030401,Rio San Juan,,,,,Municipio Río San Juan,,DO010304,Provincia María Trinidad Sánchez,,DO0103,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Samaná,,DO01040101,Samana,,,,,Municipio Samaná,,DO010401,Provincia Samaná,,DO0104,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Limón (D.M.),,DO01040102,El Limon (D.M.),,,,,Municipio Samaná,,DO010401,Provincia Samaná,,DO0104,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Arroyo Barril (D.M.),,DO01040103,Arroyo Barril (D.M.),,,,,Municipio Samaná,,DO010401,Provincia Samaná,,DO0104,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Galeras (D.M.),,DO01040104,Las Galeras (D.M.),,,,,Municipio Samaná,,DO010401,Provincia Samaná,,DO0104,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sánchez,,DO01040201,Sanchez,,,,,Municipio Sánchez,,DO010402,Provincia Samaná,,DO0104,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Terrenas,,DO01040301,Las Terrenas,,,,,Municipio Las Terrenas,,DO010403,Provincia Samaná,,DO0104,Región Cibao Nordeste,,DO01,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Dajabón,,DO02010101,Dajabon,,,,,Municipio Dajabón,,DO020101,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cañongo (D.M.),,DO02010102,Canongo (D.M.),,,,,Municipio Dajabón,,DO020101,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Loma de Cabrera,,DO02010201,Loma de Cabrera,,,,,Municipio Loma de Cabrera,,DO020102,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Capotillo (D.M.),,DO02010202,Capotillo (D.M.),,,,,Municipio Loma de Cabrera,,DO020102,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Santiago de la Cruz (D.M.),,DO02010203,Santiago de la Cruz (D.M.),,,,,Municipio Loma de Cabrera,,DO020102,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Partido,,DO02010301,Partido,,,,,Municipio Partido,,DO020103,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Restauración,,DO02010401,Restauracion,,,,,Municipio Restauración,,DO020104,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Pino,,DO02010501,El Pino,,,,,Municipio El Pino,,DO020105,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Manuel Bueno (D.M.),,DO02010502,Manuel Bueno (D.M.),,,,,Municipio El Pino,,DO020105,Provincia Dajabón,,DO0201,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Monte Cristi,,DO02020101,Monte Cristi,,,,,Municipio Monte Cristi,,DO020201,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Castañuelas,,DO02020201,Castanuelas,,,,,Municipio Castañuelas,,DO020202,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Palo Verde (D.M.),,DO02020202,Palo Verde (D.M.),,,,,Municipio Castañuelas,,DO020202,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Guayubín,,DO02020301,Guayubin,,,,,Municipio Guayubín,,DO020203,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Elisa (D.M.),,DO02020302,Villa Elisa (D.M.),,,,,Municipio Guayubín,,DO020203,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Hatillo Palma (D.M.),,DO02020303,Hatillo Palma (D.M.),,,,,Municipio Guayubín,,DO020203,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cana Chapetón (D.M.),,DO02020304,Cana Chapeton (D.M.),,,,,Municipio Guayubín,,DO020203,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Matas de Santa Cruz,,DO02020401,Las Matas de Santa Cruz,,,,,Municipio Las Matas de Santa Cruz,,DO020204,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Pepillo Salcedo (Manzanillo),,DO02020501,Pepillo Salcedo (Manzanillo),,,,,Municipio Pepillo Salcedo,,DO020205,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Vásquez,,DO02020601,Villa Vasquez,,,,,Municipio Villa Vásquez,,DO020206,Provincia Monte Cristi,,DO0202,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Ignacio de Sabaneta,,DO02030101,San Ignacio de Sabaneta,,,,,Municipio San Ignacio de Sabaneta,,DO020301,Provincia Santiago Rodríguez,,DO0203,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Los Almácigos,,DO02030201,Villa Los Almacigos,,,,,Municipio Villa Los Almácigos,,DO020302,Provincia Santiago Rodríguez,,DO0203,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Monción,,DO02030301,Moncion,,,,,Municipio Monción,,DO020303,Provincia Santiago Rodríguez,,DO0203,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Mao,,DO02040101,Mao,,,,,Municipio Mao,,DO020401,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Amina (D.M.),,DO02040102,Amina (D.M.),,,,,Municipio Mao,,DO020401,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jaibón (Pueblo Nuevo) (D.M.),,DO02040103,Jaibon (Pueblo Nuevo) (D.M.),,,,,Municipio Mao,,DO020401,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Guatapanal (D.M.),,DO02040104,Guatapanal (D.M.),,,,,Municipio Mao,,DO020401,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Esperanza,,DO02040201,Esperanza,,,,,Municipio Esperanza,,DO020402,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Maizal (D.M.),,DO02040202,Maizal (D.M.),,,,,Municipio Esperanza,,DO020402,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jicomé (D.M.),,DO02040203,Jicome (D.M.),,,,,Municipio Esperanza,,DO020402,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Boca de Mao (D.M.),,DO02040204,Boca de Mao (D.M.),,,,,Municipio Esperanza,,DO020402,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Paradero (D.M.),,DO02040205,Paradero (D.M.),,,,,Municipio Esperanza,,DO020402,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Laguna Salada,,DO02040301,Laguna Salada,,,,,Municipio Laguna Salada,,DO020403,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jaibón (D.M.),,DO02040302,Jaibon (D.M.),,,,,Municipio Laguna Salada,,DO020403,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Caya (D.M.),,DO02040303,La Caya (D.M.),,,,,Municipio Laguna Salada,,DO020403,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cruce de Guayacanes (D.M.),,DO02040304,Cruce de Guayacanes (D.M.),,,,,Municipio Laguna Salada,,DO020403,Provincia Valverde,,DO0204,Región Cibao Noroeste,,DO02,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Moca,,DO03010101,Moca,,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
José Contreras (D.M.),,DO03010102,Jose Contreras (D.M.),,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Víctor (D.M.),,DO03010103,San Victor (D.M.),,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Juan López (D.M.),,DO03010104,Juan Lopez (D.M.),,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Lagunas (D.M.),,DO03010105,Las Lagunas (D.M.),,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Canca la Reyna (D.M.),,DO03010106,Canca la Reyna (D.M.),,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Higüerito (D.M.),,DO03010107,El Higuerito (D.M.),,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Monte de la Jagua (D.M.),,DO03010108,Monte de la Jagua (D.M.),,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Ortega (D.M.),,DO03010109,La Ortega (D.M.),,,,,Municipio Moca,,DO030101,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cayetano Germosén,,DO03010201,Cayetano Germosen,,,,,Municipio Cayetano Germosén,,DO030102,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Gaspar Hernández,,DO03010301,Gaspar Hernandez,,,,,Municipio Gaspar Hernández,,DO030103,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Joba Arriba (D.M.),,DO03010302,Joba Arriba (D.M.),,,,,Municipio Gaspar Hernández,,DO030103,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Veragua (D.M.),,DO03010303,Veragua (D.M.),,,,,Municipio Gaspar Hernández,,DO030103,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Magante (D.M.),,DO03010304,Villa Magante (D.M.),,,,,Municipio Gaspar Hernández,,DO030103,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jamao al Norte,,DO03010401,Jamao al Norte,,,,,Municipio Jamao al Norte,,DO030104,Provincia Espaillat,,DO0301,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Puerto Plata,,DO03020101,Puerto Plata,,,,,Municipio Puerto Plata,,DO030201,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Yásica Arriba (D.M.),,DO03020102,Yasica Arriba (D.M.),,,,,Municipio Puerto Plata,,DO030201,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Maimón (D.M.),,DO03020103,Maimon (D.M.),,,,,Municipio Puerto Plata,,DO030201,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Altamira,,DO03020201,Altamira,,,,,Municipio Altamira,,DO030202,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Río Grande (D.M.),,DO03020202,Rio Grande (D.M.),,,,,Municipio Altamira,,DO030202,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Guananico,,DO03020301,Guananico,,,,,Municipio Guananico,,DO030203,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Imbert,,DO03020401,Imbert,,,,,Municipio Imbert,,DO030204,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Los Hidalgos,,DO03020501,Los Hidalgos,,,,,Municipio Los Hidalgos,,DO030205,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Navas (D.M.),,DO03020502,Navas (D.M.),,,,,Municipio Los Hidalgos,,DO030205,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Luperón,,DO03020601,Luperon,,,,,Municipio Luperón,,DO030206,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Isabela (D.M.),,DO03020602,La Isabela (D.M.),,,,,Municipio Luperón,,DO030206,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Belloso (D.M.),,DO03020603,Belloso (D.M.),,,,,Municipio Luperón,,DO030206,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Estrecho de Luperón Omar Bross (D.M.),,DO03020604,El Estrecho de Luperon Omar Bross (D.M.),,,,,Municipio Luperón,,DO030206,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sosúa,,DO03020701,Sosua,,,,,Municipio Sosúa,,DO030207,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cabarete (D.M.),,DO03020702,Cabarete (D.M.),,,,,Municipio Sosúa,,DO030207,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sabaneta de Yásica (D.M.),,DO03020703,Sabaneta de Yasica (D.M.),,,,,Municipio Sosúa,,DO030207,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Isabela,,DO03020801,Villa Isabela,,,,,Municipio Villa Isabela,,DO030208,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Estero Hondo (D.M.),,DO03020802,Estero Hondo (D.M.),,,,,Municipio Villa Isabela,,DO030208,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Jaiba (D.M.),,DO03020803,La Jaiba (D.M.),,,,,Municipio Villa Isabela,,DO030208,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Gualete (D.M.),,DO03020804,Gualete (D.M.),,,,,Municipio Villa Isabela,,DO030208,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Montellano,,DO03020901,Villa Montellano,,,,,Municipio Villa Montellano,,DO030209,Provincia Puerto Plata,,DO0302,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Santiago,,DO03030101,Santiago,,,,,Municipio Santiago,,DO030301,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Pedro García (D.M.),,DO03030102,Pedro Garcia (D.M.),,,,,Municipio Santiago,,DO030301,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Baitoa (D.M.),,DO03030103,Baitoa (D.M.),,,,,Municipio Santiago,,DO030301,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Canela (D.M.),,DO03030104,La Canela (D.M.),,,,,Municipio Santiago,,DO030301,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Francisco de Jacagua (D.M.),,DO03030105,San Francisco de Jacagua (D.M.),,,,,Municipio Santiago,,DO030301,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Hato del Yaque (D.M.),,DO03030106,Hato del Yaque (D.M.),,,,,Municipio Santiago,,DO030301,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Bisonó,,DO03030201,Bisono,,,,,Municipio Bisonó,,DO030302,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jánico,,DO03030301,Janico,,,,,Municipio Jánico,,DO030303,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
