#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Nagarote,NI3550,,,,León,NI35,Nicaragua,NI,2017-10-11,2021-09-28,
Rancho Grande,NI4005,,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
Río Blanco,NI4010,Rio Blanco,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
El Tuma - La Dalia,NI4015,,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
San Isidro,NI4020,,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
Sébaco,NI4025,Sebaco,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
Matagalpa,NI4030,,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
San Ramón,NI4035,San Ramon,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
Matiguás,NI4040,Matiguas,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
Muy Muy,NI4045,,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
Esquipulas,NI4050,,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
San Dionisio,NI4055,,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
Terrabona,NI4060,,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
Ciudad Darío,NI4065,Ciudad Dario,,,Matagalpa,NI40,Nicaragua,NI,2017-10-11,2021-09-28,
San José de Los Remates,NI5005,San Jose de Los Remates,,,Boaco,NI50,Nicaragua,NI,2017-10-11,2021-09-28,
Boaco,NI5010,,,,Boaco,NI50,Nicaragua,NI,2017-10-11,2021-09-28,
Camoapa,NI5015,,,,Boaco,NI50,Nicaragua,NI,2017-10-11,2021-09-28,
Santa Lucía,NI5020,Santa Lucia,,,Boaco,NI50,Nicaragua,NI,2017-10-11,2021-09-28,
Teustepe,NI5025,,,,Boaco,NI50,Nicaragua,NI,2017-10-11,2021-09-28,
San Lorenzo,NI5030,,,,Boaco,NI50,Nicaragua,NI,2017-10-11,2021-09-28,
Mateare,NI5500,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
San Francisco Libre,NI5505,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
Tipitapa,NI5510,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
Villa El Carmen,NI5520,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
Managua,NI5525,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
Ticuantepe,NI5530,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
San Rafael del Sur,NI5535,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
Ciudad Sandino,NI5540,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
El Crucero,NI5545,,,,Managua,NI55,Nicaragua,NI,2017-10-11,2021-09-28,
Nindirí,NI6005,Nindiri,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
Masaya,NI6010,,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
Tisma,NI6015,,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
La Concepción,NI6020,La Concepcion,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
Masatepe,NI6025,,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
Nandasmo,NI6030,,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
Catarina,NI6035,,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
San Juan de Oriente,NI6040,,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
Niquinohomo,NI6045,,,,Masaya,NI60,Nicaragua,NI,2017-10-11,2021-09-28,
Comalapa,NI6505,,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
Juigalpa,NI6510,,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
La Libertad,NI6515,,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
Santo Domingo,NI6520,,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
Santo Tomás,NI6525,Santo Tomas,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
San Pedro de Lóvago,NI6530,San Pedro de Lovago,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
Acoyapa,NI6535,,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
Villa Sandino,NI6540,,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
San Francisco de Cuapa,NI6545,,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
El Coral,NI6550,,,,Chontales,NI65,Nicaragua,NI,2017-10-11,2021-09-28,
Diriá,NI7005,Diria,,,Granada,NI70,Nicaragua,NI,2017-10-11,2021-09-28,
Diriomo,NI7010,,,,Granada,NI70,Nicaragua,NI,2017-10-11,2021-09-28,
Granada,NI7015,,,,Granada,NI70,Nicaragua,NI,2017-10-11,2021-09-28,
Nandaime,NI7020,,,,Granada,NI70,Nicaragua,NI,2017-10-11,2021-09-28,
San Marcos,NI7505,,,,Carazo,NI75,Nicaragua,NI,2017-10-11,2021-09-28,
Jinotepe,NI7510,,,,Carazo,NI75,Nicaragua,NI,2017-10-11,2021-09-28,
Dolores,NI7515,,,,Carazo,NI75,Nicaragua,NI,2017-10-11,2021-09-28,
Diriamba,NI7520,,,,Carazo,NI75,Nicaragua,NI,2017-10-11,2021-09-28,
El Rosario,NI7525,,,,Carazo,NI75,Nicaragua,NI,2017-10-11,2021-09-28,
La Paz de Carazo,NI7530,,,,Carazo,NI75,Nicaragua,NI,2017-10-11,2021-09-28,
Santa Teresa,NI7535,,,,Carazo,NI75,Nicaragua,NI,2017-10-11,2021-09-28,
La Conquista,NI7540,,,,Carazo,NI75,Nicaragua,NI,2017-10-11,2021-09-28,
Tola,NI8005,,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
Belén,NI8010,Belen,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
Potosí,NI8015,Potosi,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
Buenos Aires,NI8020,,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
Moyogalpa,NI8025,,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
Altagracia,NI8030,,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
San Jorge,NI8035,,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
Rivas,NI8040,,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
San Juan del Sur,NI8045,,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
Cárdenas,NI8050,Cardenas,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
Morrito,NI8505,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
El Almendro,NI8510,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
San Miguelito,NI8515,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
San Carlos,NI8520,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
El Castillo,NI8525,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
San Juan de Nicaragua,NI8530,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
Mulukukú,NI9105,Mulukuku,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
Siuna,NI9106,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
Waspam,NI9107,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
Puerto Cabezas,NI9110,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
Rosita,NI9115,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
Bonanza,NI9120,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
Waslala,NI9125,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
Prinzapolka,NI9135,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
Paiwas,NI9305,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
La Cruz de Río Grande,NI9310,La Cruz de Rio Grande,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
Desembocadura de Río Grande,NI9312,Desembocadura de Rio Grande,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
Laguna de Perlas,NI9315,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
El Tortuguero,NI9316,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
El Rama,NI9320,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
Muelle de Los Bueyes,NI9325,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
Kukrahill,NI9330,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
Corn Island,NI9335,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
Bluefields,NI9340,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
Nueva Guinea,NI9345,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
El Ayote,NI9350,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
