#adm2+name+i_eng+is_latn,#adm2+name+i_tur+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tur+is_latn,#adm2+name+alt2+i_tur+is_latn,#adm1+name+i_eng+is_latn,#adm1+name+i_tur+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tur+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Salpazari,Şalpazari,TR061015,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tonya,Tonya,TR061016,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Vakfikebir,Vakfikebir,TR061017,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yomra,Yomra,TR061018,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cemisgezek,Çemişgezek,TR062001,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hozat,Hozat,TR062002,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mazgirt,Mazgirt,TR062003,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Nazimiye,Nazimiye,TR062004,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ovacik,Ovacik,TR062005,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pertek,Pertek,TR062006,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pulumur,Pülümür,TR062007,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tunceli,Tunceli,TR062008,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akcakale,Akçakale,TR063001,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Birecik,Birecik,TR063002,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bozova,Bozova,TR063003,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ceylanpinar,Ceylanpinar,TR063004,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eyyubiye,Eyyübiye,TR063005,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Halfeti,Halfeti,TR063006,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Haliliye,Haliliye,TR063007,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Harran,Harran,TR063008,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hilvan,Hilvan,TR063009,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karakopru,Karaköprü,TR063010,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Siverek,Siverek,TR063011,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Suruc,Suruç,TR063012,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Viransehir,Viranşehir,TR063013,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Banaz,Banaz,TR064001,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Esme,Eşme,TR064002,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karahalli,Karahalli,TR064003,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sivasli,Sivasli,TR064004,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ulubey,Ulubey,TR064005,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Usak,Uşak,TR064006,,,,,,Usak,Uşak,TR064,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bahcesaray,Bahçesaray,TR065001,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Baskale,Başkale,TR065002,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Caldiran,Çaldiran,TR065003,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Catak,Çatak,TR065004,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Edremit,Edremit,TR065005,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ercis,Erciş,TR065006,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gevas,Gevaş,TR065007,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gurpinar,Gürpinar,TR065008,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ipekyolu,Ipekyolu,TR065009,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Muradiye,Muradiye,TR065010,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ozalp,Özalp,TR065011,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Saray,Saray,TR065012,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tusba,Tuşba,TR065013,,,,,,Van,Van,TR065,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akdagmadeni,Akdağmadeni,TR066001,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aydincik,Aydincik,TR066002,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bogazliyan,Boğazliyan,TR066003,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Candir,Çandir,TR066004,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cayiralan,Çayiralan,TR066005,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cekerek,Çekerek,TR066006,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kadisehri,Kadişehri,TR066007,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Saraykent,Saraykent,TR066008,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sarikaya,Sarikaya,TR066009,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sorgun,Sorgun,TR066010,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sefaatli,Şefaatli,TR066011,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yenifakili,Yenifakili,TR066012,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yerkoy,Yerköy,TR066013,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yozgat,Yozgat,TR066014,,,,,,Yozgat,Yozgat,TR066,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Alapli,Alapli,TR067001,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Caycuma,Çaycuma,TR067002,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Devrek,Devrek,TR067003,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eregli,Ereğli,TR067004,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gokcebey,Gökçebey,TR067005,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kilimli,Kilimli,TR067006,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kozlu,Kozlu,TR067007,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Zonguldak,Zonguldak,TR067008,,,,,,Zonguldak,Zonguldak,TR067,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Agacoren,Ağaçören,TR068001,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aksaray,Aksaray,TR068002,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eskil,Eskil,TR068003,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gulagac,Gülağaç,TR068004,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Guzelyurt,Güzelyurt,TR068005,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ortakoy,Ortaköy,TR068006,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sariyahsi,Sariyahşi,TR068007,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sultanhani,Sultanhani,TR068008,,,,,,Aksaray,Aksaray,TR068,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aydintepe,Aydintepe,TR069001,,,,,,Bayburt,Bayburt,TR069,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bayburt,Bayburt,TR069002,,,,,,Bayburt,Bayburt,TR069,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Demirozu,Demirözü,TR069003,,,,,,Bayburt,Bayburt,TR069,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ayranci,Ayranci,TR070001,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Basyayla,Başyayla,TR070002,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ermenek,Ermenek,TR070003,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karaman,Karaman,TR070004,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kazimkarabekir,Kazimkarabekir,TR070005,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sariveliler,Sariveliler,TR070006,,,,,,Karaman,Karaman,TR070,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bahsili,Bahşili,TR071001,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Baliseyh,Balişeyh,TR071002,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Celebi,Çelebi,TR071003,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Delice,Delice,TR071004,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karakecili,Karakeçili,TR071005,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Keskin,Keskin,TR071006,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kirikkale,Kirikkale,TR071007,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sulakyurt,Sulakyurt,TR071008,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yahsihan,Yahşihan,TR071009,,,,,,Kirikkale,Kirikkale,TR071,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Batman,Batman,TR072001,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Besiri,Beşiri,TR072002,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gercus,Gercüş,TR072003,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hasankeyf,Hasankeyf,TR072004,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kozluk,Kozluk,TR072005,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sason,Sason,TR072006,,,,,,Batman,Batman,TR072,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Beytussebap,Beytüşşebap,TR073001,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cizre,Cizre,TR073002,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Guclukonak,Güçlükonak,TR073003,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Idil,Idil,TR073004,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Silopi,Silopi,TR073005,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sirnak,Şirnak,TR073006,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Uludere,Uludere,TR073007,,,,,,Sirnak,Şirnak,TR073,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Amasra,Amasra,TR074001,,,,,,Bartin,Bartin,TR074,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bartin,Bartin,TR074002,,,,,,Bartin,Bartin,TR074,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kurucasile,Kurucaşile,TR074003,,,,,,Bartin,Bartin,TR074,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ulus,Ulus,TR074004,,,,,,Bartin,Bartin,TR074,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ardahan,Ardahan,TR075001,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cildir,Çildir,TR075002,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Damal,Damal,TR075003,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gole,Göle,TR075004,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hanak,Hanak,TR075005,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Posof,Posof,TR075006,,,,,,Ardahan,Ardahan,TR075,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aralik,Aralik,TR076001,,,,,,Igdir,Iğdir,TR076,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Igdir,Iğdir,TR076002,,,,,,Igdir,Iğdir,TR076,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karakoyunlu,Karakoyunlu,TR076003,,,,,,Igdir,Iğdir,TR076,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tuzluca,Tuzluca,TR076004,,,,,,Igdir,Iğdir,TR076,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Altinova,Altinova,TR077001,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Armutlu,Armutlu,TR077002,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ciftlikkoy,Çiftlikköy,TR077003,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cinarcik,Çinarcik,TR077004,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Termal,Termal,TR077005,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yalova,Yalova,TR077006,,,,,,Yalova,Yalova,TR077,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eflani,Eflani,TR078001,,,,,,Karabuk,Karabük,TR078,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eskipazar,Eskipazar,TR078002,,,,,,Karabuk,Karabük,TR078,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karabuk,Karabük,TR078003,,,,,,Karabuk,Karabük,TR078,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ovacik,Ovacik,TR078004,,,,,,Karabuk,Karabük,TR078,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Safranbolu,Safranbolu,TR078005,,,,,,Karabuk,Karabük,TR078,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yenice,Yenice,TR078006,,,,,,Karabuk,Karabük,TR078,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Elbeyli,Elbeyli,TR079001,,,,,,Kilis,Kilis,TR079,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kilis,Kilis,TR079002,,,,,,Kilis,Kilis,TR079,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Musabeyli,Musabeyli,TR079003,,,,,,Kilis,Kilis,TR079,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Polateli,Polateli,TR079004,,,,,,Kilis,Kilis,TR079,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bahce,Bahçe,TR080001,,,,,,Osmaniye,Osmaniye,TR080,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Duzici,Düziçi,TR080002,,,,,,Osmaniye,Osmaniye,TR080,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hasanbeyli,Hasanbeyli,TR080003,,,,,,Osmaniye,Osmaniye,TR080,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kadirli,Kadirli,TR080004,,,,,,Osmaniye,Osmaniye,TR080,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Osmaniye,Osmaniye,TR080005,,,,,,Osmaniye,Osmaniye,TR080,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sumbas,Sumbas,TR080006,,,,,,Osmaniye,Osmaniye,TR080,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Toprakkale,Toprakkale,TR080007,,,,,,Osmaniye,Osmaniye,TR080,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akcakoca,Akçakoca,TR081001,,,,,,Duzce,Düzce,TR081,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cumayeri,Cumayeri,TR081002,,,,,,Duzce,Düzce,TR081,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cilimli,Çilimli,TR081003,,,,,,Duzce,Düzce,TR081,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Duzce,Düzce,TR081004,,,,,,Duzce,Düzce,TR081,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Golyaka,Gölyaka,TR081005,,,,,,Duzce,Düzce,TR081,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gumusova,Gümüşova,TR081006,,,,,,Duzce,Düzce,TR081,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kaynasli,Kaynaşli,TR081007,,,,,,Duzce,Düzce,TR081,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yigilca,Yiğilca,TR081008,,,,,,Duzce,Düzce,TR081,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
