#adm3+name+i_eng+is_latn,#adm3+name+i_ukr+is_cyrl,#adm3+name+i_rus+is_cyrl,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_ukr+is_cyrl,#adm3+name+alt2+i_ukr+is_cyrl,#adm3+name+alt1+i_rus+is_cyrl,#adm3+name+alt2+i_rus+is_cyrl,#adm2+name+i_eng+is_latn,#adm2+name+i_ukr+is_cyrl,#adm2+name+i_rus+is_cyrl,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_ukr+is_cyrl,#adm1+name+i_rus+is_cyrl,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ukr+is_cyrl,#country+name+i_rus+is_cyrl,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Ustynivska,Устинівська,Устиновская,UA3504033,,,,,,,,Kropyvnytskyi,Кропивницький,Кропивницкий,UA3504,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hannivska,Ганнівська,Анновская,UA3506001,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hlodoska,Глодоська,Глодосская,UA3506003,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Dobrovelychkivska,Добровеличківська,Добровеличковская,UA3506005,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zlynska,Злинська,Злынская,UA3506007,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Malovyskivska,Маловисківська,Маловисковская,UA3506009,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Marianivska,Мар'янівська,Марьяновская,UA3506011,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novomyrhorodska,Новомиргородська,Новомиргородская,UA3506013,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novoukrainska,Новоукраїнська,Новоукраинская,UA3506015,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pishchanobridska,Піщанобрідська,Песчанобродская,UA3506017,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pomichnianska,Помічнянська,Помошнянская,UA3506019,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Rivnianska,Рівнянська,Ровнянская,UA3506021,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Smolinska,Смолінська,Смолинская,UA3506023,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Tyshkivska,Тишківська,Тишковская,UA3506025,,,,,,,,Novoukrainskyi,Новоукраїнський,Новоукраинский,UA3506,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Velykoandrusivska,Великоандрусівська,Великоандрусовская,UA3508001,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novoprazka,Новопразька,Новопражская,UA3508003,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Oleksandriiska,Олександрійська,Александрийская,UA3508005,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Onufriivska,Онуфріївська,Онуфриевская,UA3508007,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pantaivska,Пантаївська,Пантаевская,UA3508009,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Petrivska,Петрівська,Петровская,UA3508011,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Popelnastivska,Попельнастівська,Попельнастовская,UA3508013,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pryiutivska,Приютівська,Приютовская,UA3508015,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Svitlovodska,Світловодська,Светловодская,UA3508017,,,,,,,,Oleksandriiskyi,Олександрійський,Александрийский,UA3508,Kirovohradska,Кіровоградська,Кировоградская,UA35,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Alchevska,Алчевська,Алчевская,UA4402001,,,,,,,,Alchevskyi,Алчевський,Алчевский,UA4402,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zymohirivska,Зимогір'ївська,Зимогорьевская,UA4402003,,,,,,,,Alchevskyi,Алчевський,Алчевский,UA4402,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kadiivska,Кадіївська,Кадиевская,UA4402005,,,,,,,,Alchevskyi,Алчевський,Алчевский,UA4402,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Dovzhanska,Довжанська,Должанская,UA4404001,,,,,,,,Dovzhanskyi,Довжанський,Должанский,UA4404,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Sorokynska,Сорокинська,Сорокинская,UA4404003,,,,,,,,Dovzhanskyi,Довжанський,Должанский,UA4404,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Luhanska,Луганська,Луганская,UA4406001,,,,,,,,Luhanskyi,Луганський,Луганский,UA4406,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lutuhynska,Лутугинська,Лутугинская,UA4406003,,,,,,,,Luhanskyi,Луганський,Луганский,UA4406,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Molodohvardiiska,Молодогвардійська,Молодогвардейская,UA4406005,,,,,,,,Luhanskyi,Луганський,Луганский,UA4406,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Antratsytivska,Антрацитівська,Антрацитовская,UA4408001,,,,,,,,Rovenkivskyi,Ровеньківський,Ровеньковский,UA4408,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Rovenkivska,Ровеньківська,Ровеньковская,UA4408003,,,,,,,,Rovenkivskyi,Ровеньківський,Ровеньковский,UA4408,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Khrustalnenska,Хрустальненська,Хрустальненская,UA4408005,,,,,,,,Rovenkivskyi,Ровеньківський,Ровеньковский,UA4408,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Bilokurakynska,Білокуракинська,Белокуракинская,UA4410001,,,,,,,,Svativskyi,Сватівський,Сватовский,UA4410,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kolomyichyska,Коломийчиська,Коломыйчихская,UA4410003,,,,,,,,Svativskyi,Сватівський,Сватовский,UA4410,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Krasnorichenska,Красноріченська,Краснореченская,UA4410005,,,,,,,,Svativskyi,Сватівський,Сватовский,UA4410,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lozno-Oleksandrivska,Лозно-Олександрівська,Лозно-Александровская,UA4410007,,,,,,,,Svativskyi,Сватівський,Сватовский,UA4410,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Nyzhnoduvanska,Нижньодуванська,Нижнедуванская,UA4410009,,,,,,,,Svativskyi,Сватівський,Сватовский,UA4410,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Svativska,Сватівська,Сватовская,UA4410011,,,,,,,,Svativskyi,Сватівський,Сватовский,UA4410,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Troitska,Троїцька,Троицкая,UA4410013,,,,,,,,Svativskyi,Сватівський,Сватовский,UA4410,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hirska,Гірська,Горская,UA4412001,,,,,,,,Sievierodonetskyi,Сєвєродонецький,Северодонецкий,UA4412,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kreminska,Кремінська,Кременская,UA4412003,,,,,,,,Sievierodonetskyi,Сєвєродонецький,Северодонецкий,UA4412,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lysychanska,Лисичанська,Лисичанская,UA4412005,,,,,,,,Sievierodonetskyi,Сєвєродонецький,Северодонецкий,UA4412,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Popasnianska,Попаснянська,Попаснянская,UA4412007,,,,,,,,Sievierodonetskyi,Сєвєродонецький,Северодонецкий,UA4412,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Rubizhanska,Рубіжанська,Рубежанская,UA4412009,,,,,,,,Sievierodonetskyi,Сєвєродонецький,Северодонецкий,UA4412,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Sievierodonetska,Сєвєродонецька,Северодонецкая,UA4412011,,,,,,,,Sievierodonetskyi,Сєвєродонецький,Северодонецкий,UA4412,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Bilovodska,Біловодська,Беловодская,UA4414001,,,,,,,,Starobilskyi,Старобільський,Старобельский,UA4414,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Bilolutska,Білолуцька,Белолуцкая,UA4414003,,,,,,,,Starobilskyi,Старобільський,Старобельский,UA4414,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Markivska,Марківська,Марковская,UA4414005,,,,,,,,Starobilskyi,Старобільський,Старобельский,UA4414,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Milovska,Міловська,Меловская,UA4414007,,,,,,,,Starobilskyi,Старобільський,Старобельский,UA4414,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novopskovska,Новопсковська,Новопсковская,UA4414009,,,,,,,,Starobilskyi,Старобільський,Старобельский,UA4414,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Starobilska,Старобільська,Старобельская,UA4414011,,,,,,,,Starobilskyi,Старобільський,Старобельский,UA4414,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Chmyrivska,Чмирівська,Чмыровская,UA4414013,,,,,,,,Starobilskyi,Старобільський,Старобельский,UA4414,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Shulhynska,Шульгинська,Шульгинская,UA4414015,,,,,,,,Starobilskyi,Старобільський,Старобельский,UA4414,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Nyzhnoteplivska,Нижньотеплівська,Нижнетепловская,UA4416001,,,,,,,,Shchastynskyi,Щастинський,Счастьинский,UA4416,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novoaidarska,Новоайдарська,Новоайдарская,UA4416003,,,,,,,,Shchastynskyi,Щастинський,Счастьинский,UA4416,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Stanychno-Luhanska,Станично-Луганська,Станично-Луганская,UA4416005,,,,,,,,Shchastynskyi,Щастинський,Счастьинский,UA4416,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Shyrokivska,Широківська,Широковская,UA4416007,,,,,,,,Shchastynskyi,Щастинський,Счастьинский,UA4416,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Shchastynska,Щастинська,Счастьенская,UA4416009,,,,,,,,Shchastynskyi,Щастинський,Счастьинский,UA4416,Luhanska,Луганська,Луганская,UA44,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Boryslavska,Бориславська,Бориславская,UA4602001,,,,,,,,Drohobytskyi,Дрогобицький,Дрогобычский,UA4602,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Drohobytska,Дрогобицька,Дрогобычская,UA4602003,,,,,,,,Drohobytskyi,Дрогобицький,Дрогобычский,UA4602,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Medenytska,Меденицька,Меденичская,UA4602005,,,,,,,,Drohobytskyi,Дрогобицький,Дрогобычский,UA4602,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Skhidnytska,Східницька,Сходницкая,UA4602007,,,,,,,,Drohobytskyi,Дрогобицький,Дрогобычский,UA4602,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Truskavetska,Трускавецька,Трускавецкая,UA4602009,,,,,,,,Drohobytskyi,Дрогобицький,Дрогобычский,UA4602,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Brodivska,Бродівська,Бродовская,UA4604001,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Buska,Буська,Бусская,UA4604003,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zolochivska,Золочівська,Золочевская,UA4604007,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Krasnenska,Красненська,Красненская,UA4604009,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pidkaminska,Підкамінська,Подкаменская,UA4604011,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pomorianska,Поморянська,Поморянская,UA4604013,,,,,,,,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Bibrska,Бібрська,Бобркская,UA4606001,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Velykoliubinska,Великолюбінська,Великолюбенская,UA4606003,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hlynianska,Глинянська,Глинянская,UA4606005,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Horodotska,Городоцька,Городокская,UA4606007,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Davydivska,Давидівська,Давыдовская,UA4606009,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Dobrosynsko-Maherivska,Добросинсько-Магерівська,Добросинско-Магеровская,UA4606011,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zhovkivska,Жовківська,Жолковская,UA4606013,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zhovtanetska,Жовтанецька,Жовтанецкая,UA4606015,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zymnovodivska,Зимноводівська,Зимноводовская,UA4606017,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kamianka-Buzka,Кам'янка-Бузька,Каменка-Бугская,UA4606019,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Komarnivska,Комарнівська,Комарновская,UA4606021,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kulykivska,Куликівська,Куликовская,UA4606023,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lvivska,Львівська,Львовская,UA4606025,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Murovanska,Мурованська,Мурованская,UA4606027,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novoiarychivska,Новояричівська,Новоярычевская,UA4606029,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Obroshynska,Оброшинська,Оброшинская,UA4606031,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Peremyshlianska,Перемишлянська,Перемышлянская,UA4606033,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pidberiztsivska,Підберізцівська,Подберезцевская,UA4606035,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pustomytivska,Пустомитівська,Пустомытовская,UA4606037,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Rava-Ruska,Рава-Руська,Рава-Русская,UA4606039,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Sokilnytska,Сокільницька,Сокольникская,UA4606041,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Solonkivska,Солонківська,Солонковская,UA4606043,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Shchyretska,Щирецька,Щирецкая,UA4606045,,,,,,,,Lvivskyi,Львівський,Львовский,UA4606,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Biskovytska,Бісковицька,Бисковичская,UA4608001,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Borynska,Боринська,Борынская,UA4608003,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Dobromylska,Добромильська,Добромильская,UA4608005,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novokalynivska,Новокалинівська,Новокалиновская,UA4608007,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Ralivska,Ралівська,Ралевская,UA4608009,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Rudkivska,Рудківська,Рудковская,UA4608011,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Sambirska,Самбірська,Самборская,UA4608013,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Starosambirska,Старосамбірська,Старосамборская,UA4608015,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Strilkivska,Стрілківська,Стрелковская,UA4608017,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Turkivska,Турківська,Турковская,UA4608019,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Khyrivska,Хирівська,Хыровская,UA4608021,,,,,,,,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hnizdychivska,Гніздичівська,Гнездычевская,UA4610001,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hrabovetsko-Dulibivska,Грабовецько-Дулібівська,Грабовецко-Дулибовская,UA4610003,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zhydachivska,Жидачівська,Жидачовская,UA4610005,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zhuravnenska,Журавненська,Журавненская,UA4610007,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kozivska,Козівська,Козевская,UA4610009,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Mykolaivska,Миколаївська,Николаевская,UA4610011,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Morshynska,Моршинська,Моршинская,UA4610013,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novorozdilska,Новороздільська,Новороздольская,UA4610015,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Rozvadivska,Розвадівська,Розвадовская,UA4610017,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Skolivska,Сколівська,Сколевская,UA4610019,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Slavska,Славська,Славская,UA4610021,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Stryiska,Стрийська,Стрыйская,UA4610023,,,,,,,,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
