#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
La Independencia,MX07041,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ixhuatán,MX07042,Ixhuatan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ixtacomitán,MX07043,Ixtacomitan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ixtapa,MX07044,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ixtapangajoya,MX07045,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Jiquipilas,MX07046,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Jitotol,MX07047,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Juárez,MX07048,Juarez,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Larráinzar,MX07049,Larrainzar,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
La Libertad,MX07050,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Mapastepec,MX07051,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Las Margaritas,MX07052,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Mazapa de Madero,MX07053,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Mazatán,MX07054,Mazatan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Metapa,MX07055,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Mitontic,MX07056,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Motozintla,MX07057,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Nicolás Ruíz,MX07058,Nicolas Ruiz,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ocosingo,MX07059,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ocotepec,MX07060,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ocozocoautla de Espinosa,MX07061,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ostuacán,MX07062,Ostuacan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Osumacinta,MX07063,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Oxchuc,MX07064,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Palenque,MX07065,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Pantelhó,MX07066,Pantelho,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Pantepec,MX07067,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Pichucalco,MX07068,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Pijijiapan,MX07069,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
El Porvenir,MX07070,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Villa Comaltitlán,MX07071,Villa Comaltitlan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Pueblo Nuevo Solistahuacán,MX07072,Pueblo Nuevo Solistahuacan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Rayón,MX07073,Rayon,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Reforma,MX07074,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Las Rosas,MX07075,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Sabanilla,MX07076,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Salto de Agua,MX07077,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
San Cristóbal de las Casas,MX07078,San Cristobal de las Casas,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
San Fernando,MX07079,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Siltepec,MX07080,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Simojovel,MX07081,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Sitalá,MX07082,Sitala,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Socoltenango,MX07083,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Solosuchiapa,MX07084,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Soyaló,MX07085,Soyalo,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Suchiapa,MX07086,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Suchiate,MX07087,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Sunuapa,MX07088,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tapachula,MX07089,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tapalapa,MX07090,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tapilula,MX07091,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tecpatán,MX07092,Tecpatan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tenejapa,MX07093,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Teopisca,MX07094,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tila,MX07096,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tonalá,MX07097,Tonala,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Totolapa,MX07098,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
La Trinitaria,MX07099,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tumbalá,MX07100,Tumbala,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tuxtla Gutiérrez,MX07101,Tuxtla Gutierrez,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tuxtla Chico,MX07102,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tuzantán,MX07103,Tuzantan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Tzimol,MX07104,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Unión Juárez,MX07105,Union Juarez,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Venustiano Carranza,MX07106,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Villa Corzo,MX07107,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Villaflores,MX07108,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Yajalón,MX07109,Yajalon,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
San Lucas,MX07110,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Zinacantán,MX07111,Zinacantan,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
San Juan Cancuc,MX07112,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Aldama,MX07113,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Benemérito de las Américas,MX07114,Benemerito de las Americas,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Maravilla Tenejapa,MX07115,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Marqués de Comillas,MX07116,Marques de Comillas,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Montecristo de Guerrero,MX07117,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
San Andrés Duraznal,MX07118,San Andres Duraznal,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Santiago el Pinar,MX07119,,,,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
Ahumada,MX08001,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Aldama,MX08002,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Allende,MX08003,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Aquiles Serdán,MX08004,Aquiles Serdan,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Ascensión,MX08005,Ascension,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Bachíniva,MX08006,Bachiniva,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Balleza,MX08007,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Batopilas,MX08008,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Bocoyna,MX08009,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Buenaventura,MX08010,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Camargo,MX08011,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Carichí,MX08012,Carichi,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Casas Grandes,MX08013,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Coronado,MX08014,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Coyame del Sotol,MX08015,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
La Cruz,MX08016,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Cuauhtémoc,MX08017,Cuauhtemoc,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Cusihuiriachi,MX08018,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Chihuahua,MX08019,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Chínipas,MX08020,Chinipas,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Delicias,MX08021,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Dr. Belisario Domínguez,MX08022,Dr. Belisario Dominguez,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Galeana,MX08023,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Santa Isabel,MX08024,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Gómez Farías,MX08025,Gomez Farias,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Gran Morelos,MX08026,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Guachochi,MX08027,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Guadalupe,MX08028,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Guadalupe y Calvo,MX08029,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Guazapares,MX08030,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Guerrero,MX08031,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Hidalgo del Parral,MX08032,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Huejotitán,MX08033,Huejotitan,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Ignacio Zaragoza,MX08034,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Janos,MX08035,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Jiménez,MX08036,Jimenez,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Juárez,MX08037,Juarez,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Julimes,MX08038,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
López,MX08039,Lopez,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Madera,MX08040,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Maguarichi,MX08041,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Manuel Benavides,MX08042,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Matachí,MX08043,Matachi,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Matamoros,MX08044,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Meoqui,MX08045,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Morelos,MX08046,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Moris,MX08047,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Namiquipa,MX08048,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Nonoava,MX08049,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Nuevo Casas Grandes,MX08050,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Ocampo,MX08051,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Ojinaga,MX08052,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Praxedis G. Guerrero,MX08053,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Riva Palacio,MX08054,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Rosales,MX08055,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Rosario,MX08056,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
San Francisco de Borja,MX08057,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
San Francisco de Conchos,MX08058,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
San Francisco del Oro,MX08059,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Santa Bárbara,MX08060,Santa Barbara,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Satevó,MX08061,Satevo,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Saucillo,MX08062,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Temósachic,MX08063,Temosachic,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
El Tule,MX08064,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Urique,MX08065,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Uruachi,MX08066,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Valle de Zaragoza,MX08067,,,,Chihuahua,MX08,México,MX,2020-06-23,2021-06-23,
Azcapotzalco,MX09002,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Coyoacán,MX09003,Coyoacan,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Cuajimalpa de Morelos,MX09004,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Gustavo A. Madero,MX09005,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Iztacalco,MX09006,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Iztapalapa,MX09007,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
La Magdalena Contreras,MX09008,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Milpa Alta,MX09009,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Álvaro Obregón,MX09010,Alvaro Obregon,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Tláhuac,MX09011,Tlahuac,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Tlalpan,MX09012,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Xochimilco,MX09013,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Benito Juárez,MX09014,Benito Juarez,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Cuauhtémoc,MX09015,Cuauhtemoc,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Miguel Hidalgo,MX09016,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Venustiano Carranza,MX09017,,,,Distrito Federal,MX09,México,MX,2020-06-23,2021-06-23,
Canatlán,MX10001,Canatlan,,,Durango,MX10,México,MX,2020-06-23,2021-06-23,
