#adm3+name+i_spa+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_spa+is_latn,#adm3+name+alt2+i_spa+is_latn,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_spa+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Capital Santos Michelena,,VE051201,,,,,,Santos Michelena,,VE0512,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Tiara,,VE051202,,,,,,Santos Michelena,,VE0512,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Sucre,,VE051301,,,,,,Sucre,,VE0513,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Bella Vista,,VE051302,,,,,,Sucre,,VE0513,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Tovar,,VE051401,,,,,,Tovar,,VE0514,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Urdaneta,,VE051501,,,,,,Urdaneta,,VE0515,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Las Peñitas,,VE051502,,,,,,Urdaneta,,VE0515,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Francisco De Cara,,VE051503,,,,,,Urdaneta,,VE0515,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Taguay,,VE051504,,,,,,Urdaneta,,VE0515,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Zamora,,VE051601,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Magdaleno,,VE051602,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Francisco De Asis,,VE051603,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Valles Del Tucutunemo,,VE051604,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Augusto Mijares,,VE051605,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Francisco Linares,,VE051701,,,,,,Francisco Linares,,VE0517,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Francisco De Miranda,,VE051702,,,,,,Francisco Linares,,VE0517,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Monseñor Feliciano Gonzale,,VE051703,,,,,,Francisco Linares,,VE0517,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Ocumare De La Cost,,VE051801,,,,,,Ocumare De La Cost,,VE0518,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Sabaneta,,VE060101,,,,,,Alberto Arvelo Tor,,VE0601,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Rodriguez Dominguez,,VE060102,,,,,,Alberto Arvelo Tor,,VE0601,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ticoporo,,VE060201,,,,,,Antonio Jose De Su,,VE0602,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Andres Bello,,VE060202,,,,,,Antonio Jose De Su,,VE0602,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Nicolas Pulido,,VE060203,,,,,,Antonio Jose De Su,,VE0602,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Arismendi,,VE060301,,,,,,Arismendi,,VE0603,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Guadarrama,,VE060302,,,,,,Arismendi,,VE0603,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Union,,VE060303,,,,,,Arismendi,,VE0603,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Antonio,,VE060304,,,,,,Arismendi,,VE0603,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Barinas,,VE060401,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Alfredo Arvelo Larriva,,VE060402,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Silvestre,,VE060403,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Ines,,VE060404,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Lucia,,VE060405,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Torunos,,VE060406,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Carmen,,VE060407,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Romulo Betancourt,,VE060408,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Corazon De Jesus,,VE060409,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ramon Ignacio Mendez,,VE060410,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Alto Barinas,,VE060411,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Manuel Palacios Fajardo,,VE060412,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Juan Antonio Rodriguez Dom,,VE060413,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Dominga Ortiz De Paez,,VE060414,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Barinitas,,VE060501,,,,,,Bolivar,,VE0605,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Altamira,,VE060502,,,,,,Bolivar,,VE0605,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Calderas,,VE060503,,,,,,Bolivar,,VE0605,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Barrancas,,VE060601,,,,,,Cruz Paredes,,VE0606,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Socorro,,VE060602,,,,,,Cruz Paredes,,VE0606,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Masparrito,,VE060603,,,,,,Cruz Paredes,,VE0606,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Barbara,,VE060701,,,,,,Ezequiel Zamora,,VE0607,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Jose Ignacio Del Pumar,,VE060702,,,,,,Ezequiel Zamora,,VE0607,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Pedro Briceño Mendez,,VE060703,,,,,,Ezequiel Zamora,,VE0607,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ramon Ignacio Mendez,,VE060704,,,,,,Ezequiel Zamora,,VE0607,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Obispos,,VE060801,,,,,,Obispos,,VE0608,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Real,,VE060802,,,,,,Obispos,,VE0608,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Luz,,VE060803,,,,,,Obispos,,VE0608,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Los Guasimitos,,VE060804,,,,,,Obispos,,VE0608,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ciudad Bolivia,,VE060901,,,,,,Pedraza,,VE0609,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ignacio Briceño,,VE060902,,,,,,Pedraza,,VE0609,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Jose Felix Ribas,,VE060903,,,,,,Pedraza,,VE0609,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Paez,,VE060904,,,,,,Pedraza,,VE0609,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Libertad,,VE061001,,,,,,Rojas,,VE0610,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Dolores,,VE061002,,,,,,Rojas,,VE0610,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Palacio Fajardo,,VE061003,,,,,,Rojas,,VE0610,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Rosa,,VE061004,,,,,,Rojas,,VE0610,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ciudad De Nutrias,,VE061101,,,,,,Sosa,,VE0611,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Regalo,,VE061102,,,,,,Sosa,,VE0611,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Puerto De Nutrias,,VE061103,,,,,,Sosa,,VE0611,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Catalina,,VE061104,,,,,,Sosa,,VE0611,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
El Canton,,VE061201,,,,,,Andres Eloy Blanco,,VE0612,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Cruz De Guacas,,VE061202,,,,,,Andres Eloy Blanco,,VE0612,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Puerto Vivas,,VE061203,,,,,,Andres Eloy Blanco,,VE0612,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Cachamay,,VE070101,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Chirica,,VE070102,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Dalla Costa,,VE070103,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Once De Abril,,VE070104,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Simon Bolivar,,VE070105,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Unare,,VE070106,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Universidad,,VE070107,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Vista Al Sol,,VE070108,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Pozo Verde,,VE070109,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Yocoima,,VE070110,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Seccion Capital Cedeño,,VE070201,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Altagracia,,VE070202,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ascencion Farreras,,VE070203,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Guaniamo,,VE070204,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Urbana,,VE070205,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Pijiguaos,,VE070206,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital El Callao,,VE070301,,,,,,El Callao,,VE0703,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Seccion Capital Gran Saban,,VE070401,,,,,,Gran Sabana,,VE0704,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ikabaru,,VE070402,,,,,,Gran Sabana,,VE0704,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Agua Salada,,VE070501,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Catedral,,VE070502,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Jose Antonio Paez,,VE070503,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
La Sabanita,,VE070504,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Marhuanta,,VE070505,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Vista Hermosa,,VE070506,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Orinoco,,VE070507,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Panapana,,VE070508,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Zea,,VE070509,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Seccion Capital Piar,,VE070601,,,,,,Piar,,VE0706,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Andres Eloy Blanco,,VE070602,,,,,,Piar,,VE0706,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Pedro Cova,,VE070603,,,,,,Piar,,VE0706,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Seccion Capital Raul Leoni,,VE070701,,,,,,Raul Leoni,,VE0707,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Barceloneta,,VE070702,,,,,,Raul Leoni,,VE0707,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Francisco,,VE070703,,,,,,Raul Leoni,,VE0707,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Santa Barbara,,VE070704,,,,,,Raul Leoni,,VE0707,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Seccion Capital Roscio,,VE070801,,,,,,Roscio,,VE0708,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Seccion Capital Sifontes,,VE070901,,,,,,Sifontes,,VE0709,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Dalla Costa,,VE070902,,,,,,Sifontes,,VE0709,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
San Isidro,,VE070903,,,,,,Sifontes,,VE0709,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Seccion Capital Sucre,,VE071001,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Aripao,,VE071002,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Guarataro,,VE071003,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Las Majadas,,VE071004,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Moitaco,,VE071005,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Capital Padre Pedro Chien,,VE071101,,,,,,Padre Pedro Chien,,VE0711,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Bejuma,,VE080101,,,,,,Bejuma,,VE0801,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Canoabo,,VE080102,,,,,,Bejuma,,VE0801,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Simon Bolivar,,VE080103,,,,,,Bejuma,,VE0801,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Gõigõe,,VE080201,,,,,,Carlos Arvelo,,VE0802,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Belen,,VE080202,,,,,,Carlos Arvelo,,VE0802,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Tacarigua,,VE080203,,,,,,Carlos Arvelo,,VE0802,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Aguas Calientes,,VE080301,,,,,,Diego Ibarra,,VE0803,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Mariara,,VE080302,,,,,,Diego Ibarra,,VE0803,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Ciudad Alianza,,VE080401,,,,,,Guacara,,VE0804,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Guacara,,VE080402,,,,,,Guacara,,VE0804,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Yagua,,VE080403,,,,,,Guacara,,VE0804,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Moron,,VE080501,,,,,,Juan Jose Mora,,VE0805,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Urama,,VE080502,,,,,,Juan Jose Mora,,VE0805,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Tocuyito,,VE080601,,,,,,Libertador,,VE0806,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Independencia,,VE080602,,,,,,Libertador,,VE0806,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Los Guayos,,VE080701,,,,,,Los Guayos,,VE0807,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
Miranda,,VE080801,,,,,,Miranda,,VE0808,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
