#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:706:2:1901,1901,1603:45:16:706:0,1603:45:16:706:1:19,1603:45:16:706:2:1901,Dhuusamarreeb,SO1901,Dhuusamarreeb,"Dhusa Marreeb, Dhuusamareeb, Dhusa Mareeb",,Galgaduud,SO19,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:1902,1902,1603:45:16:706:0,1603:45:16:706:1:19,1603:45:16:706:2:1902,Cabudwaaq,SO1902,Cabudwaaq,"Caabudwaaq, Abudwaq",,Galgaduud,SO19,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:1903,1903,1603:45:16:706:0,1603:45:16:706:1:19,1603:45:16:706:2:1903,Cadaado,SO1903,Cadaado,"Cadado, Adado",,Galgaduud,SO19,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:1904,1904,1603:45:16:706:0,1603:45:16:706:1:19,1603:45:16:706:2:1904,Ceel Buur,SO1904,Ceel Buur,"El Bur, Ceel Bur",,Galgaduud,SO19,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:1905,1905,1603:45:16:706:0,1603:45:16:706:1:19,1603:45:16:706:2:1905,Ceel Dheer,SO1905,Ceel Dheer,"El Dere, El Der",,Galgaduud,SO19,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2001,2001,1603:45:16:706:0,1603:45:16:706:1:20,1603:45:16:706:2:2001,Belet Weyne,SO2001,Belet Weyne,Beled Weyne,,Hiraan,SO20,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2002,2002,1603:45:16:706:0,1603:45:16:706:1:20,1603:45:16:706:2:2002,Bulo Burto,SO2002,Bulo Burto,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti",,Hiraan,SO20,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2003,2003,1603:45:16:706:0,1603:45:16:706:1:20,1603:45:16:706:2:2003,Jalalaqsi,SO2003,Jalalaqsi, ,,Hiraan,SO20,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2101,2101,1603:45:16:706:0,1603:45:16:706:1:21,1603:45:16:706:2:2101,Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2102,2102,1603:45:16:706:0,1603:45:16:706:1:21,1603:45:16:706:2:2102,Adan Yabaal,SO2102,Adan Yabaal,"Aden Yabal, Aadan",,Middle Shabelle,SO21,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2103,2103,1603:45:16:706:0,1603:45:16:706:1:21,1603:45:16:706:2:2103,Balcad,SO2103,Balcad,Balad,,Middle Shabelle,SO21,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2104,2104,1603:45:16:706:0,1603:45:16:706:1:21,1603:45:16:706:2:2104,Cadale,SO2104,Cadale,Adale,,Middle Shabelle,SO21,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2201,2201,1603:45:16:706:0,1603:45:16:706:1:22,1603:45:16:706:2:2201,Banadir,SO2201,Banadir, ,,Banadir,SO22,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2301,2301,1603:45:16:706:0,1603:45:16:706:1:23,1603:45:16:706:2:2301,Marka,SO2301,Marka,Merka,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2302,2302,1603:45:16:706:0,1603:45:16:706:1:23,1603:45:16:706:2:2302,Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2303,2303,1603:45:16:706:0,1603:45:16:706:1:23,1603:45:16:706:2:2303,Baraawe,SO2303,Baraawe,Barawe,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2304,2304,1603:45:16:706:0,1603:45:16:706:1:23,1603:45:16:706:2:2304,Kurtunwaarey,SO2304,Kurtunwaarey,Kuntuwaaray,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2305,2305,1603:45:16:706:0,1603:45:16:706:1:23,1603:45:16:706:2:2305,Qoryooley,SO2305,Qoryooley,Qoryoley,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2306,2306,1603:45:16:706:0,1603:45:16:706:1:23,1603:45:16:706:2:2306,Sablaale,SO2306,Sablaale,Sablale,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2307,2307,1603:45:16:706:0,1603:45:16:706:1:23,1603:45:16:706:2:2307,Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2401,2401,1603:45:16:706:0,1603:45:16:706:1:24,1603:45:16:706:2:2401,Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2402,2402,1603:45:16:706:0,1603:45:16:706:1:24,1603:45:16:706:2:2402,Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2403,2403,1603:45:16:706:0,1603:45:16:706:1:24,1603:45:16:706:2:2403,Diinsoor,SO2403,Diinsoor,"Dinsor, Diinsor",,Bay,SO24,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2404,2404,1603:45:16:706:0,1603:45:16:706:1:24,1603:45:16:706:2:2404,Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2501,2501,1603:45:16:706:0,1603:45:16:706:1:25,1603:45:16:706:2:2501,Xudur,SO2501,Xudur,Hudur,,Bakool,SO25,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2502,2502,1603:45:16:706:0,1603:45:16:706:1:25,1603:45:16:706:2:2502,Ceel Barde,SO2502,Ceel Barde,El Barde,,Bakool,SO25,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2503,2503,1603:45:16:706:0,1603:45:16:706:1:25,1603:45:16:706:2:2503,Tayeeglow,SO2503,Tayeeglow,"Tiyeeglow, Tayeglow, Tieglow",,Bakool,SO25,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2504,2504,1603:45:16:706:0,1603:45:16:706:1:25,1603:45:16:706:2:2504,Waajid,SO2504,Waajid,Wajid,,Bakool,SO25,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2505,2505,1603:45:16:706:0,1603:45:16:706:1:25,1603:45:16:706:2:2505,Rab Dhuure,SO2505,Rab Dhuure,"Yeed, Biyole",,Bakool,SO25,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2601,2601,1603:45:16:706:0,1603:45:16:706:1:26,1603:45:16:706:2:2601,Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2602,2602,1603:45:16:706:0,1603:45:16:706:1:26,1603:45:16:706:2:2602,Baardheere,SO2602,Baardheere,"Baar-dheere, Bardera",,Gedo,SO26,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2603,2603,1603:45:16:706:0,1603:45:16:706:1:26,1603:45:16:706:2:2603,Belet Xaawo,SO2603,Belet Xaawo,Belet Xaawa,,Gedo,SO26,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2604,2604,1603:45:16:706:0,1603:45:16:706:1:26,1603:45:16:706:2:2604,Ceel Waaq,SO2604,Ceel Waaq,"Ceel Waq, El Wak, El Waq",,Gedo,SO26,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2605,2605,1603:45:16:706:0,1603:45:16:706:1:26,1603:45:16:706:2:2605,Doolow,SO2605,Doolow,"Dolow, Dolo",,Gedo,SO26,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2606,2606,1603:45:16:706:0,1603:45:16:706:1:26,1603:45:16:706:2:2606,Luuq,SO2606,Luuq,"Luuk, Luq",,Gedo,SO26,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2701,2701,1603:45:16:706:0,1603:45:16:706:1:27,1603:45:16:706:2:2701,Bu'aale,SO2701,Bu'aale, ,,Middle Juba,SO27,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2702,2702,1603:45:16:706:0,1603:45:16:706:1:27,1603:45:16:706:2:2702,Jilib,SO2702,Jilib, ,,Middle Juba,SO27,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2703,2703,1603:45:16:706:0,1603:45:16:706:1:27,1603:45:16:706:2:2703,Saakow,SO2703,Saakow,Sakow,,Middle Juba,SO27,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2801,2801,1603:45:16:706:0,1603:45:16:706:1:28,1603:45:16:706:2:2801,Kismaayo,SO2801,Kismaayo,Kismayo,,Lower Juba,SO28,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2802,2802,1603:45:16:706:0,1603:45:16:706:1:28,1603:45:16:706:2:2802,Afmadow,SO2802,Afmadow, ,,Lower Juba,SO28,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2803,2803,1603:45:16:706:0,1603:45:16:706:1:28,1603:45:16:706:2:2803,Badhaadhe,SO2803,Badhaadhe,Badhadhe,,Lower Juba,SO28,Somalia,SO,2014-06-06,2021-09-30,
1603:45:16:706:2:2804,2804,1603:45:16:706:0,1603:45:16:706:1:28,1603:45:16:706:2:2804,Jamaame,SO2804,Jamaame,Jamame,,Lower Juba,SO28,Somalia,SO,2014-06-06,2021-09-30,
