#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:598:2:501,501,1603:45:16:598:0,1603:45:16:598:1:5,1603:45:16:598:2:501,Alotau District,PG0501,,,,Milne Bay Province,PG05,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:502,502,1603:45:16:598:0,1603:45:16:598:1:5,1603:45:16:598:2:502,Samarai-Murua District,PG0502,,,,Milne Bay Province,PG05,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:503,503,1603:45:16:598:0,1603:45:16:598:1:5,1603:45:16:598:2:503,Kiriwina-Goodenough District,PG0503,,,,Milne Bay Province,PG05,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:504,504,1603:45:16:598:0,1603:45:16:598:1:5,1603:45:16:598:2:504,Esa'ala District,PG0504,Esaala District,,,Milne Bay Province,PG05,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:601,601,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:601,Ijivitari District,PG0601,,,,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:602,602,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:602,Sohe District,PG0602,,,,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:701,701,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:701,Ialibu/Pangia District,PG0701,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:702,702,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:702,Imbonggu District,PG0702,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:703,703,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:703,Kagua/Erave District,PG0703,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:706,706,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:706,Mendi/Munihu District,PG0706,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:707,707,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:707,Nipa/Kutubu District,PG0707,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:801,801,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:801,Kandep District,PG0801,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:802,802,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:802,Kompiam District,PG0802,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:803,803,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:803,Lagaip/Pogera District,PG0803,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:804,804,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:804,Wabag District,PG0804,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:805,805,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:805,Wapenamanda District,PG0805,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:902,902,1603:45:16:598:0,1603:45:16:598:1:9,1603:45:16:598:2:902,Dei District,PG0902,,,,Western Highlands Province,PG09,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:903,903,1603:45:16:598:0,1603:45:16:598:1:9,1603:45:16:598:2:903,Mt Hagen District,PG0903,,,,Western Highlands Province,PG09,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:905,905,1603:45:16:598:0,1603:45:16:598:1:9,1603:45:16:598:2:905,Mul/Baiyer District,PG0905,,,,Western Highlands Province,PG09,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:907,907,1603:45:16:598:0,1603:45:16:598:1:9,1603:45:16:598:2:907,Tambul/Nebilyer District,PG0907,,,,Western Highlands Province,PG09,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1001,1001,1603:45:16:598:0,1603:45:16:598:1:10,1603:45:16:598:2:1001,Chuave District,PG1001,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1002,1002,1603:45:16:598:0,1603:45:16:598:1:10,1603:45:16:598:2:1002,Gumine District,PG1002,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1003,1003,1603:45:16:598:0,1603:45:16:598:1:10,1603:45:16:598:2:1003,Karimui/Nomane District,PG1003,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1004,1004,1603:45:16:598:0,1603:45:16:598:1:10,1603:45:16:598:2:1004,Kerowagi District,PG1004,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1005,1005,1603:45:16:598:0,1603:45:16:598:1:10,1603:45:16:598:2:1005,Kundiawa/Gembogl District,PG1005,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1006,1006,1603:45:16:598:0,1603:45:16:598:1:10,1603:45:16:598:2:1006,Sina Sina Yonggomugl District,PG1006,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1101,1101,1603:45:16:598:0,1603:45:16:598:1:11,1603:45:16:598:2:1101,Daulo District,PG1101,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1102,1102,1603:45:16:598:0,1603:45:16:598:1:11,1603:45:16:598:2:1102,Goroka District,PG1102,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1103,1103,1603:45:16:598:0,1603:45:16:598:1:11,1603:45:16:598:2:1103,Henganofi District,PG1103,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1104,1104,1603:45:16:598:0,1603:45:16:598:1:11,1603:45:16:598:2:1104,Kainanatu District,PG1104,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1105,1105,1603:45:16:598:0,1603:45:16:598:1:11,1603:45:16:598:2:1105,Lufa District,PG1105,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1106,1106,1603:45:16:598:0,1603:45:16:598:1:11,1603:45:16:598:2:1106,Obura/Wonenara District,PG1106,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1107,1107,1603:45:16:598:0,1603:45:16:598:1:11,1603:45:16:598:2:1107,Okapa District,PG1107,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1108,1108,1603:45:16:598:0,1603:45:16:598:1:11,1603:45:16:598:2:1108,Unggai/Benna District,PG1108,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1201,1201,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1201,Bulolo District,PG1201,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1202,1202,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1202,Finschafen District,PG1202,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1203,1203,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1203,Huon District,PG1203,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1204,1204,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1204,Kabwum District,PG1204,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1205,1205,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1205,Lae District,PG1205,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1206,1206,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1206,Markham District,PG1206,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1207,1207,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1207,Menyamya District,PG1207,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1208,1208,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1208,Nawae District,PG1208,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1209,1209,1603:45:16:598:0,1603:45:16:598:1:12,1603:45:16:598:2:1209,Tawae/Siassi District,PG1209,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1301,1301,1603:45:16:598:0,1603:45:16:598:1:13,1603:45:16:598:2:1301,Bogia District,PG1301,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1302,1302,1603:45:16:598:0,1603:45:16:598:1:13,1603:45:16:598:2:1302,Madang District,PG1302,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1303,1303,1603:45:16:598:0,1603:45:16:598:1:13,1603:45:16:598:2:1303,Middle Ramu District,PG1303,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1304,1304,1603:45:16:598:0,1603:45:16:598:1:13,1603:45:16:598:2:1304,Rai Coast District,PG1304,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1305,1305,1603:45:16:598:0,1603:45:16:598:1:13,1603:45:16:598:2:1305,Sumkar District,PG1305,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1306,1306,1603:45:16:598:0,1603:45:16:598:1:13,1603:45:16:598:2:1306,Usino Bundi District,PG1306,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1401,1401,1603:45:16:598:0,1603:45:16:598:1:14,1603:45:16:598:2:1401,Ambunti/Drekikier District,PG1401,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1402,1402,1603:45:16:598:0,1603:45:16:598:1:14,1603:45:16:598:2:1402,Angoram District,PG1402,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1403,1403,1603:45:16:598:0,1603:45:16:598:1:14,1603:45:16:598:2:1403,Maprik District,PG1403,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1404,1404,1603:45:16:598:0,1603:45:16:598:1:14,1603:45:16:598:2:1404,Wewak District,PG1404,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1405,1405,1603:45:16:598:0,1603:45:16:598:1:14,1603:45:16:598:2:1405,Wosera Gawi District,PG1405,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1406,1406,1603:45:16:598:0,1603:45:16:598:1:14,1603:45:16:598:2:1406,Yangoru Saussia District,PG1406,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1501,1501,1603:45:16:598:0,1603:45:16:598:1:15,1603:45:16:598:2:1501,Aitape/Lumi District,PG1501,,,,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1502,1502,1603:45:16:598:0,1603:45:16:598:1:15,1603:45:16:598:2:1502,Nuku District,PG1502,,,,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1503,1503,1603:45:16:598:0,1603:45:16:598:1:15,1603:45:16:598:2:1503,Telefomin District,PG1503,,,,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1504,1504,1603:45:16:598:0,1603:45:16:598:1:15,1603:45:16:598:2:1504,Vanimo/Green River District,PG1504,,,,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1601,1601,1603:45:16:598:0,1603:45:16:598:1:16,1603:45:16:598:2:1601,Manus District,PG1601,,,,Manus Province,PG16,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1701,1701,1603:45:16:598:0,1603:45:16:598:1:17,1603:45:16:598:2:1701,Kavieng District,PG1701,,,,New Ireland Province,PG17,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1702,1702,1603:45:16:598:0,1603:45:16:598:1:17,1603:45:16:598:2:1702,Namatanai District,PG1702,,,,New Ireland Province,PG17,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1801,1801,1603:45:16:598:0,1603:45:16:598:1:18,1603:45:16:598:2:1801,Gazelle District,PG1801,,,,East New Britain Province,PG18,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1802,1802,1603:45:16:598:0,1603:45:16:598:1:18,1603:45:16:598:2:1802,Kokopo District,PG1802,,,,East New Britain Province,PG18,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1803,1803,1603:45:16:598:0,1603:45:16:598:1:18,1603:45:16:598:2:1803,Pomio District,PG1803,,,,East New Britain Province,PG18,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1804,1804,1603:45:16:598:0,1603:45:16:598:1:18,1603:45:16:598:2:1804,Rabaul District,PG1804,,,,East New Britain Province,PG18,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1901,1901,1603:45:16:598:0,1603:45:16:598:1:19,1603:45:16:598:2:1901,Kandrian/Gloucester District,PG1901,,,,West New Britain Province,PG19,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:1902,1902,1603:45:16:598:0,1603:45:16:598:1:19,1603:45:16:598:2:1902,Talasea District,PG1902,,,,West New Britain Province,PG19,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2001,2001,1603:45:16:598:0,1603:45:16:598:1:20,1603:45:16:598:2:2001,North Bougainville District,PG2001,,,,Autonomous Region of Bougainville,PG20,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2002,2002,1603:45:16:598:0,1603:45:16:598:1:20,1603:45:16:598:2:2002,Central Bougainville District,PG2002,,,,Autonomous Region of Bougainville,PG20,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2003,2003,1603:45:16:598:0,1603:45:16:598:1:20,1603:45:16:598:2:2003,South Bougainville District,PG2003,,,,Autonomous Region of Bougainville,PG20,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2104,2104,1603:45:16:598:0,1603:45:16:598:1:21,1603:45:16:598:2:2104,Komo/Magarima District,PG2104,,,,Hela Province,PG21,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2105,2105,1603:45:16:598:0,1603:45:16:598:1:21,1603:45:16:598:2:2105,Koroba/Kopiago District,PG2105,,,,Hela Province,PG21,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2108,2108,1603:45:16:598:0,1603:45:16:598:1:21,1603:45:16:598:2:2108,Tari/Pori District,PG2108,,,,Hela Province,PG21,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2201,2201,1603:45:16:598:0,1603:45:16:598:1:22,1603:45:16:598:2:2201,Anglimp/South Waghi District,PG2201,,,,Jiwaka Province,PG22,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2204,2204,1603:45:16:598:0,1603:45:16:598:1:22,1603:45:16:598:2:2204,Jimi District,PG2204,,,,Jiwaka Province,PG22,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:2:2206,2206,1603:45:16:598:0,1603:45:16:598:1:22,1603:45:16:598:2:2206,North Waghi District,PG2206,,,,Jiwaka Province,PG22,Papua New Guinea,PG,2019-05-10,2019-05-10,
