qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,ara-Arab-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,ara-Arab-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,ara-Arab-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:818:2:1903,1903,1603:45:16:818:0,1603:45:16:818:1:19,1603:45:16:818:2:1903,Ismailiyya 3,قسم ثالث الاسماعيلية,EG1903,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:1904,1904,1603:45:16:818:0,1603:45:16:818:1:19,1603:45:16:818:2:1904,Ismailiyya,مركز الاسماعيلية,EG1904,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:1905,1905,1603:45:16:818:0,1603:45:16:818:1:19,1603:45:16:818:2:1905,"Tal al-Kabir, al-",مركز التل الكبير,EG1905,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:1906,1906,1603:45:16:818:0,1603:45:16:818:1:19,1603:45:16:818:2:1906,"Qantara Gharb, al-",مركز القنطرة,EG1906,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:1907,1907,1603:45:16:818:0,1603:45:16:818:1:19,1603:45:16:818:2:1907,Fayid,مركز فايد,EG1907,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:1908,1908,1603:45:16:818:0,1603:45:16:818:1:19,1603:45:16:818:2:1908,"Qantara Sharq, al-",قسم القنطرة شرق,EG1908,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2100,2100,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2100,Zemam Out,خارج الزمام,EG2100,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2101,2101,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2101,Imbaba,قسم امبابه,EG2101,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2102,2102,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2102,Al-Aguza,قسم العجوزة,EG2102,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2103,2103,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2103,DuqqI,قسم الدقي,EG2103,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2104,2104,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2104,Giza,قسم الجيزة,EG2104,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2105,2105,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2105,Bulaq Al-DakrUr,قسم بولاق الدكرور,EG2105,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2106,2106,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2106,Al-Ahram,قسم الأهرام,EG2106,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2107,2107,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2107,6 October-1,قسم أول 6 أكتوبر,EG2107,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2108,2108,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2108,Hwamdeia,قسم الحوامدية,EG2108,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2109,2109,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2109,Giza,مركز الجيزة,EG2109,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2110,2110,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2110,Badrashain,مركز البدرشين,EG2110,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2111,2111,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2111,Saf,مركز الصف,EG2111,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2112,2112,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2112,Ayat,مركز العياط,EG2112,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2113,2113,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2113,Imbaba,مركز إمبابة,EG2113,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2114,2114,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2114,Bahariya Oasis,قسم الواحات البحرية,EG2114,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2115,2115,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2115,Atfeh,مركز أطفيح,EG2115,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2116,2116,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2116,Auseem,مركز أوسيم,EG2116,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2117,2117,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2117,Waraq,قسم الوراق,EG2117,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2118,2118,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2118,Umraniyya,قسم العمرانية,EG2118,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2119,2119,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2119,Shaykh Zayed,قسم الشيخ زايد,EG2119,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2120,2120,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2120,Kardasa,مركز كرداسة,EG2120,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2121,2121,1603:45:16:818:0,1603:45:16:818:1:21,1603:45:16:818:2:2121,6 October-2,قسم ثان 6 أكتوبر,EG2121,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2200,2200,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2200,Zemam Out,خارج الزمام,EG2200,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2201,2201,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2201,Bani Swayf,قسم بنى سويف,EG2201,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2202,2202,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2202,Bani Swayf,مركز بنى سويف,EG2202,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2203,2203,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2203,Bani Swayf City,قسم مدينة بنى سويف الجديدة,EG2203,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2204,2204,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2204,Al Fashn,مركز الفشن,EG2204,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2205,2205,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2205,Al Wasta,مركز الواسطى,EG2205,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2206,2206,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2206,Ahnasya,مركز أهناسيا,EG2206,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2207,2207,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2207,Biba,مركز ببا,EG2207,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2208,2208,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2208,Sumusta,مركز سمسطا,EG2208,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2209,2209,1603:45:16:818:0,1603:45:16:818:1:22,1603:45:16:818:2:2209,Nasir,مركز ناصر,EG2209,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2300,2300,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2300,Zemam Out,خارج الزمام,EG2300,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2301,2301,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2301,Fayyum,قسم الفيوم,EG2301,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2302,2302,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2302,Fayyum,مركز الفيوم,EG2302,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2303,2303,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2303,Abshaway,مركز أبشواى,EG2303,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2304,2304,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2304,Atsa,مركز أطسا,EG2304,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2305,2305,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2305,Sinuras,مركز سنورس,EG2305,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2306,2306,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2306,Tamya,مركز طامية,EG2306,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2307,2307,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2307,Yousef El sadeq,مركز يوسف الصديق,EG2307,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2308,2308,1603:45:16:818:0,1603:45:16:818:1:23,1603:45:16:818:2:2308,Fayyum City,مدينة الفيوم الجديدة,EG2308,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2400,2400,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2400,Zemam Out,خارج الزمام,EG2400,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2401,2401,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2401,Kesm Al-minya,قسم المنيا,EG2401,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2402,2402,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2402,Markz Al Minya,مركز المنيا,EG2402,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2403,2403,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2403,New Minya,مدينة المنيا الجديدة,EG2403,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2404,2404,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2404,Markz Abu Qurqas,مركز ابو قرقاص,EG2404,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2405,2405,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2405,Markz Al Idwa,مركز العدوة,EG2405,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2406,2406,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2406,Markz Bani Mazar,مركز بنى مزار,EG2406,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2407,2407,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2407,Markz Dir Mawas,مركز دير مواس,EG2407,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2408,2408,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2408,Markz Samalut,مركز سمالوط,EG2408,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2409,2409,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2409,Markz Matay,مركز مطاى,EG2409,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2410,2410,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2410,Markz Maghagha,مركز مغاغة,EG2410,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2411,2411,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2411,Kesm Mallawi,قسم ملوى,EG2411,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2412,2412,1603:45:16:818:0,1603:45:16:818:1:24,1603:45:16:818:2:2412,Markz Mallawi,مركز ملوى,EG2412,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2500,2500,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2500,Zemam Out,صحراء أسيوط,EG2500,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2501,2501,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2501,Kesm Awal Assuit,قسم أول أسيوط,EG2501,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2502,2502,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2502,Kesm Than Assuit,قسم ثان أسيوط,EG2502,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2503,2503,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2503,Assuit,مركز أسيوط,EG2503,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2504,2504,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2504,Abnub,مركز أبنوب,EG2504,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2505,2505,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2505,Abu Tig,مركز أبوتيج,EG2505,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2506,2506,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2506,Al- Badari,مركز البدارى,EG2506,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2507,2507,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2507,Sahil Silim,مركز ساحل سليم,EG2507,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2508,2508,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2508,Al-Ghanayem,مركز الغنايم,EG2508,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2509,2509,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2509,Al-Qusia,مركز القوصية,EG2509,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2510,2510,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2510,Dayrut,مركز ديروط,EG2510,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2511,2511,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2511,Sidfa,مركز صدفا,EG2511,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2512,2512,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2512,Manfalut,مركز منفلوط,EG2512,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2513,2513,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2513,Alfath,مركز الفتح,EG2513,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2514,2514,1603:45:16:818:0,1603:45:16:818:1:25,1603:45:16:818:2:2514,Assuit City,مدينة اسيوط الجديدة,EG2514,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2600,2600,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2600,Zemam Out,صحراء سوهاج,EG2600,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2601,2601,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2601,Suhag,قسم اول سوهاج,EG2601,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2602,2602,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2602,Suhag-2,قسم ثان سوهاج,EG2602,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2603,2603,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2603,Suhag,مركز سوهاج,EG2603,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2604,2604,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2604,Akhmim,مركز أخميم,EG2604,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2605,2605,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2605,Al-Balyana,مركز البلينا,EG2605,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2606,2606,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2606,Al-Maragha ,مركز المراغة,EG2606,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2607,2607,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2607,Al-Minshat,مركز المنشأة,EG2607,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2608,2608,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2608,Dar al-Salam ,مركز دار السلام,EG2608,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2609,2609,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2609,Girga,قسم جرجا,EG2609,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2610,2610,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2610,Girga,مركز جرجا,EG2610,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2611,2611,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2611,Guhayna Al-Gharbiyya,مركز جهينة الغربية,EG2611,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2612,2612,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2612,Saqulta,مركز ساقلته,EG2612,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2613,2613,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2613,Tama,مركز طما,EG2613,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2614,2614,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2614,Tahta,مركز طهطا,EG2614,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2615,2615,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2615,Kesm Tahta,قسم طهطا,EG2615,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2616,2616,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2616,Kawther,قسم الكوثر,EG2616,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2617,2617,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2617,Al Usayrat,مركز العسيرات,EG2617,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2618,2618,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2618,Akhmim City,مدينة أخميم الجديدة,EG2618,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2619,2619,1603:45:16:818:0,1603:45:16:818:1:26,1603:45:16:818:2:2619,Suhag City,مدينة سوهاج الجديدة,EG2619,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2700,2700,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2700,Zemam Out,صحراء قنا,EG2700,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2701,2701,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2701,Qina,قسم قنا,EG2701,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2702,2702,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2702,Qina,مركز قنا,EG2702,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2703,2703,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2703,Abu Tisht,مركز أبو طشت,EG2703,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2704,2704,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2704,Armant,مركز أرمنت,EG2704,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2705,2705,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2705,Isna,مركز إسنا,EG2705,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2706,2706,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2706,Dishna,مركز دشنا,EG2706,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2707,2707,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2707,Qus,مركز قوص,EG2707,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2708,2708,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2708,Nag Hammadi,مركز نجع حمادى,EG2708,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2709,2709,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2709,Naqada,مركز نقادة,EG2709,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2710,2710,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2710,Farshut,مركز فرشوط,EG2710,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2711,2711,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2711,Qift,مركز قفط,EG2711,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2712,2712,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2712,Al Waqf,مركز الوقف,EG2712,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2713,2713,1603:45:16:818:0,1603:45:16:818:1:27,1603:45:16:818:2:2713,Qina City,مدينة قنا الجديدة,EG2713,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2800,2800,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2800,Zemam Out,خارج الزمام,EG2800,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2801,2801,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2801,Aswan,قسم أسوان,EG2801,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2802,2802,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2802,Aswan,مركز أسوان,EG2802,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2803,2803,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2803,Adfu,مركز أدفو,EG2803,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
