#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:548:2:2046,2046,1603:45:16:548:0,1603:45:16:548:1:2,1603:45:16:548:2:2046,South East Santo,VU02046,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:2047,2047,1603:45:16:548:0,1603:45:16:548:1:2,1603:45:16:548:2:2047,North Santo,VU02047,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:2048,2048,1603:45:16:548:0,1603:45:16:548:1:2,1603:45:16:548:2:2048,West Santo,VU02048,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:2056,2056,1603:45:16:548:0,1603:45:16:548:1:2,1603:45:16:548:2:2056,East Santo,VU02056,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:2061,2061,1603:45:16:548:0,1603:45:16:548:1:2,1603:45:16:548:2:2061,Canal - Fanafo,VU02061,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3014,3014,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3014,North Maewo,VU03014,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3015,3015,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3015,South Maewo,VU03015,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3016,3016,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3016,South Pentecost,VU03016,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3017,3017,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3017,North Pentecost,VU03017,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3018,3018,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3018,Central Pentecost 2,VU03018,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3049,3049,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3049,South Ambae,VU03049,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3050,3050,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3050,North Ambae,VU03050,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3051,3051,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3051,East Ambae,VU03051,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3052,3052,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3052,West Ambae,VU03052,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:3060,3060,1603:45:16:548:0,1603:45:16:548:1:3,1603:45:16:548:2:3060,Central Pentecost 1,VU03060,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4006,4006,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4006,North West Malekula,VU04006,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4007,4007,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4007,North East Malekula,VU04007,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4008,4008,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4008,Central Malekula,VU04008,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4009,4009,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4009,South East Malekula,VU04009,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4010,4010,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4010,West Ambrym,VU04010,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4011,4011,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4011,North Ambrym,VU04011,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4012,4012,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4012,South East Ambrym,VU04012,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4013,4013,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4013,Paama,VU04013,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4058,4058,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4058,South Malekula,VU04058,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:4059,4059,1603:45:16:548:0,1603:45:16:548:1:4,1603:45:16:548:2:4059,South West Malekula,VU04059,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5002,5002,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5002,Port Vila,VU05002,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5003,5003,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5003,Eratap,VU05003,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5027,5027,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5027,South Epi,VU05027,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5028,5028,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5028,Vermaul,VU05028,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5029,5029,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5029,Vermali,VU05029,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5030,5030,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5030,Varisu,VU05030,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5031,5031,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5031,North Tongoa,VU05031,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5032,5032,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5032,Tongariki,VU05032,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5033,5033,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5033,Makimae,VU05033,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5034,5034,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5034,Emau,VU05034,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5035,5035,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5035,North Efate,VU05035,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5036,5036,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5036,Nguna,VU05036,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5037,5037,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5037,Eton,VU05037,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5038,5038,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5038,Pango,VU05038,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5039,5039,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5039,Ifira,VU05039,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5040,5040,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5040,Erakor,VU05040,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5041,5041,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5041,Malorua,VU05041,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:5057,5057,1603:45:16:548:0,1603:45:16:548:1:5,1603:45:16:548:2:5057,Mele,VU05057,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6004,6004,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6004,Futuna,VU06004,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6005,6005,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6005,Aniwa,VU06005,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6019,6019,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6019,North Erromango,VU06019,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6020,6020,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6020,South Erromango,VU06020,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6021,6021,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6021,Aneityum,VU06021,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6022,6022,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6022,South Tanna,VU06022,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6023,6023,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6023,South West Tanna,VU06023,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6024,6024,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6024,Whitesands,VU06024,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6025,6025,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6025,West Tanna,VU06025,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6026,6026,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6026,North Tanna,VU06026,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
1603:45:16:548:2:6062,6062,1603:45:16:548:0,1603:45:16:548:1:6,1603:45:16:548:2:6062,Middle Bush Tanna,VU06062,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
