qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,spa-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:214:3:10303,10303,1603:45:16:214:0,1603:45:16:214:1:1,1603:45:16:214:2:103,1603:45:16:214:3:10303,Municipio El Factor,DO010303,Provincia María Trinidad Sánchez,DO0103,Región Cibao Nordeste,DO01,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:10304,10304,1603:45:16:214:0,1603:45:16:214:1:1,1603:45:16:214:2:103,1603:45:16:214:3:10304,Municipio Río San Juan,DO010304,Provincia María Trinidad Sánchez,DO0103,Región Cibao Nordeste,DO01,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:10401,10401,1603:45:16:214:0,1603:45:16:214:1:1,1603:45:16:214:2:104,1603:45:16:214:3:10401,Municipio Samaná,DO010401,Provincia Samaná,DO0104,Región Cibao Nordeste,DO01,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:10402,10402,1603:45:16:214:0,1603:45:16:214:1:1,1603:45:16:214:2:104,1603:45:16:214:3:10402,Municipio Sánchez,DO010402,Provincia Samaná,DO0104,Región Cibao Nordeste,DO01,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:10403,10403,1603:45:16:214:0,1603:45:16:214:1:1,1603:45:16:214:2:104,1603:45:16:214:3:10403,Municipio Las Terrenas,DO010403,Provincia Samaná,DO0104,Región Cibao Nordeste,DO01,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20101,20101,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:201,1603:45:16:214:3:20101,Municipio Dajabón,DO020101,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20102,20102,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:201,1603:45:16:214:3:20102,Municipio Loma de Cabrera,DO020102,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20103,20103,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:201,1603:45:16:214:3:20103,Municipio Partido,DO020103,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20104,20104,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:201,1603:45:16:214:3:20104,Municipio Restauración,DO020104,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20105,20105,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:201,1603:45:16:214:3:20105,Municipio El Pino,DO020105,Provincia Dajabón,DO0201,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20201,20201,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:202,1603:45:16:214:3:20201,Municipio Monte Cristi,DO020201,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20202,20202,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:202,1603:45:16:214:3:20202,Municipio Castañuelas,DO020202,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20203,20203,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:202,1603:45:16:214:3:20203,Municipio Guayubín,DO020203,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20204,20204,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:202,1603:45:16:214:3:20204,Municipio Las Matas de Santa Cruz,DO020204,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20205,20205,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:202,1603:45:16:214:3:20205,Municipio Pepillo Salcedo,DO020205,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20206,20206,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:202,1603:45:16:214:3:20206,Municipio Villa Vásquez,DO020206,Provincia Monte Cristi,DO0202,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20301,20301,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:203,1603:45:16:214:3:20301,Municipio San Ignacio de Sabaneta,DO020301,Provincia Santiago Rodríguez,DO0203,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20302,20302,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:203,1603:45:16:214:3:20302,Municipio Villa Los Almácigos,DO020302,Provincia Santiago Rodríguez,DO0203,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20303,20303,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:203,1603:45:16:214:3:20303,Municipio Monción,DO020303,Provincia Santiago Rodríguez,DO0203,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20401,20401,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:204,1603:45:16:214:3:20401,Municipio Mao,DO020401,Provincia Valverde,DO0204,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20402,20402,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:204,1603:45:16:214:3:20402,Municipio Esperanza,DO020402,Provincia Valverde,DO0204,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:20403,20403,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:204,1603:45:16:214:3:20403,Municipio Laguna Salada,DO020403,Provincia Valverde,DO0204,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30101,30101,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30102,30102,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30102,Municipio Cayetano Germosén,DO030102,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30103,30103,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30103,Municipio Gaspar Hernández,DO030103,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30104,30104,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30104,Municipio Jamao al Norte,DO030104,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30201,30201,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30201,Municipio Puerto Plata,DO030201,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30202,30202,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30202,Municipio Altamira,DO030202,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30203,30203,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30203,Municipio Guananico,DO030203,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30204,30204,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30204,Municipio Imbert,DO030204,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30205,30205,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30205,Municipio Los Hidalgos,DO030205,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30206,30206,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30206,Municipio Luperón,DO030206,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30207,30207,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30207,Municipio Sosúa,DO030207,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30208,30208,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30208,Municipio Villa Isabela,DO030208,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30209,30209,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30209,Municipio Villa Montellano,DO030209,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30301,30301,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30301,Municipio Santiago,DO030301,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30302,30302,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30302,Municipio Bisonó,DO030302,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30303,30303,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30303,Municipio Jánico,DO030303,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30304,30304,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30304,Municipio Licey al Medio,DO030304,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30305,30305,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30305,Municipio San José de las Matas,DO030305,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30306,30306,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30306,Municipio Tamboril,DO030306,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30307,30307,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30307,Municipio Villa González,DO030307,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30308,30308,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30308,Municipio Puñal,DO030308,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:30309,30309,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30309,Municipio Sabana Iglesia,DO030309,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40101,40101,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40101,Municipio La Vega,DO040101,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40102,40102,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40102,Municipio Constanza,DO040102,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40103,40103,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40103,Municipio Jarabacoa,DO040103,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40104,40104,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40104,Municipio Jima Abajo,DO040104,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40201,40201,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40201,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40202,40202,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40202,Municipio Maimón,DO040202,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40203,40203,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40203,Municipio Piedra Blanca,DO040203,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40301,40301,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40301,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40302,40302,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40302,Municipio Cevicos,DO040302,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40303,40303,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40303,Municipio Fantino,DO040303,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:40304,40304,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,1603:45:16:214:3:40304,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50101,50101,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50101,Municipio Comendador,DO050101,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50102,50102,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50102,Municipio Bánica,DO050102,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50103,50103,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50103,Municipio El Llano,DO050103,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50104,50104,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50104,Municipio Hondo Valle,DO050104,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50105,50105,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50105,Municipio Pedro Santana,DO050105,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50106,50106,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,1603:45:16:214:3:50106,Municipio Juan Santiago,DO050106,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50201,50201,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50201,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50202,50202,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50202,Municipio Bohechío,DO050202,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50203,50203,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50203,Municipio El Cercado,DO050203,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50204,50204,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50204,Municipio Juan de Herrera,DO050204,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50205,50205,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50205,Municipio Las Matas de Farfán,DO050205,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:50206,50206,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,1603:45:16:214:3:50206,Municipio Vallejuelo,DO050206,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60101,60101,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60101,Municipio Neiba,DO060101,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60102,60102,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60102,Municipio Galván,DO060102,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60103,60103,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60103,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60104,60104,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60104,Municipio Villa Jaragua,DO060104,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60105,60105,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,1603:45:16:214:3:60105,Municipio Los Ríos,DO060105,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60201,60201,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60201,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60202,60202,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60202,Municipio Cabral,DO060202,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60203,60203,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60203,Municipio Enriquillo,DO060203,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60204,60204,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60204,Municipio Paraíso,DO060204,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60205,60205,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60205,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60206,60206,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60206,Municipio El Peñón,DO060206,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60207,60207,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60207,Municipio La Ciénaga,DO060207,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60208,60208,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60208,Municipio Fundación,DO060208,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
