#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:408:2:217,217,1603:45:16:408:0,1603:45:16:408:1:2,1603:45:16:408:2:217,Yonsa,KP0217,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:218,218,1603:45:16:408:0,1603:45:16:408:1:2,1603:45:16:408:2:218,Musan,KP0218,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:219,219,1603:45:16:408:0,1603:45:16:408:1:2,1603:45:16:408:2:219,Puryong,KP0219,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:220,220,1603:45:16:408:0,1603:45:16:408:1:2,1603:45:16:408:2:220,Onsong,KP0220,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:221,221,1603:45:16:408:0,1603:45:16:408:1:2,1603:45:16:408:2:221,Kyongwon,KP0221,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:222,222,1603:45:16:408:0,1603:45:16:408:1:2,1603:45:16:408:2:222,Kyonghung,KP0222,,,,North Hamgyong,KP02,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:301,301,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:301,Sinpho City,KP0301,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:302,302,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:302,Tanchon City,KP0302,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:307,307,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:307,Hamhung City,KP0307,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:310,310,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:310,Hamju,KP0310,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:311,311,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:311,Yonggwang,KP0311,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:312,312,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:312,Sinhung,KP0312,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:313,313,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:313,Pujon,KP0313,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:314,314,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:314,Jangjin,KP0314,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:315,315,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:315,Jongphyong,KP0315,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:316,316,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:316,Kumya,KP0316,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:317,317,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:317,Yodok,KP0317,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:318,318,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:318,Kowon,KP0318,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:319,319,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:319,Rakwon,KP0319,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:320,320,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:320,Hongwon,KP0320,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:321,321,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:321,Pukchong,KP0321,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:322,322,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:322,Toksong,KP0322,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:323,323,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:323,Riwon,KP0323,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:324,324,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:324,Hochon,KP0324,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:325,325,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:325,Sudong,KP0325,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:326,326,1603:45:16:408:0,1603:45:16:408:1:3,1603:45:16:408:2:326,Kumho,KP0326,,,,South Hamgyong,KP03,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:401,401,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:401,Wonsan City,KP0401,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:402,402,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:402,Munchon City,KP0402,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:403,403,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:403,Anbyon,KP0403,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:404,404,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:404,Kosan,KP0404,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:405,405,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:405,Thongchon,KP0405,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:406,406,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:406,Kosong,KP0406,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:407,407,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:407,Kumgang,KP0407,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:408,408,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:408,Changdo,KP0408,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:409,409,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:409,Kimhwa,KP0409,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:410,410,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:410,Hoeyang,KP0410,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:411,411,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:411,Sepho,KP0411,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:412,412,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:412,Phyonggang,KP0412,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:413,413,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:413,Cholwon,KP0413,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:414,414,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:414,Ichon,KP0414,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:415,415,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:415,Phangyo,KP0415,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:416,416,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:416,Popdong,KP0416,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:417,417,1603:45:16:408:0,1603:45:16:408:1:4,1603:45:16:408:2:417,Chonnae,KP0417,,,,Kangwon,KP04,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:501,501,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:501,Kanggye City,KP0501,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:502,502,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:502,Manpho City,KP0502,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:503,503,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:503,Huichon City,KP0503,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:504,504,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:504,Rangrim,KP0504,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:505,505,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:505,Jonchon,KP0505,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:506,506,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:506,Songgan,KP0506,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:507,507,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:507,Janggang,KP0507,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:508,508,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:508,Hwaphyong,KP0508,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:509,509,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:509,Junggang,KP0509,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:510,510,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:510,Jasong,KP0510,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:511,511,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:511,Sijung,KP0511,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:512,512,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:512,Wiwon,KP0512,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:513,513,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:513,Chosan,KP0513,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:514,514,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:514,Usi,KP0514,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:515,515,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:515,Kophung,KP0515,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:516,516,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:516,Songwon,KP0516,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:517,517,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:517,Tongsin,KP0517,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:518,518,1603:45:16:408:0,1603:45:16:408:1:5,1603:45:16:408:2:518,Ryongrim,KP0518,,,,Jagang,KP05,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:601,601,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:601,Sinuiju City,KP0601,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:602,602,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:602,Jongju City,KP0602,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:603,603,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:603,Kusong City,KP0603,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:604,604,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:604,Pyokdong,KP0604,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:605,605,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:605,Phihyon,KP0605,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:606,606,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:606,Ryongchon,KP0606,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:607,607,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:607,Yomju,KP0607,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:608,608,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:608,Cholsan,KP0608,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:609,609,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:609,Tongrim,KP0609,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:610,610,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:610,Sonchon,KP0610,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:611,611,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:611,Kwaksan,KP0611,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:612,612,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:612,Unjon,KP0612,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:613,613,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:613,Pakchon,KP0613,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:614,614,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:614,Nyongbyon,KP0614,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:615,615,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:615,Kujang,KP0615,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:616,616,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:616,Hyangsan,KP0616,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:617,617,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:617,Unsan,KP0617,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:618,618,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:618,Thaechon,KP0618,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:619,619,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:619,Chonma,KP0619,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:620,620,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:620,Uiju,KP0620,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:621,621,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:621,Sakju,KP0621,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:622,622,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:622,Taegwan,KP0622,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:623,623,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:623,Changsong,KP0623,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:624,624,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:624,Tongchang,KP0624,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:625,625,1603:45:16:408:0,1603:45:16:408:1:6,1603:45:16:408:2:625,Sindo,KP0625,,,,North Pyongan,KP06,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:701,701,1603:45:16:408:0,1603:45:16:408:1:7,1603:45:16:408:2:701,Pyongsong City,KP0701,,,,South Pyongan,KP07,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:703,703,1603:45:16:408:0,1603:45:16:408:1:7,1603:45:16:408:2:703,Anju City,KP0703,,,,South Pyongan,KP07,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:704,704,1603:45:16:408:0,1603:45:16:408:1:7,1603:45:16:408:2:704,Kaechon City,KP0704,,,,South Pyongan,KP07,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
1603:45:16:408:2:705,705,1603:45:16:408:0,1603:45:16:408:1:7,1603:45:16:408:2:705,Sunchon City,KP0705,,,,South Pyongan,KP07,Democratic People's Republic of Korea (the),KP,2013-01-01,2019-07-17,
