#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:360:3:1102043,1102043,Kota Baharu,ID1102043,,,,Aceh Singkil,ID1102,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103010,1103010,Trumon,ID1103010,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103011,1103011,Trumon Timur,ID1103011,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103012,1103012,Trumon Tengah,ID1103012,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103020,1103020,Bakongan,ID1103020,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103021,1103021,Bakongan Timur,ID1103021,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103022,1103022,Kota Bahagia,ID1103022,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103030,1103030,Kluet Selatan,ID1103030,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103031,1103031,Kluet Timur,ID1103031,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103040,1103040,Kluet Utara,ID1103040,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103041,1103041,Pasie Raja,ID1103041,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103042,1103042,Kluet Tengah,ID1103042,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103050,1103050,Tapak Tuan,ID1103050,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103060,1103060,Sama Dua,ID1103060,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103070,1103070,Sawang,ID1103070,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103080,1103080,Meukek,ID1103080,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103090,1103090,Labuhan Haji,ID1103090,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103091,1103091,Labuhan Haji Timur,ID1103091,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1103092,1103092,Labuhan Haji Barat,ID1103092,,,,Aceh Selatan,ID1103,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104010,1104010,Lawe Alas,ID1104010,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104011,1104011,Babul Rahmah,ID1104011,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104012,1104012,Tanoh Alas,ID1104012,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104020,1104020,Lawe Sigala-Gala,ID1104020,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104021,1104021,Babul Makmur,ID1104021,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104022,1104022,Semadam,ID1104022,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104023,1104023,Leuser,ID1104023,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104030,1104030,Bambel,ID1104030,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104031,1104031,Bukit Tusam,ID1104031,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104032,1104032,Lawe Sumur,ID1104032,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104040,1104040,Babussalam,ID1104040,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104041,1104041,Lawe Bulan,ID1104041,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104050,1104050,Badar,ID1104050,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104051,1104051,Darul Hasanah,ID1104051,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104052,1104052,Ketambe,ID1104052,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1104053,1104053,Deleng Pokhkisen,ID1104053,,,,Aceh Tenggara,ID1104,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105080,1105080,Serba Jadi,ID1105080,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105081,1105081,Simpang Jernih,ID1105081,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105082,1105082,Peunaron,ID1105082,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105090,1105090,Birem Bayeun,ID1105090,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105100,1105100,Rantau Selamat,ID1105100,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105101,1105101,Sungai Raya,ID1105101,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105110,1105110,Peureulak,ID1105110,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105111,1105111,Peureulak Timur,ID1105111,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105112,1105112,Peureulak Barat,ID1105112,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105120,1105120,Ranto Peureulak,ID1105120,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105130,1105130,Idi Rayeuk,ID1105130,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105131,1105131,Peudawa,ID1105131,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105132,1105132,Banda Alam,ID1105132,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105133,1105133,Idi Tunong,ID1105133,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105134,1105134,Darul Ihsan,ID1105134,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105135,1105135,Idi Timur,ID1105135,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105140,1105140,Darul Aman,ID1105140,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105150,1105150,Nurussalam,ID1105150,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105151,1105151,Darul Falah,ID1105151,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105160,1105160,Julok,ID1105160,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105161,1105161,Indra Makmur,ID1105161,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105170,1105170,Pante Bidari,ID1105170,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105180,1105180,Simpang Ulim,ID1105180,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1105181,1105181,Madat,ID1105181,,,,Aceh Timur,ID1105,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106010,1106010,Linge,ID1106010,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106011,1106011,Atu Lintang,ID1106011,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106012,1106012,Jagong Jeget,ID1106012,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106020,1106020,Bintang,ID1106020,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106031,1106031,Lut Tawar,ID1106031,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106032,1106032,Kebayakan,ID1106032,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106040,1106040,Pegasing,ID1106040,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106041,1106041,Bies,ID1106041,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106050,1106050,Bebesen,ID1106050,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106051,1106051,Kute Panang,ID1106051,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106060,1106060,Silih Nara,ID1106060,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106061,1106061,Ketol,ID1106061,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106062,1106062,Celala,ID1106062,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106063,1106063,Rusip Antara,ID1106063,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1106888,1106888,Danau,ID1106888,,,,Aceh Tengah,ID1106,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107050,1107050,Johan Pahlawan,ID1107050,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107060,1107060,Samatiga,ID1107060,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107061,1107061,Bubon,ID1107061,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107062,1107062,Arongan Lambalek,ID1107062,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107070,1107070,Woyla,ID1107070,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107071,1107071,Woyla Barat,ID1107071,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107072,1107072,Woyla Timur,ID1107072,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107080,1107080,Kaway XVI,ID1107080,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107081,1107081,Meureubo,ID1107081,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107082,1107082,Pantai Ceuremen,ID1107082,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107083,1107083,Panton Reu,ID1107083,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1107090,1107090,Sungai Mas,ID1107090,,,,Aceh Barat,ID1107,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108010,1108010,Lhoong,ID1108010,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108020,1108020,Lhoknga,ID1108020,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108021,1108021,Leupung,ID1108021,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108030,1108030,Indrapuri,ID1108030,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108031,1108031,Kuta Cot Glie,ID1108031,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108040,1108040,Seulimeum,ID1108040,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108041,1108041,Kota Jantho,ID1108041,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108042,1108042,Lembah Seulawah,ID1108042,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108050,1108050,Mesjid Raya,ID1108050,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108060,1108060,Darussalam,ID1108060,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108061,1108061,Baitussalam,ID1108061,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108070,1108070,Kuta Baro,ID1108070,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108080,1108080,Montasik,ID1108080,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108081,1108081,Blang Bintang,ID1108081,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108090,1108090,Ingin Jaya,ID1108090,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108091,1108091,Krueng Barona Jaya,ID1108091,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108100,1108100,Suka Makmur,ID1108100,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108101,1108101,Kuta Malaka,ID1108101,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108102,1108102,Simpang Tiga,ID1108102,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108110,1108110,Darul Imarah,ID1108110,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108111,1108111,Darul Kamal,ID1108111,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108120,1108120,Peukan Bada,ID1108120,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1108130,1108130,Pulo Aceh,ID1108130,,,,Aceh Besar,ID1108,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109010,1109010,Geumpang,ID1109010,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109011,1109011,Mane,ID1109011,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109070,1109070,Glumpang Tiga,ID1109070,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109071,1109071,Glumpang Baro,ID1109071,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109080,1109080,Mutiara,ID1109080,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109081,1109081,Mutiara Timur,ID1109081,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109090,1109090,Tiro/Truseb,ID1109090,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109100,1109100,Tangse,ID1109100,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109111,1109111,Keumala,ID1109111,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109112,1109112,Titeue,ID1109112,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109120,1109120,Sakti,ID1109120,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109130,1109130,Mila,ID1109130,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109140,1109140,Padang Tiji,ID1109140,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109150,1109150,Delima,ID1109150,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109151,1109151,Grong Grong,ID1109151,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109160,1109160,Indrajaya,ID1109160,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109170,1109170,Peukan Baro,ID1109170,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109180,1109180,Kembang Tanjong,ID1109180,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109190,1109190,Simpang Tiga,ID1109190,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109200,1109200,Kota Sigli,ID1109200,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109210,1109210,Pidie,ID1109210,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109220,1109220,Batee,ID1109220,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1109230,1109230,Muara Tiga,ID1109230,,,,Pidie,ID1109,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110010,1110010,Samalanga,ID1110010,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110011,1110011,Simpang Mamplam,ID1110011,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110020,1110020,Pandrah,ID1110020,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110030,1110030,Jeunieb,ID1110030,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110031,1110031,Peulimbang,ID1110031,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110040,1110040,Peudada,ID1110040,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110050,1110050,Juli,ID1110050,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110060,1110060,Jeumpa,ID1110060,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110061,1110061,Kota Juang,ID1110061,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110062,1110062,Kuala,ID1110062,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110070,1110070,Jangka,ID1110070,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110080,1110080,Peusangan,ID1110080,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:3:1110081,1110081,Peusangan Selatan,ID1110081,,,,Bireuen,ID1110,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
